Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,12,86,1,4,56,4.7,30,2.5,1,12.0
Jamaal Williams,GNB,4,9,1,1,1,0.3,8,2.0,0,
Ty Montgomery,GNB,2,6,0,,1,0.5,5,2.5,0,
Aaron Rodgers,GNB,1,5,0,0,3,3.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,25,114,0,4,57,2.3,57,2.3,2,12.5
Jared Goff,LAR,5,7,0,0,5,1.0,2,0.4,0,
Brandin Cooks,LAR,2,9,0,0,7,3.5,2,1.0,0,
Malcolm Brown,LAR,1,7,0,,3,3.0,4,4.0,0,
Josh Reynolds,LAR,1,-2,0,0,-2,-2.0,0,0.0,0,
