Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaire Alexander,GNB,0,10,5,50.0%,92,18.4,9.2,0,82.1,17.3,77,15,0,0,0,0.0,0,7,0,0.0%
Blake Martinez,GNB,0,6,4,66.7%,24,6.0,4.0,0,74.3,4.7,17,7,9,2,0,1.0,3,12,0,0.0%
Jermaine Whitehead,GNB,0,5,4,80.0%,66,16.5,13.2,1,158.3,9.8,45,21,8,0,0,0.0,0,7,1,12.5%
Ha Ha Clinton-Dix,GNB,0,3,3,100.0%,35,11.7,11.7,1,154.9,11.0,33,2,1,0,0,0.0,0,4,1,20.0%
Kevin King,GNB,0,3,2,66.7%,31,15.5,10.3,0,100.7,14.3,15,16,0,0,0,0.0,0,2,0,0.0%
Clay Matthews,GNB,0,1,1,100.0%,22,22.0,22.0,0,118.7,4.0,4,18,0,0,1,1.0,2,7,0,0.0%
Tramon Williams,GNB,0,3,1,33.3%,19,19.0,6.3,0,56.2,16.0,19,0,6,0,0,0.0,0,2,0,0.0%
Mike Daniels,GNB,0,0,0,,,,,,,,,,0,6,0,0.0,6,3,1,25.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,2,1,2.0,5,5,0,0.0%
Reggie Gilbert,GNB,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%
Dean Lowry,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Kyler Fackrell,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Kentrell Brice,GNB,0,1,0,0.0%,,,0.0,,39.6,13.0,,,1,0,0,0.0,0,1,1,50.0%
Oren Burks,GNB,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Marcus Peters,LAR,0,10,7,70.0%,149,21.3,14.9,0,112.5,12.5,106,43,0,0,0,0.0,0,6,1,14.3%
Cory Littleton,LAR,0,3,3,100.0%,24,8.0,8.0,0,100.0,5.7,17,7,7,2,0,1.0,3,8,0,0.0%
Troy Hill,LAR,0,6,3,50.0%,72,24.0,12.0,1,133.3,10.8,47,25,0,0,0,0.0,0,1,1,50.0%
Nickell Robey-Coleman,LAR,0,4,3,75.0%,13,4.3,3.3,0,78.1,1.5,-7,20,0,0,0,0.0,0,3,0,0.0%
Mark Barron,LAR,0,3,2,66.7%,28,14.0,9.3,0,96.5,3.0,7,21,1,0,0,0.0,0,6,0,0.0%
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,2,2,2.0,6,3,0,0.0%
Matt Longacre,LAR,0,0,0,,,,,,,,,,4,0,2,0.0,2,0,1,100.0%
Samson Ebukam,LAR,0,2,0,0.0%,,,0.0,,39.6,3.0,,,5,2,0,0.0,2,4,0,0.0%
Ndamukong Suh,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Michael Brockers,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Lamarcus Joyner,LAR,0,1,0,0.0%,,,0.0,,39.6,4.0,,,0,0,0,0.0,0,4,0,0.0%
John Johnson,LAR,0,1,0,0.0%,,,0.0,,39.6,25.0,,,0,0,0,0.0,0,5,1,16.7%
Marqui Christian,LAR,0,1,0,0.0%,,,0.0,,39.6,25.0,,,0,0,0,0.0,0,1,0,0.0%
