Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
1,0:20,1,10,ARI 43,0,14,Jon Kitna pass incomplete deep left intended for Miles Austin (defended by Dominique Rodgers-Cromartie),2.720,2.180
1,0:12,2,10,ARI 43,0,14,Felix Jones left tackle for -2 yards (tackle by Adrian Wilson),2.180,1.220
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,ARI 45,0,14,Jon Kitna pass complete short middle to Miles Austin for 13 yards (tackle by Greg Toler),1.220,3.450
2,14:20,1,10,ARI 32,0,14,Marion Barber middle for no gain (tackle by Daryl Washington),3.450,2.900
2,13:43,2,10,ARI 32,0,14,Jon Kitna pass complete short middle to Martellus Bennett for 8 yards (tackle by Kerry Rhodes),2.900,3.270
2,12:59,3,2,ARI 24,0,14,Jon Kitna pass incomplete short right intended for Miles Austin,3.270,1.990
2,12:54,4,2,ARI 24,3,14,David Buehler 42 yard field goal good,1.990,3.000
2,,,,DAL 30,3,14,"David Buehler kicks off 70 yards, touchback",0.000,0.280
2,12:49,1,10,ARI 20,3,14,Beanie Wells middle for 6 yards (tackle by Bradie James),0.280,0.540
2,12:11,2,4,ARI 26,3,20,"John Skelton pass complete deep left to Andre Roberts for 74 yards, touchdown. Penalty on Mike Jenkins: Defensive Pass Interfere (Declined)",0.540,7.000
2,,,,DAL 2,3,21,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 30,3,21,"Jay Feely kicks off 66 yards, returned by Bryan McCann for 15 yards (tackle by Reggie Walker)",0.000,0.150
2,11:51,1,10,DAL 19,3,21,Jon Kitna sacked by Darnell Dockett for 0 yards,0.150,-0.390
2,11:11,2,10,DAL 19,3,21,Felix Jones right end for 12 yards (tackle by Daryl Washington),-0.390,1.000
2,10:27,1,10,DAL 31,3,21,Jon Kitna sacked by Darnell Dockett for -4 yards,1.000,-0.080
2,9:53,2,14,DAL 27,3,21,Jon Kitna pass complete short middle to Tashard Choice for 3 yards (tackle by Michael Adams),-0.080,-0.360
2,9:18,3,11,DAL 30,3,21,Jon Kitna pass complete short middle to Miles Austin for 24 yards (tackle by Trumaine McBride),-0.360,2.520
2,8:31,1,10,ARI 46,3,21,Jon Kitna pass complete short right to Sam Hurd for 4 yards (tackle by Dan Williams),2.520,2.520
2,7:52,2,6,ARI 42,3,21,Jon Kitna pass incomplete short middle intended for Jason Witten (defended by Dan Williams),2.520,1.820
2,7:48,3,6,ARI 42,3,21,"Penalty on Tashard Choice: False Start, 5 yards (no play)",1.820,1.160
2,7:48,3,11,ARI 47,3,21,Jon Kitna pass complete short middle to Tashard Choice for 9 yards (tackle by Kerry Rhodes),1.160,0.720
2,7:22,4,2,ARI 38,3,21,"Jon Kitna pass incomplete deep right intended for Sam Hurd (defended by Dominique Rodgers-Cromartie). Penalty on Adrian Wilson: Defensive Offside, 5 yards (no play)",0.720,3.380
2,7:17,1,10,ARI 33,3,21,Marion Barber middle for 25 yards (tackle by Greg Toler),3.380,5.370
2,6:50,1,8,ARI 8,3,21,Marion Barber right tackle for -1 yards (tackle by Paris Lenon),5.370,4.380
2,6:09,2,9,ARI 9,3,21,Jon Kitna pass incomplete short left intended for Miles Austin (defended by Rashad Johnson),4.380,3.360
2,6:04,3,9,ARI 9,3,21,Jon Kitna middle for 7 yards (tackle by Michael Adams and Rashad Johnson),3.360,3.250
2,5:15,4,2,ARI 2,9,21,"Jon Kitna pass complete short left to Jason Witten for 2 yards, touchdown",3.250,7.000
2,,,,ARI 2,10,21,David Buehler kicks extra point good,0.000,0.000
2,,,,DAL 30,10,21,"David Buehler kicks off 69 yards, returned by Andre Roberts for 22 yards (tackle by Leon Williams)",0.000,0.480
2,5:04,1,10,ARI 23,10,21,Beanie Wells middle for 1 yard (tackle by Stephen Bowen and DeMarcus Ware),0.480,0.070
2,4:23,2,9,ARI 24,10,21,John Skelton middle for 16 yards (tackle by Bradie James),0.070,1.600
2,3:38,1,10,ARI 40,10,21,Beanie Wells middle for 9 yards (tackle by Gerald Sensabaugh),1.600,2.270
2,2:57,2,1,ARI 49,10,21,John Skelton pass incomplete,2.270,1.550
2,2:50,,,,10,21,Timeout #1 by Arizona Cardinals,0.000,1.550
2,2:50,3,1,ARI 49,10,21,Beanie Wells middle for -1 yards (tackle by Stephen Bowen),1.550,-0.190
2,2:09,4,2,ARI 48,10,21,"Ben Graham punts 43 yards, fair catch by Bryan McCann",-0.190,0.380
2,2:00,1,10,DAL 9,10,21,Felix Jones middle for 11 yards (tackle by Adrian Wilson),-0.380,0.280
2,1:27,1,10,DAL 20,10,21,Felix Jones right tackle for 3 yards (tackle by Paris Lenon),0.280,0.140
2,1:20,,,,10,21,Timeout #2 by Arizona Cardinals,0.000,0.140
2,1:20,2,7,DAL 23,10,21,Marion Barber middle for 1 yard (tackle by Greg Toler),0.140,-0.430
2,1:15,,,,10,21,Timeout #3 by Arizona Cardinals,0.000,-0.430
2,1:15,3,6,DAL 24,10,21,Marion Barber middle for 4 yards (tackle by Kerry Rhodes),-0.430,-1.500
2,0:30,,,,10,21,Timeout #2 by Dallas Cowboys,0.000,-1.500
2,0:30,4,2,DAL 28,10,21,"Mat McBriar punts 41 yards, returned by Andre Roberts for 3 yards (tackle by Bryan McCann)",-1.500,-1.200
2,0:20,1,10,ARI 34,10,21,John Skelton pass complete short middle to Max Komar for 7 yards (tackle by Gerald Sensabaugh),1.200,1.600
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,10,21,"Jay Feely kicks off 69 yards, returned by Bryan McCann for 25 yards (tackle by Max Komar)",0.000,0.670
3,14:53,1,10,DAL 26,10,21,Stephen McGee pass incomplete short right intended for Martellus Bennett (defended by Kerry Rhodes),0.670,0.130
3,14:48,2,10,DAL 26,10,21,Felix Jones right tackle for 2 yards (tackle by Daryl Washington),0.130,-0.300
3,14:07,3,8,DAL 28,10,21,Stephen McGee pass complete short left to Jason Witten for 2 yards (tackle by Daryl Washington),-0.300,-1.370
3,13:38,4,6,DAL 30,10,21,"Mat McBriar punts 54 yards, returned by Andre Roberts for 2 yards (tackle by Danny McCray)",-1.370,-0.040
3,13:29,1,10,ARI 18,10,21,John Skelton pass incomplete short middle intended for Larry Fitzgerald,0.040,-0.490
3,13:25,2,10,ARI 18,10,21,"Penalty on Stephen Spach: False Start, 5 yards (no play)",-0.490,-1.140
3,13:25,2,15,ARI 13,10,21,John Skelton pass incomplete short middle intended for Stephen Spach,-1.140,-1.970
3,13:20,3,15,ARI 13,10,21,John Skelton pass incomplete short middle intended for Ben Patrick,-1.970,-2.490
3,13:10,4,15,ARI 13,10,21,"Ben Graham punts 50 yards. Penalty on Danny McCray: Running Into the Kicker, 5 yards (no play)",-2.490,-2.240
3,12:58,4,10,ARI 18,10,21,"Ben Graham punts 56 yards, fair catch by Bryan McCann",-2.240,-0.670
3,12:50,1,10,DAL 26,10,21,Felix Jones left end for 14 yards (tackle by Daryl Washington),0.670,1.600
3,12:24,1,10,DAL 40,10,21,Felix Jones middle for 1 yard (tackle by Darnell Dockett),1.600,1.190
3,11:43,2,9,DAL 41,10,21,Stephen McGee pass complete short right to Jason Witten for 1 yard (tackle by Paris Lenon),1.190,0.630
3,10:56,3,8,DAL 42,10,21,Stephen McGee pass incomplete short middle intended for Jason Witten,0.630,-0.590
3,10:51,4,8,DAL 42,10,21,"Mat McBriar punts 58 yards, touchback",-0.590,-0.280
3,10:41,1,10,ARI 20,10,21,Beanie Wells right end for 5 yards (tackle by Terence Newman),0.280,0.410
3,10:01,2,5,ARI 25,10,21,John Skelton pass complete short left to Andre Roberts for 3 yards (tackle by Orlando Scandrick),0.410,0.100
3,9:30,3,2,ARI 28,10,21,"John Skelton for no gain. John Skelton fumbles, recovered by Steve Breaston at ARI-14",0.100,-2.470
3,8:55,4,16,ARI 14,10,21,"Ben Graham punts 44 yards, muffed catch by Bryan McCann, recovered by Bryan McCann and returned for no gain",-2.470,-1.530
3,8:45,1,10,DAL 39,10,21,Stephen McGee pass complete short left to Miles Austin for 19 yards (tackle by Adrian Wilson and Dominique Rodgers-Cromartie),1.530,2.790
3,8:09,1,10,ARI 42,10,21,Felix Jones right tackle for 3 yards (tackle by Paris Lenon),2.790,2.650
3,7:25,2,7,ARI 39,10,21,Stephen McGee pass incomplete short right intended for Martellus Bennett,2.650,1.950
3,7:18,,,,10,21,Timeout #1 by Dallas Cowboys,0.000,1.950
3,7:18,3,7,ARI 39,10,21,Stephen McGee right end for 4 yards (tackle by Kerry Rhodes),1.950,0.990
3,6:53,4,3,ARI 35,13,21,David Buehler 53 yard field goal good,0.990,3.000
3,,,,DAL 30,13,21,"David Buehler kicks off 74 yards, returned by Andre Roberts for 17 yards (tackle by Sam Hurd)",0.000,-0.320
3,6:40,1,10,ARI 13,13,21,John Skelton pass incomplete deep right intended for Andre Roberts,-0.320,-0.770
3,6:35,2,10,ARI 13,13,21,Tim Hightower middle for 7 yards (tackle by Keith Brooking),-0.770,-0.590
3,5:55,3,3,ARI 20,13,21,John Skelton pass incomplete short right intended for Andre Roberts,-0.590,-2.030
3,5:51,4,3,ARI 20,13,21,"Ben Graham punts 43 yards, returned by Bryan McCann for 16 yards (tackle by Mike Leach)",-2.030,-2.460
3,5:40,1,10,ARI 47,13,21,Stephen McGee middle for 4 yards (tackle by Paris Lenon),2.460,2.450
3,5:02,2,6,ARI 43,13,21,Felix Jones right tackle for 7 yards (tackle by Paris Lenon),2.450,3.180
3,4:26,1,10,ARI 36,13,21,Tashard Choice left tackle for 9 yards (tackle by Reggie Walker),3.180,3.850
3,4:26,2,1,ARI 27,13,21,"Penalty on Leonard Davis: False Start, 5 yards (no play)",3.850,3.180
3,3:23,2,6,ARI 32,13,21,Felix Jones left end for 5 yards (tackle by Reggie Walker),3.180,3.140
3,2:46,3,1,ARI 27,13,21,Marion Barber middle for 3 yards (tackle by Adrian Wilson),3.140,3.970
3,2:06,1,10,ARI 24,19,21,"Marion Barber right tackle for 24 yards, touchdown. Penalty on Marion Barber: Unsportsmanlike Conduct, 15 yards",3.970,7.000
3,,,,ARI 2,20,21,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 15,20,21,"David Buehler kicks off 76 yards, returned by Andre Roberts for 32 yards (tackle by David Buehler)",0.000,1.660
3,1:50,1,10,ARI 41,20,21,John Skelton pass incomplete short left intended for Tim Hightower (defended by Igor Olshansky),1.660,1.120
,,,,,,,"DAL challenged the incomplete pass ruling, and the play was upheld.",,
3,1:45,2,10,ARI 41,20,21,Beanie Wells middle for 3 yards (tackle by Igor Olshansky),1.120,0.830
3,1:02,3,7,ARI 44,20,21,John Skelton pass complete short right to Max Komar for 5 yards (tackle by Terence Newman),0.830,-0.130
3,0:26,4,2,ARI 49,20,21,"Ben Graham punts 41 yards, fair catch by Bryan McCann",-0.130,0.380
3,0:19,1,10,DAL 10,20,21,Felix Jones middle for 2 yards (tackle by Adrian Wilson),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DAL 12,20,21,Stephen McGee pass incomplete short left intended for Jason Witten,-0.630,-1.190
4,14:56,,,,20,21,Timeout #3 by Dallas Cowboys,0.000,-1.190
4,14:56,3,8,DAL 12,20,21,Stephen McGee pass complete short middle to Sam Hurd for 13 yards (tackle by Rashad Johnson),-1.190,0.610
4,14:18,1,10,DAL 25,20,21,Tashard Choice middle for 1 yard (tackle by Dan Williams),0.610,0.200
4,13:37,2,9,DAL 26,20,21,Stephen McGee pass complete short right to Jason Witten for 5 yards (tackle by Paris Lenon),0.200,0.170
4,12:54,3,4,DAL 31,20,21,Stephen McGee pass complete short middle to Tashard Choice for 4 yards (tackle by Darnell Dockett),0.170,1.270
4,12:08,1,10,DAL 35,20,21,Tashard Choice middle for 6 yards (tackle by Calais Campbell),1.270,1.530
4,11:30,2,4,DAL 41,20,21,Felix Jones right tackle for 6 yards (tackle by Greg Toler),1.530,2.060
4,10:46,1,10,DAL 47,20,21,Marion Barber right end for 2 yards (tackle by Dominique Rodgers-Cromartie),2.060,1.790
4,10:20,2,8,DAL 49,20,21,Stephen McGee pass complete short right to Martellus Bennett for -1 yards (tackle by Daryl Washington),1.790,0.960
4,9:33,3,9,DAL 48,20,21,Stephen McGee sacked by O'Brien Schofield for -11 yards,0.960,-0.910
4,9:03,4,20,DAL 37,20,21,"Mat McBriar punts 52 yards, returned by Andre Roberts for 9 yards (tackle by Brandon Williams)",-0.910,-0.280
4,8:50,1,10,ARI 20,20,21,Beanie Wells middle for 3 yards (tackle by Igor Olshansky),0.280,0.140
4,8:13,2,7,ARI 23,20,21,John Skelton pass incomplete deep left intended for Andre Roberts (defended by Mike Jenkins),0.140,-0.560
4,8:07,3,7,ARI 23,20,21,John Skelton pass complete deep middle to Andre Roberts for 21 yards (tackle by Orlando Scandrick),-0.560,1.860
4,7:24,1,10,ARI 44,20,21,Beanie Wells middle for 8 yards (tackle by Jason Hatcher),1.860,2.400
4,6:44,2,2,DAL 48,20,21,Beanie Wells middle for 10 yards (tackle by Bradie James),2.400,3.050
4,6:00,1,10,DAL 38,20,21,Beanie Wells middle for 3 yards (tackle by Igor Olshansky),3.050,2.910
4,5:18,2,7,DAL 35,20,21,Tim Hightower middle for 4 yards (tackle by Bradie James),2.910,2.740
4,4:37,3,3,DAL 31,20,21,Beanie Wells right tackle for no gain (tackle by Anthony Spencer and Jason Hatcher),2.740,1.380
4,3:50,,,,20,21,Timeout #2 by Arizona Cardinals,0.000,1.380
4,3:50,4,3,DAL 31,20,24,Jay Feely 49 yard field goal good,1.380,3.000
4,,,,ARI 30,20,24,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
4,3:45,1,10,DAL 20,20,24,Stephen McGee pass incomplete short middle intended for Miles Austin,0.280,-0.270
4,3:41,2,10,DAL 20,20,24,"Stephen McGee middle for 11 yards (tackle by Kerry Rhodes). Penalty on Adrian Wilson: Illegal Contact, 5 yards",-0.270,1.330
4,3:33,1,10,DAL 36,20,24,Stephen McGee pass complete short left to Miles Austin for 9 yards (tackle by Rashad Johnson),1.330,2.010
4,2:56,2,1,DAL 45,20,24,Felix Jones left end for 5 yards (tackle by Rashad Johnson),2.010,2.260
4,2:22,1,10,,20,24,"Stephen McGee for no gain. Stephen McGee fumbles, recovered by Stephen McGee at DAL-43",2.260,1.170
4,1:58,2,14,DAL 46,20,24,Stephen McGee pass complete short left to Jason Witten for 9 yards (tackle by Rashad Johnson),1.170,1.690
4,1:56,3,5,ARI 45,20,24,Stephen McGee pass incomplete short right intended for Miles Austin,1.690,0.270
4,1:51,4,5,ARI 45,20,24,"Stephen McGee pass incomplete short left intended for Sam Hurd. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interfere, 8 yards (no play)",0.270,3.120
4,1:47,1,10,ARI 37,26,24,"Stephen McGee pass complete deep right to Miles Austin for 37 yards, touchdown",3.120,7.000
4,,,,ARI 2,26,24,David Buehler kicks extra point no good,0.000,-1.000
4,,,,DAL 30,26,24,"David Buehler kicks off 62 yards, returned by Andre Roberts for 16 yards (tackle by Barry Church)",0.000,0.540
4,1:36,1,10,ARI 24,26,24,John Skelton pass incomplete short right intended for Larry Fitzgerald,0.540,0.000
4,1:31,2,10,ARI 24,26,24,John Skelton sacked by DeMarcus Ware for -5 yards,0.000,-1.430
4,1:23,,,,26,24,Timeout #3 by Arizona Cardinals,0.000,-1.430
4,1:23,3,15,ARI 19,26,24,John Skelton pass incomplete short left intended for Tim Hightower. Penalty on Max Komar: Offensive Pass Interfere (Declined),-1.430,-2.140
4,1:17,4,15,ARI 19,26,24,John Skelton pass complete deep right to Larry Fitzgerald for 26 yards (tackle by Keith Brooking),-2.140,1.930
4,0:49,1,10,ARI 45,26,24,John Skelton for 5 yards (tackle by Orlando Scandrick),1.930,2.060
4,0:42,2,5,,26,24,John Skelton pass complete short right to Tim Hightower for 6 yards (tackle by Bradie James),2.060,2.650
4,0:25,1,10,DAL 44,26,24,John Skelton spiked the ball,2.650,2.110
4,0:25,2,10,DAL 44,26,24,John Skelton pass complete deep middle to Max Komar for 19 yards (tackle by Alan Ball),2.110,3.910
4,0:11,1,10,DAL 25,26,24,"John Skelton spiked the ball. Penalty on Jeremy Bridges: Illegal Formation, 5 yards (no play)",3.910,3.580
4,0:10,1,15,DAL 30,26,27,"Jay Feely 48 yard field goal good. Penalty on ARI: Unsportsmanlike Conduct, 15 yards",3.580,3.000
4,,,,ARI 15,26,27,"Jay Feely kicks off 85 yards, returned by Terence Newman for 9 yards (tackle by Reggie Walker)",0.000,-0.380
4,0:01,1,10,DAL 9,26,27,"Stephen McGee pass complete short right to Miles Austin for 13 yards. Miles Austin fumbles, recovered by Kerry Rhodes at DAL-24 (tackle by Roy Williams)",-0.380,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
