Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,20,120,0,6,61,3.1,59,3.0,1,20.0
Patrick Taylor,GNB,8,30,0,1,13,1.6,17,2.1,0,
AJ Dillon,GNB,7,27,0,1,12,1.7,15,2.1,1,7.0
Sean Clifford,GNB,2,-2,0,0,-2,-1.0,0,0.0,0,
Jordan Love,GNB,2,2,1,1,1,0.5,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ty Chandler,MIN,10,40,0,1,13,1.3,27,2.7,0,
Alexander Mattison,MIN,3,17,0,,9,3.0,8,2.7,0,
Jaren Hall,MIN,2,4,0,0,4,2.0,0,0.0,0,
Nick Mullens,MIN,1,6,0,0,6,6.0,0,0.0,0,
