Quarter,Time,Tm,Detail,KAN,OAK
1.0,4:16,Chiefs,Trent Green 2 yard rush (Morten Andersen kick),7,0
2.0,1:07,Chiefs,Morten Andersen 37 yard field goal,10,0
4.0,8:06,Raiders,Sebastian Janikowski 27 yard field goal,10,3
,4:57,Chiefs,Priest Holmes 2 yard rush (Morten Andersen kick),17,3
,2:25,Raiders,Zack Crockett 1 yard rush (Sebastian Janikowski kick),17,10
