Quarter,Time,Down,ToGo,Location,BAL,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Jake Moody kicks off 60 yards, returned by Tylan Wallace for 26 yards (tackle by Logan Ryan)",0.000,1.000
1,14:52,1,10,BAL 31,0,0,Justice Hill left guard for 2 yards (tackle by Fred Warner),1.000,0.730
1,14:14,2,8,BAL 33,0,0,Lamar Jackson pass incomplete short left intended for Rashod Bateman (defended by Ambry Thomas),0.730,0.040
1,14:11,3,8,BAL 33,0,0,Lamar Jackson pass incomplete short right intended for Nelson Agholor,0.040,-1.180
1,14:06,4,8,BAL 33,0,0,"Jordan Stout punts 56 yards, fair catch by Ronnie Bell at SF-11",-1.180,0.370
1,13:59,1,10,SFO 11,0,0,Brock Purdy pass complete short right to Christian McCaffrey for 3 yards (tackle by Kyle Hamilton),-0.370,-0.530
1,13:21,2,7,SFO 14,0,0,Brock Purdy pass incomplete short middle intended for Kyle Juszczyk (defended by Brandon Stephens),-0.530,-1.070
1,13:17,,,,,,Timeout #1 by San Francisco 49ers,,
1,13:17,3,7,SFO 14,0,0,Brock Purdy pass complete short middle to George Kittle for 58 yards (tackle by Ronald Darby),-1.070,3.710
1,12:27,1,10,BAL 28,0,0,Brock Purdy pass complete short middle to George Kittle for 13 yards (tackle by Marcus Williams),3.710,4.580
1,11:47,1,10,BAL 15,0,0,Brock Purdy pass deep middle intended for Deebo Samuel is intercepted by Kyle Hamilton in end zone and returned for 10 yards (tackle by Kyle Juszczyk),4.580,0.380
1,11:39,1,10,BAL 8,0,0,Gus Edwards right tackle for 5 yards (tackle by Charvarius Ward and Deommodore Lenoir),-0.380,-0.410
1,11:02,2,5,BAL 13,0,0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers,-0.410,-0.840
1,10:55,3,5,BAL 13,0,0,Lamar Jackson pass complete short left to Zay Flowers for 7 yards (tackle by Ambry Thomas),-0.840,0.280
1,10:31,1,10,BAL 20,0,2,"Lamar Jackson pass incomplete short left. Penalty on Lamar Jackson: Intentional Grounding, 20 yards (accepted)",0.280,-2.000
1,10:24,,,BAL 20,0,2,"Jordan Stout kicks off 60 yards,",0.000,0.340
1,10:23,1,10,SFO 21,0,2,Christian McCaffrey left tackle for 14 yards (tackle by Marcus Williams and Roquan Smith),0.340,1.270
1,9:42,1,10,SFO 35,0,2,Christian McCaffrey left tackle for 5 yards (tackle by Roquan Smith),1.270,1.400
1,9:00,2,5,SFO 40,0,2,Brock Purdy pass complete deep left to Brandon Aiyuk for 18 yards,1.400,2.790
1,8:27,1,10,BAL 42,0,2,Brock Purdy pass incomplete deep left intended for George Kittle,2.790,2.240
1,8:21,2,10,BAL 42,0,2,Christian McCaffrey left tackle for 4 yards (tackle by Justin Madubuike),2.240,2.080
1,7:40,3,6,BAL 38,0,2,Christian McCaffrey right guard for 5 yards (tackle by Travis Jones),2.080,1.210
1,6:57,4,1,BAL 33,0,2,"Brock Purdy sacked by Marlon Humphrey for no gain. Penalty on Ronald Darby: Defensive Holding, 5 yards (accepted) (no play)",1.210,3.710
1,6:52,1,10,BAL 28,0,2,Deebo Samuel right end for 1 yard (tackle by Marlon Humphrey),3.710,3.300
1,6:11,2,9,BAL 27,0,2,Brock Purdy pass incomplete short left intended for Deebo Samuel (defended by Jadeveon Clowney),3.300,2.610
1,6:06,3,9,BAL 27,0,2,Brock Purdy pass incomplete short left intended for Christian McCaffrey,2.610,1.670
1,6:03,4,9,BAL 27,0,5,Jake Moody 45 yard field goal good,1.670,3.000
1,5:58,,,SFO 35,0,5,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
1,5:58,1,10,BAL 25,0,5,Lamar Jackson pass complete short right to Zay Flowers for 13 yards (tackle by Dre Greenlaw),0.610,1.470
1,5:16,1,10,BAL 38,0,5,Lamar Jackson pass complete short left to Zay Flowers for -2 yards (tackle by Fred Warner),1.470,0.650
1,4:36,2,12,BAL 36,0,5,Lamar Jackson scrambles right end for 9 yards (tackle by Fred Warner and Ji'Ayir Brown),0.650,1.160
1,3:51,3,3,BAL 45,0,5,"Lamar Jackson pass incomplete deep left intended for Isaiah Likely. Penalty on Tashaun Gipson: Defensive Pass Interference, 21 yards (accepted) (no play)",1.160,3.310
1,3:44,1,10,SFO 34,0,5,Gus Edwards left tackle for 4 yards (tackle by Javon Hargrave),3.310,3.310
1,3:07,2,6,SFO 30,0,5,"Lamar Jackson pass incomplete deep right intended for Odell Beckham. Penalty on Charvarius Ward: Defensive Holding, 5 yards (declined) . Penalty on Tashaun Gipson: Face Mask (15 Yards), 16 yards (accepted) (no play)",3.310,4.650
1,3:00,1,10,SFO 14,0,5,Justice Hill left end for 5 yards (tackle by Ji'Ayir Brown),4.650,4.900
1,2:26,2,5,SFO 9,0,5,Lamar Jackson left end for -3 yards (tackle by Nick Bosa and Dre Greenlaw),4.900,3.430
1,1:44,3,8,SFO 12,0,5,Lamar Jackson pass complete short left to Nelson Agholor for 2 yards (tackle by Ambry Thomas),3.430,2.790
1,1:01,4,6,SFO 10,3,5,Justin Tucker 28 yard field goal good,2.790,3.000
1,0:57,,,BAL 35,3,5,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,0:57,1,10,SFO 25,3,5,Brock Purdy pass complete short right to George Kittle for 20 yards (tackle by Kyle Hamilton),0.610,1.930
1,0:19,1,10,SFO 45,3,5,Christian McCaffrey left guard for 3 yards (tackle by Kyle Van Noy and Marcus Williams),1.930,1.790
Quarter,Time,Down,ToGo,Location,BAL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SFO 48,3,5,Brock Purdy pass complete short left to Deebo Samuel for 15 yards,1.790,3.120
2,14:22,1,10,BAL 37,3,5,Brock Purdy pass short left (defended by Brandon Stephens) intended for Deebo Samuel is intercepted by Marlon Humphrey at BAL-44 and returned for 3 yards (tackle by Brock Purdy),3.120,-2.060
2,14:16,1,10,BAL 47,3,5,Justice Hill left end for 2 yards (tackle by Deommodore Lenoir and Dre Greenlaw),2.060,1.790
2,13:39,2,8,BAL 49,3,5,Lamar Jackson pass complete short left to Rashod Bateman for 14 yards (tackle by Ambry Thomas),1.790,3.120
2,13:01,1,10,SFO 37,3,5,Lamar Jackson pass complete short left to Zay Flowers for 6 yards (tackle by Tashaun Gipson and Demetrius Flannigan-Fowles),3.120,3.380
2,12:23,2,4,SFO 31,3,5,Lamar Jackson pass complete short right to Zay Flowers for 10 yards (tackle by Tashaun Gipson),3.380,4.170
2,11:44,1,10,SFO 21,3,5,Lamar Jackson pass incomplete short left intended for Rashod Bateman,4.170,3.630
2,11:40,2,10,SFO 21,3,5,Lamar Jackson pass complete short right to Justice Hill for 6 yards (tackle by Fred Warner and Dre Greenlaw),3.630,3.810
2,11:04,3,4,SFO 15,3,5,Lamar Jackson pass complete short middle to Odell Beckham for 5 yards (tackle by Dre Greenlaw),3.810,4.910
2,10:31,1,10,SFO 10,3,5,Lamar Jackson pass incomplete short right intended for Patrick Ricard (defended by Fred Warner),4.910,4.190
2,10:27,2,10,SFO 10,3,5,Lamar Jackson pass incomplete short middle intended for Odell Beckham,4.190,3.130
2,10:21,,,,,,Timeout #1 by Baltimore Ravens,,
2,10:21,3,10,SFO 10,3,5,Lamar Jackson pass complete short middle to Isaiah Likely for 9 yards (tackle by Deommodore Lenoir and Fred Warner),3.130,3.550
2,9:38,4,1,SFO 1,9,5,"Gus Edwards up the middle for 1 yard, touchdown",3.550,7.000
2,9:35,,,SFO 15,10,5,Justin Tucker kicks extra point good,0.000,0.000
2,9:35,,,BAL 35,10,5,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,9:35,1,10,SFO 25,10,5,Christian McCaffrey left guard for 2 yards (tackle by Broderick Washington),0.610,0.330
2,8:54,2,8,SFO 27,10,5,Brock Purdy pass complete short right to Deebo Samuel for 3 yards (tackle by Kyle Hamilton and Roquan Smith),0.330,0.040
2,8:09,3,5,SFO 30,10,5,Brock Purdy pass short middle (defended by Marlon Humphrey) intended for George Kittle is intercepted by Kyle Hamilton at SF-32 and returned for -3 yards (tackle by Christian McCaffrey),0.040,-3.250
