Quarter,Time,Tm,Detail,MIN,CHI
1.0,6:29,Vikings,Adam Thielen 17 yard pass from Kirk Cousins (Dan Bailey kick),7,0
,0:32,Bears,Cairo Santos 23 yard field goal,7,3
2.0,0:49,Bears,Cairo Santos 42 yard field goal,7,6
3.0,14:46,Bears,Cordarrelle Patterson 104 yard kickoff return (Cairo Santos kick),7,13
,10:50,Vikings,Dan Bailey 37 yard field goal,10,13
,1:52,Vikings,Dan Bailey 43 yard field goal,13,13
4.0,10:06,Vikings,Adam Thielen 6 yard pass from Kirk Cousins (pass failed),19,13
