Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,MIN 25,0,0,Dalvin Cook left tackle for 4 yards (tackle by Brent Urban),0.610,0.600
1,14:28,2,6,MIN 29,0,0,Kirk Cousins pass complete short middle to Dalvin Cook for 2 yards (tackle by Danny Trevathan),0.600,0.170
1,13:52,3,4,MIN 31,0,0,"Penalty on Danny Trevathan: Neutral Zone Infraction, 5 yards (no play)",0.170,1.330
1,13:40,1,10,MIN 36,0,0,Dalvin Cook right tackle for 5 yards (tackle by Akiem Hicks),1.330,1.470
1,13:03,2,5,MIN 41,0,0,Kirk Cousins pass complete short middle to C.J. Ham for 8 yards (tackle by Danny Trevathan),1.470,2.190
1,12:28,1,10,MIN 49,0,0,Dalvin Cook right tackle for 2 yards (tackle by Eddie Jackson),2.190,1.920
1,11:41,2,8,CHI 49,0,0,Kirk Cousins pass complete short middle to Adam Thielen for 9 yards (tackle by Buster Skrine),1.920,2.920
1,11:08,1,10,CHI 40,0,0,Alexander Mattison right guard for no gain (tackle by Daniel McCullers and Brent Urban),2.920,2.370
1,10:35,2,10,CHI 40,0,0,"Kirk Cousins pass complete short middle to Kyle Rudolph for 12 yards (tackle by Danny Trevathan). Kyle Rudolph fumbles (forced by Danny Trevathan), recovered by Tashaun Gipson at CHI-27",2.370,-0.740
1,10:22,1,10,CHI 27,0,0,Nick Foles pass complete short left to Darnell Mooney for no gain (tackle by Kris Boyd and Anthony Harris),0.740,0.200
1,9:43,2,10,CHI 27,0,0,Nick Foles pass deep middle intended for Anthony Miller is intercepted by Harrison Smith at CHI-49 and returned for 8 yards,0.200,-2.850
1,9:34,1,10,CHI 41,0,0,Dalvin Cook right tackle for 3 yards (tackle by Akiem Hicks and Roquan Smith),2.850,2.710
1,9:00,2,7,CHI 38,0,0,Dalvin Cook left tackle for 2 yards (tackle by Barkevious Mingo),2.710,2.280
1,8:20,3,5,CHI 36,0,0,Kirk Cousins pass complete short middle to Chad Beebe for 12 yards (tackle by Danny Trevathan),2.280,3.970
1,7:41,1,10,CHI 24,0,0,Dalvin Cook right guard for 1 yard (tackle by Akiem Hicks),3.970,3.570
1,7:06,2,9,CHI 23,0,0,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Jaylon Johnson),3.570,3.750
1,6:34,3,3,CHI 17,6,0,"Kirk Cousins pass complete deep left to Adam Thielen for 17 yards, touchdown",3.750,7.000
1,6:29,,,CHI 15,7,0,Dan Bailey kicks extra point good,0.000,0.000
1,6:29,,,MIN 35,7,0,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,6:29,1,10,CHI 25,7,0,Cordarrelle Patterson right end for 5 yards (tackle by Eric Wilson and Troy Dye),0.610,0.740
1,5:48,2,5,CHI 30,7,0,Nick Foles pass complete short right to Lamar Miller for 7 yards (tackle by Eric Kendricks),0.740,1.400
1,5:17,1,10,CHI 37,7,0,Nick Foles pass complete short left to Allen Robinson for 7 yards (tackle by Kris Boyd),1.400,1.800
1,4:43,2,3,CHI 44,7,0,"Cody Whitehair for no gain. Cody Whitehair fumbles, recovered by Nick Foles at CHI-39 Nick Foles pass complete short right to Darnell Mooney for 3 yards (tackle by Jeff Gladney)",1.800,2.060
1,4:14,1,10,CHI 47,7,0,Nick Foles pass complete short right to Allen Robinson for 5 yards (tackle by Chris Jones),2.060,2.190
1,3:33,2,5,MIN 48,7,0,Cordarrelle Patterson left tackle for 5 yards (tackle by Troy Dye and Eric Kendricks),2.190,2.720
1,2:50,1,10,MIN 43,7,0,Nick Foles pass complete deep left to Allen Robinson for 24 yards,2.720,4.310
1,2:40,1,10,MIN 19,7,0,Cordarrelle Patterson left guard for 3 yards (tackle by Anthony Harris),4.310,4.180
1,2:00,2,7,MIN 16,7,0,Nick Foles pass incomplete short right intended for Jimmy Graham,4.180,3.410
1,1:55,3,7,MIN 16,7,0,Nick Foles pass complete short right to Cordarrelle Patterson for 9 yards (tackle by Chris Jones),3.410,5.600
1,1:23,1,7,MIN 7,7,0,Nick Foles pass incomplete short middle intended for Jimmy Graham (defended by Troy Dye),5.600,4.760
1,1:19,2,7,MIN 7,7,0,Cordarrelle Patterson left end for 2 yards (tackle by D.J. Wonnum),4.760,4.260
1,0:40,3,5,MIN 5,7,0,Nick Foles pass incomplete short right intended for Anthony Miller,4.260,3.010
1,0:35,4,5,MIN 5,7,3,Cairo Santos 23 yard field goal good,3.010,3.000
1,0:32,,,CHI 35,7,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,0:32,1,10,MIN 25,7,3,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,0.610,0.060
1,0:26,2,10,MIN 25,7,3,Dalvin Cook left guard for 5 yards (tackle by Bilal Nichols and Mario Edwards),0.060,0.040
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,MIN 30,7,3,Kirk Cousins pass complete short right to Justin Jefferson for 23 yards (tackle by Tashaun Gipson),0.040,2.460
2,14:22,1,10,CHI 47,7,3,Dalvin Cook right tackle for no gain (tackle by Brent Urban),2.460,1.910
2,13:37,2,10,CHI 47,7,3,Kirk Cousins pass complete short middle to Dalvin Cook for -3 yards (tackle by Roquan Smith),1.910,0.830
2,12:55,3,13,MIN 50,7,3,Kirk Cousins pass complete short left to Justin Jefferson for 4 yards (tackle by Jaylon Johnson),0.830,0.200
2,12:12,4,9,CHI 46,7,3,"Britton Colquitt punts 46 yards, touchback.",0.200,-0.280
2,12:03,1,10,CHI 20,7,3,Cordarrelle Patterson right end for 4 yards (tackle by Shamar Stephen),0.280,0.270
2,11:23,2,6,CHI 24,7,3,Nick Foles pass complete short middle to Allen Robinson for 8 yards (tackle by Jeff Gladney),0.270,1.070
2,10:46,1,10,CHI 32,7,3,Cordarrelle Patterson right tackle for 6 yards (tackle by Eric Wilson),1.070,1.340
2,10:09,2,4,CHI 38,7,3,Nick Foles right tackle for 2 yards (tackle by Armon Watts),1.340,0.890
2,9:30,3,2,CHI 40,7,3,Nick Foles pass complete short left to Cole Kmet for 7 yards (tackle by Anthony Harris),0.890,2.060
2,8:44,1,10,CHI 47,7,3,Artavis Pierce right tackle for 6 yards (tackle by Armon Watts),2.060,2.330
2,8:06,2,4,MIN 47,7,3,Cordarrelle Patterson left guard for no gain (tackle by Armon Watts),2.330,1.620
2,7:20,3,4,MIN 47,7,3,Nick Foles sacked by and Eric Wilson for -7 yards and Hercules Mata'afa for -7 yards,1.620,-0.320
2,6:40,4,11,CHI 46,7,3,"Pat O'Donnell punts 54 yards, touchback.",-0.320,-0.280
2,6:32,1,10,MIN 20,7,3,Kirk Cousins pass complete short right to Dalvin Cook for 9 yards (tackle by Roquan Smith),0.280,0.950
2,6:05,2,1,MIN 29,7,3,Dalvin Cook right guard for 3 yards (tackle by Akiem Hicks),0.950,1.070
2,5:30,1,10,MIN 32,7,3,Kirk Cousins pass complete short right to Tyler Conklin for 9 yards (tackle by Roquan Smith),1.070,1.740
2,4:53,2,1,MIN 41,7,3,Dalvin Cook left tackle for -1 yards (tackle by Roquan Smith),1.740,0.890
2,4:12,3,2,MIN 40,7,3,Dalvin Cook right guard for 6 yards (tackle by Buster Skrine),0.890,1.990
2,3:40,1,10,MIN 46,7,3,Kirk Cousins pass complete short middle to Justin Jefferson for 13 yards (tackle by Jaylon Johnson),1.990,2.850
2,2:52,1,10,CHI 41,7,3,Dalvin Cook right tackle for 2 yards (tackle by Kyle Fuller),2.850,2.580
2,2:18,,,,,,Timeout #1 by Minnesota Vikings,,
2,2:18,2,8,CHI 39,7,3,Kirk Cousins pass complete short middle to Adam Thielen for 11 yards (tackle by Jaylon Johnson),2.580,3.710
2,2:00,1,10,CHI 28,7,3,Kirk Cousins pass short left intended for Adam Thielen is intercepted by Khalil Mack at CHI-22 and returned for 33 yards,3.710,-2.590
2,1:51,1,10,MIN 45,7,3,Nick Foles pass complete short middle to Anthony Miller for 21 yards (tackle by Eric Wilson),2.590,3.970
2,1:30,1,10,MIN 24,7,3,Ryan Nall right tackle for no gain (tackle by Hercules Mata'afa),3.970,3.430
2,1:02,2,10,MIN 24,7,3,Nick Foles pass incomplete short right intended for Ryan Nall,3.430,2.740
2,0:59,3,10,MIN 24,7,3,Nick Foles pass incomplete deep right intended for Anthony Miller (defended by Anthony Harris),2.740,1.870
2,0:53,4,10,MIN 24,7,6,Cairo Santos 42 yard field goal good,1.870,3.000
2,0:49,,,CHI 35,7,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,0:49,1,10,MIN 25,7,6,Dalvin Cook right guard for no gain (tackle by Khalil Mack),0.610,0.060
2,0:06,2,10,MIN 25,7,6,Dalvin Cook left guard for no gain (tackle by Mario Edwards),0.060,-0.620
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,12,"Dan Bailey kicks off 69 yards, returned by Cordarrelle Patterson for 104 yards, touchdown",0.000,7.000
3,14:46,,,MIN 15,7,13,Cairo Santos kicks extra point good,0.000,0.000
3,14:46,,,CHI 35,7,13,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,14:46,1,10,MIN 25,7,13,Kirk Cousins pass incomplete short left,0.610,0.060
3,14:40,2,10,MIN 25,7,13,Dalvin Cook left tackle for 2 yards (tackle by Brent Urban and Roquan Smith),0.060,-0.360
3,13:59,3,8,MIN 27,7,13,Kirk Cousins pass complete short middle to Justin Jefferson for 14 yards (tackle by Eddie Jackson),-0.360,1.660
3,13:14,1,10,MIN 41,7,13,Dalvin Cook left guard for 3 yards (tackle by Barkevious Mingo),1.660,1.530
3,12:40,2,7,MIN 44,7,13,Kirk Cousins pass incomplete short middle intended for Adam Thielen,1.530,0.830
