Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
1,2:49,,,NWE 35,0,14,"Stephen Gostkowski kicks off 67 yards, returned by Keshawn Martin for 27 yards (tackle by Kyle Arrington)",0.000,0.610
1,2:45,1,10,HOU 25,0,14,Matt Schaub pass complete deep middle to Andre Johnson for 16 yards (tackle by Alfonzo Dennard),0.610,1.660
1,2:06,1,10,HOU 41,0,14,Arian Foster left tackle for -3 yards (tackle by Dont'a Hightower),1.660,0.720
1,1:28,2,13,HOU 38,0,14,Arian Foster right guard for 1 yard (tackle by Rob Ninkovich),0.720,0.170
1,0:48,3,12,HOU 39,0,14,"Matt Schaub sacked by Vince Wilfork for -9 yards. Matt Schaub fumbles (forced by Vince Wilfork), recovered by Chris Myers at HOU-19",0.170,-2.140
1,0:05,4,32,HOU 19,0,14,"Donnie Jones punts 56 yards, returned by Wes Welker for 5 yards (tackle by Whitney Mercilus)",-2.140,-0.940
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 30,0,14,Danny Woodhead up the middle for 4 yards (tackle by Tim Dobbins),0.940,0.930
2,14:32,2,6,NWE 34,0,14,Stevan Ridley up the middle for -2 yards (tackle by Glover Quin),0.930,-0.030
2,13:57,3,8,NWE 32,0,14,Tom Brady pass complete short middle to Aaron Hernandez for 11 yards (tackle by Danieal Manning and Quintin Demps),-0.030,1.800
2,13:28,1,10,NWE 43,0,14,Stevan Ridley up the middle for 2 yards (tackle by Danieal Manning and Glover Quin),1.800,1.520
2,13:03,2,8,NWE 45,0,14,Tom Brady pass complete short right to Aaron Hernandez for -2 yards (tackle by Kareem Jackson),1.520,0.560
2,12:22,3,10,NWE 43,0,14,"Tom Brady pass incomplete deep left intended for Wes Welker. Penalty on Danieal Manning: Defensive Pass Interference, 26 yards (no play)",0.560,3.510
2,12:17,1,10,HOU 31,0,14,Tom Brady pass complete short left to Wes Welker for 15 yards (tackle by Brandon Harris),3.510,4.510
2,11:37,1,10,HOU 16,0,14,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Darryl Sharpton),4.510,6.280
2,11:04,1,4,HOU 4,0,20,"Tom Brady pass complete short left to Aaron Hernandez for 4 yards, touchdown",6.280,7.000
2,11:04,,,HOU 2,0,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,11:01,,,NWE 35,0,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,11:01,1,10,HOU 20,0,21,Matt Schaub pass complete short right to Arian Foster for 6 yards (tackle by Aqib Talib),0.280,0.540
2,10:38,2,4,HOU 26,0,21,Arian Foster up the middle for no gain (tackle by Jerod Mayo),0.540,-0.160
2,10:01,3,4,HOU 26,0,21,Matt Schaub pass incomplete short middle intended for Lestar Jean (defended by Vince Wilfork),-0.160,-1.630
2,9:57,4,4,HOU 26,0,21,"Donnie Jones punts 40 yards, fair catch by Wes Welker",-1.630,-1.200
2,9:51,1,10,NWE 34,0,21,Stevan Ridley right guard for 3 yards (tackle by Darryl Sharpton and Glover Quin),1.200,1.060
2,9:23,2,7,NWE 37,0,21,Tom Brady pass complete short left to Aaron Hernandez for 5 yards (tackle by Danieal Manning and Darryl Sharpton),1.060,1.030
2,8:42,3,2,NWE 42,0,21,Tom Brady pass incomplete short right intended for Brandon Lloyd,1.030,-0.590
2,8:38,4,2,NWE 42,0,21,"Zoltan Mesko punts 47 yards, fair catch by Keshawn Martin",-0.590,0.370
2,8:32,1,10,HOU 11,0,21,Matt Schaub pass complete short middle to Andre Johnson for 25 yards (tackle by Steve Gregory),-0.370,1.330
2,7:59,1,10,HOU 36,0,21,Matt Schaub pass incomplete short left intended for Arian Foster,1.330,0.790
2,7:56,2,10,HOU 36,0,21,Matt Schaub pass complete short left to Andre Johnson for 9 yards (tackle by Aqib Talib),0.790,1.290
2,7:29,3,1,HOU 45,0,21,Arian Foster right tackle for 5 yards (tackle by Steve Gregory),1.290,2.260
2,6:52,1,10,,0,21,Matt Schaub pass complete short right to Arian Foster for 3 yards (tackle by Dont'a Hightower),2.260,2.120
2,6:24,2,7,NWE 47,0,21,Arian Foster right end for 9 yards (tackle by Dont'a Hightower),2.120,3.050
2,5:58,1,10,NWE 38,0,21,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Chandler Jones),3.050,2.510
2,5:54,2,10,NWE 38,0,21,Justin Forsett up the middle for -2 yards (tackle by Vince Wilfork and Jerod Mayo),2.510,1.550
2,5:13,3,12,NWE 40,0,21,Matt Schaub pass complete short middle to Lestar Jean for 7 yards (tackle by Alfonzo Dennard),1.550,0.000
2,4:49,,,,0,21,Timeout #1 by Houston Texans,0.000,1.170
2,4:49,4,5,NWE 33,0,21,Matt Schaub pass incomplete short left intended for Kevin Walter (defended by Kyle Arrington),1.170,-1.140
2,4:44,1,10,NWE 33,0,21,Tom Brady pass incomplete deep left intended for Brandon Lloyd,1.140,0.590
2,4:39,2,10,NWE 33,0,21,Shane Vereen up the middle for 4 yards (tackle by Quintin Demps and Tim Dobbins),0.590,0.430
2,3:58,3,6,NWE 37,0,21,"Tom Brady pass complete short left to Brandon Lloyd for 10 yards (tackle by Danieal Manning). Penalty on Aaron Hernandez: Offensive Pass Interference, 10 yards (no play)",0.430,-0.890
2,3:36,3,16,NWE 27,0,21,Tom Brady pass incomplete short right intended for Danny Woodhead,-0.890,-1.570
2,3:33,4,16,NWE 27,0,21,"Zoltan Mesko punts 39 yards, out of bounds",-1.570,-1.200
2,3:26,1,10,HOU 34,0,21,Matt Schaub pass complete short middle to Arian Foster for 23 yards (tackle by Devin McCourty),1.200,2.720
2,2:42,1,10,NWE 43,0,21,Matt Schaub pass incomplete short right intended for Arian Foster,2.720,0.000
2,2:38,,,,0,21,Timeout #2 by New England Patriots,0.000,2.180
2,2:38,2,10,NWE 43,0,21,Arian Foster right tackle for no gain (tackle by Jerod Mayo),2.180,1.490
2,2:00,3,10,NWE 43,0,21,"Penalty on Trevor Scott: Neutral Zone Infraction, 5 yards (no play)",1.490,2.150
2,2:00,3,5,NWE 38,0,21,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Aqib Talib),2.150,0.000
2,1:55,,,,0,21,Timeout #3 by New England Patriots,0.000,0.720
2,1:55,4,5,NWE 38,0,21,Matt Schaub pass incomplete short left intended for Kevin Walter,0.720,-1.470
2,1:52,1,10,NWE 38,0,21,Shane Vereen left tackle for 1 yard (tackle by Connor Barwin and Darryl Sharpton),1.470,1.060
2,1:24,2,9,NWE 39,0,21,Tom Brady pass complete short left to Brandon Lloyd for 6 yards (tackle by Johnathan Joseph),1.060,1.160
2,0:55,3,3,NWE 45,0,21,Tom Brady pass incomplete deep left intended for Aaron Hernandez (defended by Glover Quin),1.160,-0.390
2,0:50,4,3,NWE 45,0,21,"Zoltan Mesko punts 55 yards, touchback",-0.390,-0.280
2,0:41,1,10,HOU 20,0,21,Matt Schaub pass complete short left to Owen Daniels for 11 yards (tackle by Jerod Mayo),0.280,1.000
2,0:21,1,10,HOU 31,0,21,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Alfonzo Dennard),1.000,0.460
2,0:16,2,10,HOU 31,0,21,Matt Schaub pass incomplete deep right intended for Lestar Jean,0.460,-0.230
2,0:10,3,10,HOU 31,0,21,Arian Foster left guard for 9 yards (tackle by Marquice Cole and Tavon Wilson),-0.230,-0.720
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,21,"Shayne Graham kicks off 71 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,0,21,Tom Brady pass incomplete deep right intended for Wes Welker,0.280,-0.270
3,14:56,2,10,NWE 20,0,21,Shane Vereen left guard for 9 yards (tackle by Quintin Demps and Johnathan Joseph),-0.270,0.230
3,14:21,3,1,NWE 29,0,21,Shane Vereen left tackle for 4 yards (tackle by Connor Barwin),0.230,1.140
3,13:54,1,10,NWE 33,0,21,Tom Brady pass incomplete deep middle intended for Aaron Hernandez,1.140,0.590
3,13:50,2,10,NWE 33,0,21,Shane Vereen left guard for 2 yards (tackle by Whitney Mercilus),0.590,0.170
3,13:18,3,8,NWE 35,0,21,Tom Brady pass incomplete deep right intended for Donte Stallworth,0.170,-1.040
3,13:13,4,8,NWE 35,0,21,"Zoltan Mesko punts 48 yards, returned by Keshawn Martin for 1 yard (tackle by Marquice Cole). Penalty on Glover Quin: Offensive Holding, 9 yards",-1.040,0.380
3,13:03,1,10,HOU 9,0,21,Arian Foster left guard for 3 yards (tackle by Rob Ninkovich and Brandon Deaderick),-0.380,-0.560
3,12:23,2,7,HOU 12,0,21,Arian Foster up the middle for -2 yards (tackle by Brandon Deaderick),-0.560,-1.300
3,11:41,3,9,HOU 10,0,21,Matt Schaub pass complete short left to Andre Johnson for 8 yards (tackle by Alfonzo Dennard),-1.300,-2.240
3,11:03,4,1,HOU 18,0,21,"Donnie Jones punts 59 yards, returned by Wes Welker for 3 yards (tackle by Bryan Braman)",-2.240,-0.670
3,10:54,1,10,NWE 26,0,21,Tom Brady pass incomplete deep left intended for Shane Vereen,0.670,0.130
3,10:49,2,10,NWE 26,0,21,Tom Brady pass complete short middle to Aaron Hernandez for 11 yards (tackle by Danieal Manning),0.130,1.400
3,10:07,1,10,NWE 37,0,21,Tom Brady pass incomplete short right intended for Wes Welker,1.400,0.860
3,10:04,2,10,NWE 37,0,21,Tom Brady pass incomplete short left intended for Wes Welker,0.860,0.170
3,10:00,3,10,NWE 37,0,27,"Tom Brady pass complete deep middle to Donte Stallworth for 63 yards, touchdown",0.170,7.000
3,10:00,,,HOU 2,0,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,9:49,,,NWE 35,0,28,"Stephen Gostkowski kicks off 65 yards, returned by Keshawn Martin for 12 yards (tackle by Kyle Arrington)",0.000,-0.350
3,9:41,1,10,HOU 12,0,28,Matt Schaub pass complete short left to Andre Johnson for 16 yards (tackle by Kyle Arrington). Penalty on Dont'a Hightower: Illegal Use of Hands (Declined),-0.350,0.810
3,9:09,1,10,HOU 28,0,28,Matt Schaub pass complete short right to Andre Johnson for 5 yards (tackle by Steve Gregory),0.810,0.940
3,8:28,2,5,HOU 33,0,28,"Matt Schaub pass incomplete deep left intended for Andre Johnson. Penalty on Kyle Arrington: Defensive Pass Interference, 15 yards (no play)",0.940,2.130
3,8:23,1,10,HOU 48,0,28,Ben Tate left guard for 23 yards (tackle by Alfonzo Dennard),2.130,3.640
3,7:49,1,10,NWE 29,0,28,"Matt Schaub pass incomplete deep left intended for Lestar Jean. Penalty on Lestar Jean: Offensive Pass Interference, 10 yards (no play)",3.640,2.980
3,7:42,1,20,NWE 39,0,28,Matt Schaub pass complete short left to Arian Foster for 7 yards,2.980,2.700
3,7:12,2,13,NWE 32,0,28,Matt Schaub pass complete deep left to James Casey for 30 yards (tackle by Devin McCourty),2.700,6.740
3,6:42,1,2,NWE 2,0,28,"Penalty on NWE: Defensive 12 On-field, 1 yards (no play)",6.740,6.970
3,6:21,1,1,NWE 1,0,28,Matt Schaub pass incomplete short left intended for Andrew Gardner,6.970,5.910
3,6:15,2,1,NWE 1,6,28,"Arian Foster left tackle for 1 yard, touchdown",5.910,7.000
3,6:15,,,NWE 2,7,28,Shayne Graham kicks extra point good,0.000,0.000
3,6:12,,,HOU 35,7,28,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
3,6:12,1,10,NWE 20,7,28,Tom Brady pass incomplete short left intended for Wes Welker,0.280,-0.270
3,6:07,2,10,NWE 20,7,28,Tom Brady pass complete short middle to Brandon Lloyd for 7 yards (tackle by Johnathan Joseph),-0.270,-0.030
3,5:29,3,3,NWE 27,7,28,Tom Brady sacked by Whitney Mercilus for -7 yards,-0.030,-2.030
3,5:00,4,10,NWE 20,7,28,"Zoltan Mesko punts 51 yards, returned by Keshawn Martin for 10 yards (tackle by Mike Rivera). Penalty on Stanford Routt: Illegal Block Above the Waist, 10 yards",-2.030,-0.150
3,4:50,1,10,HOU 19,7,28,Matt Schaub pass complete short right to Andre Johnson for 8 yards (tackle by Steve Gregory),0.150,0.750
3,4:23,2,2,HOU 27,7,28,Matt Schaub pass complete short left to Ben Tate for -1 yards (tackle by Dont'a Hightower),0.750,-0.160
3,3:42,3,3,HOU 26,7,28,Matt Schaub pass incomplete short left intended for Keshawn Martin (defended by Kyle Arrington),-0.160,-1.630
3,3:37,4,3,HOU 26,7,28,"Donnie Jones punts 57 yards, returned by Wes Welker for 11 yards (tackle by Darryl Sharpton)",-1.630,-0.810
3,3:28,1,10,NWE 28,7,28,Stevan Ridley right guard for 2 yards (tackle by Bradie James),0.810,0.530
3,2:51,2,8,NWE 30,7,28,"Tom Brady pass incomplete deep right intended for Michael Hoomanawanui. Penalty on Bradie James: Illegal Contact, 5 yards (no play)",0.530,1.270
3,2:46,1,10,NWE 35,7,28,Tom Brady pass complete short right to Aaron Hernandez for 9 yards (tackle by Bradie James and Connor Barwin),1.270,1.940
3,2:18,2,1,NWE 44,7,28,Stevan Ridley left guard for 4 yards (tackle by Glover Quin and Bradie James),1.940,2.130
3,1:54,1,10,NWE 48,7,28,Tom Brady pass complete short left to Brandon Lloyd for 14 yards (tackle by Johnathan Joseph),2.130,3.050
3,1:26,1,10,HOU 38,7,28,Stevan Ridley left guard for 5 yards (tackle by Bradie James and Earl Mitchell),3.050,3.180
3,1:01,2,5,HOU 33,7,28,Stevan Ridley up the middle for no gain (tackle by Jared Crick and J.J. Watt),3.180,2.480
3,0:19,3,5,HOU 33,7,28,Tom Brady up the middle for 6 yards (tackle by Danieal Manning),2.480,3.780
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 27,7,28,"Tom Brady pass complete short middle to Aaron Hernandez for 18 yards (tackle by Glover Quin). Penalty on Sebastian Vollmer: Offensive Holding (Offsetting), Penalty on Glover Quin: Defensive Holding (Offsetting) (no play)",3.780,3.780
4,14:29,1,10,HOU 27,7,28,Tom Brady pass incomplete short left intended for Wes Welker,3.780,3.230
4,14:26,2,10,HOU 27,7,34,"Tom Brady pass complete short right to Danny Woodhead for 16 yards (tackle by J.J. Watt). Danny Woodhead fumbles (forced by J.J. Watt), recovered by Brandon Lloyd at HOU--2, touchdown",3.230,7.000
4,14:26,,,HOU 2,7,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,14:15,,,NWE 35,7,35,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
4,14:15,1,10,HOU 20,7,35,Ben Tate up the middle for 10 yards (tackle by Patrick Chung and Dont'a Hightower),0.280,0.940
4,13:48,1,10,HOU 30,7,35,Ben Tate left tackle for 8 yards (tackle by Jerod Mayo),0.940,1.470
4,13:14,2,2,HOU 38,7,35,Ben Tate left tackle for 1 yard (tackle by Dont'a Hightower),1.470,0.890
4,12:35,3,1,HOU 39,7,35,Ben Tate left tackle for no gain (tackle by Brandon Deaderick and Rob Ninkovich),0.890,-0.780
4,11:55,4,1,HOU 39,7,35,"Donnie Jones punts 29 yards, out of bounds",-0.780,-1.070
4,11:47,1,10,NWE 32,7,35,Stevan Ridley right end for 6 yards (tackle by Barrett Ruud),1.070,1.340
4,11:23,2,4,NWE 38,7,35,Tom Brady pass complete short right to Brandon Lloyd for 8 yards,1.340,1.990
4,10:53,1,10,NWE 46,7,35,Stevan Ridley up the middle for 4 yards (tackle by Tim Dobbins),1.990,1.990
4,10:31,2,6,,7,35,Stevan Ridley right end for 9 yards (tackle by Barrett Ruud),1.990,2.850
4,10:09,1,10,HOU 41,7,35,Shane Vereen right guard for 11 yards (tackle by Danieal Manning),2.850,3.580
4,9:41,1,10,HOU 30,7,35,Tom Brady pass complete short left to Brandon Lloyd for 3 yards (tackle by Johnathan Joseph),3.580,3.440
4,9:08,2,7,HOU 27,7,35,Shane Vereen right guard for 7 yards (tackle by Jared Crick and Barrett Ruud),3.440,4.240
4,8:36,1,10,HOU 20,7,35,Stevan Ridley left guard for 4 yards (tackle by Jared Crick and Barrett Ruud),4.240,4.280
4,8:01,2,6,HOU 16,7,35,Stevan Ridley right tackle for 2 yards (tackle by Antonio Smith and Jared Crick),4.280,3.890
4,7:28,3,4,HOU 14,7,41,"Stevan Ridley left guard for 14 yards, touchdown",3.890,7.000
4,7:28,,,HOU 2,7,42,Stephen Gostkowski kicks extra point good,0.000,0.000
4,7:23,,,NWE 35,7,42,"Stephen Gostkowski kicks off 71 yards, touchback",0.000,0.280
4,7:23,1,10,HOU 20,7,42,"Ben Tate right end for 5 yards (tackle by Patrick Chung). Penalty on Patrick Chung: Face Mask (15 Yards), 15 yards",0.280,1.600
4,7:04,1,10,HOU 40,7,42,Ben Tate up the middle for -2 yards (tackle by Jerod Mayo),1.600,0.780
4,6:34,2,12,HOU 38,7,42,T.J. Yates pass complete short left to Keshawn Martin for -4 yards (tackle by Devin McCourty),0.780,-0.430
4,5:51,3,16,HOU 34,7,42,Justin Forsett left end for 5 yards (tackle by Chandler Jones and Brandon Deaderick),-0.430,-0.780
4,5:16,4,11,HOU 39,7,42,"Donnie Jones punts 51 yards, fair catch by Wes Welker",-0.780,0.380
4,5:09,1,10,NWE 10,7,42,Brandon Bolden left tackle for 5 yards (tackle by Darryl Sharpton and Earl Mitchell),-0.380,-0.350
4,4:31,2,5,NWE 15,7,42,Brandon Bolden right tackle for 6 yards (tackle by Earl Mitchell and Bryan Braman),-0.350,0.340
4,3:54,1,10,NWE 21,7,42,"Brandon Bolden left tackle for 15 yards. Penalty on Daniel Connolly: Offensive Holding, 10 yards (no play)",0.340,-0.720
4,3:47,1,20,NWE 11,7,42,Shane Vereen right guard for 2 yards (tackle by Brandon Harris and Shaun Cody),-0.720,-1.350
4,3:10,2,18,NWE 13,7,42,Ryan Mallett pass incomplete short middle intended for Visanthe Shiancoe is intercepted by Shiloh Keo at NWE-26 and returned for 1 yard (tackle by Matt Slater),-1.350,-3.910
4,3:01,1,10,NWE 25,7,42,Justin Forsett left tackle for 4 yards (tackle by Trevor Scott and Mike Rivera),3.910,3.900
4,2:27,2,6,NWE 21,7,42,T.J. Yates pass incomplete short left intended for DeVier Posey,3.900,3.200
4,2:23,3,6,NWE 21,7,42,T.J. Yates pass complete short middle to DeVier Posey for 19 yards,3.200,6.740
4,2:14,1,2,NWE 2,7,42,T.J. Yates pass incomplete short right intended for Keshawn Martin,6.740,5.720
4,2:09,2,2,NWE 2,7,42,Ben Tate left end for 1 yard (tackle by Marquice Cole),5.720,0.000
4,2:04,,,,7,42,Timeout #1 by Houston Texans,0.000,5.170
4,2:04,3,1,NWE 1,13,42,"T.J. Yates up the middle for 1 yard, touchdown",5.170,7.000
4,2:04,,,NWE 2,14,42,Shayne Graham kicks extra point good,0.000,0.000
4,2:00,,,HOU 35,14,42,"Shayne Graham kicks off 63 yards, returned by Wes Welker for 7 yards (tackle by Shiloh Keo)",0.000,-0.380
4,1:57,1,10,NWE 9,14,42,Ryan Mallett kneels for -1 yards,-0.380,-0.850
4,1:18,2,11,NWE 8,14,42,Ryan Mallett kneels for -1 yards,-0.850,-1.650
4,0:40,3,12,NWE 7,14,42,Ryan Mallett kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
