0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:01
Attendance,56595
Weather,"85 degrees, relative humidity 0%, wind 16 mph, wind chill 0"
Vegas Line,Indianapolis Colts -3.5
Over/Under,44.0 (over)
