Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,1:31,4,11,MIA 16,0,7,Donnie Jones punts 32 yards,-2.390,-2.390
1,1:14,1,10,MIA 48,0,7,Chad Pennington sacked by Junior Seau for -9 yards,2.390,0.630
1,0:40,2,19,NYJ 43,0,7,"Curtis Martin left tackle for 7 yards (tackle by Junior Seau). Penalty on Matt Roth: Defensive Offside, 5 yards (no play)",0.630,1.310
1,0:17,2,14,NYJ 48,0,7,Curtis Martin left tackle for 3 yards (tackle by Zach Thomas and Junior Seau),1.310,1.030
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,MIA 49,0,7,Chad Pennington pass incomplete intended for Laveranues Coles,1.030,0.000
2,14:55,4,11,MIA 49,0,7,"Ben Graham punts 31 yards, fair catch by Wes Welker",0.000,-0.040
2,14:46,1,10,MIA 18,0,7,Ronnie Brown right guard for 3 yards (tackle by Dewayne Robertson and Shaun Ellis),0.040,0.010
2,14:07,2,7,MIA 21,0,7,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Ty Law),0.010,-0.790
2,14:00,3,7,MIA 21,0,7,Gus Frerotte pass incomplete intended for Marty Booker,-0.790,-1.960
2,13:54,4,7,MIA 21,0,7,"Donnie Jones punts 33 yards, fair catch by Justin Miller. Penalty on Darrien Johnson: Offensive Holding, 10 yards",-1.960,-1.330
2,13:45,1,10,NYJ 36,0,7,Curtis Martin left guard for 3 yards (tackle by Junior Seau and Kevin Carter),1.330,1.200
2,13:09,2,7,NYJ 39,0,7,Chad Pennington pass complete to Justin McCareins for 10 yards (tackle by Sam Madison),1.200,2.190
2,12:41,1,10,NYJ 49,0,7,Curtis Martin left tackle for 4 yards (tackle by Zach Thomas),2.190,2.190
2,12:01,2,6,MIA 47,0,7,Chad Pennington pass incomplete intended for Laveranues Coles,2.190,1.490
2,11:53,3,6,MIA 47,0,7,Curtis Martin right tackle for 8 yards (tackle by Lance Schulters and Tebucky Jones),1.490,2.980
2,11:08,1,10,MIA 39,0,7,Chad Pennington pass incomplete intended for Chris Baker,2.980,2.440
2,11:02,2,10,MIA 39,0,7,Derrick Blaylock left end for 11 yards (tackle by Zach Thomas and Sam Madison),2.440,3.710
2,10:19,1,10,MIA 28,0,7,Chad Pennington pass complete to Jerald Sowell for 2 yards (tackle by Lance Schulters),3.710,3.440
2,9:39,2,8,MIA 26,0,7,"Chad Pennington pass complete to Jerald Sowell for 1 yard (tackle by Zach Thomas and Kevin Carter). Jerald Sowell fumbles (forced by Zach Thomas), recovered by Jerald Sowell at MIA-25",3.440,2.870
2,8:58,3,7,MIA 25,0,7,Curtis Martin left guard for 7 yards (tackle by Tebucky Jones),2.870,4.370
2,8:22,1,10,MIA 18,0,7,Derrick Blaylock left guard for 3 yards (tackle by Junior Seau and Channing Crowder),4.370,4.250
2,7:44,2,7,MIA 15,0,7,Curtis Martin left tackle for 9 yards (tackle by Tebucky Jones),4.250,5.830
2,7:00,1,6,MIA 6,0,7,Curtis Martin up the middle for 1 yard (tackle by Junior Seau and Tebucky Jones),5.830,5.150
2,6:22,2,5,MIA 5,0,7,Curtis Martin left tackle for -3 yards (tackle by Travis Daniels),5.150,3.580
2,5:40,3,8,MIA 8,0,7,Chad Pennington pass complete to Wayne Chrebet for 7 yards (tackle by Junior Seau),3.580,3.550
,,,,,,,"NYJ challenged the ruling, and the play was upheld.",,
2,5:03,4,1,MIA 1,0,7,--,3.550,0.380
2,4:55,1,10,MIA 1,0,7,Sammy Morris left tackle for 5 yards (tackle by Jonathan Vilma and Bryan Thomas),-0.380,-0.420
2,4:17,2,5,MIA 6,0,7,Gus Frerotte pass complete to Lorenzo Diamond for 3 yards (tackle by Victor Hobson),-0.420,-0.480
2,3:39,3,2,MIA 9,0,7,Gus Frerotte pass incomplete intended for Heath Evans,-0.480,-2.490
2,3:34,4,2,MIA 9,0,7,"Donnie Jones punts 46 yards, returned by Justin Miller for 12 yards (tackle by Donnie Spragan)",-2.490,-2.720
2,3:23,1,10,MIA 43,0,7,Chad Pennington pass complete to Curtis Martin for 3 yards (tackle by Channing Crowder),2.720,2.580
2,2:46,2,7,MIA 40,0,7,Curtis Martin right guard for 1 yard (tackle by Junior Seau),2.580,2.010
2,2:07,3,6,MIA 39,0,7,Chad Pennington pass complete to Laveranues Coles for 11 yards (tackle by Sam Madison),2.010,3.710
2,1:59,1,10,MIA 28,0,7,Chad Pennington pass complete to Justin McCareins for 7 yards,3.710,4.110
2,1:53,2,3,MIA 21,0,7,Curtis Martin left guard for -2 yards (tackle by Vonnie Holliday and Channing Crowder),4.110,3.140
2,1:14,3,5,MIA 23,0,7,Chad Pennington pass incomplete intended for Justin McCareins (defended by Travis Daniels),3.140,1.980
2,1:02,4,5,MIA 23,0,10,Mike Nugent 41 yard field goal good,1.980,3.000
2,,,,NYJ 30,0,10,"Mike Nugent kicks off 64 yards, returned by Wes Welker for 15 yards (tackle by Erik Coleman)",0.000,0.340
2,0:54,1,10,MIA 21,0,10,Ronnie Brown right guard for no gain (tackle by Eric Barton),0.340,-0.200
2,0:46,,,,0,10,Timeout #2 by New York Jets,0.000,-0.200
2,0:46,2,10,MIA 21,0,10,Ronnie Brown up the middle for 6 yards (tackle by Kerry Rhodes),-0.200,-0.100
2,0:05,3,4,MIA 27,0,10,Gus Frerotte pass complete to Randy McMichael for 9 yards (tackle by Derrick Strait and Jonathan Vilma),-0.100,1.330
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,0,10,"Mike Nugent kicks off 71 yards, returned by Wes Welker for 22 yards (tackle by Barry Gardner)",0.000,0.340
3,14:56,1,10,MIA 21,0,10,Gus Frerotte pass complete to Lorenzo Diamond for 7 yards (tackle by James Reed and Jonathan Vilma),0.340,0.750
3,14:17,2,3,MIA 28,0,10,Ronnie Brown left tackle for 4 yards (tackle by John Abraham and Jonathan Vilma),0.750,1.070
3,13:37,1,10,MIA 32,0,10,Gus Frerotte pass incomplete intended for Randy McMichael,1.070,0.530
3,13:32,2,10,MIA 32,0,10,"Gus Frerotte pass incomplete intended for Chris Chambers. Penalty on Ty Law: Defensive Holding, 5 yards (no play)",0.530,1.400
3,13:27,1,10,MIA 37,0,10,Gus Frerotte pass complete to David Boston for 6 yards (tackle by David Barrett),1.400,1.670
3,13:00,2,4,MIA 43,0,10,"Sammy Morris left end for no gain. Penalty on David Boston: Offensive Holding, 10 yards (no play)",1.670,0.320
3,12:40,2,14,MIA 33,0,10,Gus Frerotte pass incomplete intended for Ronnie Brown,0.320,-0.360
3,12:34,3,14,MIA 33,0,10,Gus Frerotte pass incomplete intended for David Boston (defended by David Barrett),-0.360,-1.180
3,12:24,4,14,MIA 33,0,10,Donnie Jones punts 33 yards,-1.180,-1.200
3,12:13,1,10,NYJ 34,0,10,Chad Pennington sacked by Kevin Carter for -8 yards,1.200,-0.420
3,11:42,2,18,NYJ 26,0,10,Curtis Martin up the middle for no gain (tackle by Jason Taylor),-0.420,-1.090
3,11:01,3,18,NYJ 26,0,10,Chad Pennington pass complete to Curtis Martin for 3 yards (tackle by Zach Thomas),-1.090,-1.440
3,10:28,4,15,NYJ 29,0,10,"Ben Graham punts 46 yards, returned by Wes Welker for 7 yards (tackle by Jerricho Cotchery)",-1.440,-1.070
3,10:18,1,10,MIA 32,0,10,Gus Frerotte pass complete to Lorenzo Diamond for 4 yards (tackle by Eric Barton),1.070,1.070
3,9:44,2,6,MIA 36,0,10,Gus Frerotte pass complete to Marty Booker for 21 yards,1.070,2.720
3,9:06,1,10,NYJ 43,0,10,"Wes Welker right end for -2 yards (tackle by Kerry Rhodes). Penalty on Seth McKinney: Offensive Holding, 10 yards (no play)",2.720,2.060
3,8:40,1,20,MIA 47,0,10,Gus Frerotte pass incomplete intended for Chris Chambers,2.060,0.830
3,8:34,2,20,MIA 47,0,10,Sammy Morris left guard for 6 yards (tackle by Jonathan Vilma and Kerry Rhodes),0.830,0.960
3,7:52,3,14,NYJ 47,0,10,Gus Frerotte pass incomplete intended for Sammy Morris,0.960,0.130
3,7:46,4,14,NYJ 47,0,10,Donnie Jones punts 45 yards,0.130,0.380
3,7:38,1,10,NYJ 2,0,10,Curtis Martin left guard for 4 yards (tackle by Jeff Zgonina and Channing Crowder),-0.380,-0.490
3,6:53,2,6,NYJ 6,0,10,Curtis Martin right guard for 1 yard (tackle by Junior Seau),-0.490,-0.840
3,6:13,3,5,NYJ 7,0,10,"Chad Pennington pass complete to Laveranues Coles for 25 yards (tackle by Reggie Howard). Laveranues Coles fumbles (forced by Reggie Howard), ball out of bounds at NYJ-32",-0.840,1.070
3,6:01,1,10,NYJ 32,0,10,Chad Pennington pass incomplete intended for Doug Jolley,1.070,0.530
3,5:57,2,10,NYJ 32,0,10,Curtis Martin left end for -1 yards (tackle by Zach Thomas and Jason Taylor),0.530,-0.290
3,5:14,3,11,NYJ 31,0,10,Chad Pennington pass complete to Wayne Chrebet for 3 yards (tackle by Travis Daniels),-0.290,-1.110
3,4:45,4,8,NYJ 34,0,10,"Ben Graham punts 44 yards, returned by Wes Welker for no gain",-1.110,-0.410
3,4:36,1,10,MIA 22,0,10,Gus Frerotte pass incomplete intended for Heath Evans,0.410,-0.130
3,4:29,2,10,MIA 22,0,10,Gus Frerotte pass complete to Randy McMichael for 8 yards (tackle by Eric Barton),-0.130,0.230
3,3:47,3,2,MIA 30,0,10,"Penalty on Rex Hadnot: False Start, 5 yards (no play)",0.230,-0.430
3,3:32,3,7,MIA 25,0,10,Gus Frerotte pass incomplete (defended by John Abraham),-0.430,-1.700
3,3:26,4,7,MIA 25,0,10,"Donnie Jones punts 56 yards, returned by Justin Miller for no gain",-1.700,-0.150
3,3:11,1,10,NYJ 19,0,10,Chad Pennington pass incomplete intended for Laveranues Coles,0.150,-0.390
3,3:04,2,10,NYJ 19,0,10,Chad Pennington pass incomplete intended for Justin McCareins,-0.390,-1.070
3,2:57,3,10,NYJ 19,0,10,Chad Pennington pass incomplete intended for Justin McCareins,-1.070,-2.140
3,2:55,4,10,NYJ 19,0,10,"Ben Graham punts 45 yards, returned by Wes Welker for 23 yards (tackle by Ryan Myers)",-2.140,-2.850
3,2:42,1,10,NYJ 41,0,10,Ronnie Brown right tackle for 4 yards (tackle by Bryan Thomas and Jonathan Vilma),2.850,2.850
3,2:05,2,6,NYJ 37,0,10,Gus Frerotte pass complete to Randy McMichael for 21 yards (tackle by Ty Law and Eric Barton),2.850,4.510
3,1:27,1,10,NYJ 16,0,10,Ronnie Brown right tackle for 9 yards (tackle by Oliver Celestin),4.510,5.540
3,0:49,2,1,NYJ 7,0,10,Heath Evans right guard for no gain (tackle by Victor Hobson and John Abraham),5.540,4.850
3,0:07,3,1,NYJ 7,0,10,Ronnie Brown right end for 4 yards (tackle by Eric Barton and Erik Coleman),4.850,6.510
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,NYJ 3,0,10,Ronnie Brown left end for -1 yards (tackle by Oliver Celestin and Eric Barton),6.510,5.340
4,14:24,2,4,NYJ 4,6,10,"Gus Frerotte pass complete to Randy McMichael for 4 yards, touchdown",5.340,7.000
4,,,,NYJ 2,7,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,7,10,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,14:13,1,10,NYJ 20,7,10,"Curtis Martin up the middle for 12 yards (tackle by Tebucky Jones and Lance Schulters). Penalty on Chris Baker: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,13:51,1,20,NYJ 10,7,10,Curtis Martin left tackle for no gain (tackle by Junior Seau),-0.760,-1.510
4,13:11,2,20,NYJ 10,7,10,Chad Pennington pass complete to Justin McCareins for 13 yards (tackle by Reggie Howard),-1.510,-0.560
4,12:35,3,7,NYJ 23,7,10,"Penalty on Adrian Jones: False Start, 5 yards (no play)",-0.560,-1.330
4,12:16,3,12,NYJ 18,7,10,Chad Pennington pass complete to Justin McCareins for 20 yards (tackle by Reggie Howard),-1.330,1.470
4,11:52,1,10,NYJ 38,7,10,Curtis Martin up the middle for 8 yards (tackle by Jason Taylor and Vonnie Holliday),1.470,2.000
4,11:15,2,2,NYJ 46,7,10,Chad Pennington pass complete to Chris Baker for 3 yards (tackle by Junior Seau),2.000,2.190
4,10:44,1,10,NYJ 49,7,10,Chad Pennington pass complete to Wayne Chrebet for 12 yards,2.190,2.980
4,10:14,,,,7,10,Timeout #1 by New York Jets,0.000,2.980
4,10:14,1,10,MIA 39,7,10,"Chad Pennington pass complete to Laveranues Coles for 16 yards (tackle by Channing Crowder). Penalty on Channing Crowder: Unnecessary Roughness, 12 yards",2.980,4.840
4,9:45,1,10,MIA 11,7,10,Curtis Martin right guard for 1 yard (tackle by Junior Seau and Zach Thomas),4.840,4.320
4,9:09,2,9,MIA 10,7,10,Chad Pennington pass complete to Laveranues Coles for 9 yards (tackle by Zach Thomas),4.320,6.970
4,8:24,1,1,MIA 1,7,16,"Chad Pennington pass complete to Jerald Sowell for 1 yard, touchdown. Penalty on Junior Seau: Defensive Holding (Declined)",6.970,7.000
4,,,,MIA 2,7,17,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,7,17,"Mike Nugent kicks off 55 yards, returned by Wes Welker for 16 yards (tackle by Rashad Washington)",0.000,1.000
4,8:14,1,10,MIA 31,7,17,Gus Frerotte pass complete to Randy McMichael for 7 yards (tackle by Mark Brown and Eric Barton),1.000,1.410
4,7:46,2,3,MIA 38,7,17,"Gus Frerotte sacked by John Abraham for 0 yards. Gus Frerotte fumbles (forced by John Abraham), recovered by Ronnie Brown at MIA-32",1.410,-0.100
4,7:10,3,9,MIA 32,7,17,Gus Frerotte pass complete to Wes Welker for 15 yards (tackle by Jonathan Vilma),-0.100,2.060
4,6:29,1,10,MIA 47,7,17,Sammy Morris right tackle for 7 yards (tackle by Jonathan Vilma),2.060,2.460
4,6:03,2,3,NYJ 46,7,17,Sammy Morris left end for 5 yards (tackle by Kerry Rhodes and Victor Hobson),2.460,2.850
4,5:33,1,10,NYJ 41,7,17,Gus Frerotte pass incomplete intended for Randy McMichael,2.850,2.310
4,5:29,2,10,NYJ 41,7,17,"Gus Frerotte pass complete to Ronnie Brown for 1 yard (tackle by Oliver Celestin and Kerry Rhodes). Penalty on Vernon Carey: Offensive Holding, 10 yards (no play)",2.310,0.960
4,5:06,2,20,MIA 49,7,17,Gus Frerotte pass incomplete intended for Ronnie Brown,0.960,0.300
4,4:59,3,20,MIA 49,7,17,Gus Frerotte pass incomplete intended for Marty Booker,0.300,-0.130
4,4:52,4,20,MIA 49,7,17,"Donnie Jones punts 39 yards, returned by Justin McCareins for no gain",-0.130,0.350
4,4:42,1,10,NYJ 12,7,17,Curtis Martin left end for -2 yards (tackle by Vonnie Holliday and Zach Thomas),-0.350,-0.930
4,4:35,,,,7,17,Timeout #1 by Miami Dolphins,0.000,-0.930
4,4:35,2,12,NYJ 10,7,17,Curtis Martin right end for -3 yards (tackle by Zach Thomas),-0.930,-2.010
4,4:29,,,,7,17,Timeout #2 by Miami Dolphins,0.000,-2.010
4,4:29,3,15,NYJ 7,7,17,Curtis Martin up the middle for 3 yards (tackle by Tebucky Jones),-2.010,-2.490
4,4:22,,,,7,17,Timeout #3 by Miami Dolphins,0.000,-2.490
4,4:22,4,12,NYJ 10,7,17,"Ben Graham punts 54 yards, muffed catch by Wes Welker, recovered by Wes Welker and returned for no gain",-2.490,-1.330
4,4:11,1,10,MIA 36,7,17,Gus Frerotte pass complete to Ronnie Brown for 5 yards (tackle by Oliver Celestin),1.330,1.470
4,3:43,2,5,MIA 41,7,17,Gus Frerotte pass incomplete intended for Wes Welker,1.470,0.760
4,3:39,3,5,MIA 41,7,17,Gus Frerotte pass incomplete intended for Marty Booker (defended by Ty Law),0.760,-0.650
4,3:34,4,5,MIA 41,7,17,Gus Frerotte pass complete to Chris Chambers for 6 yards (tackle by Ty Law),-0.650,2.060
4,3:29,1,10,MIA 47,7,17,Gus Frerotte pass complete to Wes Welker for 6 yards (tackle by Jonathan Vilma),2.060,2.330
4,3:04,2,4,NYJ 47,7,17,Gus Frerotte pass complete to David Boston for 12 yards (tackle by David Barrett),2.330,3.250
4,2:59,1,10,NYJ 35,7,17,Gus Frerotte pass incomplete intended for David Boston,3.250,2.700
4,2:53,2,10,NYJ 35,7,17,Gus Frerotte pass incomplete intended for Randy McMichael is intercepted by David Barrett at NYJ-15 and returned for 1 yard,2.700,0.140
4,2:44,1,10,NYJ 16,7,17,Curtis Martin left guard for 2 yards (tackle by Kevin Carter),-0.140,-0.350
4,2:00,2,8,NYJ 18,7,17,Curtis Martin right end for -2 yards (tackle by Kevin Carter),-0.350,-1.320
4,1:17,3,10,NYJ 16,7,17,Curtis Martin right tackle for 4 yards (tackle by Jeff Zgonina),-1.320,-2.030
4,0:33,,,,7,17,Timeout #2 by New York Jets,0.000,-2.030
4,0:33,4,6,NYJ 20,7,17,"Ben Graham punts 53 yards, fair catch by Wes Welker. Penalty on B.J. Askew: Offensive Holding (Declined)",-2.030,-0.740
4,0:25,1,10,MIA 27,7,17,"Gus Frerotte sacked by Shaun Ellis for -2 yards. Gus Frerotte fumbles (forced by Shaun Ellis), recovered by Stockar McDougle at MIA-25",0.740,-0.070
4,0:04,2,12,MIA 25,7,17,Gus Frerotte spiked the ball,-0.070,-0.760
4,0:04,3,12,MIA 25,7,17,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",-0.760,-1.420
4,0:04,3,17,MIA 20,7,17,Gus Frerotte pass incomplete intended for Wes Welker (defended by Kerry Rhodes),-1.420,-2.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
