Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 60 yards, returned by Glenn Holt for 23 yards (tackle by Ronnie Prude)",0.000,1.140
1,14:56,1,10,CIN 33,0,0,Carson Palmer pass complete short right to Daniel Coats for 6 yards (tackle by Corey Ivy),1.140,1.400
1,14:22,2,4,CIN 39,0,0,Rudi Johnson left guard for no gain (tackle by Kelly Gregg),1.400,0.700
1,13:48,3,4,CIN 39,0,0,Carson Palmer pass incomplete deep right intended for Chad Ochocinco (defended by Corey Ivy),0.700,-0.780
1,13:43,4,4,CIN 39,0,0,"Kyle Larson punts 43 yards, returned by Cory Ross for 12 yards (tackle by Landon Johnson)",-0.780,-0.940
1,13:33,1,10,BAL 30,0,0,Steve McNair pass complete short right to Mark Clayton for 9 yards (tackle by Johnathan Joseph),0.940,1.610
1,12:56,2,1,BAL 39,0,0,Willis McGahee up the middle for 13 yards (tackle by Landon Johnson and Madieu Williams),1.610,2.390
1,12:15,1,10,CIN 48,0,0,Willis McGahee right guard for 3 yards (tackle by Dhani Jones and Michael Myers),2.390,2.250
1,11:36,2,7,CIN 45,0,0,Steve McNair pass incomplete short middle intended for Mark Clayton (defended by Leon Hall),2.250,1.550
1,11:31,3,7,CIN 45,0,0,Steve McNair pass incomplete short right intended for Mark Clayton,1.550,0.270
1,11:27,4,7,CIN 45,0,0,Sam Koch punts 26 yards,0.270,-0.150
1,11:15,1,10,CIN 19,0,0,Rudi Johnson left tackle for no gain (tackle by Haloti Ngata and Jarret Johnson),0.150,-0.390
1,10:36,2,10,CIN 19,0,0,"Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Terrell Suggs). Penalty on Kelly Gregg: Delay of Game, 5 yards",-0.390,-0.420
1,10:15,3,5,CIN 24,0,0,Carson Palmer pass complete short left to Chad Ochocinco for 23 yards (tackle by Ed Reed),-0.420,2.060
1,9:33,1,10,CIN 47,0,0,"Penalty on Rudi Johnson: False Start, 5 yards (no play)",2.060,1.730
1,9:33,1,15,CIN 42,0,0,Carson Palmer pass complete deep middle to Chris Henry for 21 yards (tackle by Dawan Landry),1.730,3.120
1,8:57,1,10,BAL 37,0,0,"Penalty on Levi Jones: False Start, 5 yards (no play)",3.120,2.790
1,8:31,1,15,BAL 42,0,0,Rudi Johnson left guard for -3 yards (tackle by Dawan Landry and Terrell Suggs),2.790,1.490
1,7:54,2,18,BAL 45,0,0,Carson Palmer pass incomplete short right intended for Daniel Coats,1.490,0.830
1,7:49,3,18,BAL 45,0,0,Carson Palmer pass complete short left to Kenny Watson for 11 yards (tackle by Ronnie Prude),0.830,1.060
1,7:01,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,1.060
1,7:01,4,7,BAL 34,0,0,"Carson Palmer sacked by Ray Lewis for -8 yards. Carson Palmer fumbles (forced by Ray Lewis), recovered by Bobbie Williams at BAL-41",1.060,-1.660
1,6:47,1,10,BAL 41,0,0,Willis McGahee left tackle for 2 yards (tackle by Domata Peko and Michael Myers),1.660,1.390
1,6:13,2,8,BAL 43,0,0,Willis McGahee left guard for 8 yards (tackle by Rashad Jeanty and Dexter Jackson),1.390,2.320
1,5:29,1,10,CIN 49,0,0,Willis McGahee left guard for 1 yard (tackle by Dexter Jackson),2.320,1.920
1,4:51,2,9,CIN 48,0,0,Steve McNair pass complete short right to Le'Ron McClain for 4 yards (tackle by Landon Johnson),1.920,1.750
1,4:07,3,5,CIN 44,0,0,Steve McNair pass complete short left to Derrick Mason for 4 yards (tackle by Deltha O'Neal),1.750,0.590
1,3:22,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,0.590
1,3:22,4,1,CIN 40,0,0,Steve McNair pass complete short left to Todd Heap for 6 yards (tackle by Leon Hall),0.590,3.310
1,2:45,1,10,CIN 34,0,0,Steve McNair pass incomplete short right intended for Quinn Sypniewski,3.310,2.770
1,2:39,2,10,CIN 34,0,0,Willis McGahee up the middle for 6 yards (tackle by Justin Smith),2.770,2.870
1,2:00,3,4,CIN 28,0,0,Willis McGahee right end for -4 yards (tackle by Landon Johnson),2.870,1.240
1,1:14,4,8,CIN 32,0,0,Steve McNair pass incomplete deep right intended for Demetrius Williams (defended by Deltha O'Neal),1.240,-1.070
1,1:09,1,10,CIN 32,0,0,Carson Palmer pass incomplete deep middle intended for Chad Ochocinco,1.070,0.530
1,1:04,2,10,CIN 32,0,0,Rudi Johnson up the middle for 3 yards (tackle by Trevor Pryce and Haloti Ngata),0.530,0.230
1,0:20,3,7,CIN 35,0,0,Carson Palmer pass complete deep middle to Chad Ochocinco for 20 yards (tackle by Willie Gaston),0.230,2.590
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 45,0,0,"Carson Palmer pass incomplete short right intended for Chad Ochocinco (defended by Ronnie Prude). Penalty on Terrell Suggs: Defensive Holding, 5 yards (no play)",2.590,2.920
,,,,,,,"BAL challenged the ruling, and the original play was overturned.",,
2,14:57,1,10,BAL 40,0,0,Carson Palmer pass complete short left to Antonio Chatman for 5 yards (tackle by Dawan Landry),2.920,3.050
2,14:17,2,5,BAL 35,0,0,Rudi Johnson left guard for -2 yards (tackle by Jarret Johnson and Bart Scott),3.050,2.080
2,13:34,3,7,BAL 37,0,0,Carson Palmer pass complete short middle to Chad Ochocinco for 19 yards (tackle by Derrick Martin),2.080,4.370
2,13:06,1,10,BAL 18,0,0,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh (defended by Ronnie Prude),4.370,3.800
2,13:00,2,10,BAL 18,0,0,Rudi Johnson left guard for 2 yards (tackle by Terrell Suggs),3.800,3.300
2,12:17,3,8,BAL 16,0,0,Carson Palmer pass incomplete deep middle intended for Chad Ochocinco,3.300,2.380
2,12:12,4,8,BAL 16,3,0,Shayne Graham 34 yard field goal good,2.380,3.000
2,,,,CIN 30,3,0,"Shayne Graham kicks off 59 yards, returned by Cory Ross for 10 yards (tackle by Blue Adams)",0.000,0.340
2,12:02,1,10,BAL 21,3,0,Willis McGahee left guard for 5 yards (tackle by Frostee Rucker and Rashad Jeanty),0.340,0.480
2,11:25,2,5,BAL 26,3,0,Willis McGahee left guard for 5 yards (tackle by Bryan Robinson),0.480,1.000
2,10:48,1,10,BAL 31,3,0,Willis McGahee left guard for 2 yards (tackle by Dexter Jackson and Rashad Jeanty),1.000,0.730
2,10:06,2,8,BAL 33,3,0,Steve McNair pass incomplete short left intended for Devard Darling,0.730,0.040
