Quarter,Time,Tm,Detail,CIN,BAL
2.0,12:08,Bengals,Shayne Graham 34 yard field goal,3,0
,2:32,Bengals,Shayne Graham 19 yard field goal,6,0
3.0,6:33,Bengals,Shayne Graham 22 yard field goal,9,0
4.0,14:36,Bengals,Shayne Graham 35 yard field goal,12,0
,11:48,Bengals,Shayne Graham 35 yard field goal,15,0
,9:50,Bengals,Shayne Graham 21 yard field goal,18,0
,7:33,Bengals,Shayne Graham 33 yard field goal,21,0
,1:56,Ravens,Willis McGahee 1 yard rush (Matt Stover kick),21,7
