Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Bradley Pinion kicks off 60 yards, out of bounds",0.000,-1.600
1,15:00,1,10,SEA 40,0,0,Russell Wilson pass incomplete deep right intended for Jimmy Graham is intercepted by Eric Reid at SFO-34,1.600,-1.200
1,14:54,1,10,SFO 34,0,0,Carlos Hyde right end for -1 yards (tackle by Bobby Wagner),1.200,0.520
1,14:14,2,11,SFO 33,0,0,C.J. Beathard pass incomplete short middle intended for Carlos Hyde,0.520,-0.160
1,14:09,3,11,SFO 33,0,0,C.J. Beathard pass complete short left to Trent Taylor for 6 yards (tackle by Bradley McDougald and Bobby Wagner),-0.160,-0.780
1,13:36,4,5,SFO 39,0,0,"Bradley Pinion punts 42 yards, returned by Tyler Lockett for 8 yards (tackle by Dexter McCoil)",-0.780,-0.740
1,13:27,1,10,SEA 27,0,0,Doug Baldwin right end for -5 yards (tackle by K'Waun Williams),0.740,-0.480
1,12:46,2,15,SEA 22,0,0,Eddie Lacy right end for 5 yards (tackle by Ahkello Witherspoon),-0.480,-0.490
1,12:03,3,10,SEA 27,0,0,Russell Wilson pass complete short right to Paul Richardson for 12 yards,-0.490,1.530
1,11:36,1,10,SEA 39,0,0,Russell Wilson pass complete short left to Doug Baldwin for 2 yards (tackle by Eric Reid),1.530,1.260
1,10:58,2,8,SEA 41,0,0,Russell Wilson pass complete short left to Paul Richardson for 26 yards (tackle by Eli Harold),1.260,3.380
1,10:25,1,10,SFO 33,0,0,Eddie Lacy left tackle for 3 yards (tackle by DeForest Buckner),3.380,3.240
1,9:45,2,7,SFO 30,0,0,Russell Wilson pass incomplete short right intended for Paul Richardson,3.240,2.540
1,9:42,3,7,SFO 30,0,0,Russell Wilson pass incomplete short left intended for Doug Baldwin,2.540,1.410
1,9:34,4,7,SFO 30,0,0,Blair Walsh 48 yard field goal no good,1.410,-1.470
1,9:30,1,10,SFO 38,0,0,"Carlos Hyde right guard for 7 yards (tackle by Jeremy Lane and Bobby Wagner). Penalty on Frank Clark: Defensive Offside, 5 yards (no play)",1.470,2.200
1,9:08,1,5,SFO 43,0,0,Carlos Hyde left guard for 2 yards (tackle by Bobby Wagner and Sheldon Richardson),2.200,1.870
1,8:30,2,3,SFO 45,0,0,Carlos Hyde left tackle for 4 yards (tackle by Bradley McDougald),1.870,2.190
1,7:50,1,10,SFO 49,0,0,Carlos Hyde middle for -2 yards (tackle by Michael Wilhoite and Michael Bennett),2.190,1.380
1,7:11,2,12,SFO 47,0,0,C.J. Beathard pass complete short left to Kendrick Bourne for 7 yards,1.380,1.620
1,6:47,3,5,SEA 46,0,0,C.J. Beathard pass incomplete short right intended for Carlos Hyde,1.620,0.200
1,6:41,4,5,SEA 46,0,0,"Bradley Pinion punts 30 yards, fair catch by Tyler Lockett",0.200,0.140
1,6:34,1,10,SEA 16,0,0,Eddie Lacy left tackle for 3 yards (tackle by Sheldon Day),-0.140,-0.180
1,5:58,2,7,SEA 19,0,0,Tyler Lockett right end for 2 yards (tackle by Reuben Foster and Brock Coyle),-0.180,-0.700
1,5:15,3,5,SEA 21,0,0,Russell Wilson left guard for 6 yards (tackle by Cassius Marsh),-0.700,0.740
1,4:34,1,10,SEA 27,0,0,"Russell Wilson pass complete short right to Nick Vannett for 12 yards (tackle by Eric Reid). Russell Wilson fumbles, recovered by Russell Wilson at SEA-21",0.740,1.530
1,3:59,1,10,SEA 39,0,0,Eddie Lacy middle for 11 yards (tackle by Ronald Blair and Antone Exum),1.530,2.260
1,3:22,1,10,,0,0,Eddie Lacy right guard for 4 yards (tackle by Brock Coyle and Ronald Blair),2.260,2.250
1,2:42,2,6,SFO 46,0,0,"Russell Wilson pass incomplete deep right intended for Paul Richardson (defended by Ahkello Witherspoon). Penalty on Eric Reid: Unnecessary Roughness, 15 yards (no play)",2.250,3.510
1,2:35,1,10,SFO 31,0,0,"Russell Wilson pass complete short left to Paul Richardson for 8 yards (tackle by Dontae Johnson). Penalty on Ethan Pocic: False Start, 5 yards (no play)",3.510,3.180
1,2:35,1,15,SFO 36,0,0,Russell Wilson pass incomplete short left intended for J.D. McKissic,3.180,2.290
1,2:24,2,15,SFO 36,0,0,Russell Wilson pass incomplete short right intended for Nick Vannett,2.290,1.620
1,2:22,3,15,SFO 36,0,0,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Ahkello Witherspoon),1.620,0.880
1,2:15,4,15,SFO 36,0,0,"Jon Ryan punts 36 yards, touchback",0.880,-0.280
1,2:08,1,10,SFO 20,0,0,"C.J. Beathard left end for 6 yards (tackle by Bobby Wagner). Penalty on Garrett Celek: Illegal Block Above the Waist, 10 yards",0.280,-0.210
1,1:39,1,14,SFO 16,0,0,C.J. Beathard sacked by Branden Jackson and Frank Clark for -8 yards,-0.210,-1.660
1,0:58,2,22,SFO 8,0,0,Carlos Hyde left guard for 2 yards (tackle by Sheldon Richardson),-1.660,-2.590
1,0:16,3,20,SFO 10,0,0,C.J. Beathard pass incomplete short middle intended for Carlos Hyde,-2.590,-2.490
1,0:12,4,20,SFO 10,0,0,"Bradley Pinion punts 49 yards, returned by Tyler Lockett for -1 yards (tackle by Raheem Mostert)",-2.490,-1.600
1,0:02,1,10,SEA 40,0,0,Eddie Lacy right tackle for 2 yards (tackle by Brock Coyle),1.600,1.320
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,SEA 42,0,0,J.D. McKissic right tackle for 5 yards (tackle by Sheldon Day),1.320,1.290
2,14:24,3,3,SEA 47,0,0,Eddie Lacy middle for -1 yards (tackle by Elvis Dumervil and Brock Coyle). Penalty on SEA: Illegal Shift (Declined),1.290,-0.320
2,14:15,4,4,SEA 46,0,0,"Jon Ryan punts 54 yards, touchback",-0.320,-0.280
2,14:10,1,10,SFO 20,0,0,"C.J. Beathard pass incomplete. Penalty on C.J. Beathard: Intentional Grounding, 11 yards",0.280,-1.580
2,14:06,2,21,SFO 9,0,0,C.J. Beathard pass incomplete short left intended for Trent Taylor is intercepted by Bobby Wagner at SFO-16,-1.580,-4.510
2,14:01,1,10,SFO 16,0,0,J.D. McKissic left end for 14 yards (tackle by Leon Hall),4.510,6.740
2,13:28,1,2,SFO 2,6,0,"Russell Wilson left tackle for 2 yards, touchdown",6.740,7.000
2,13:23,,,SFO 15,7,0,Blair Walsh kicks extra point good,0.000,0.000
2,13:23,,,SEA 35,7,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
2,13:23,1,10,SFO 25,7,0,Matt Breida right tackle for 12 yards (tackle by Earl Thomas),0.610,1.400
2,12:47,1,10,SFO 37,7,0,C.J. Beathard pass incomplete short middle intended for George Kittle (defended by Marcus Smith),1.400,0.860
2,12:43,2,10,SFO 37,7,0,C.J. Beathard right end for 7 yards (tackle by Michael Bennett),0.860,1.090
2,11:57,3,3,SFO 44,7,0,C.J. Beathard pass incomplete deep middle intended for Marquise Goodwin,1.090,-0.460
