Quarter,Time,Tm,Detail,ARI,NOR
1.0,14:41,Cardinals,Tim Hightower 70 yard rush (Neil Rackers kick),7,0
,9:17,Saints,Lynell Hamilton 1 yard rush (Garrett Hartley kick),7,7
,7:02,Saints,Jeremy Shockey 17 yard pass from Drew Brees (Garrett Hartley kick),7,14
,2:31,Saints,Reggie Bush 46 yard rush (Garrett Hartley kick),7,21
2.0,9:40,Cardinals,Beanie Wells 4 yard rush (Neil Rackers kick),14,21
,6:48,Saints,Devery Henderson 44 yard pass from Drew Brees (Garrett Hartley kick),14,28
,1:10,Saints,Marques Colston 2 yard pass from Drew Brees (Garrett Hartley kick),14,35
3.0,8:26,Saints,Garrett Hartley 43 yard field goal,14,38
,6:42,Saints,Reggie Bush 83 yard punt return (Garrett Hartley kick),14,45
