Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
2,13:58,2,3,STL 38,0,3,Steven Jackson left guard for -1 yards (tackle by Da'Norris Searcy and Kyle Moore),1.410,0.560
2,13:21,3,4,STL 37,0,3,Sam Bradford pass incomplete short middle intended for Steve Smith,0.560,-0.910
2,13:17,4,4,STL 37,0,3,"John Hekker punts 41 yards, fair catch by Leodis McKelvin",-0.910,-0.410
2,13:09,1,10,BUF 22,0,3,C.J. Spiller up the middle for 1 yard (tackle by Rocky McIntosh and Jo-Lonn Dunbar),0.410,0.000
2,12:24,2,9,BUF 23,0,3,Ryan Fitzpatrick pass complete short left to Fred Jackson for -2 yards (tackle by Craig Dahl),0.000,-0.960
2,11:39,3,11,BUF 21,0,3,Ryan Fitzpatrick pass complete short middle to Brad Smith for 6 yards (tackle by Chris Long),-0.960,-1.570
2,11:01,4,5,BUF 27,0,3,Shawn Powell punts 34 yards,-1.570,-1.530
2,10:50,1,10,STL 39,0,3,Sam Bradford pass complete short right to Lance Kendricks for 3 yards (tackle by Jairus Byrd),1.530,1.390
2,10:23,2,7,STL 42,0,3,Daryl Richardson up the middle for 2 yards (tackle by Nigel Bradham and Shawne Merriman),1.390,0.960
2,9:42,3,5,STL 44,0,3,"Sam Bradford up the middle for 2 yards (tackle by Mario Williams). Sam Bradford fumbles (forced by Mario Williams), recovered by Sam Bradford at STL-43",0.960,-0.320
2,9:04,4,3,STL 46,0,3,"John Hekker punts 41 yards, fair catch by Leodis McKelvin",-0.320,0.320
2,8:56,1,10,BUF 13,0,3,C.J. Spiller right guard for 6 yards (tackle by Trumaine Johnson and Cortland Finnegan),-0.320,0.030
2,8:10,2,4,BUF 19,0,3,Ryan Fitzpatrick pass incomplete short right intended for T.J. Graham,0.030,-0.710
2,8:06,3,4,BUF 19,0,3,Ryan Fitzpatrick pass complete short left to Donald Jones for 11 yards (tackle by Cortland Finnegan),-0.710,0.940
2,7:22,1,10,BUF 30,0,3,"C.J. Spiller left guard for 1 yard (tackle by Quintin Mikell). Penalty on Cortland Finnegan: Face Mask (15 Yards), 15 yards",0.940,1.990
2,6:56,1,10,BUF 46,0,3,T.J. Graham left tackle for 5 yards (tackle by Janoris Jenkins),1.990,2.130
2,6:10,2,5,STL 49,0,3,Ryan Fitzpatrick right tackle for 1 yard (tackle by Janoris Jenkins),2.130,1.550
2,5:26,3,4,STL 48,0,3,Ryan Fitzpatrick sacked by Chris Long and Kendall Langford for -4 yards,1.550,-0.190
2,5:01,4,8,BUF 48,0,3,"Shawn Powell punts 39 yards, fair catch by Austin Pettis",-0.190,0.320
2,4:53,1,10,STL 13,0,3,Steven Jackson up the middle for 8 yards (tackle by George Wilson and Spencer Johnson),-0.320,0.350
2,4:17,2,2,STL 21,0,3,Steven Jackson left tackle for 1 yard (tackle by Kyle Williams and Kyle Moore),0.350,-0.350
2,3:39,3,1,STL 22,0,3,Steven Jackson up the middle for 2 yards (tackle by Spencer Johnson),-0.350,0.540
2,2:57,1,10,STL 24,0,3,Steven Jackson up the middle for 4 yards (tackle by Kelvin Sheppard),0.540,0.540
2,2:18,2,6,STL 28,0,3,Sam Bradford pass incomplete deep left intended for Brandon Gibson (defended by Ron Brooks),0.540,-0.160
2,2:12,3,6,STL 28,0,3,Sam Bradford pass complete short left to Chris Givens for 13 yards (tackle by Stephon Gilmore),-0.160,1.660
2,2:00,1,10,STL 41,0,3,Sam Bradford pass complete short left to Brandon Gibson for 10 yards (tackle by Jairus Byrd),1.660,2.320
2,1:55,1,10,BUF 49,0,3,Sam Bradford pass incomplete short middle intended for Steven Jackson,2.320,1.780
2,1:51,2,10,BUF 49,0,3,Sam Bradford pass complete short right to Austin Pettis for 5 yards (tackle by Bryan Scott),1.780,1.750
2,1:27,3,5,BUF 44,0,3,"Sam Bradford pass incomplete intended for Lance Kendricks is intercepted by Stephon Gilmore at BUF-38 and returned for 62 yards. Penalty on Kyle Moore: Offensive Holding, 10 yards",1.750,-2.320
2,1:15,1,10,STL 49,0,3,Ryan Fitzpatrick pass complete to Fred Jackson for 9 yards (tackle by Eugene Sims),2.320,3.000
2,1:06,2,1,STL 40,0,3,Ryan Fitzpatrick pass complete to T.J. Graham for 6 yards (tackle by Trumaine Johnson),3.000,3.310
2,1:02,1,10,STL 34,0,3,Ryan Fitzpatrick pass complete short middle to Fred Jackson for no gain,3.310,2.770
2,0:38,2,10,STL 34,0,3,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 11 yards,2.770,0.000
2,0:32,,,,0,3,Timeout #1 by Buffalo Bills,0.000,4.040
2,0:32,1,10,STL 23,0,3,Fred Jackson up the middle for -1 yards (tackle by Trumaine Johnson),4.040,0.000
2,0:27,,,,0,3,Timeout #2 by Buffalo Bills,0.000,3.360
2,0:27,2,11,STL 24,0,3,Ryan Fitzpatrick pass complete short left to Fred Jackson for 2 yards (tackle by Quintin Mikell and Jo-Lonn Dunbar),3.360,0.000
2,0:11,,,,0,3,Timeout #3 by Buffalo Bills,0.000,2.940
2,0:10,3,9,STL 22,0,6,Rian Lindell 40 yard field goal good,2.940,3.000
2,0:07,,,BUF 35,0,6,"Rian Lindell kicks off 61 yards, returned by Chris Givens for 25 yards (tackle by Arthur Moats)",0.000,1.270
Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,0,6,"Rian Lindell kicks off 63 yards, returned by Chris Givens for 28 yards (tackle by Arthur Moats)",0.000,0.940
3,14:52,1,10,STL 30,0,6,Sam Bradford pass complete short right to Austin Pettis for 4 yards (tackle by Leodis McKelvin),0.940,0.930
3,14:22,2,6,STL 34,0,6,Sam Bradford pass incomplete short right intended for Brandon Gibson,0.930,0.230
3,14:16,3,6,STL 34,0,6,"Sam Bradford pass complete short middle to Brandon Gibson for 5 yards (tackle by Ron Brooks). Penalty on Stephon Gilmore: Illegal Use of Hands, 5 yards (no play)",0.230,1.530
3,13:52,1,10,STL 39,0,6,Steven Jackson up the middle for 2 yards (tackle by Kyle Williams and Kyle Moore),1.530,1.260
3,13:07,2,8,STL 41,0,6,Steven Jackson right tackle for 3 yards (tackle by Kyle Moore and Nick Barnett),1.260,0.960
3,12:25,3,5,STL 44,0,6,Sam Bradford pass complete short right to Brian Quick for 6 yards (tackle by Justin Rogers),0.960,2.260
3,11:49,1,10,,0,6,Daryl Richardson right tackle for 2 yards (tackle by Nick Barnett),2.260,1.980
3,11:17,2,8,BUF 48,0,6,Sam Bradford left guard for 1 yard (tackle by Alex Carrington),1.980,1.420
3,10:28,3,7,BUF 47,0,6,Sam Bradford pass complete short right to Brandon Gibson for 22 yards (tackle by Bryan Scott),1.420,3.910
3,9:44,1,10,BUF 25,0,6,Sam Bradford pass complete short left to Brandon Gibson for 16 yards (tackle by Ron Brooks),3.910,5.140
3,9:44,1,9,BUF 9,0,6,Sam Bradford pass complete short right to Chris Givens for 8 yards (tackle by Stephon Gilmore),5.140,0.000
3,8:41,,,,0,6,Timeout #1 by St. Louis Rams,0.000,5.910
3,8:41,2,1,BUF 1,6,6,"Steven Jackson right guard for 1 yard, touchdown",5.910,7.000
3,8:41,,,BUF 2,7,6,Greg Zuerlein kicks extra point good,0.000,0.000
3,8:37,,,STL 35,7,6,"Greg Zuerlein kicks off 67 yards, returned by Leodis McKelvin for 27 yards (tackle by Quintin Mikell)",0.000,0.610
3,8:30,1,10,BUF 25,7,6,C.J. Spiller up the middle for 13 yards (tackle by Craig Dahl and Jo-Lonn Dunbar),0.610,1.470
3,7:48,1,10,BUF 38,7,6,Ryan Fitzpatrick pass complete short right to Steve Johnson for 11 yards (tackle by Quintin Mikell),1.470,2.190
3,7:22,1,10,BUF 49,7,6,C.J. Spiller left tackle for 13 yards (tackle by Darian Stewart),2.190,3.050
3,6:47,1,10,STL 38,7,6,"Ryan Fitzpatrick sacked by Quintin Mikell for -12 yards. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at STL-45",3.050,1.560
3,6:00,2,17,STL 45,7,6,Ryan Fitzpatrick pass complete short left to T.J. Graham for 11 yards (tackle by Cortland Finnegan),1.560,2.340
3,5:26,3,6,STL 34,7,6,Ryan Fitzpatrick pass complete short right to Fred Jackson for 7 yards (tackle by Quintin Mikell),2.340,3.780
3,4:42,1,10,STL 27,7,6,Ryan Fitzpatrick pass complete short left to T.J. Graham for 16 yards (tackle by Quintin Mikell and Janoris Jenkins),3.780,4.840
3,3:58,1,10,STL 11,7,6,Ryan Fitzpatrick pass complete short left to Steve Johnson for 9 yards (tackle by Jo-Lonn Dunbar and Michael Brockers). Penalty on Jo-Lonn Dunbar: Defensive Offside (Declined),4.840,5.850
3,3:31,2,1,STL 2,7,12,"Ryan Fitzpatrick pass complete short right to Lee Smith for 2 yards, touchdown",5.850,7.000
3,3:31,,,,7,12,"Two Point Attempt: Rian Lindell pass incomplete, conversion fails. Penalty on Cordy Glenn: Illegal Touch Pass (Declined)",0.000,-1.000
3,3:26,,,BUF 35,7,12,"Rian Lindell kicks off 61 yards, returned by Chris Givens for 19 yards (tackle by Kelvin Sheppard)",0.000,0.480
3,3:20,1,10,STL 23,7,12,Sam Bradford pass complete short left to Lance Kendricks for 11 yards (tackle by Nick Barnett),0.480,1.200
3,2:44,1,10,STL 34,7,12,Steven Jackson left guard for 2 yards (tackle by Kelvin Sheppard and Kyle Williams),1.200,0.930
3,2:26,2,8,STL 36,7,12,Sam Bradford pass incomplete short right intended for Lance Kendricks,0.930,0.230
3,2:08,3,8,STL 36,7,12,Sam Bradford left tackle for 11 yards (tackle by Leodis McKelvin),0.230,2.060
3,1:20,1,10,STL 47,7,12,Sam Bradford pass incomplete deep left intended for Lance Kendricks,2.060,1.520
3,1:14,2,10,STL 47,7,12,Steven Jackson up the middle for no gain (tackle by Spencer Johnson and Marcell Dareus),1.520,0.830
3,0:27,3,10,STL 47,7,12,Sam Bradford pass complete short middle to Chris Givens for 4 yards (tackle by Leodis McKelvin and Jairus Byrd),0.830,0.000
Quarter,Time,Down,ToGo,Location,STL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,BUF 49,7,12,". John Hekker fumbles, recovered by John Hekker at STL-36",0.000,-2.190
4,14:46,1,10,BUF 49,7,12,Fred Jackson left guard for 14 yards (tackle by Darian Stewart),2.190,3.120
4,14:00,1,10,STL 37,7,12,Fred Jackson up the middle for -1 yards (tackle by Robert Quinn and Chris Long),3.120,2.440
4,13:16,2,11,STL 38,7,12,Ryan Fitzpatrick up the middle for 1 yard (tackle by Michael Brockers and Chris Long),2.440,1.880
4,12:34,3,10,STL 37,7,12,Ryan Fitzpatrick up the middle for 3 yards (tackle by Eugene Sims),1.880,0.000
4,11:52,,,,7,12,Timeout #1 by Buffalo Bills,0.000,1.060
4,11:52,4,7,STL 34,7,12,"Shawn Powell punts 29 yards. Penalty on Janoris Jenkins: Defensive Holding, 2 yards",1.060,0.460
4,11:41,1,12,STL 3,7,12,Steven Jackson up the middle for 1 yard (tackle by Kelvin Sheppard and Mario Williams),-0.460,-0.850
4,10:57,2,11,STL 4,7,12,Sam Bradford pass complete deep left to Brandon Gibson for 24 yards,-0.850,0.810
4,10:34,1,10,STL 28,7,12,Daryl Richardson up the middle for no gain (tackle by Jairus Byrd),0.810,0.260
4,9:59,2,10,STL 28,7,12,Sam Bradford pass incomplete short left intended for Chris Givens,0.260,-0.430
4,9:55,3,10,STL 28,7,12,Sam Bradford pass complete short middle to Austin Pettis for 9 yards (tackle by George Wilson),-0.430,-0.910
4,9:19,4,1,STL 37,7,12,"John Hekker punts 50 yards, returned by Leodis McKelvin for 17 yards (tackle by Cory Harkey)",-0.910,-0.940
4,9:05,1,10,BUF 30,7,12,C.J. Spiller left tackle for 1 yard (tackle by Janoris Jenkins),0.940,0.530
4,8:18,2,9,BUF 31,7,12,Ryan Fitzpatrick pass complete short right to Scott Chandler for 3 yards (tackle by Cortland Finnegan),0.530,0.230
4,7:32,3,6,BUF 34,7,12,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson,0.230,-1.110
4,7:28,4,6,BUF 34,7,12,"Shawn Powell punts 40 yards, returned by Austin Pettis for no gain",-1.110,-0.670
4,7:17,1,10,STL 26,7,12,Steven Jackson left tackle for 4 yards (tackle by Kyle Moore and Da'Norris Searcy),0.670,0.670
4,6:46,2,6,STL 30,7,12,Sam Bradford pass incomplete deep middle intended for Chris Givens (defended by Stephon Gilmore),0.670,-0.030
4,6:39,3,6,STL 30,7,12,Sam Bradford pass incomplete deep left intended for Chris Givens,-0.030,-1.370
4,6:34,4,6,STL 30,7,12,"John Hekker punts 46 yards, returned by Leodis McKelvin for 19 yards (tackle by Jo-Lonn Dunbar)",-1.370,-1.800
4,6:21,1,10,BUF 43,7,12,Fred Jackson up the middle for -1 yards (tackle by Jermelle Cudjo),1.800,1.120
4,5:38,2,11,BUF 42,7,12,Fred Jackson up the middle for 2 yards (tackle by Michael Brockers),1.120,0.690
4,5:10,3,9,BUF 44,7,12,Ryan Fitzpatrick pass incomplete deep middle intended for T.J. Graham,0.690,-0.460
4,5:03,4,9,BUF 44,7,12,"Shawn Powell punts 40 yards, fair catch by Austin Pettis",-0.460,0.140
4,4:55,1,10,STL 16,7,12,Sam Bradford pass incomplete short middle intended for Matthew Mulligan (defended by Kelvin Sheppard),-0.140,-0.660
4,4:51,2,10,STL 16,7,12,Steven Jackson left tackle for 9 yards (tackle by Nick Barnett),-0.660,-0.200
4,4:07,3,1,STL 25,7,12,Steven Jackson left tackle for 7 yards (tackle by Leodis McKelvin and Kelvin Sheppard),-0.200,1.070
4,3:23,1,10,STL 32,7,12,Sam Bradford pass incomplete deep left intended for Brandon Gibson,1.070,0.530
4,3:17,2,10,STL 32,7,12,Sam Bradford pass complete deep middle to Lance Kendricks for 22 yards (tackle by Bryan Scott),0.530,2.520
4,2:41,1,10,BUF 46,7,12,Steven Jackson up the middle for no gain (tackle by George Wilson and Shawne Merriman),2.520,1.980
4,2:04,2,10,BUF 46,7,12,Sam Bradford pass complete short right to Steven Jackson for 9 yards (tackle by Nick Barnett),1.980,2.480
4,1:56,3,1,BUF 37,7,12,Sam Bradford pass incomplete short middle intended for Chris Givens (defended by George Wilson),2.480,0.790
4,1:53,4,1,BUF 37,7,12,Sam Bradford pass complete short middle to Austin Pettis for 9 yards (tackle by Justin Rogers),0.790,3.710
4,1:17,1,10,BUF 28,7,12,Sam Bradford pass incomplete deep right intended for Chris Givens,3.710,3.170
4,1:11,2,10,BUF 28,7,12,Sam Bradford pass incomplete short left intended for Lance Kendricks (defended by George Wilson),3.170,2.480
4,1:07,3,10,BUF 28,7,12,Sam Bradford pass complete short left to Brandon Gibson for 15 yards,2.480,4.710
4,0:58,1,10,BUF 13,7,12,Sam Bradford pass incomplete short middle intended for Lance Kendricks (defended by Marcell Dareus),4.710,4.050
4,0:54,2,10,BUF 13,13,12,"Sam Bradford pass complete short middle to Brandon Gibson for 13 yards, touchdown",4.050,7.000
4,0:54,,,,15,12,"Two Point Attempt: Sam Bradford pass complete to Chris Givens, conversion succeeds",0.000,1.000
4,0:48,,,STL 35,15,12,"Greg Zuerlein kicks off 64 yards, returned by Brad Smith for 22 yards (tackle by Darian Stewart)",0.000,0.480
4,0:42,1,10,BUF 23,15,12,Ryan Fitzpatrick pass complete deep right to Scott Chandler for 19 yards (tackle by Darian Stewart),0.480,0.000
4,0:34,,,,15,12,Timeout #2 by Buffalo Bills,0.000,1.730
4,0:34,1,10,BUF 42,15,12,Ryan Fitzpatrick pass incomplete deep left intended for T.J. Graham (defended by Janoris Jenkins),1.730,1.190
4,0:28,2,10,BUF 42,15,12,Ryan Fitzpatrick sacked by Robert Quinn for -9 yards,1.190,0.000
4,0:21,,,,15,12,Timeout #3 by Buffalo Bills,0.000,-0.690
4,0:21,3,19,BUF 33,15,12,Ryan Fitzpatrick pass incomplete short right intended for T.J. Graham is intercepted by Jo-Lonn Dunbar at BUF-48 and returned for 21 yards (tackle by Scott Chandler),-0.690,-3.780
4,0:12,1,10,BUF 27,15,12,Sam Bradford kneels for -1 yards,3.780,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
