Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4,5:37,2,9,OAK 26,31,34,Derek Carr sacked by Joey Bosa for -4 yards,0.200,-1.020
4,4:53,3,13,OAK 22,31,34,Derek Carr pass complete short middle to Jalen Richard for 11 yards (tackle by Corey Liuget),-1.020,-1.180
4,4:18,4,2,OAK 33,31,34,"Marquette King punts 40 yards, returned by Dexter McCluster for 6 yards (tackle by Shilique Calhoun)",-1.180,-1.140
4,4:08,1,10,SDG 33,31,34,Philip Rivers pass incomplete short left intended for Antonio Gates,1.140,0.590
4,4:03,2,10,SDG 33,31,34,Philip Rivers pass complete short right to Travis Benjamin for 15 yards (tackle by Karl Joseph),0.590,2.130
4,3:56,1,10,SDG 48,31,34,Philip Rivers pass complete deep left to Tyrell Williams for 25 yards,2.130,3.780
4,3:50,1,10,OAK 27,31,34,Philip Rivers pass complete short right to Travis Benjamin for 8 yards (tackle by D.J. Hayden),3.780,4.350
4,3:10,2,2,OAK 19,31,34,Philip Rivers pass incomplete short left intended for Travis Benjamin,4.350,4.350
4,3:05,2,2,OAK 19,31,34,Timeout #2 by Los Angeles Chargers,4.350,3.640
4,3:05,3,2,OAK 19,31,34,Melvin Gordon middle for 1 yard (tackle by Jihad Ward),3.640,2.400
4,2:07,4,1,OAK 18,31,34,"Drew Kaser for no gain. Drew Kaser fumbles, recovered by Sean McGrath at OAK-35",2.400,-1.270
4,2:00,1,10,OAK 35,31,34,Jamize Olawale middle for no gain (tackle by Craig Mager and Kyle Emanuel),1.270,1.270
4,1:54,1,10,OAK 35,31,34,Timeout #3 by Los Angeles Chargers,1.270,0.720
4,1:54,2,10,OAK 35,31,34,Jamize Olawale middle for -3 yards (tackle by Joshua Perry),0.720,-0.360
4,1:07,3,13,OAK 32,31,34,Jamize Olawale middle for 5 yards (tackle by Jeremiah Attaochu),-0.360,-0.360
4,0:20,3,13,OAK 32,31,34,Timeout #2 by Oakland Raiders,-0.360,-0.910
4,0:20,4,8,OAK 37,31,34,"Marquette King punts 51 yards, returned by Dexter McCluster for 9 yards (tackle by Johnny Holton)",-0.910,-0.340
4,0:11,1,10,SDG 21,31,34,"Philip Rivers pass complete short middle to Travis Benjamin for no gain. Travis Benjamin fumbles, ball out of bounds at SDG-21",0.340,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
