Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 72 yards, returned by Jalen Parmele for 19 yards (tackle by Matt Slater)",0.000,-0.060
1,14:56,1,10,BAL 17,6,0,"Ray Rice middle for 83 yards, touchdown",-0.060,7.000
1,,,,NWE 2,7,0,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,7,0,"Billy Cundiff kicks off 59 yards, returned by Darius Butler for 16 yards (tackle by Tavares Gooden)",0.000,0.740
1,14:38,1,10,NWE 27,7,0,Laurence Maroney middle for 2 yards (tackle by Dwan Edwards),0.740,0.470
1,14:01,2,8,NWE 29,7,0,Tom Brady pass complete short left to Julian Edelman for -3 yards (tackle by Chris Carr and Terrell Suggs),0.470,-0.620
1,13:20,3,11,NWE 26,7,0,"Tom Brady sacked by Terrell Suggs for -9 yards. Tom Brady fumbles (forced by Terrell Suggs), recovered by Terrell Suggs at NWE-17 (tackle by Matt Light)",-0.620,-4.440
1,13:13,1,10,NWE 17,7,0,Willis McGahee middle for 3 yards (tackle by Gary Guyton),4.440,4.320
1,12:38,2,7,NWE 14,7,0,Willis McGahee left guard for 3 yards (tackle by Vince Wilfork and Jerod Mayo),4.320,4.100
1,12:03,3,4,NWE 11,7,0,Ray Rice left tackle for 5 yards (tackle by Leigh Bodden and Brandon Meriweather),4.100,5.830
1,11:17,1,6,NWE 6,7,0,Ray Rice right end for 5 yards (tackle by James Sanders),5.830,5.910
1,10:33,2,1,NWE 1,13,0,"Le'Ron McClain middle for 1 yard, touchdown",5.910,7.000
1,,,,NWE 2,14,0,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,14,0,Billy Cundiff kicks off 49 yards,0.000,0.340
1,10:27,1,10,NWE 21,14,0,Tom Brady sacked by Ray Lewis for -7 yards,0.340,-1.250
1,9:57,2,17,NWE 14,14,0,Kevin Faulk middle for 9 yards (tackle by Dannell Ellerbe and Dawan Landry),-1.250,-0.630
1,9:19,3,8,NWE 23,14,0,Tom Brady pass incomplete deep middle intended for Sam Aiken (defended by Ed Reed),-0.630,-1.830
1,9:12,4,8,NWE 23,14,0,"Chris Hanson punts 53 yards, returned by Chris Carr for 34 yards (tackle by Chris Hanson)",-1.830,-2.790
1,8:58,1,10,NWE 42,14,0,Ray Rice left tackle for -1 yards (tackle by Vince Wilfork and Tully Banta-Cain),2.790,2.110
1,8:29,2,11,NWE 43,14,0,Joe Flacco pass incomplete short right intended for Derrick Mason. Penalty on Michael Oher: Ineligible Downfield Pas (Declined),2.110,1.420
1,8:24,3,11,NWE 43,14,0,Joe Flacco pass incomplete short right intended for Ray Rice,1.420,0.400
1,8:18,4,11,NWE 43,14,0,"Sam Koch punts 29 yards, fair catch by Kevin Faulk. Penalty on Brandon McGowan: Defensive Offside (Declined)",0.400,0.280
1,8:10,1,10,NWE 14,14,0,Tom Brady pass complete short middle to Kevin Faulk for 6 yards (tackle by Jarret Johnson and Frank Walker),-0.280,0.150
1,7:40,2,4,NWE 20,14,0,Kevin Faulk left guard for 5 yards (tackle by Ed Reed and Dawan Landry),0.150,0.610
1,7:04,1,10,NWE 25,14,0,Tom Brady pass incomplete short right intended for Laurence Maroney,0.610,0.060
1,7:00,2,10,NWE 25,14,0,Tom Brady pass incomplete short middle intended for Chris Baker is intercepted by Chris Carr at NWE-28 and returned for 3 yards,0.060,-3.910
1,6:49,1,10,NWE 25,14,0,Willis McGahee left tackle for no gain (tackle by Jerod Mayo and Vince Wilfork),3.910,3.360
1,6:16,2,10,NWE 25,14,0,Willis McGahee left tackle for 9 yards (tackle by James Sanders),3.360,4.060
1,5:51,3,1,NWE 16,14,0,Joe Flacco middle for 1 yard (tackle by Junior Seau and Vince Wilfork),4.060,4.580
1,5:01,1,10,NWE 15,14,0,Joe Flacco pass complete short right to Willis McGahee for 13 yards (tackle by Jerod Mayo),4.580,6.740
1,4:33,1,2,NWE 2,14,0,Ray Rice middle for 1 yard (tackle by Vince Wilfork and Junior Seau),6.740,5.910
1,3:59,2,1,NWE 1,20,0,"Ray Rice left guard for 1 yard, touchdown",5.910,7.000
1,,,,NWE 2,21,0,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,21,0,"Billy Cundiff kicks off 40 yards, fair catch by Chris Baker",0.000,0.940
1,3:55,1,10,NWE 30,21,0,Kevin Faulk middle for 4 yards (tackle by Dwan Edwards and Ray Lewis),0.940,0.930
1,3:16,2,6,NWE 34,21,0,Tom Brady pass incomplete deep right intended for Sam Aiken is intercepted by Ed Reed at BAL-41 and returned for 25 yards,0.930,-5.140
1,2:56,1,9,NWE 9,21,0,Willis McGahee right guard for 4 yards (tackle by Ty Warren),5.140,5.150
1,2:17,2,5,NWE 5,21,0,Willis McGahee right end for -4 yards (tackle by James Sanders),5.150,3.360
1,1:29,3,9,NWE 9,21,0,Joe Flacco pass incomplete short left intended for Derrick Mason,3.360,2.830
1,1:24,4,9,NWE 9,24,0,Billy Cundiff 27 yard field goal good,2.830,3.000
1,,,,BAL 30,24,0,"Billy Cundiff kicks off 64 yards, returned by Darius Butler for 14 yards (tackle by Edgar Jones)",0.000,0.280
1,1:15,1,10,NWE 20,24,0,Tom Brady pass incomplete short left intended for Ben Watson,0.280,-0.270
1,1:10,2,10,NWE 20,24,0,Tom Brady pass complete short middle to Kevin Faulk for 18 yards (tackle by Dawan Landry),-0.270,1.470
1,0:31,1,10,NWE 38,24,0,Tom Brady pass incomplete short left intended for Sam Aiken (defended by Frank Walker),1.470,0.920
1,0:25,2,10,NWE 38,24,0,"Penalty on Tom Brady: Delay of Game, 5 yards (no play)",0.920,0.250
1,0:25,2,15,NWE 33,24,0,Tom Brady pass complete short left to Kevin Faulk for -5 yards (tackle by Chris Carr),0.250,-1.090
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,20,NWE 28,24,0,Kevin Faulk right tackle for 4 yards (tackle by Ray Lewis),-1.090,-1.240
2,14:20,4,16,NWE 32,24,0,"Chris Hanson punts 40 yards, muffed catch by Tom Zbikowski, recovered by Kyle Arrington and returned for no gain",-1.240,4.510
2,14:08,1,10,BAL 16,24,0,Kevin Faulk right guard for 9 yards (tackle by Dannell Ellerbe),4.510,5.540
2,13:31,2,1,BAL 7,24,0,Kevin Faulk right tackle for no gain (tackle by Dawan Landry),5.540,4.850
2,13:05,3,1,BAL 7,24,0,Fred Taylor right tackle for 2 yards (tackle by Domonique Foxworth and Ray Lewis),4.850,6.060
2,12:24,1,5,BAL 5,24,0,Fred Taylor right tackle for -1 yards (tackle by Haloti Ngata and Dannell Ellerbe),6.060,4.950
2,11:41,2,6,BAL 6,24,0,Tom Brady pass incomplete short left intended for Randy Moss,4.950,4.040
2,11:33,3,6,BAL 6,24,6,"Tom Brady pass complete short right to Julian Edelman for 6 yards, touchdown",4.040,7.000
2,,,,BAL 2,24,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,24,7,"Stephen Gostkowski kicks off 58 yards, returned by Jalen Parmele for 12 yards (tackle by Brandon Meriweather). Penalty on Brandon McGowan: Face Mask (15 Yards), 15 yards",0.000,1.530
2,11:18,1,10,BAL 39,24,7,Ray Rice middle for 4 yards (tackle by Vince Wilfork and Gary Guyton),1.530,1.530
2,10:42,2,6,BAL 43,24,7,Ray Rice middle for 5 yards (tackle by James Sanders),1.530,1.490
2,10:03,3,1,BAL 48,24,7,Ray Rice left guard for 1 yard (tackle by Tully Banta-Cain),1.490,2.190
2,9:21,1,10,BAL 49,24,7,Joe Flacco pass incomplete short left intended for Todd Heap is intercepted by Tully Banta-Cain at NWE-36,2.190,-1.330
2,9:14,1,10,NWE 36,24,7,Tom Brady pass complete short left to Sam Aiken for 5 yards (tackle by Frank Walker and Chris Carr),1.330,1.470
2,8:30,2,5,NWE 41,24,7,Kevin Faulk middle for 3 yards (tackle by Dwan Edwards and Ray Lewis),1.470,1.160
2,7:52,3,2,NWE 44,24,7,Tom Brady pass incomplete short right intended for Kevin Faulk,1.160,-0.460
2,7:47,4,2,NWE 44,24,7,Chris Hanson punts 31 yards,-0.460,-0.610
2,7:38,1,10,BAL 25,24,7,Ray Rice middle for 1 yard (tackle by Adalius Thomas and Vince Wilfork),0.610,0.200
2,7:04,2,9,BAL 26,24,7,Joe Flacco pass complete short middle to Le'Ron McClain for -4 yards (tackle by Junior Seau),0.200,-1.020
2,6:20,3,13,BAL 22,24,7,Ray Rice left tackle for 4 yards (tackle by Brandon McGowan and Jerod Mayo),-1.020,-1.630
2,5:47,4,9,BAL 26,24,7,"Sam Koch punts 46 yards, returned by Julian Edelman for 28 yards (tackle by Matt Katula)",-1.630,-2.650
