Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
1,8:27,1,10,MIN 40,0,0,LaDainian Tomlinson left tackle for 12 yards (tackle by Husain Abdullah),2.920,3.710
1,7:46,1,10,MIN 28,0,0,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,3.710,3.170
1,7:40,2,10,MIN 28,0,0,LaDainian Tomlinson left guard for 17 yards (tackle by Cedric Griffin and Madieu Williams),3.170,4.840
1,6:58,1,10,MIN 11,0,0,LaDainian Tomlinson right guard for 1 yard (tackle by Jared Allen),4.840,4.320
1,6:20,2,9,MIN 10,0,0,Mark Sanchez pass complete short right to LaDainian Tomlinson for -2 yards (tackle by Chad Greenway),4.320,3.110
1,5:38,3,11,MIN 12,0,0,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 5 yards (tackle by Chad Greenway),3.110,2.980
1,5:00,4,6,MIN 7,0,3,Nick Folk 25 yard field goal good,2.980,3.000
1,,,,NYJ 30,0,3,"Nick Folk kicks off 60 yards, returned by Percy Harvin for 21 yards (tackle by Brad Smith)",0.000,1.000
1,4:49,1,10,MIN 31,0,3,Brett Favre pass complete short left to Percy Harvin for 19 yards (tackle by Brodney Pool),1.000,2.260
1,4:13,1,10,,0,3,Brett Favre pass incomplete deep left intended for Randy Moss (defended by Antonio Cromartie),2.260,1.710
1,4:07,2,10,,0,3,Brett Favre right end for 2 yards (tackle by Sione Pouha),1.710,1.290
1,3:33,3,8,NYJ 48,0,3,Brett Favre pass incomplete deep right intended for Randy Moss (defended by Brodney Pool),1.290,0.070
1,3:26,4,8,NYJ 48,0,3,"Chris Kluwe punts 34 yards, fair catch by Jim Leonhard",0.070,0.280
1,3:20,1,10,NYJ 14,0,3,Shonn Greene right guard for 3 yards (tackle by Ray Edwards and Chad Greenway),-0.280,-0.370
1,2:41,2,7,NYJ 17,0,3,Mark Sanchez sacked by Jimmy Kennedy and Ray Edwards for -8 yards,-0.370,-2.010
1,2:10,3,15,NYJ 9,0,3,"Mark Sanchez pass complete short left to Jerricho Cotchery for 10 yards (tackle by E.J. Henderson). Penalty on Santonio Holmes: Offensive Holding, 10 yards",-2.010,-2.010
1,1:47,3,15,NYJ 9,0,3,LaDainian Tomlinson middle for 16 yards (tackle by Husain Abdullah),-2.010,0.610
1,1:05,1,10,NYJ 25,0,3,Brad Smith left tackle for 4 yards (tackle by Madieu Williams and Jared Allen),0.610,0.600
1,0:26,2,6,NYJ 29,0,3,Mark Sanchez pass complete short left to John Conner for 7 yards (tackle by Cedric Griffin),0.600,1.330
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 36,0,3,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,1.330,0.790
2,14:56,2,10,NYJ 36,0,3,Shonn Greene left tackle for 4 yards (tackle by Chad Greenway),0.790,0.630
2,14:20,3,6,NYJ 40,0,3,Mark Sanchez pass complete short right to Santonio Holmes for 11 yards (tackle by Asher Allen),0.630,2.320
2,13:41,1,10,MIN 49,0,3,LaDainian Tomlinson left guard for 5 yards (tackle by Jared Allen),2.320,2.460
2,13:01,2,5,MIN 44,0,3,Mark Sanchez pass incomplete deep left intended for Santonio Holmes,2.460,1.750
2,12:53,,,,0,3,Timeout #1 by New York Jets,0.000,1.750
2,12:53,3,5,MIN 44,0,3,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,1.750,0.330
2,12:46,4,5,MIN 44,0,3,Steve Weatherford punts 38 yards,0.330,0.380
2,12:35,1,10,MIN 6,0,3,Adrian Peterson right tackle for no gain (tackle by David Harris),-0.380,-0.780
2,11:57,2,10,MIN 6,0,3,Adrian Peterson right guard for 6 yards (tackle by David Harris and Bryan Thomas),-0.780,-0.720
2,11:12,3,4,MIN 12,0,3,Brett Favre pass incomplete short middle intended for Percy Harvin,-0.720,-2.490
2,11:06,4,4,MIN 12,0,3,"Chris Kluwe punts 51 yards, returned by Kyle Wilson for no gain. Penalty on Marquice Cole: Illegal Block Above the , 10 yards",-2.490,-0.740
2,10:55,1,10,NYJ 27,0,3,"LaDainian Tomlinson left tackle for 3 yards (tackle by Chad Greenway and Husain Abdullah). Penalty on Tony Richardson: Offensive Holding, 10 yards",0.740,0.280
2,10:26,1,17,NYJ 20,0,3,LaDainian Tomlinson right guard for 2 yards (tackle by Brian Robison),0.280,-0.480
2,9:49,2,15,NYJ 22,0,3,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,-0.480,-1.150
2,9:41,3,15,NYJ 22,0,3,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,-1.150,-1.900
2,9:36,4,15,NYJ 22,0,3,"Steve Weatherford punts 51 yards, fair catch by Greg Camarillo",-1.900,-0.740
2,9:29,1,10,MIN 27,0,3,Adrian Peterson left guard for 2 yards (tackle by Jim Leonhard and Mike DeVito),0.740,0.470
2,8:54,2,8,MIN 29,0,3,Toby Gerhart left tackle for 1 yard (tackle by David Harris and Bart Scott),0.470,-0.100
2,8:14,3,7,MIN 30,0,3,Brett Favre pass incomplete short right intended for Percy Harvin,-0.100,-1.370
2,8:10,4,7,MIN 30,0,3,Chris Kluwe punts 38 yards,-1.370,-1.070
2,7:59,1,10,NYJ 32,0,3,Shonn Greene right guard for 2 yards (tackle by E.J. Henderson and Husain Abdullah),1.070,0.800
2,7:36,2,8,NYJ 34,0,3,Mark Sanchez pass complete short left to Braylon Edwards for 11 yards (tackle by Jared Allen),0.800,1.930
2,7:06,1,10,NYJ 45,0,3,Mark Sanchez pass complete deep middle to Santonio Holmes for 19 yards (tackle by Cedric Griffin),1.930,3.180
2,6:23,1,10,MIN 36,0,3,Shonn Greene left guard for 1 yard (tackle by Chad Greenway),3.180,2.770
2,5:42,2,9,MIN 35,0,3,Mark Sanchez pass incomplete short middle intended for Jerricho Cotchery (defended by Antoine Winfield),2.770,2.080
2,5:38,3,9,MIN 35,0,3,Mark Sanchez pass incomplete short middle intended for Santonio Holmes,2.080,0.970
2,5:34,4,9,MIN 35,0,6,Nick Folk 53 yard field goal good,0.970,3.000
2,,,,NYJ 30,0,6,"Nick Folk kicks off 70 yards, returned by Percy Harvin for 25 yards (tackle by Drew Coleman)",0.000,0.610
2,5:23,1,10,MIN 25,0,6,"Brett Favre sacked by Calvin Pace for -9 yards. Penalty on Calvin Pace: Face Mask (15 Yards), 15 yards",0.610,1.000
2,5:02,1,10,MIN 31,0,6,Brett Favre pass complete short middle to Jim Kleinsasser for 5 yards (tackle by Bart Scott),1.000,1.140
2,4:34,2,5,MIN 36,0,6,Brett Favre pass complete short left to Randy Moss for 7 yards (tackle by Jim Leonhard),1.140,1.800
2,4:04,1,10,MIN 43,0,6,"Brett Favre for no gain. Brett Favre fumbles, recovered by Bart Scott at MIN-47 (tackle by Phil Loadholt)",1.800,-2.460
2,4:00,1,10,MIN 47,0,6,LaDainian Tomlinson middle for 3 yards (tackle by Ray Edwards),2.460,2.320
2,3:22,,,,0,6,Timeout #2 by New York Jets,0.000,2.320
2,3:22,2,7,MIN 44,0,6,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Ben Leber),2.320,1.620
2,3:18,3,7,MIN 44,0,6,Mark Sanchez pass complete short right to Dustin Keller for 8 yards (tackle by Husain Abdullah and E.J. Henderson),1.620,3.180
2,2:38,1,10,MIN 36,0,6,LaDainian Tomlinson left end for -2 yards (tackle by Letroy Guion),3.180,2.370
2,2:00,2,12,MIN 38,0,6,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,2.370,1.690
2,1:53,3,12,MIN 38,0,6,Mark Sanchez pass complete short right to Jerricho Cotchery for 14 yards (tackle by Asher Allen and Husain Abdullah),1.690,3.970
2,1:28,1,10,MIN 24,0,6,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 3 yards (tackle by Chad Greenway),3.970,3.840
2,1:05,2,7,MIN 21,0,6,"Penalty on Matt Slauson: False Start, 5 yards (no play)",3.840,3.160
2,1:03,2,12,MIN 26,0,6,Mark Sanchez pass complete short left to Braylon Edwards for 12 yards (tackle by Chad Greenway),3.160,4.650
2,1:03,1,10,MIN 14,0,6,Mark Sanchez spiked the ball,4.650,4.000
2,0:46,2,10,MIN 14,0,6,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 10 yards (tackle by Antoine Winfield and E.J. Henderson),4.000,6.280
2,0:34,,,,0,6,Timeout #3 by New York Jets,0.000,6.280
2,0:34,1,4,MIN 4,0,6,Mark Sanchez pass incomplete short right intended for Braylon Edwards,6.280,5.340
2,0:29,2,4,MIN 4,0,6,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,5.340,4.490
2,0:24,3,4,MIN 4,0,6,Mark Sanchez pass incomplete short right intended for Dustin Keller,4.490,3.030
2,0:20,4,4,MIN 4,0,9,Nick Folk 22 yard field goal good,3.030,3.000
2,,,,NYJ 30,0,9,"Nick Folk kicks off 55 yards, returned by Percy Harvin for 27 yards (tackle by Dwight Lowery)",0.000,1.730
2,0:08,1,10,MIN 42,0,9,Brett Favre kneels for -1 yards,1.730,1.050
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,9,"Ryan Longwell kicks off 54 yards, returned by Dwight Lowery for 14 yards (tackle by Lito Sheppard)",0.000,0.940
3,14:53,1,10,NYJ 30,0,9,Mark Sanchez sacked by Ray Edwards for -10 yards,0.940,-0.960
3,14:20,2,20,NYJ 20,0,9,LaDainian Tomlinson right tackle for 1 yard (tackle by Pat Williams),-0.960,-1.480
3,13:41,3,19,NYJ 21,0,9,Mark Sanchez pass complete short right to LaDainian Tomlinson for -3 yards (tackle by Ben Leber),-1.480,-2.240
3,13:10,4,22,NYJ 18,0,9,"Steve Weatherford punts 53 yards, returned by Greg Camarillo for 22 yards (tackle by Brad Smith)",-2.240,-2.320
3,12:58,1,10,NYJ 49,0,9,"Brett Favre for no gain. Brett Favre fumbles, recovered by Darrelle Revis at NYJ-44 and returned for 10 yards (tackle by Adrian Peterson)",2.320,-2.520
3,12:44,1,10,MIN 46,0,9,Shonn Greene right tackle for 2 yards (tackle by Chad Greenway),2.520,2.250
3,12:43,2,8,MIN 44,0,9,Shonn Greene middle for 9 yards (tackle by Madieu Williams),2.250,3.250
3,12:43,1,10,MIN 35,0,9,Shonn Greene right tackle for 8 yards (tackle by Madieu Williams and Husain Abdullah),3.250,3.780
3,10:50,2,2,MIN 27,0,9,LaDainian Tomlinson middle for 4 yards (tackle by Ray Edwards),3.780,4.040
3,10:08,1,10,MIN 23,0,9,LaDainian Tomlinson left end for 5 yards (tackle by Ben Leber),4.040,4.210
3,9:30,2,5,MIN 18,0,9,LaDainian Tomlinson left end for 2 yards (tackle by Cedric Griffin and E.J. Henderson),4.210,3.850
3,8:57,3,3,MIN 16,0,9,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by E.J. Henderson),3.850,2.480
3,8:53,4,3,MIN 16,0,12,Nick Folk 34 yard field goal good,2.480,3.000
3,,,,NYJ 30,0,12,"Nick Folk kicks off 70 yards, returned by Percy Harvin for 18 yards (tackle by Drew Coleman)",0.000,0.040
3,8:43,1,10,MIN 18,0,12,Toby Gerhart left end for 6 yards (tackle by Jim Leonhard),0.040,0.410
3,8:01,2,4,MIN 24,0,12,Adrian Peterson middle for 1 yard (tackle by David Harris and Shaun Ellis),0.410,-0.270
3,7:22,3,3,MIN 25,0,12,Brett Favre pass incomplete short right intended for Visanthe Shiancoe (defended by Kyle Wilson),-0.270,-1.700
3,7:18,4,3,MIN 25,0,12,"Chris Kluwe punts 59 yards, returned by Jim Leonhard for 7 yards (tackle by Erin Henderson)",-1.700,-0.480
3,7:06,1,10,NYJ 23,0,12,Shonn Greene right end for 2 yards (tackle by E.J. Henderson),0.480,0.200
3,6:29,2,8,NYJ 25,0,12,Mark Sanchez pass incomplete deep right intended for LaDainian Tomlinson,0.200,-0.490
3,6:23,3,8,NYJ 25,0,12,Mark Sanchez pass incomplete deep middle intended for Jerricho Cotchery (defended by Antoine Winfield),-0.490,-1.700
3,6:18,4,8,NYJ 25,0,12,"Steve Weatherford punts 47 yards, fair catch by Greg Camarillo",-1.700,-0.810
3,6:11,1,10,MIN 28,0,12,Brett Favre pass complete short middle to Percy Harvin for 11 yards (tackle by Jim Leonhard),0.810,1.530
3,6:11,1,10,MIN 39,0,12,Adrian Peterson right guard for no gain (tackle by Jason Taylor),1.530,0.990
3,5:18,2,10,MIN 39,0,12,Brett Favre pass incomplete deep left intended for Randy Moss (defended by Antonio Cromartie),0.990,0.300
3,5:10,3,10,MIN 39,0,12,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",0.300,-0.360
3,5:10,3,15,MIN 34,0,12,Brett Favre pass complete short right to Randy Moss for 16 yards (tackle by Antonio Cromartie),-0.360,2.260
3,4:32,1,10,,0,12,Brett Favre pass complete short left to Visanthe Shiancoe for 8 yards (tackle by Jim Leonhard),2.260,2.790
3,4:32,2,2,NYJ 42,0,12,"Adrian Peterson left end for 9 yards (tackle by Antonio Cromartie). Penalty on Jim Kleinsasser: Offensive Holding, 10 yards, Penalty on Percy Harvin: Illegal Formation (Declined) (no play)",2.790,1.440
3,3:43,2,12,MIN 48,0,12,Brett Favre pass incomplete short left intended for Randy Moss (defended by Antonio Cromartie),1.440,0.760
3,3:37,3,12,MIN 48,0,12,Brett Favre pass complete short left to Percy Harvin for 22 yards (tackle by Dwight Lowery and Brodney Pool),0.760,3.580
3,3:17,1,10,NYJ 30,0,12,Brett Favre pass incomplete short left intended for Adrian Peterson,3.580,3.030
3,3:12,2,10,NYJ 30,0,12,Adrian Peterson right tackle for -2 yards (tackle by Bart Scott and David Harris),3.030,2.080
3,2:28,3,12,NYJ 32,0,12,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",2.080,1.420
3,2:17,3,17,NYJ 37,6,12,"Brett Favre pass complete deep right to Randy Moss for 37 yards, touchdown",1.420,7.000
3,,,,NYJ 2,7,12,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,7,12,"Ryan Longwell kicks off 75 yards, returned by Brad Smith for 86 yards (tackle by Jasper Brinkley)",0.000,4.310
3,1:58,1,10,MIN 19,7,12,LaDainian Tomlinson middle for 1 yard (tackle by E.J. Henderson),4.310,3.880
3,1:18,2,9,MIN 18,7,12,Mark Sanchez pass incomplete deep right intended for Braylon Edwards (defended by Cedric Griffin),3.880,3.140
3,1:13,3,9,MIN 18,7,12,Mark Sanchez pass complete short right to Jerricho Cotchery for 5 yards (tackle by Asher Allen),3.140,2.640
3,0:53,4,4,MIN 13,7,15,Nick Folk 31 yard field goal good,2.640,3.000
3,,,,NYJ 30,7,15,"Nick Folk kicks off 52 yards, returned by Percy Harvin for 17 yards (tackle by Brodney Pool)",0.000,1.270
3,0:43,1,10,MIN 35,7,15,Adrian Peterson left end for 30 yards (tackle by David Harris),1.270,3.250
Quarter,Time,Down,ToGo,Location,MIN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 35,7,15,Adrian Peterson right tackle for 10 yards (tackle by Jim Leonhard),3.250,3.910
4,14:17,1,10,NYJ 25,7,15,Adrian Peterson left tackle for 2 yards (tackle by Bryan Thomas and Sione Pouha),3.910,3.630
4,13:41,2,8,NYJ 23,7,15,"Brett Favre pass incomplete deep left intended for Randy Moss. Penalty on Randy Moss: Offensive Pass Interfere, 11 yards (no play)",3.630,2.150
4,13:35,2,19,NYJ 34,7,15,Adrian Peterson middle for no gain (tackle by Mike DeVito and David Harris),2.150,1.490
4,12:55,3,19,NYJ 34,13,15,"Brett Favre pass complete deep left to Percy Harvin for 34 yards, touchdown",1.490,7.000
4,12:47,,,,13,15,Timeout #1 by Minnesota Vikings,0.000,0.000
4,,,,,13,15,"Two Point Attempt: Brett Favre pass incomplete intended for Visanthe Shiancoe, conversion fails",1.000,-1.000
4,,,,MIN 30,13,15,"Ryan Longwell kicks off 65 yards, returned by Brad Smith for 16 yards (tackle by Kenny Onatolu)",0.000,0.340
4,12:42,1,10,NYJ 21,13,15,Mark Sanchez pass complete short right to Jerricho Cotchery for 7 yards (tackle by Antoine Winfield),0.340,0.750
4,12:06,2,3,NYJ 28,13,15,LaDainian Tomlinson right tackle for 2 yards (tackle by Jared Allen),0.750,0.300
4,11:35,3,1,NYJ 30,13,15,Shonn Greene right guard for 3 yards (tackle by E.J. Henderson),0.300,1.140
4,11:00,1,10,NYJ 33,13,15,Mark Sanchez pass complete short right to Dustin Keller for 6 yards (tackle by Madieu Williams and Asher Allen),1.140,1.400
4,10:18,2,4,NYJ 39,13,15,Mark Sanchez pass complete short left to Braylon Edwards for no gain,1.400,0.700
4,9:44,3,4,NYJ 39,13,15,Mark Sanchez pass incomplete short middle intended for Dustin Keller,0.700,-0.780
4,9:40,4,4,NYJ 39,13,15,"Steve Weatherford punts 52 yards, fair catch by Greg Camarillo",-0.780,0.380
4,9:32,1,10,MIN 9,13,15,Adrian Peterson left end for 9 yards (tackle by David Harris and Eric Smith),-0.380,0.140
4,8:54,2,1,MIN 18,13,15,Adrian Peterson right end for no gain (tackle by Mike DeVito and Shaun Ellis),0.140,-0.370
4,8:13,3,1,MIN 18,13,15,Adrian Peterson left guard for 4 yards (tackle by Sione Pouha and Mike DeVito),-0.370,0.410
4,7:31,1,10,MIN 22,13,15,Brett Favre pass incomplete deep left intended for Randy Moss,0.410,-0.130
4,7:22,2,10,MIN 22,13,15,Brett Favre pass incomplete short right intended for Percy Harvin,-0.130,-0.820
4,7:19,3,10,MIN 22,13,15,Brett Favre pass incomplete deep middle intended for Percy Harvin,-0.820,-1.900
4,7:13,4,10,MIN 22,13,15,"Chris Kluwe punts 44 yards, fair catch by Jim Leonhard",-1.900,-1.200
4,7:06,1,10,NYJ 34,13,15,LaDainian Tomlinson left end for 1 yard (tackle by Chad Greenway),1.200,0.790
4,6:39,2,9,NYJ 35,13,15,Mark Sanchez pass complete short middle to Braylon Edwards for 16 yards (tackle by Husain Abdullah and Asher Allen),0.790,2.320
4,5:57,1,10,MIN 49,13,15,Brad Smith left end for no gain (tackle by Madieu Williams and Jared Allen),2.320,1.780
4,5:29,2,10,MIN 49,13,15,Mark Sanchez pass complete short left to Jerricho Cotchery for 10 yards (tackle by Asher Allen),1.780,2.980
4,4:45,1,10,MIN 39,13,15,"LaDainian Tomlinson left tackle for 16 yards (tackle by Madieu Williams). LaDainian Tomlinson fumbles (forced by Madieu Williams), ball out of bounds at MIN-23",2.980,4.040
4,4:37,1,10,MIN 23,13,21,"Shonn Greene right guard for 23 yards, touchdown",4.040,7.000
4,,,,MIN 2,13,22,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,13,22,"Nick Folk kicks off 68 yards, returned by Percy Harvin for 44 yards (tackle by Jim Leonhard)",0.000,1.990
4,4:20,1,10,MIN 46,13,22,Brett Favre sacked by Shaun Ellis and Calvin Pace for -5 yards,1.990,0.780
4,3:55,2,15,MIN 41,13,22,Brett Favre pass complete short middle to Adrian Peterson for 20 yards (tackle by Jim Leonhard),0.780,2.980
4,3:29,1,10,NYJ 39,13,22,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe (defended by Brodney Pool),2.980,2.440
4,3:24,2,10,NYJ 39,13,22,Brett Favre pass complete deep right to Greg Lewis for 33 yards (tackle by Jim Leonhard),2.440,5.830
4,3:24,1,6,NYJ 6,13,22,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",5.830,4.770
4,3:16,1,11,NYJ 11,19,22,"Brett Favre pass complete short left to Percy Harvin for 11 yards, touchdown",4.770,7.000
4,,,,NYJ 2,20,22,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,20,22,"Ryan Longwell kicks off 67 yards, returned by Brad Smith for 19 yards (tackle by Heath Farwell)",0.000,0.410
4,3:03,1,10,NYJ 22,20,22,LaDainian Tomlinson right guard for 2 yards (tackle by Ray Edwards),0.410,0.140
4,2:59,,,,20,22,Timeout #2 by Minnesota Vikings,0.000,0.140
4,2:59,2,8,NYJ 24,20,22,Mark Sanchez pass complete short left to Santonio Holmes for 11 yards (tackle by Lito Sheppard),0.140,1.270
4,2:47,,,,20,22,Timeout #3 by Minnesota Vikings,0.000,1.270
4,2:47,1,10,NYJ 35,20,22,LaDainian Tomlinson middle for -1 yards (tackle by Ray Edwards and E.J. Henderson),1.270,0.590
4,2:08,2,11,NYJ 34,20,22,Mark Sanchez pass incomplete short right intended for Santonio Holmes,0.590,-0.100
4,2:04,3,11,NYJ 34,20,22,Mark Sanchez pass incomplete short left intended for Braylon Edwards,-0.100,-1.110
4,1:56,4,11,NYJ 34,20,22,"Steve Weatherford punts 50 yards, fair catch by Greg Camarillo",-1.110,0.140
4,1:48,1,10,MIN 16,20,22,Brett Favre pass incomplete deep right intended for Randy Moss,-0.140,-0.660
4,1:43,,,,20,22,Timeout #1 by New York Jets,0.000,-0.660
4,1:43,2,10,MIN 16,20,22,Brett Favre pass incomplete short right intended for Percy Harvin,-0.660,-1.320
4,1:38,3,10,MIN 16,20,22,"Penalty on Shaun Ellis: Encroachment, 5 yards (no play)",-1.320,-0.700
4,1:30,3,5,MIN 21,20,28,"Brett Favre pass incomplete short right intended for Visanthe Shiancoe is intercepted by Dwight Lowery at MIN-26 and returned for 26 yards, touchdown",-0.700,-7.000
4,,,,MIN 2,20,29,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,20,29,"Nick Folk kicks off 70 yards, returned by Percy Harvin for 23 yards (tackle by Lance Laury)",0.000,0.480
4,1:24,1,10,MIN 23,20,29,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe,0.480,-0.070
4,1:19,2,10,MIN 23,20,29,Brett Favre pass incomplete short right intended for Greg Lewis,-0.070,-0.760
4,1:13,3,10,MIN 23,20,29,Brett Favre pass complete deep right to Randy Moss for 21 yards,-0.760,1.860
4,1:06,1,10,MIN 44,20,29,Brett Favre pass incomplete short middle intended for Toby Gerhart,1.860,1.320
4,1:01,2,10,MIN 44,20,29,"Brett Favre sacked by Jason Taylor for -3 yards. Brett Favre fumbles (forced by Jason Taylor), recovered by Steve Hutchinson at MIN-41",1.320,0.230
4,0:32,3,13,MIN 41,20,29,Brett Favre pass complete deep middle to Visanthe Shiancoe for 20 yards (tackle by Eric Smith),0.230,2.980
4,0:08,1,10,NYJ 39,20,29,Brett Favre pass incomplete short left intended for Adrian Peterson (defended by Marquice Cole),2.980,2.440
4,0:02,2,10,NYJ 39,20,29,Brett Favre pass incomplete deep right intended for Greg Lewis (defended by Antonio Cromartie),2.440,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
