Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
2,15:00,1,10,IND 35,3,7,Reggie Bush up the middle for 2 yards (tackle by Antonio Johnson),3.250,2.970
2,14:23,2,8,IND 33,3,7,"Penalty on Jake Long: False Start, 5 yards (no play)",2.970,2.300
2,14:02,2,13,IND 38,3,7,"Ryan Tannehill pass incomplete deep left intended for Jabar Gaffney. Penalty on Cassius Vaughn: Illegal Contact, 5 yards (no play)",2.300,3.380
2,13:56,1,10,IND 33,3,7,Lamar Miller right end for 7 yards (tackle by Pat Angerer),3.380,3.780
2,13:34,2,3,IND 26,3,7,"Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Justin Hickman). Penalty on Davone Bess: Illegal Shift, 5 yards (no play)",3.780,3.110
2,13:32,2,8,IND 31,9,7,"Ryan Tannehill pass complete deep right to Charles Clay for 31 yards, touchdown",3.110,7.000
2,13:32,,,IND 2,10,7,Dan Carpenter kicks extra point good,0.000,0.000
2,13:25,,,MIA 35,10,7,"Dan Carpenter kicks off 74 yards, touchback",0.000,0.280
2,13:25,1,10,IND 20,10,7,Andrew Luck pass complete deep middle to Donnie Avery for 48 yards (tackle by Sean Smith). Penalty on Jared Odrick: Defensive Offside (Declined),0.280,3.450
2,13:10,1,10,MIA 32,10,7,Delone Carter up the middle for 3 yards (tackle by Derrick Shelby),3.450,3.310
2,12:27,2,7,MIA 29,10,7,Delone Carter left end for 4 yards (tackle by Karlos Dansby),3.310,3.140
2,11:46,3,3,MIA 25,10,7,Andrew Luck pass complete short right to Vick Ballard for 14 yards (tackle by Nolan Carroll),3.140,4.840
2,11:24,1,10,MIA 11,10,7,"Andrew Luck pass complete short left to Delone Carter for 3 yards (tackle by Paul Soliai). Penalty on Samson Satele: Ineligible Downfield Pass, 5 yards (no play)",4.840,4.340
2,10:51,1,15,MIA 16,10,7,Andrew Luck pass complete short left to T.Y. Hilton for 2 yards (tackle by Jared Odrick),4.340,3.690
2,10:10,2,13,MIA 14,10,7,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Nolan Carroll),3.690,3.030
2,10:04,3,13,MIA 14,10,7,Andrew Luck pass complete short left to Vick Ballard for 9 yards (tackle by Nolan Carroll),3.030,3.010
2,9:42,4,4,MIA 5,10,10,Adam Vinatieri 23 yard field goal good,3.010,3.000
2,9:37,,,IND 35,10,10,"Pat McAfee kicks off 71 yards, returned by Marcus Thigpen for 26 yards (tackle by Darius Butler)",0.000,0.280
2,9:30,1,10,MIA 20,10,10,"Ryan Tannehill sacked by Dwight Freeney for -7 yards. Ryan Tannehill fumbles (forced by Dwight Freeney), recovered by Jake Long at MIA-14 and returned for 8 yards",0.280,0.000
2,8:53,2,8,MIA 22,10,10,Ryan Tannehill pass incomplete short right intended for Brian Hartline,0.000,-0.690
2,8:48,3,8,MIA 22,10,10,Ryan Tannehill pass complete short middle to Reggie Bush for 19 yards (tackle by Antoine Bethea),-0.690,1.660
2,8:14,1,10,MIA 41,10,10,Ryan Tannehill pass complete short right to Daniel Thomas for 11 yards (tackle by Ricardo Mathews),1.660,2.390
2,7:41,1,10,IND 48,10,10,Daniel Thomas left end for 20 yards (tackle by Cassius Vaughn),2.390,3.710
2,7:00,1,10,IND 28,10,10,Ryan Tannehill pass complete short right to Brian Hartline for 7 yards (tackle by Jerraud Powers),3.710,4.110
2,6:29,2,3,IND 21,10,10,Daniel Thomas up the middle for 2 yards (tackle by Kavell Conner and Antoine Bethea),4.110,3.720
2,5:46,3,1,IND 19,10,10,Daniel Thomas up the middle for 1 yard (tackle by Cory Redding and Mario Harvey),3.720,4.370
2,5:16,1,10,IND 18,16,10,"Reggie Bush left end for 18 yards, touchdown. Penalty on Cassius Vaughn: Unnecessary Roughness, 15 yards",4.370,7.000
2,5:16,,,IND 2,17,10,Dan Carpenter kicks extra point good,0.000,0.000
2,5:07,,,MIA 50,17,10,"Dan Carpenter kicks off 59 yards, touchback",0.000,0.280
2,5:07,1,10,IND 20,17,10,Andrew Luck pass complete deep middle to Reggie Wayne for 21 yards (tackle by Nolan Carroll),0.280,1.660
2,4:32,1,10,IND 41,17,10,Vick Ballard left end for 7 yards (tackle by Sean Smith),1.660,2.070
2,3:57,2,3,IND 48,17,10,Andrew Luck pass complete short right to Donnie Avery for 8 yards (tackle by Nolan Carroll),2.070,2.650
2,3:42,1,10,MIA 44,17,10,Vick Ballard up the middle for 10 yards (tackle by Reshad Jones). Penalty on Derrick Shelby: Defensive 12 On-field (Declined),2.650,3.310
2,3:20,1,10,MIA 34,17,10,Vick Ballard up the middle for -2 yards (tackle by Paul Soliai),3.310,2.500
2,2:38,2,12,MIA 36,17,10,Andrew Luck pass incomplete short left intended for Vick Ballard,2.500,0.000
2,2:34,,,,17,10,Timeout #1 by Miami Dolphins,0.000,1.820
2,2:34,3,12,MIA 36,17,10,Andrew Luck pass incomplete deep right intended for LaVon Brazill,1.820,0.880
2,2:29,4,12,MIA 36,17,10,"Adam Vinatieri 54 yard field goal no good, blocked by Olivier Vernon",0.880,-1.860
2,2:24,1,10,MIA 44,17,10,Reggie Bush up the middle for 2 yards (tackle by Moise Fokou),1.860,1.590
2,2:00,2,8,MIA 46,17,10,"Penalty on Mike Pouncey: False Start, 7 yards (no play)",1.590,0.640
2,2:00,2,15,MIA 39,17,10,Ryan Tannehill pass complete short middle to Davone Bess for 9 yards (tackle by Antoine Bethea),0.640,1.160
2,1:34,3,6,MIA 48,17,10,Ryan Tannehill pass incomplete short right intended for Brian Hartline,1.160,-0.190
2,1:25,4,6,MIA 48,17,10,"Brandon Fields punts 44 yards, returned by T.Y. Hilton for 5 yards (tackle by Jason Trusnik)",-0.190,0.320
2,1:14,1,10,IND 13,17,10,Andrew Luck pass complete short right to Dwayne Allen for 12 yards (tackle by Cameron Wake),-0.320,0.610
2,1:08,1,10,IND 25,17,10,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton,0.610,0.060
2,1:02,2,10,IND 25,17,10,Andrew Luck pass complete short left to Reggie Wayne for 13 yards (tackle by Jimmy Wilson),0.060,0.000
2,0:52,,,,17,10,Timeout #2 by Indianapolis Colts,0.000,1.470
2,0:52,1,10,IND 38,17,10,Andrew Luck pass complete short right to Reggie Wayne for 12 yards,1.470,2.260
2,0:46,1,10,,17,10,Andrew Luck for 5 yards (tackle by Karlos Dansby),2.260,2.390
2,0:40,2,5,MIA 45,17,10,Andrew Luck pass complete short left to LaVon Brazill for 6 yards (tackle by Nolan Carroll),2.390,2.980
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:34,1,10,MIA 39,17,10,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,2.980,2.440
2,0:29,2,10,MIA 39,17,10,"Andrew Luck pass incomplete deep left intended for Vick Ballard. Penalty on Winston Justice: Offensive Holding, 10 yards (no play)",2.440,1.090
2,0:24,2,20,MIA 49,17,10,Andrew Luck pass incomplete short left intended for Vick Ballard,1.090,0.430
2,0:18,3,20,MIA 49,17,10,Andrew Luck pass complete deep right to T.Y. Hilton for 20 yards (tackle by R.J. Stanford),0.430,0.000
2,0:12,,,,17,10,Timeout #3 by Indianapolis Colts,0.000,0.000
2,0:12,,,,17,10,Timeout #2 by Miami Dolphins,0.000,3.640
2,0:12,1,10,MIA 29,17,13,Adam Vinatieri 47 yard field goal good,3.640,3.000
2,0:07,,,IND 35,17,13,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
2,0:07,1,10,MIA 20,17,13,Ryan Tannehill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,17,13,"Pat McAfee kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,17,13,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Jerraud Powers and Antoine Bethea),0.280,0.810
3,14:30,2,2,MIA 28,17,13,Reggie Bush up the middle for 3 yards (tackle by Jerrell Freeman and Fili Moala),0.810,1.000
3,13:54,1,10,MIA 31,17,13,Reggie Bush up the middle for 4 yards (tackle by Kavell Conner),1.000,1.000
3,13:22,2,6,MIA 35,17,13,Ryan Tannehill pass incomplete short right intended for Brian Hartline,1.000,0.300
3,13:15,3,6,MIA 35,17,13,Ryan Tannehill pass incomplete short middle intended for Davone Bess,0.300,-1.040
3,13:10,4,6,MIA 35,17,13,"Brandon Fields punts 59 yards, returned by T.Y. Hilton for 14 yards (tackle by Jason Trusnik)",-1.040,-0.280
3,12:58,1,10,IND 20,17,13,Andrew Luck pass incomplete short right intended for Reggie Wayne,0.280,-0.270
3,12:54,2,10,IND 20,17,13,Delone Carter left end for 9 yards (tackle by Olivier Vernon),-0.270,0.000
3,12:13,,,,17,13,Timeout #1 by Indianapolis Colts,0.000,0.230
3,12:13,3,1,IND 29,17,13,Andrew Luck pass complete short left to Donnie Avery for 14 yards (tackle by Nolan Carroll),0.230,1.800
3,11:29,1,10,IND 43,17,13,Andrew Luck pass incomplete deep left intended for Vick Ballard,1.800,1.250
3,11:22,2,10,IND 43,17,13,Andrew Luck pass incomplete deep right intended for LaVon Brazill,1.250,0.560
3,11:17,3,10,IND 43,17,13,Andrew Luck pass complete short left to Donnie Avery for 22 yards (tackle by Chris Clemons),0.560,3.250
3,10:51,1,10,MIA 35,17,13,Delone Carter left end for 1 yard (tackle by Nolan Carroll),3.250,2.840
3,10:16,2,9,MIA 34,17,13,"Andrew Luck sacked by Cameron Wake for -4 yards. Andrew Luck fumbles (forced by Cameron Wake), recovered by Dwayne Allen at 50",2.840,0.040
3,9:19,3,25,,17,13,Andrew Luck pass incomplete deep left intended for Donnie Avery (defended by Nolan Carroll),0.040,-0.060
3,9:13,4,25,,17,13,"Pat McAfee punts 40 yards, fair catch by Marcus Thigpen",-0.060,0.380
3,9:06,1,10,MIA 10,17,13,Reggie Bush up the middle for -1 yards (tackle by Jerrell Freeman),-0.380,-0.850
3,8:33,2,11,MIA 9,17,13,Ryan Tannehill pass complete short right to Brian Hartline for 12 yards (tackle by Pat Angerer and Jerry Hughes),-0.850,0.340
3,8:02,1,10,MIA 21,17,13,"Reggie Bush left end for 3 yards (tackle by Justin Hickman). Penalty on Anthony Fasano: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,7:35,1,20,MIA 11,17,13,Ryan Tannehill pass incomplete short left intended for Anthony Fasano,-0.720,-1.510
3,7:29,2,20,MIA 11,17,13,Ryan Tannehill pass complete short right to Reggie Bush for 6 yards (tackle by Moise Fokou),-1.510,-1.590
3,7:00,3,14,MIA 17,17,13,Ryan Tannehill pass complete short left to Davone Bess for 6 yards (tackle by Darius Butler and Drake Nevis),-1.590,-1.830
3,6:30,4,8,MIA 23,17,13,"Brandon Fields punts 60 yards, returned by T.Y. Hilton for 1 yard (tackle by Matt Moore)",-1.830,-0.040
3,6:16,1,10,IND 18,17,13,Vick Ballard left end for 4 yards (tackle by Chris Clemons),0.040,0.140
3,5:50,2,6,IND 22,17,13,Andrew Luck pass incomplete deep left intended for Weslye Saunders,0.140,-0.660
3,5:44,3,6,IND 22,17,13,Andrew Luck pass complete short left to Vick Ballard for 15 yards (tackle by Kevin Burnett),-0.660,1.400
3,5:13,1,10,IND 37,17,13,Vick Ballard right tackle for 4 yards (tackle by Kevin Burnett),1.400,1.400
3,4:33,2,6,IND 41,17,13,Andrew Luck pass incomplete short left intended for Dwayne Allen (defended by Karlos Dansby),1.400,0.700
3,4:28,3,6,IND 41,17,13,"Andrew Luck pass complete short left to Vick Ballard for 13 yards (tackle by Sean Smith). Penalty on Dwayne Allen: Offensive Pass Interference, 10 yards (no play)",0.700,-0.620
3,3:59,3,16,IND 31,17,13,Andrew Luck pass complete deep left to LaVon Brazill for 19 yards (tackle by Jimmy Wilson),-0.620,2.260
3,3:21,1,10,,17,13,Delone Carter up the middle for 9 yards (tackle by Chris Clemons and Kevin Burnett),2.260,2.930
3,2:38,2,1,MIA 41,17,13,Delone Carter up the middle for 5 yards (tackle by Kheeston Randall),2.930,3.180
3,1:58,1,10,MIA 36,17,19,"Andrew Luck pass complete deep right to T.Y. Hilton for 36 yards, touchdown",3.180,7.000
3,1:58,,,MIA 2,17,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,1:49,,,IND 35,17,20,"Pat McAfee kicks off 72 yards, returned by Marcus Thigpen for 27 yards (tackle by Sergio Brown). Penalty on Joe Lefeged: Low Block, 15 yards",0.000,1.270
3,1:43,1,10,MIA 35,17,20,Daniel Thomas left end for 3 yards (tackle by Kavell Conner),1.270,1.130
3,1:01,2,7,MIA 38,17,20,Ryan Tannehill pass complete short right to Brian Hartline for 15 yards,1.130,2.460
3,0:43,1,10,IND 47,17,20,Daniel Thomas up the middle for 5 yards (tackle by Cory Redding and Fili Moala),2.460,2.590
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,IND 42,17,20,Ryan Tannehill pass incomplete short left intended for Anthony Fasano (defended by Kavell Conner),2.590,1.880
4,14:57,3,5,IND 42,17,20,Ryan Tannehill pass complete short left to Davone Bess for 13 yards (tackle by Cassius Vaughn),1.880,3.640
4,14:17,1,10,IND 29,17,20,Ryan Tannehill pass complete short middle to Davone Bess for 16 yards (tackle by Darius Butler),3.640,4.710
4,13:30,1,10,IND 13,17,20,Ryan Tannehill pass incomplete short right intended for Jorvorskie Lane,4.710,4.050
4,13:25,2,10,IND 13,17,20,Ryan Tannehill pass incomplete short left intended for Jabar Gaffney,4.050,3.120
4,13:22,3,10,IND 13,17,20,Ryan Tannehill pass incomplete short left intended for Daniel Thomas,3.120,2.570
4,13:17,4,10,IND 13,20,20,Dan Carpenter 31 yard field goal good,2.570,3.000
4,13:12,,,MIA 35,20,20,"Dan Carpenter kicks off 71 yards, returned by Tom Zbikowski for 34 yards (tackle by Jason Trusnik). Penalty on Martin Tevaseu: Illegal Wedge, 6 yards",0.000,-0.380
4,13:00,1,10,IND 6,20,20,Andrew Luck pass complete short right to Dwayne Allen for -1 yards (tackle by Nolan Carroll),-0.380,-0.850
4,12:20,2,11,IND 5,20,20,Delone Carter up the middle for no gain (tackle by Kevin Burnett),-0.850,-1.540
4,11:42,3,11,IND 5,20,20,Andrew Luck pass complete short right to Dwayne Allen for 20 yards (tackle by Chris Clemons and Karlos Dansby),-1.540,0.610
4,10:59,1,10,IND 25,20,20,Vick Ballard left end for 3 yards (tackle by Karlos Dansby),0.610,0.470
4,10:20,2,7,IND 28,20,20,Andrew Luck pass complete short middle to Dwayne Allen for 20 yards (tackle by Chris Clemons),0.470,2.130
4,9:40,1,10,IND 48,20,20,Andrew Luck pass incomplete deep right intended for LaVon Brazill,2.130,1.580
4,9:34,2,10,IND 48,20,20,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Sean Smith),1.580,1.820
4,8:58,3,3,MIA 45,20,20,Andrew Luck pass complete short left to Reggie Wayne for 6 yards (tackle by Sean Smith),1.820,2.980
4,8:12,1,10,MIA 39,20,20,Vick Ballard up the middle for 10 yards (tackle by Reshad Jones),2.980,3.640
4,7:32,1,10,MIA 29,20,20,Vick Ballard up the middle for 2 yards (tackle by Karlos Dansby),3.640,3.370
4,6:52,2,8,MIA 27,20,20,Andrew Luck pass complete short middle to Dwayne Allen for 2 yards (tackle by Kevin Burnett),3.370,2.940
4,6:06,3,6,MIA 25,20,20,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Reshad Jones),2.940,1.830
4,6:03,4,6,MIA 25,20,23,Adam Vinatieri 43 yard field goal good,1.830,3.000
4,5:58,,,IND 35,20,23,"Pat McAfee kicks off 70 yards, returned by Marcus Thigpen for 26 yards (tackle by Darius Butler)",0.000,0.340
4,5:52,1,10,MIA 21,20,23,Reggie Bush left end for 9 yards (tackle by Tom Zbikowski),0.340,1.020
4,5:40,2,1,MIA 30,20,23,"Ryan Tannehill up the middle for no gain (tackle by Moise Fokou). Penalty on IND: Defensive 12 On-field, 5 yards (no play)",1.020,1.270
4,5:00,1,10,MIA 35,20,23,Ryan Tannehill pass complete short left to Jabar Gaffney for 9 yards (tackle by Cassius Vaughn),1.270,1.940
4,4:14,2,1,MIA 44,20,23,"Penalty on Richie Incognito: False Start, 5 yards (no play)",1.940,1.260
4,4:10,2,6,MIA 39,20,23,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Darius Butler),1.260,0.560
4,4:05,3,6,MIA 39,20,23,Ryan Tannehill pass incomplete short right intended for Davone Bess,0.560,-0.780
4,4:00,4,6,MIA 39,20,23,Brandon Fields punts 50 yards,-0.780,-0.280
4,3:51,1,10,IND 20,20,23,Vick Ballard left end for 3 yards (tackle by Cameron Wake),0.280,0.000
4,3:45,,,,20,23,Timeout #1 by Miami Dolphins,0.000,0.140
4,3:45,2,7,IND 23,20,23,Vick Ballard left end for 3 yards (tackle by Karlos Dansby),0.140,-0.160
4,2:59,3,4,IND 26,20,23,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Sean Smith),-0.160,-1.630
4,2:52,4,4,IND 26,20,23,"Pat McAfee punts 59 yards, returned by Marcus Thigpen for 31 yards (tackle by Pat McAfee). Penalty on Matt Moore: Offensive Holding, 10 yards",-1.630,0.060
4,2:39,1,10,MIA 17,20,23,Ryan Tannehill pass complete short right to Anthony Fasano for 8 yards (tackle by Moise Fokou),-0.060,0.620
4,2:19,2,2,MIA 25,20,23,Ryan Tannehill pass complete short right to Brian Hartline for 7 yards,0.620,1.070
4,2:14,1,10,MIA 32,20,23,Ryan Tannehill pass complete short left to Jabar Gaffney for 18 yards (tackle by Tom Zbikowski),1.070,2.260
4,2:00,1,10,,20,23,Ryan Tannehill pass incomplete short left intended for Reggie Bush,2.260,1.710
4,1:56,2,10,,20,23,Ryan Tannehill pass incomplete short right intended for Daniel Thomas,1.710,1.030
4,1:52,3,10,,20,23,"Penalty on Mike Pouncey: False Start, 5 yards (no play)",1.030,0.370
4,1:52,3,15,MIA 45,20,23,Ryan Tannehill pass incomplete short right intended for Davone Bess,0.370,0.000
4,1:48,,,,20,23,Timeout #2 by Miami Dolphins,0.000,-0.390
4,1:48,4,15,MIA 45,20,23,Ryan Tannehill pass complete short left to Daniel Thomas for 14 yards (tackle by Moise Fokou). Penalty on Jake Long: Offensive Holding (Declined),-0.390,-1.660
4,1:37,1,10,IND 41,20,23,Vick Ballard left end for 1 yard (tackle by Jared Odrick),1.660,0.000
4,1:31,,,,20,23,Timeout #3 by Miami Dolphins,0.000,1.260
4,1:31,2,9,IND 42,20,23,Vick Ballard up the middle for 2 yards (tackle by Paul Soliai),1.260,0.000
4,0:46,,,,20,23,Timeout #2 by Indianapolis Colts,0.000,0.830
4,0:46,3,7,IND 44,20,23,Vick Ballard left tackle for 19 yards (tackle by Jason Trusnik),0.830,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
