#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TAM 46,6,3:36,21,Field Goal
2,1,6:38,TAM 26,3,1:21,9,Punt
3,1,3:44,MIA 48,2,0:45,16,Fumble
4,1,1:51,TAM 30,5,2:41,14,Punt
5,2,7:19,TAM 31,8,4:43,37,Field Goal
6,2,1:49,TAM 6,2,0:11,-2,Interception
7,2,1:25,TAM 22,3,0:33,-4,Punt
8,2,0:05,,0,0:05,0,End of Half
9,3,13:08,TAM 34,3,2:20,2,Punt
10,3,8:23,TAM 14,10,4:18,50,Field Goal
11,3,1:49,TAM 37,6,1:56,63,Touchdown
12,4,12:30,TAM 9,3,1:38,7,Punt
13,4,6:04,TAM 32,9,4:00,46,Downs
14,4,1:43,MIA 26,4,0:29,26,Touchdown
15,4,0:10,TAM 30,1,0:10,2,End of Game
