Quarter,Time,Tm,Detail,KAN,SDG
1.0,10:24,Chargers,Antonio Gates 14 yard pass from Philip Rivers (Nick Novak kick),0,7
2.0,9:10,Chargers,Nick Novak 25 yard field goal,0,10
,2:51,Chiefs,Ryan Succop 49 yard field goal,3,10
3.0,0:53,Chiefs,Ryan Succop 41 yard field goal,6,10
4.0,11:33,Chargers,Malcom Floyd 13 yard pass from Philip Rivers (Nick Novak kick),6,17
,10:39,Chargers,Shaun Phillips defensive fumble recovery in end zone (Nick Novak kick),6,24
,8:33,Chargers,Demorrio Williams 59 yard interception return (Nick Novak kick),6,31
,4:26,Chiefs,Shaun Draughn 6 yard rush (Ryan Succop kick),13,31
