Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,LAC 13,7,7,Chad Henne pass complete short right to Byron Pringle for 12 yards (tackle by Nasir Adderley),3.540,6.970
2,14:19,,,,,,Timeout #1 by Kansas City Chiefs,,
2,14:19,1,1,LAC 1,7,7,Chad Henne right end for no gain (tackle by Nasir Adderley),6.970,5.910
2,13:45,2,1,LAC 1,7,13,"Darwin Thompson right guard for 1 yard, touchdown",5.910,7.000
2,13:41,,,LAC 15,7,14,Harrison Butker kicks extra point good,0.000,0.000
2,13:41,,,KAN 35,7,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,13:41,1,10,LAC 25,7,14,Austin Ekeler right tackle for 1 yard (tackle by Tim Ward),0.610,0.200
2,13:04,2,9,LAC 26,7,14,Justin Herbert pass complete short right to Donald Parham for 22 yards (tackle by Armani Watts),0.200,2.130
2,12:25,1,10,LAC 48,7,14,Justin Herbert pass incomplete deep middle intended for Jalen Guyton,2.130,1.580
2,12:17,2,10,LAC 48,7,14,Justin Herbert pass incomplete short left intended for Mike Williams (defended by Deandre Baker),1.580,0.890
2,12:12,3,10,LAC 48,7,14,Justin Herbert pass incomplete short right intended for Austin Ekeler,0.890,-0.190
2,12:06,4,10,LAC 48,7,14,"Ty Long punts 40 yards, muffed catch by Mecole Hardman, recovered by Joe Reed at KC-17",-0.190,4.440
2,11:57,1,10,KAN 17,7,14,Justin Herbert pass complete short right to Austin Ekeler for 9 yards (tackle by Thakarius Keyes),4.440,5.480
2,11:19,2,1,KAN 8,7,14,Austin Ekeler up the middle for 3 yards (tackle by Armani Watts and Darius Harris),5.480,6.060
2,10:36,1,5,KAN 5,7,14,Kalen Ballage left guard for 1 yard (tackle by Damien Wilson and Tershawn Wharton),6.060,5.340
2,9:57,2,4,KAN 4,13,14,"Justin Herbert pass complete short left to Austin Ekeler for 4 yards, touchdown",5.340,7.000
2,9:51,,,KAN 15,14,14,Michael Badgley kicks extra point good,0.000,0.000
2,9:51,,,LAC 35,14,14,"Ty Long kicks off 58 yards, returned by Rashad Fenton for 19 yards (tackle by Cole Christiansen)",0.000,0.670
2,9:44,1,10,KAN 26,14,14,Chad Henne pass incomplete deep right intended for Deon Yelder (defended by Michael Davis),0.670,0.130
2,9:38,2,10,KAN 26,14,14,Chad Henne pass complete short left to Darwin Thompson for 3 yards (tackle by Denzel Perryman),0.130,-0.160
2,8:52,3,7,KAN 29,14,14,"Chad Henne sacked by Kenneth Murray for no gain. Penalty on Jessie Lemonier: Defensive Offside, 5 yards (no play)",-0.160,0.500
2,8:28,3,2,KAN 34,14,14,Chad Henne pass incomplete short left intended for Byron Pringle,0.500,-1.110
2,8:23,4,2,KAN 34,14,14,"Tommy Townsend punts 44 yards, fair catch by K.J. Hill at LAC-22",-1.110,-0.410
2,8:17,1,10,LAC 22,14,14,Justin Herbert sacked by Deandre Baker for -11 yards,0.410,-1.580
2,7:35,2,21,LAC 11,14,14,Justin Herbert left end for 9 yards (tackle by Darius Harris),-1.580,-1.090
2,7:00,3,12,LAC 20,14,14,Justin Herbert pass complete deep left to Mike Williams for 20 yards (tackle by Juan Thornhill),-1.090,1.600
2,6:18,1,10,LAC 40,14,14,Justin Herbert pass incomplete short left,1.600,1.050
2,6:08,2,10,LAC 40,14,14,Justin Herbert pass incomplete short left intended for Justin Jackson,1.050,0.370
2,6:04,3,10,LAC 40,14,14,Justin Herbert pass complete short left to Mike Williams for 11 yards (tackle by Deandre Baker),0.370,2.320
2,5:31,1,10,KAN 49,14,14,Austin Ekeler right end for 2 yards (tackle by Damien Wilson),2.320,2.050
2,4:52,2,8,KAN 47,14,14,Justin Herbert pass complete short left to Justin Jackson for 32 yards (tackle by Rashad Fenton),2.050,4.580
2,4:08,1,10,KAN 15,14,14,Justin Jackson right end for 5 yards (tackle by Khalen Saunders),4.580,4.840
2,3:26,2,5,KAN 10,14,14,Justin Herbert pass incomplete short left intended for Jalen Guyton (defended by Rashad Fenton),4.840,4.000
2,3:20,3,5,KAN 10,14,14,Justin Herbert pass complete short right to Austin Ekeler for 6 yards (tackle by Thakarius Keyes),4.000,6.280
2,2:48,1,4,KAN 4,14,14,Austin Ekeler left end for 2 yards (tackle by Rashad Fenton and Darius Harris),6.280,5.720
2,2:08,2,2,KAN 2,14,14,Justin Herbert pass incomplete short right intended for Donald Parham (defended by Darius Harris),5.720,4.950
2,2:01,3,2,KAN 2,14,14,Justin Herbert pass incomplete short right intended for Jalen Guyton,4.950,3.250
2,1:56,4,2,KAN 2,14,14,Justin Herbert up the middle for 1 yard (tackle by Khalen Saunders),3.250,0.380
2,1:54,1,10,KAN 1,14,14,Darwin Thompson up the middle for no gain (tackle by Justin Jones and Kenneth Murray),-0.380,-0.780
2,1:48,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:48,2,10,KAN 1,16,14,"Chad Henne sacked by Isaac Rochell for -1 yards, safety.",-0.780,-2.000
2,1:43,,,KAN 20,16,14,"Tommy Townsend kicks off 46 yards, returned by K.J. Hill for 7 yards (tackle by Armani Watts)",0.000,1.660
2,1:39,1,10,LAC 41,16,14,Justin Herbert pass complete short right to Mike Williams for 6 yards (tackle by Thakarius Keyes),1.660,1.930
2,1:34,2,4,LAC 47,16,14,Justin Herbert pass complete short right to Mike Williams for 12 yards (tackle by Thakarius Keyes),1.930,2.850
2,1:15,1,10,KAN 41,16,14,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Armani Watts),2.850,2.850
2,0:56,2,6,KAN 37,16,14,"Justin Herbert pass incomplete short middle intended for Austin Ekeler. Penalty on Juan Thornhill: Lowering the Head to Initiate Contact, 15 yards. Penalty on Juan Thornhill: Illegal Substitution, 15 yards (no play)",2.850,4.110
2,0:51,1,10,KAN 22,16,14,"Justin Herbert pass incomplete deep right intended for Mike Williams. Penalty on Thakarius Keyes: Defensive Pass Interference, 21 yards (no play)",4.110,6.970
2,0:45,1,1,KAN 1,16,14,Kalen Ballage up the middle for no gain (tackle by Juan Thornhill),6.970,5.910
2,0:19,2,1,KAN 1,22,14,"Justin Herbert up the middle for 1 yard, touchdown",5.910,7.000
2,0:16,,,KAN 2,24,14,"Two Point Attempt: Justin Herbert pass complete to Justin Jackson, conversion succeeds",1.000,1.000
2,0:16,,,LAC 35,24,14,"Ty Long kicks off 57 yards, returned by Byron Pringle for 31 yards (tackle by Alohi Gilman)",0.000,1.530
2,0:09,1,10,KAN 39,24,14,"Chad Henne pass complete short left to Darwin Thompson for -1 yards. Darwin Thompson fumbles, recovered by Darwin Thompson at KC-38",1.530,0.850
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,24,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,24,14,Justin Jackson left end for 11 yards (tackle by Darius Harris),0.610,1.330
3,14:24,1,10,LAC 36,24,14,Justin Jackson left end for no gain (tackle by Tim Ward),1.330,0.790
3,13:50,2,10,LAC 36,24,14,Justin Herbert pass complete short left to Stephen Anderson for 17 yards (tackle by Juan Thornhill),0.790,2.460
3,13:09,1,10,KAN 47,24,14,Justin Herbert pass incomplete deep right intended for Jalen Guyton,2.460,1.910
3,13:01,2,10,KAN 47,24,14,"Kalen Ballage right end for 4 yards (tackle by Damien Wilson). Penalty on Tyron Johnson: Offensive Holding, 10 yards",1.910,1.100
3,12:41,2,16,LAC 47,24,14,Justin Herbert sacked by Alex Okafor for -3 yards,1.100,0.040
3,11:58,3,19,LAC 44,24,14,Justin Herbert sacked by Tim Ward for -7 yards,0.040,-0.910
3,11:21,4,26,LAC 37,24,14,"Ty Long punts 47 yards downed by Justin Jackson. Penalty on Rashad Fenton: Offensive Holding, 8 yards",-0.910,0.380
3,11:08,1,10,KAN 8,24,14,Darwin Thompson right guard for 10 yards (tackle by Linval Joseph and Chris Harris),-0.380,0.040
3,10:32,1,10,KAN 18,24,14,Darwin Thompson right end for 3 yards (tackle by Jerry Tillery),0.040,0.010
3,9:53,2,7,KAN 21,24,14,Chad Henne pass complete short middle to Byron Pringle for 6 yards (tackle by Denzel Perryman),0.010,-0.020
3,9:16,3,1,KAN 27,24,14,Darwin Thompson right tackle for 2 yards (tackle by Chris Harris),-0.020,0.870
3,8:34,1,10,KAN 29,24,14,Chad Henne pass complete short left to Demarcus Robinson for 9 yards (tackle by Tevaughn Campbell),0.870,1.540
3,7:54,2,1,KAN 38,24,14,Chad Henne pass incomplete deep right intended for Demarcus Robinson,1.540,0.830
3,7:49,3,1,KAN 38,24,14,Anthony Sherman left guard for 6 yards (tackle by Isaac Rochell and Michael Davis),0.830,1.860
3,7:08,1,10,KAN 44,24,14,Darwin Thompson right guard for 5 yards (tackle by Justin Jones),1.860,1.990
3,6:23,2,5,KAN 49,24,14,Chad Henne pass complete short left to Demarcus Robinson for 12 yards (tackle by Michael Davis),1.990,2.980
3,5:45,1,10,LAC 39,24,14,"Chad Henne aborted snap, recovered by Chad Henne at LAC-40 and returned for -1 yards",2.980,2.300
3,5:04,2,11,LAC 40,24,14,Chad Henne pass complete short right to Demarcus Robinson for 10 yards (tackle by Chris Harris),2.300,2.940
3,4:30,3,1,LAC 30,24,14,Chad Henne pass incomplete short right,2.940,1.520
3,4:23,4,1,LAC 30,24,14,Darwin Thompson up the middle for no gain (tackle by Justin Jones and Denzel Perryman),1.520,-0.940
3,4:04,1,10,LAC 30,24,14,Justin Herbert pass complete short right to Gabe Nabers for 5 yards (tackle by Darius Harris),0.940,1.070
3,3:37,2,5,LAC 35,24,14,Justin Jackson left end for 5 yards (tackle by Mike Pennel),1.070,1.600
3,3:00,1,10,LAC 40,24,14,Justin Jackson right guard for 3 yards (tackle by Michael Danna),1.600,1.460
3,2:21,2,7,LAC 43,24,14,Justin Herbert pass complete short left to Tyron Johnson for 8 yards (tackle by Antonio Hamilton),1.460,2.320
3,1:38,1,10,KAN 49,24,14,Kalen Ballage right end for 1 yard (tackle by Darius Harris),2.320,1.920
3,0:55,2,9,KAN 48,30,14,"Justin Herbert pass complete deep left to Mike Williams for 48 yards, touchdown",1.920,7.000
3,0:47,,,KAN 15,31,14,Michael Badgley kicks extra point good,0.000,0.000
3,0:47,,,LAC 35,31,14,"Ty Long kicks off 67 yards, returned by Byron Pringle for 28 yards (tackle by Jessie Lemonier)",0.000,0.670
3,0:41,1,10,KAN 26,31,14,Chad Henne pass complete short left to Demarcus Robinson for 8 yards (tackle by Tevaughn Campbell),0.670,1.210
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,KAN 34,31,14,Chad Henne pass complete short middle to Gehrig Dieter for 10 yards (tackle by Chris Harris),1.210,1.860
4,14:27,1,10,KAN 44,31,14,Chad Henne pass complete short left to Darwin Thompson for 12 yards (tackle by Alohi Gilman),1.860,2.650
4,13:55,1,10,LAC 44,31,14,Darwin Thompson right guard for 2 yards (tackle by Linval Joseph),2.650,2.380
4,13:13,2,8,LAC 42,31,14,Chad Henne pass incomplete short left intended for Byron Pringle,2.380,1.690
4,13:09,3,8,LAC 42,31,14,Chad Henne pass complete short middle to Byron Pringle for 31 yards (tackle by Kenneth Murray),1.690,4.840
4,12:37,1,10,LAC 11,31,14,Darwin Thompson up the middle for 3 yards (tackle by Jerry Tillery),4.840,4.700
4,11:59,2,7,LAC 8,31,14,Chad Henne pass incomplete short left intended for Deon Yelder (defended by Michael Davis),4.700,3.760
4,11:54,3,7,LAC 8,31,20,"Chad Henne pass complete short left to Darwin Thompson for 8 yards, touchdown",3.760,7.000
4,11:49,,,LAC 15,31,21,Harrison Butker kicks extra point good,0.000,0.000
4,11:49,,,KAN 35,31,21,"Harrison Butker kicks off 60 yards, returned by Nasir Adderley for 18 yards (tackle by Thakarius Keyes)",0.000,0.480
4,11:45,1,10,LAC 23,31,21,Kalen Ballage right end for 9 yards (tackle by Armani Watts),0.480,1.150
4,11:06,2,1,LAC 32,31,21,Kalen Ballage left guard for 3 yards (tackle by Tershawn Wharton and Antonio Hamilton),1.150,1.270
4,10:26,1,10,LAC 35,31,21,Kalen Ballage left end for 3 yards (tackle by Darius Harris),1.270,1.130
4,9:42,2,7,LAC 38,31,21,Justin Herbert pass complete short right to Tyron Johnson for 27 yards (tackle by Armani Watts),1.130,3.250
4,9:04,1,10,KAN 35,31,21,Justin Jackson right end for 34 yards (tackle by Tim Ward),3.250,6.970
4,8:15,1,1,KAN 1,37,21,"Kalen Ballage up the middle for 1 yard, touchdown",6.970,7.000
4,8:09,,,KAN 15,38,21,Michael Badgley kicks extra point good,0.000,0.000
4,8:09,,,LAC 35,38,21,"Ty Long kicks off 63 yards, returned by Byron Pringle for 18 yards (tackle by Jaylen Watkins)",0.000,0.280
4,8:04,1,10,KAN 20,38,21,Darwin Thompson left end for 6 yards (tackle by Nasir Adderley),0.280,0.540
4,7:23,2,4,KAN 26,38,21,"Chad Henne pass complete short left to Gehrig Dieter for 8 yards (tackle by Michael Davis). Penalty on Gehrig Dieter: Offensive Pass Interference, 10 yards (no play)",0.540,-0.940
4,7:02,2,14,KAN 16,38,21,Darwin Thompson left end for 1 yard (tackle by Damion Square),-0.940,-1.510
4,6:18,3,13,KAN 17,38,21,Chad Henne pass complete short left to Darwin Thompson for 3 yards (tackle by Jaylen Watkins),-1.510,-2.030
4,5:34,4,10,KAN 20,38,21,Tommy Townsend punts 38 yards downed by Armani Watts,-2.030,-1.730
4,5:24,1,10,LAC 42,38,21,Kalen Ballage left end for 6 yards (tackle by Tim Ward),1.730,2.000
4,4:41,2,4,LAC 48,38,21,"Kalen Ballage right end for 2 yards (tackle by Darius Harris). Penalty on Darius Harris: Face Mask (15 Yards), 15 yards",2.000,3.250
4,4:35,1,10,KAN 35,38,21,Kalen Ballage right end for -2 yards (tackle by Damien Wilson),3.250,2.430
4,3:53,2,12,KAN 37,38,21,Justin Herbert pass complete short middle to Stephen Anderson for 18 yards (tackle by Armani Watts),2.430,4.310
4,3:05,1,10,KAN 19,38,21,Justin Jackson left end for 5 yards (tackle by Juan Thornhill),4.310,4.530
4,2:19,2,5,KAN 14,38,21,Justin Jackson right end for 5 yards (tackle by Damien Wilson),4.530,5.140
4,2:00,1,9,KAN 9,38,21,Justin Herbert kneels for -1 yards,5.140,4.190
4,1:18,2,10,KAN 10,38,21,Justin Herbert kneels for no gain,4.190,3.130
4,0:34,3,10,KAN 10,38,21,Justin Herbert kneels for -1 yards,3.130,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
