Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2,2:45,1,10,GNB 7,7,17,"Jamaal Williams left end for 5 yards (tackle by Deadrin Senat). Penalty on De'Vondre Campbell: Unnecessary Roughness, 15 yards",-0.380,0.740
2,2:18,1,10,GNB 27,7,17,Aaron Rodgers pass incomplete short left intended for Jamaal Williams (defended by Deion Jones),0.740,0.200
2,2:12,2,10,GNB 27,7,17,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Desmond Trufant),0.200,0.040
2,2:00,3,6,GNB 31,7,17,"Aaron Rodgers left end for 16 yards (tackle by Brian Poole). Penalty on Brian Poole: Illegal Contact (Declined) . Penalty on Isaiah Oliver: Defensive Holding, 5 yards",0.040,2.390
2,1:50,1,10,ATL 48,7,17,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Isaiah Oliver),2.390,2.390
2,1:23,2,6,ATL 44,7,17,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Brian Poole),2.390,3.180
2,0:51,1,10,ATL 36,7,17,Aaron Rodgers sacked by Vic Beasley for -12 yards,3.180,1.020
2,0:43,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:43,2,22,ATL 48,7,17,Aaron Rodgers up the middle for 21 yards (tackle by Brian Poole). Penalty on Corey Linsley: Unnecessary Roughness (Offsetting) . Penalty on Deion Jones: Unnecessary Roughness (Offsetting),1.020,3.140
2,0:26,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:26,3,1,ATL 27,7,17,Aaron Rodgers sacked by Bruce Irvin for -3 yards,3.140,1.460
2,0:04,,,,,,Timeout #3 by Green Bay Packers,,
2,0:04,4,4,ATL 30,7,20,Mason Crosby 48 yard field goal good,1.460,-3.000
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,20,"Matthew Bosher kicks off 63 yards, returned by J'Mon Moore for no gain (tackle by Duke Riley and Kemal Ishmael)",0.000,0.810
3,14:54,1,10,GNB 28,7,20,"Aaron Jones right end for 8 yards (tackle by Deion Jones and De'Vondre Campbell). Penalty on Damontae Kazee: Lowering the Head to Initiate Contact, 15 yards",0.810,2.320
3,14:33,1,10,ATL 49,7,20,"Aaron Rodgers pass incomplete deep right intended for Jimmy Graham. Penalty on Foyesade Oluokun: Defensive Holding, 5 yards (no play)",2.320,2.650
3,14:26,1,10,ATL 44,7,20,Aaron Rodgers pass complete short middle to Aaron Jones for 14 yards (tackle by De'Vondre Campbell),2.650,3.580
3,13:44,1,10,ATL 30,7,20,Aaron Jones right end for 1 yard (tackle by Jack Crawford and Deion Jones),3.580,3.170
3,13:05,2,9,ATL 29,7,20,"Aaron Rodgers pass incomplete short right. Penalty on Deion Jones: Illegal Contact, 5 yards (no play)",3.170,3.970
3,12:58,1,10,ATL 24,7,20,Aaron Rodgers pass incomplete short left intended for Davante Adams,3.970,3.430
3,12:55,2,10,ATL 24,7,20,Aaron Rodgers pass incomplete deep left intended for Jimmy Graham,3.430,2.740
3,12:49,3,10,ATL 24,7,26,"Aaron Rodgers pass complete deep left to Randall Cobb for 24 yards, touchdown",2.740,7.000
3,12:44,,,ATL 15,7,27,Mason Crosby kicks extra point good,0.000,0.000
3,12:44,,,GNB 35,7,27,"Mason Crosby kicks off 61 yards, returned by Marvin Hall for no gain (tackle by Jake Kumerow and Eddie Pleasant)",0.000,0.670
3,12:38,1,10,ATL 26,7,27,Tevin Coleman left end for 1 yard (tackle by Blake Martinez),0.670,0.270
3,12:00,2,9,ATL 27,7,27,Tevin Coleman right guard for 7 yards (tackle by Tony Brown),0.270,0.500
3,11:22,3,2,ATL 34,7,27,Matt Ryan sacked by Clay Matthews for -9 yards,0.500,-1.700
3,10:30,4,11,ATL 25,7,27,"Matthew Bosher punts 53 yards, muffed catch by Jaire Alexander, recovered by Jaire Alexander at GB-24, returned by Jaire Alexander for no gain (tackle by Russell Gage)",-1.700,-0.540
3,10:29,1,10,GNB 24,7,27,Aaron Jones right end for -4 yards (tackle by Steven Means),0.540,-0.540
3,9:48,2,14,GNB 20,7,27,Aaron Rodgers pass incomplete short middle intended for Jimmy Graham (defended by Deion Jones),-0.540,-1.220
3,9:44,3,14,GNB 20,7,27,Aaron Rodgers pass complete deep middle to Davante Adams for 16 yards (tackle by Robert Alford),-1.220,1.330
3,9:05,1,10,GNB 36,7,27,Aaron Rodgers pass complete short left to Aaron Jones for -1 yards (tackle by Sharrod Neasman),1.330,0.660
3,8:23,2,11,GNB 35,7,27,Aaron Rodgers pass complete short right to Aaron Jones for 15 yards (tackle by Damontae Kazee),0.660,2.260
3,7:38,1,10,GNB 50,7,27,Aaron Jones left end for 14 yards (tackle by Deion Jones and De'Vondre Campbell),2.260,3.180
3,6:56,1,10,ATL 36,7,27,Aaron Jones right end for 2 yards (tackle by Sharrod Neasman and Deadrin Senat),3.180,2.910
3,6:17,2,8,ATL 34,7,27,"Penalty on Deadrin Senat: Encroachment, 5 yards (no play)",2.910,3.580
3,5:57,2,3,ATL 29,7,33,"Aaron Jones right tackle for 29 yards, touchdown",3.580,7.000
3,5:51,,,ATL 15,7,34,Mason Crosby kicks extra point good,0.000,0.000
3,5:51,,,GNB 35,7,34,"Mason Crosby kicks off 67 yards, returned by Marvin Hall for no gain (tackle by Will Redmond)",0.000,0.540
3,5:46,1,10,ATL 24,7,34,Ito Smith left guard for 5 yards (tackle by Blake Martinez and Tony Brown),0.540,0.670
3,5:19,2,5,ATL 29,7,34,"Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on Josh Jackson: Defensive Holding, 5 yards (no play)",0.670,1.200
3,5:13,1,10,ATL 34,7,34,Matt Ryan pass incomplete short right intended for Eric Saubert,1.200,0.660
3,5:07,2,10,ATL 34,7,34,Ito Smith right tackle for 6 yards (tackle by Blake Martinez),0.660,0.760
3,4:24,3,4,ATL 40,7,34,"Matt Ryan pass complete short right to Mohamed Sanu for 32 yards (tackle by Tramon Williams). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",0.760,-0.560
3,4:01,3,14,ATL 30,7,34,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.560,-1.370
3,3:55,4,14,ATL 30,7,34,"Matthew Bosher punts 47 yards, fair catch by Randall Cobb at GB-23",-1.370,-0.480
3,3:47,1,10,GNB 23,7,34,"Penalty on Marcedes Lewis: False Start, 5 yards (no play)",0.480,0.000
3,3:47,1,15,GNB 18,7,34,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.000,-0.840
3,3:43,2,15,GNB 18,7,34,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Jordan Richards),-0.840,-1.020
3,2:59,3,12,GNB 21,7,34,Aaron Rodgers pass incomplete short left intended for Davante Adams,-1.020,-1.960
3,2:54,4,12,GNB 21,7,34,"JK Scott punts 47 yards, fair catch by Justin Hardy at ATL-32",-1.960,-1.070
3,2:47,1,10,ATL 32,7,34,Matt Ryan pass complete short middle to Julio Jones for 8 yards (tackle by Jaire Alexander),1.070,1.610
3,2:23,2,2,ATL 40,7,34,Tevin Coleman left end for 4 yards (tackle by Tyler Lancaster),1.610,1.860
3,1:44,1,10,ATL 44,7,34,Matt Ryan pass complete short middle to Eric Saubert for 7 yards (tackle by Blake Martinez),1.860,2.260
3,1:12,2,3,GNB 49,7,34,Matt Ryan pass complete short right to Eric Saubert for 8 yards (tackle by Josh Jones and Tony Brown),2.260,2.850
3,0:43,1,10,GNB 41,7,34,"Ito Smith right end for 12 yards (tackle by Clay Matthews). Penalty on Alex Mack: Offensive Holding, 10 yards",2.850,3.140
3,0:14,1,8,GNB 39,7,34,Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Josh Jackson),3.140,2.580
3,0:09,2,8,GNB 39,7,34,Ito Smith right end for 7 yards (tackle by Blake Martinez),2.580,2.810
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,GNB 32,7,34,Ito Smith left end for -2 yards (tackle by Clay Matthews),2.810,1.090
4,14:19,4,3,GNB 34,7,34,Matt Ryan pass complete short right to Ito Smith for 11 yards (tackle by Reggie Gilbert),1.090,4.040
4,14:04,1,10,GNB 23,7,34,Matt Ryan pass complete short left to Mohamed Sanu for 11 yards (tackle by Jaire Alexander),4.040,4.780
4,13:39,1,10,GNB 12,13,34,"Matt Ryan pass complete short left to Julio Jones for 12 yards, touchdown",4.780,7.000
4,13:34,,,GNB 15,14,34,Matt Bryant kicks extra point good,0.000,0.000
4,13:34,,,ATL 35,14,34,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,13:34,1,10,GNB 25,14,34,Aaron Jones right guard for 1 yard (tackle by Foyesade Oluokun and Deadrin Senat),0.610,0.200
4,12:54,2,9,GNB 26,14,34,Aaron Jones left end for 3 yards (tackle by Damontae Kazee and Deion Jones),0.200,-0.100
4,12:07,,,,,,Timeout #1 by Green Bay Packers,,
4,12:07,3,6,GNB 29,14,34,"Aaron Rodgers pass complete short right to Davante Adams for 30 yards (tackle by Desmond Trufant). Penalty on Jimmy Graham: Offensive Pass Interference, 10 yards (no play)",-0.100,-1.510
4,11:42,3,16,GNB 19,14,34,"Penalty on Aaron Jones: False Start, 5 yards (no play)",-1.510,-2.550
4,11:20,3,21,GNB 14,14,34,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Desmond Trufant and Brian Poole),-2.550,-2.240
4,10:49,4,17,GNB 18,14,34,"JK Scott punts 57 yards, returned by Justin Hardy for 14 yards (tackle by Lance Kendricks)",-2.240,-1.530
4,10:39,1,10,ATL 39,14,34,Matt Ryan pass incomplete deep middle intended for Mohamed Sanu,1.530,0.990
4,10:34,2,10,ATL 39,14,34,Matt Ryan pass complete short right to Mohamed Sanu for 10 yards (tackle by Kentrell Brice),0.990,2.190
4,10:05,1,10,ATL 49,14,34,Matt Ryan pass complete short right to Austin Hooper for 8 yards (tackle by Josh Jones),2.190,2.730
4,9:40,2,2,GNB 43,14,34,Brian Hill left guard for 5 yards (tackle by Josh Jones),2.730,3.050
4,9:16,1,10,GNB 38,14,34,Matt Ryan pass complete short middle to Julio Jones for 9 yards (tackle by Jaire Alexander),3.050,3.720
4,8:42,2,1,GNB 29,14,34,Matt Ryan pass incomplete deep left intended for Julio Jones,3.720,3.010
4,8:35,3,1,GNB 29,14,34,"Penalty on Russell Gage: False Start, 5 yards (no play)",3.010,2.340
4,8:35,3,6,GNB 34,14,34,Matt Ryan pass complete short middle to Calvin Ridley for 10 yards (tackle by Dean Lowry),2.340,3.970
4,8:02,1,10,GNB 24,14,34,Matt Ryan pass complete short middle to Austin Hooper for 9 yards (tackle by Kentrell Brice),3.970,4.850
4,7:30,2,1,GNB 15,14,34,Matt Ryan pass complete short middle to Justin Hardy for 7 yards (tackle by Tony Brown),4.850,5.370
4,6:53,1,8,GNB 8,14,34,Matt Ryan pass incomplete short left intended for Justin Hardy,5.370,4.570
4,6:49,2,8,GNB 8,14,34,"Alex Mack aborted snap, recovered by Bashaud Breeland at GB-7 (tackle by Matt Ryan)",4.570,0.380
4,6:44,1,10,GNB 7,14,34,"Penalty on Steven Means: Neutral Zone Infraction, 5 yards (no play)",-0.380,-0.120
4,6:44,1,5,GNB 12,14,34,Aaron Jones up the middle for 4 yards (tackle by Foyesade Oluokun),-0.120,-0.020
4,6:39,,,,,,Timeout #1 by Atlanta Falcons,,
4,6:39,2,1,GNB 16,14,34,Aaron Jones right end for -2 yards (tackle by Grady Jarrett),-0.020,-0.600
4,6:32,,,,,,Timeout #2 by Atlanta Falcons,,
4,6:31,3,3,GNB 14,14,34,Aaron Rodgers pass complete short left to Jimmy Graham for 5 yards (tackle by De'Vondre Campbell),-0.600,0.150
4,5:46,1,10,GNB 19,14,34,Aaron Jones left tackle for 4 yards (tackle by Deion Jones),0.150,0.210
4,5:02,2,6,GNB 23,14,34,Aaron Jones right tackle for 7 yards (tackle by Brian Poole),0.210,0.940
4,4:18,1,10,GNB 30,14,34,Aaron Jones up the middle for -2 yards (tackle by Steven Means and Terrell McClain),0.940,0.120
4,3:37,2,12,GNB 28,14,34,"Penalty on Jason Spriggs: False Start, 5 yards (no play)",0.120,-0.550
4,3:37,2,17,GNB 23,14,34,Aaron Jones left end for 6 yards (tackle by Damontae Kazee),-0.550,-0.430
4,3:30,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:30,3,11,GNB 29,14,34,Jamaal Williams up the middle for 5 yards (tackle by Grady Jarrett),-0.430,-1.110
4,2:44,4,6,GNB 34,14,34,JK Scott punts 20 yards out of bounds,-1.110,-1.990
4,2:37,1,10,ATL 46,14,34,"Matt Ryan pass complete short right to Mohamed Sanu for 7 yards (tackle by Tony Brown and Josh Jones). Mohamed Sanu fumbles (forced by Tony Brown), recovered by Mohamed Sanu at GB-47",1.990,2.400
4,2:15,2,3,GNB 47,14,34,Matt Ryan pass complete short middle to Ito Smith for 3 yards (tackle by Blake Martinez),2.400,2.650
4,2:00,1,10,GNB 44,14,34,Matt Ryan pass complete short middle to Austin Hooper for 9 yards (tackle by Josh Jones),2.650,3.330
4,1:34,2,1,GNB 35,14,34,Matt Ryan pass incomplete short left intended for Ito Smith (defended by Jaire Alexander),3.330,2.610
4,1:30,3,1,GNB 35,14,34,Matt Ryan pass complete short left to Ito Smith for no gain (tackle by Jaire Alexander),2.610,1.000
4,1:08,4,1,GNB 35,14,34,Matt Ryan pass complete short middle to Mohamed Sanu for 8 yards (tackle by Blake Martinez),1.000,3.780
4,0:50,1,10,GNB 27,14,34,Matt Ryan pass incomplete deep left intended for Mohamed Sanu (defended by Josh Jackson),3.780,3.230
4,0:42,2,10,GNB 27,14,34,Matt Ryan pass incomplete short middle intended for Julio Jones,3.230,2.540
4,0:37,3,10,GNB 27,14,34,Matt Ryan pass complete short right to Julio Jones for 8 yards (tackle by Jaire Alexander),2.540,2.310
4,0:18,4,2,GNB 19,20,34,"Matt Ryan pass complete short middle to Justin Hardy for 19 yards, touchdown",2.310,7.000
4,0:14,,,GNB 15,20,34,Matt Bryant kicks extra point no good wide right,0.000,-1.000
4,0:14,,,ATL 35,20,34,"Matthew Bosher kicks onside 13 yards, returned by Antonio Morrison for no gain (tackle by Matthew Bosher)",0.000,-2.390
4,0:13,1,10,ATL 48,20,34,DeShone Kizer kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
