Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Eddie Jackson,CHI,0,9,6,66.7%,39,6.5,4.3,0,75.7,6.7,36,3,1,1,0,0.0,1,10,3,23.1%
Kyle Fuller,CHI,1,9,6,66.7%,56,9.3,6.2,1,81.0,7.3,51,5,0,0,0,0.0,0,6,1,14.3%
Danny Trevathan,CHI,0,6,5,83.3%,53,10.6,8.8,0,103.5,4.7,19,34,2,0,1,0.0,1,12,0,0.0%
Roquan Smith,CHI,0,8,5,62.5%,26,5.2,3.3,0,67.7,1.9,13,13,5,1,0,0.0,1,13,1,7.1%
Prince Amukamara,CHI,0,4,4,100.0%,50,12.5,12.5,0,118.7,8.8,35,15,0,0,0,0.0,0,7,0,0.0%
Leonard Floyd,CHI,0,4,3,75.0%,4,1.3,1.0,0,77.1,0.0,-5,9,1,3,1,0.0,4,2,0,0.0%
Buster Skrine,CHI,0,5,3,60.0%,25,8.3,5.0,0,72.9,5.2,10,15,4,1,1,0.0,2,4,1,20.0%
Ha Ha Clinton-Dix,CHI,0,3,2,66.7%,17,8.5,5.7,0,81.2,11.0,10,7,2,0,0,0.0,0,3,1,25.0%
Khalil Mack,CHI,0,1,0,0.0%,,,0.0,,39.6,1.0,,,0,9,0,1.0,10,1,1,50.0%
Akiem Hicks,CHI,0,0,0,,,,,,,,,,0,3,0,0.0,3,2,1,33.3%
Eddie Goldman,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Roy Robertson-Harris,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Nick Williams,CHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Isaiah Irving,CHI,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,1,50.0%
Deon Bush,CHI,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Josey Jewell,DEN,0,6,4,66.7%,37,9.3,6.2,0,83.3,6.7,3,34,4,0,0,0.0,0,6,3,33.3%
Isaac Yiadom,DEN,0,3,3,100.0%,25,8.3,8.3,0,101.4,4.0,12,13,0,0,0,0.0,0,3,1,25.0%
Kareem Jackson,DEN,0,4,3,75.0%,16,5.3,4.0,0,81.2,9.5,24,-8,1,0,0,0.0,0,5,1,16.7%
Chris Harris Jr.,DEN,0,5,3,60.0%,31,10.3,6.2,0,77.9,13.2,17,14,0,0,0,0.0,0,3,0,0.0%
Justin Simmons,DEN,0,6,2,33.3%,5,2.5,0.8,0,42.4,10.8,-6,11,1,1,0,0.0,1,9,1,10.0%
Bradley Chubb,DEN,0,1,1,100.0%,6,6.0,6.0,0,91.7,-1.0,-1,7,2,3,1,0.0,4,6,3,33.3%
Malik Reed,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Von Miller,DEN,0,0,0,,,,,,,,,,2,1,0,0.0,1,2,0,0.0%
Shelby Harris,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
DeMarcus Walker,DEN,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,1,0,0.0,1,1,0,0.0%
Adam Gotsis,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Derek Wolfe,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
