Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
1,7:11,,,GNB 35,0,7,"Mason Crosby kicks off 66 yards, returned by DeAndre Carter for 28 yards (tackle by Amari Rodgers). Penalty on Antonio Gandy-Golden: Offensive Holding, 10 yards (accepted)",,
1,7:06,1,10,WAS 17,0,7,Antonio Gibson up the middle for 3 yards (tackle by Oren Burks),,
1,6:45,2,7,WAS 20,0,7,Taylor Heinicke pass complete short right to Terry McLaurin for 6 yards (tackle by Eric Stokes),,
1,5:54,3,1,WAS 26,0,7,Taylor Heinicke right end for 8 yards (tackle by Adrian Amos),,
1,5:20,1,10,WAS 34,0,7,J.D. McKissic left end for 5 yards (tackle by Eric Stokes),,
1,4:37,2,5,WAS 39,0,7,Antonio Gibson left tackle for 4 yards (tackle by De'Vondre Campbell and Tyler Lancaster),,
1,3:55,3,1,WAS 43,0,7,Antonio Gibson up the middle for 5 yards (tackle by Rashan Gary),,
1,3:17,1,10,WAS 48,0,7,Taylor Heinicke pass complete short right to Terry McLaurin for 12 yards (tackle by Adrian Amos),,
1,2:35,1,10,GNB 40,6,7,"Taylor Heinicke pass complete deep middle to Terry McLaurin for 40 yards, touchdown",,
1,2:26,,,GNB 15,7,7,Chris Blewitt kicks extra point good,,
1,2:26,,,WAS 35,7,7,"Chris Blewitt kicks off 65 yards, touchback.",,
1,2:26,1,10,GNB 25,7,7,AJ Dillon right end for 2 yards (tackle by Jamin Davis and Cole Holcomb),,
1,1:48,2,8,GNB 27,7,7,Aaron Rodgers pass incomplete short right intended for Robert Tonyan (defended by Chase Young),,
1,1:43,3,8,GNB 27,7,7,Aaron Rodgers sacked by Jonathan Allen for -13 yards,,
1,1:17,4,21,GNB 14,7,7,"Corey Bojorquez punts 49 yards, fair catch by DeAndre Carter at WAS-37",,
1,1:17,1,10,WAS 37,7,7,Antonio Gibson right guard for 2 yards (tackle by De'Vondre Campbell and Oren Burks),,
1,0:36,2,8,WAS 39,7,7,Taylor Heinicke pass complete short right to Antonio Gibson for no gain (tackle by Kingsley Keke and Darnell Savage),,
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,WAS 39,7,7,"Taylor Heinicke pass incomplete intended for Terry McLaurin. Penalty on Rasul Douglas: Defensive Pass Interference, 19 yards (accepted) (no play)",,
2,14:54,1,10,GNB 42,7,7,J.D. McKissic left tackle for 2 yards (tackle by Rasul Douglas),,
2,14:23,2,8,GNB 40,7,7,Taylor Heinicke pass complete to J.D. McKissic for 5 yards (tackle by Jaylon Smith),,
2,13:40,3,3,GNB 35,7,7,Antonio Gibson up the middle for 6 yards (tackle by Kingsley Keke),,
2,12:56,1,10,GNB 29,7,7,Antonio Gibson left tackle for 1 yard (tackle by Dean Lowry and De'Vondre Campbell),,
2,12:18,2,9,GNB 28,7,7,Taylor Heinicke scrambles left end for 4 yards (tackle by De'Vondre Campbell),,
2,11:33,3,5,GNB 24,7,7,Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin,,
2,11:26,4,5,GNB 24,7,7,Chris Blewitt 42 yard field goal no good blocked by Tedarrell Slaton,,
2,11:22,1,10,GNB 32,7,7,Aaron Rodgers pass complete short left to Robert Tonyan for 12 yards (tackle by Landon Collins),,
2,10:41,1,10,GNB 44,7,7,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard (tackle by Landon Collins),,
2,9:59,2,9,GNB 45,7,7,Aaron Rodgers pass complete short right to Aaron Jones for 10 yards (tackle by Landon Collins),,
2,9:09,1,10,WAS 45,7,7,Aaron Rodgers pass complete short right to Davante Adams for 3 yards (tackle by Benjamin St-Juste),,
2,8:30,2,7,WAS 42,7,7,Aaron Rodgers pass complete short middle to Randall Cobb for 15 yards (tackle by Benjamin St-Juste),,
2,7:49,1,10,WAS 27,7,7,Equanimeous St. Brown left end for 13 yards (tackle by Jamin Davis),,
2,7:07,1,10,WAS 14,7,7,Aaron Rodgers sacked by Jonathan Allen for -4 yards,,
2,6:22,2,14,WAS 18,7,7,Aaron Rodgers scrambles left end for 2 yards (tackle by Jamin Davis),,
2,5:32,3,12,WAS 16,7,7,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Billy Turner: Offensive Holding, 10 yards (declined)",,
2,5:24,4,12,WAS 16,7,7,Mason Crosby 34 yard field goal no good blocked by Tim Settle,,
2,5:17,1,10,WAS 28,7,7,Taylor Heinicke scrambles up the middle for 38 yards (tackle by Adrian Amos),,
2,4:37,1,10,GNB 34,7,7,Antonio Gibson right guard for 2 yards (tackle by Jonathan Garvin),,
2,3:53,2,8,GNB 32,7,7,Taylor Heinicke pass complete short right to Antonio Gibson for 5 yards (tackle by Darnell Savage),,
2,3:08,3,3,GNB 27,7,7,Taylor Heinicke pass incomplete short right intended for J.D. McKissic (defended by Darnell Savage),,
2,3:03,4,3,GNB 27,7,7,Taylor Heinicke pass incomplete short left intended for Terry McLaurin (defended by Eric Stokes),,
2,2:58,1,10,GNB 28,7,7,Aaron Rodgers pass complete to Allen Lazard for 11 yards (tackle by Benjamin St-Juste),,
2,2:26,1,10,GNB 39,7,7,Aaron Jones up the middle for 1 yard (tackle by Jamin Davis),,
2,2:00,2,9,GNB 40,7,7,Aaron Rodgers pass complete short left to Allen Lazard for 7 yards (tackle by Kendall Fuller),,
2,1:17,3,2,GNB 47,7,7,Aaron Rodgers pass complete short left to Allen Lazard for 13 yards (tackle by Danny Johnson),,
2,0:43,1,10,WAS 40,7,7,Aaron Rodgers pass complete short left to Robert Tonyan for 6 yards (tackle by Jamin Davis and Kamren Curl),,
2,0:35,,,,,,Timeout #1 by Green Bay Packers,,
2,0:35,2,4,WAS 34,7,7,Aaron Rodgers pass complete short right to Allen Lazard for 19 yards (tackle by Danny Johnson),,
2,0:27,1,10,WAS 15,7,7,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Kendall Fuller),,
2,0:22,2,5,WAS 10,7,7,"Aaron Rodgers pass complete to Randall Cobb for no gain Replay Assistant challenged the pass completion ruling, and the original play was overturned. Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Danny Johnson)",,
2,0:19,3,5,WAS 10,7,13,"Aaron Rodgers pass complete short right to Allen Lazard for 10 yards, touchdown",,
2,0:15,,,WAS 15,7,14,Mason Crosby kicks extra point good,,
2,0:15,,,GNB 35,7,14,"Mason Crosby kicks off 65 yards, touchback.",,
2,0:15,1,10,WAS 25,7,14,Taylor Heinicke kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,14,"Mason Crosby kicks off 66 yards, returned by DeAndre Carter for 24 yards (tackle by Krys Barnes)",,
3,14:54,1,10,WAS 23,7,14,Antonio Gibson left tackle for 6 yards (tackle by De'Vondre Campbell),,
3,14:14,2,4,WAS 29,7,14,"Taylor Heinicke sacked by Rashan Gary for -2 yards. Taylor Heinicke fumbles (forced by Rashan Gary), recovered by Dean Lowry at WAS-29 and returned for 2 yards (tackle by Rashan Gary)",,
3,14:07,1,10,WAS 27,7,14,Aaron Jones for 5 yards (tackle by Cole Holcomb and Chase Young),,
3,13:33,2,5,WAS 22,7,14,Aaron Rodgers pass complete short right to Marcedes Lewis for 2 yards (tackle by Cole Holcomb),,
3,12:35,3,3,WAS 20,7,20,"Aaron Rodgers pass complete deep right to Robert Tonyan for 20 yards, touchdown",,
3,12:30,,,WAS 15,7,21,Mason Crosby kicks extra point good,,
3,12:30,,,GNB 35,7,21,"Mason Crosby kicks off 67 yards, returned by DeAndre Carter for 25 yards (tackle by Tyler Davis)",,
3,12:25,1,10,WAS 23,7,21,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 14 yards (tackle by De'Vondre Campbell),,
3,11:47,1,10,WAS 37,7,21,"Antonio Gibson for no gain. Penalty on Wes Schweitzer: Offensive Holding, 10 yards (accepted) (no play)",,
3,11:22,1,20,WAS 27,7,21,Taylor Heinicke pass complete short right to DeAndre Carter for 4 yards (tackle by Rasul Douglas),,
3,10:48,2,16,WAS 31,7,21,Taylor Heinicke pass complete deep right to Adam Humphries for 17 yards,,
3,10:12,1,10,WAS 48,7,21,Antonio Gibson left guard for 4 yards (tackle by Tyler Lancaster),,
3,9:27,2,6,GNB 48,7,21,Taylor Heinicke pass complete short right to Terry McLaurin for 28 yards (tackle by Chandon Sullivan),,
3,8:39,1,10,GNB 20,7,21,Antonio Gibson left tackle for 5 yards (tackle by Kingsley Keke and De'Vondre Campbell),,
3,7:57,2,5,GNB 15,7,21,Taylor Heinicke pass complete short middle to Ricky Seals-Jones for 9 yards (tackle by Adrian Amos),,
3,7:10,1,6,GNB 6,7,21,Taylor Heinicke scrambles left end for 3 yards (tackle by Dean Lowry),,
3,6:41,2,3,GNB 3,7,21,Antonio Gibson for no gain (tackle by Dean Lowry and Rashan Gary),,
3,6:03,3,3,GNB 3,7,21,"Taylor Heinicke scrambles for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Taylor Heinicke scrambles for 2 yards",,
3,5:57,4,1,GNB 1,7,21,"Taylor Heinicke for no gain. Taylor Heinicke fumbles (forced by De'Vondre Campbell), recovered by Taylor Heinicke at GB-1 (tackle by Rashan Gary) WAS challenged the runner broke the plane ruling, and the play was upheld.",,
3,5:52,1,10,GNB 1,7,21,Penalty on Randall Cobb: False Start (accepted) (no play),,
3,5:52,1,10,GNB 1,7,21,AJ Dillon for 3 yards (tackle by Cole Holcomb and Matthew Ioannidis),,
3,5:05,2,7,GNB 4,7,21,Aaron Rodgers pass incomplete short right intended for AJ Dillon,,
3,4:58,3,7,GNB 4,7,21,"Aaron Rodgers pass complete short middle to AJ Dillon for 2 yards. AJ Dillon fumbles (forced by Danny Johnson), recovered by Lucas Patrick at GB-6 (tackle by Danny Johnson)",,
3,4:11,4,5,GNB 6,7,21,"Corey Bojorquez punts 53 yards, fair catch by DeAndre Carter at WAS-41",,
3,4:04,1,10,WAS 41,7,21,Antonio Gibson right guard for 6 yards (tackle by Dean Lowry),,
3,3:44,2,4,WAS 47,7,21,"DeAndre Carter left end for 27 yards. DeAndre Carter fumbles (forced by Rasul Douglas), recovered by Taylor Heinicke at GB-23 (tackle by Rasul Douglas)",,
3,2:59,1,10,GNB 23,7,21,Taylor Heinicke scrambles up the middle for 12 yards (tackle by Darnell Savage),,
3,2:17,1,10,GNB 11,7,21,"Antonio Gibson for no gain. Antonio Gibson fumbles, recovered by Darnell Savage at GB-6 (tackle by De'Vondre Campbell) Replay Assistant challenged the fumble ruling, and the original play was overturned. Antonio Gibson for 5 yards. Antonio Gibson fumbles (forced by De'Vondre Campbell), recovered by Chase Roullier at GB-5 (tackle by De'Vondre Campbell)",,
3,1:58,2,4,GNB 5,7,21,Antonio Gibson left tackle for 2 yards (tackle by Kingsley Keke and Rashan Gary),,
3,1:16,3,2,GNB 3,7,21,Taylor Heinicke pass incomplete short right intended for Terry McLaurin,,
3,1:08,4,2,GNB 3,7,21,Taylor Heinicke pass incomplete short middle intended for Ricky Seals-Jones (defended by Adrian Amos),,
3,1:05,1,10,GNB 3,7,21,Aaron Rodgers pass complete short left to Davante Adams for 10 yards (tackle by Landon Collins),,
3,0:33,1,10,GNB 14,7,21,"Aaron Jones for no gain. Penalty on Allen Lazard: Offensive Holding, 7 yards (accepted) (no play)",,
3,0:04,1,17,GNB 7,7,21,Aaron Rodgers pass complete deep left to Davante Adams for 26 yards,,
Quarter,Time,Down,ToGo,Location,WAS,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 33,7,21,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Landon Collins and Benjamin St-Juste),,
4,14:19,2,6,GNB 37,7,21,Aaron Jones right tackle for 2 yards (tackle by Chase Young and Daron Payne),,
4,13:40,3,4,GNB 39,7,21,Aaron Rodgers pass complete deep middle to Robert Tonyan for 25 yards (tackle by Kamren Curl),,
4,12:55,1,10,WAS 36,7,21,"Aaron Rodgers pass incomplete intended for Davante Adams. Penalty on Benjamin St-Juste: Defensive Pass Interference, 25 yards (accepted) (no play)",,
4,12:47,1,10,WAS 11,7,21,Aaron Jones up the middle for no gain (tackle by Cole Holcomb),,
4,12:07,2,10,WAS 11,7,21,Aaron Rodgers pass incomplete short right intended for Allen Lazard,,
4,12:00,,,,,,Timeout #1 by Green Bay Packers,,
4,12:00,3,10,WAS 11,7,21,"Aaron Rodgers pass complete to Davante Adams for no gain. Penalty on Billy Turner: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
4,11:34,3,20,WAS 21,7,21,Aaron Rodgers pass incomplete short right,,
4,11:26,4,20,WAS 21,7,24,Mason Crosby 39 yard field goal good,,
4,11:22,,,GNB 35,7,24,"Mason Crosby kicks off 65 yards, returned by DeAndre Carter for 23 yards (tackle by Henry Black)",,
4,11:16,1,10,WAS 23,7,24,Taylor Heinicke pass incomplete short right intended for Terry McLaurin,,
4,11:13,2,10,WAS 23,7,24,Taylor Heinicke pass complete short right to Terry McLaurin for 12 yards (tackle by Darnell Savage),,
4,10:44,1,10,WAS 35,7,24,Taylor Heinicke pass complete short right to Terry McLaurin for 5 yards (tackle by Chandon Sullivan),,
4,10:18,2,5,WAS 40,7,24,Taylor Heinicke pass complete short right to Adam Humphries for 7 yards (tackle by Chandon Sullivan),,
4,9:53,1,10,WAS 47,7,24,J.D. McKissic up the middle for 8 yards (tackle by Darnell Savage and De'Vondre Campbell),,
4,9:22,2,2,GNB 45,7,24,Taylor Heinicke pass incomplete short middle intended for J.D. McKissic (defended by Adrian Amos),,
4,9:23,3,2,GNB 45,7,24,J.D. McKissic up the middle for 7 yards (tackle by Henry Black),,
4,8:59,1,10,GNB 38,7,24,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 10 yards (tackle by Henry Black),,
4,8:30,1,10,GNB 28,7,24,Taylor Heinicke pass complete short middle to Dax Milne for 3 yards (tackle by De'Vondre Campbell),,
4,8:03,2,7,GNB 25,7,24,Taylor Heinicke pass complete short middle to J.D. McKissic for 11 yards (tackle by Eric Stokes),,
4,7:24,1,10,GNB 14,7,24,Taylor Heinicke pass incomplete intended for Dax Milne (defended by Rasul Douglas),,
4,7:18,2,10,GNB 14,7,24,Taylor Heinicke pass complete short left to Ricky Seals-Jones for 2 yards (tackle by Adrian Amos),,
4,6:37,3,8,GNB 12,7,24,Taylor Heinicke pass short right intended for Adam Humphries is intercepted by Chandon Sullivan in end zone and returned for no gain,,
4,6:29,1,10,GNB 20,7,24,Aaron Rodgers pass complete short left to Marcedes Lewis for 17 yards (tackle by Bobby McCain),,
4,5:48,1,10,GNB 37,7,24,"AJ Dillon left tackle for 1 yard. AJ Dillon fumbles (forced by Montez Sweat), recovered by Landon Collins at GB-38 (tackle by Montez Sweat) (tackle by Montez Sweat)",,
4,5:39,1,10,GNB 38,7,24,Taylor Heinicke pass complete short middle to Terry McLaurin for 19 yards (tackle by De'Vondre Campbell),,
4,5:07,1,10,GNB 19,7,24,Taylor Heinicke pass complete short middle to Ricky Seals-Jones for 10 yards,,
4,4:32,1,9,GNB 9,7,24,Taylor Heinicke sacked by and Kingsley Keke for -8 yards and Rashan Gary for -8 yards,,
4,3:59,2,17,GNB 17,7,24,Taylor Heinicke pass complete short middle to J.D. McKissic for 3 yards (tackle by De'Vondre Campbell),,
4,3:18,3,14,GNB 14,7,24,Taylor Heinicke sacked by Kingsley Keke for -13 yards,,
4,2:26,4,27,GNB 27,10,24,Chris Blewitt 45 yard field goal good,,
4,2:25,,,,,,Timeout #2 by Green Bay Packers,,
4,2:25,,,WAS 35,10,24,"Chris Blewitt kicks onside 10 yards, returned by Randall Cobb for no gain. Penalty on Ricky Seals-Jones: Illegal Touch Kick, 5 yards (accepted)",,
4,2:24,1,10,WAS 39,10,24,Kylin Hill up the middle for no gain (tackle by Landon Collins),,
4,2:20,,,,,,Timeout #2 by Washington Football Team,,
4,2:20,2,10,WAS 39,10,24,Kylin Hill up the middle for -1 yards (tackle by Landon Collins),,
4,2:16,,,,,,Timeout #3 by Washington Football Team,,
4,2:16,3,11,WAS 40,10,24,"Aaron Rodgers pass incomplete intended for Kylin Hill. Penalty on Elgton Jenkins: Ineligible Downfield Pass, 5 yards (declined)",,
4,2:11,4,11,WAS 40,10,24,Corey Bojorquez punts 37 yards downed by Isaac Yiadom,,
4,2:03,1,10,WAS 3,10,24,Taylor Heinicke pass complete short middle to Adam Humphries for 12 yards (tackle by Darnell Savage),,
4,1:58,1,10,WAS 15,10,24,Taylor Heinicke pass incomplete deep middle intended for Dax Milne,,
4,1:53,2,10,WAS 15,10,24,Taylor Heinicke pass complete short right to Dax Milne for 13 yards (tackle by Adrian Amos),,
4,1:46,1,10,WAS 28,10,24,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin,,
4,1:40,2,10,WAS 28,10,24,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 6 yards (tackle by Chandon Sullivan),,
4,1:14,3,4,WAS 34,10,24,Taylor Heinicke sacked by and Dean Lowry for -10 yards and Rashan Gary for -10 yards,,
4,0:30,4,14,WAS 24,10,24,Taylor Heinicke scrambles right end for 16 yards (tackle by Rasul Douglas),,
4,0:20,,,,,,Timeout #3 by Green Bay Packers,,
4,0:20,1,10,WAS 40,10,24,Taylor Heinicke pass complete short right to J.D. McKissic for 15 yards (tackle by Isaac Yiadom),,
4,0:02,1,10,GNB 45,10,24,Taylor Heinicke spiked the ball,,
4,0:01,2,10,GNB 45,10,24,Taylor Heinicke up the middle for 13 yards (tackle by De'Vondre Campbell),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
