Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,14,51,0,2,27,1.9,24,1.7,0,
Taylor Heinicke,WAS,10,95,0,5,92,9.2,3,0.3,0,
J.D. McKissic,WAS,4,22,0,1,15,3.8,7,1.8,0,
DeAndre Carter,WAS,1,27,0,1,27,27.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,6,19,0,0,9,1.5,10,1.7,0,
AJ Dillon,GNB,3,6,0,,3,1.0,3,1.0,0,
Kylin Hill,GNB,3,2,0,,-1,-0.3,3,1.0,0,
Aaron Rodgers,GNB,2,17,0,1,2,1.0,15,7.5,0,
Equanimeous St. Brown,GNB,1,13,0,1,7,7.0,6,6.0,0,
