Quarter,Time,Down,ToGo,Location,BUF,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,BUF 38,0,7,Matt Jones left tackle for 1 yard (tackle by Jerry Hughes and Stefan Charles),3.060,2.480
2,14:28,3,1,BUF 37,0,7,Kirk Cousins pass incomplete short middle intended for Ryan Grant,2.480,0.790
2,14:28,4,1,BUF 37,0,7,--,0.790,3.450
2,14:23,1,10,BUF 32,0,7,Kirk Cousins pass complete deep left to DeSean Jackson for 27 yards (tackle by Leodis McKelvin and Bacarri Rambo),3.450,6.060
2,13:38,1,5,BUF 5,0,7,Matt Jones left end for -8 yards (tackle by Manny Lawson),6.060,3.720
2,12:58,2,13,BUF 13,0,7,Kirk Cousins pass incomplete short left intended for Matt Jones,3.720,3.060
2,12:54,3,13,BUF 13,0,13,"Kirk Cousins right end for 13 yards, touchdown",3.060,7.000
2,12:54,,,BUF 13,0,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,12:54,,,WAS 35,0,14,"Dustin Hopkins kicks off 67 yards, returned by Marcus Thigpen for 20 yards (tackle by Keenan Robinson)",0.000,-0.040
2,12:40,1,10,BUF 18,0,14,LeSean McCoy left tackle for 8 yards (tackle by Kyshoen Jarrett and Quinton Dunbar),0.040,0.680
2,12:05,2,2,BUF 26,0,14,Tyrod Taylor sacked by Ricky Jean-Francois for -3 yards,0.680,-0.530
2,11:22,3,5,BUF 23,0,14,Tyrod Taylor sacked by Jason Hatcher for -9 yards,-0.530,-2.470
2,10:44,4,14,BUF 14,0,14,Colton Schmidt punts 42 yards,-2.470,-1.860
2,10:33,1,10,WAS 44,0,14,Kirk Cousins pass complete deep left to Jordan Reed for 24 yards (tackle by Bacarri Rambo and Corey Graham). Penalty on Leodis McKelvin: Defensive Holding (Declined),1.860,3.450
2,10:12,1,10,BUF 32,0,14,Alfred Morris left guard for 3 yards (tackle by Marcell Dareus and Manny Lawson),3.450,3.310
2,9:41,2,7,BUF 29,0,14,Kirk Cousins pass incomplete short left intended for Pierre Garcon,3.310,2.610
2,9:36,3,7,BUF 29,0,14,Kirk Cousins pass complete short right to Pierre Garcon for 11 yards (tackle by Bacarri Rambo),2.610,4.370
2,8:52,1,10,BUF 18,0,20,"Kirk Cousins pass complete deep middle to Jordan Reed for 18 yards, touchdown",4.370,7.000
2,8:52,,,BUF 18,0,21,Dustin Hopkins kicks extra point good,0.000,0.000
2,8:52,,,WAS 35,0,21,"Dustin Hopkins kicks off 64 yards, returned by Marcus Thigpen for 8 yards (tackle by Dashaun Phillips)",0.000,0.380
2,8:41,1,10,BUF 9,0,21,Tyrod Taylor pass incomplete short left intended for Sammy Watkins,-0.380,-0.780
2,8:35,2,10,BUF 9,0,21,LeSean McCoy right end for 1 yard (tackle by Bashaud Breeland),-0.780,-1.300
2,7:50,3,9,BUF 10,0,21,"Tyrod Taylor sacked by Ryan Kerrigan for -7 yards. Tyrod Taylor fumbles (forced by Ryan Kerrigan), recovered by Cordy Glenn at BUF-4",-1.300,-2.490
2,7:09,4,15,BUF 4,0,21,"Colton Schmidt punts 34 yards, muffed catch by Jamison Crowder, recovered by Corey Graham and returned for no gain",-2.490,1.800
2,6:59,1,10,BUF 43,0,21,Tyrod Taylor left end for 13 yards (tackle by DeAngelo Hall),1.800,2.650
2,6:27,1,10,WAS 44,0,21,LeSean McCoy left end for 4 yards (tackle by Preston Smith),2.650,2.650
2,5:47,2,6,WAS 40,0,21,Tyrod Taylor pass incomplete deep right intended for Robert Woods,2.650,1.950
2,5:39,3,6,WAS 40,0,21,Tyrod Taylor pass incomplete short right intended for Chris Hogan,1.950,1.950
2,5:35,3,6,WAS 40,0,21,Timeout #1 by Washington Redskins,1.950,0.590
2,5:35,4,6,WAS 40,0,21,Tyrod Taylor pass complete short left to Sammy Watkins for 8 yards (tackle by Quinton Dunbar),0.590,3.450
2,5:00,1,10,WAS 32,0,21,Tyrod Taylor middle for 11 yards (tackle by Keenan Robinson and Ricky Jean-Francois),3.450,4.170
2,4:16,1,10,WAS 21,0,21,LeSean McCoy right end for no gain (tackle by Mason Foster and Bashaud Breeland),4.170,3.630
2,3:40,2,10,WAS 21,0,21,Tyrod Taylor left end for 8 yards (tackle by Ryan Kerrigan),3.630,4.240
2,2:52,3,2,WAS 13,0,21,EJ Manuel middle for 7 yards (tackle by Mason Foster),4.240,5.830
2,2:35,1,6,WAS 6,0,21,Tyrod Taylor right end for 5 yards (tackle by William Compton),5.830,5.910
2,2:00,2,1,WAS 1,0,21,LeSean McCoy middle for no gain (tackle by Trent Murphy),5.910,5.910
2,1:48,2,1,WAS 1,0,21,Timeout #2 by Washington Redskins,5.910,5.170
2,1:48,3,1,WAS 1,0,21,LeSean McCoy left tackle for no gain (tackle by Dashon Goldson). Penalty on Chris Baker: Defensive Offside (no play),5.170,5.170
2,1:43,3,1,WAS 1,0,21,LeSean McCoy middle for no gain (tackle by Terrance Knighton and William Compton),5.170,5.170
2,1:38,3,1,WAS 1,0,21,Timeout #3 by Washington Redskins,5.170,3.550
2,1:38,4,1,WAS 1,0,21,Tyrod Taylor pass incomplete short left intended for Sammy Watkins,3.550,0.380
2,1:34,1,10,WAS 1,0,21,Penalty on Jordan Reed: False Start (no play),-0.380,-0.380
2,1:34,1,10,WAS 1,0,21,Alfred Morris left tackle for 3 yards (tackle by Corey Graham and Preston Brown),-0.380,-0.560
2,0:51,2,7,WAS 4,0,21,Alfred Morris right guard for 48 yards (tackle by Leodis McKelvin and Bacarri Rambo),-0.560,2.390
2,0:23,1,10,BUF 48,0,21,Kirk Cousins pass complete short middle to Matt Jones for 8 yards (tackle by Manny Lawson),2.390,2.930
2,0:08,2,2,BUF 40,0,21,Kirk Cousins spiked the ball. Penalty on WAS: Illegal Formation (no play),2.930,2.210
Quarter,Time,Down,ToGo,Location,BUF,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,0,21,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,0,21,LeSean McCoy middle for 3 yards (tackle by Kyshoen Jarrett and Preston Smith),0.280,0.140
3,14:24,2,7,BUF 23,0,21,Tyrod Taylor pass complete short middle to LeSean McCoy for 8 yards (tackle by Mason Foster),0.140,1.000
3,13:56,1,10,BUF 31,0,21,Tyrod Taylor sacked by Will Blackmon for 0 yards,1.000,0.460
3,13:06,2,10,BUF 31,0,21,Mike Gillislee middle for 10 yards (tackle by Kyshoen Jarrett),0.460,1.660
3,12:24,1,10,BUF 41,0,21,Mike Gillislee right guard for 2 yards (tackle by Ryan Kerrigan and Preston Smith),1.660,1.390
3,11:43,2,8,BUF 43,0,21,Tyrod Taylor pass complete deep right to Sammy Watkins for 26 yards,1.390,1.390
3,11:02,2,8,BUF 43,0,21,Timeout #1 by Buffalo Bills,1.390,3.510
3,11:02,1,10,WAS 31,0,21,Karlos Williams left end for 11 yards (tackle by DeAngelo Hall),3.510,4.240
3,10:34,1,10,WAS 20,0,21,Karlos Williams right guard for 7 yards (tackle by Dashon Goldson and Mason Foster),4.240,4.830
3,9:54,2,3,WAS 13,0,21,Tyrod Taylor pass incomplete short right intended for Robert Woods. Penalty on Robert Woods: Illegal Touch Pass (Declined),4.830,4.100
3,9:46,3,3,WAS 13,0,21,EJ Manuel middle for -1 yards (tackle by Terrance Knighton),4.100,2.580
3,9:04,4,4,WAS 14,3,21,Dan Carpenter 32 yard field goal good,2.580,3.000
3,9:04,,,BUF 35,3,21,"Jordan Gay kicks off 61 yards, returned by Rashad Ross for 19 yards (tackle by Marcus Easley)",0.000,-0.480
3,8:53,1,10,WAS 23,3,27,"Kirk Cousins pass complete deep left to DeSean Jackson for 77 yards, touchdown",0.480,7.000
3,8:53,,,BUF 23,3,28,Dustin Hopkins kicks extra point good,0.000,0.000
3,8:53,,,WAS 35,3,28,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,8:39,1,10,BUF 20,3,28,Tyrod Taylor middle for 9 yards (tackle by DeAngelo Hall),0.280,0.950
3,8:05,2,1,BUF 29,3,28,Tyrod Taylor pass complete short right to Mike Gillislee for 2 yards (tackle by Mason Foster),0.950,1.000
3,7:33,1,10,BUF 31,3,28,Tyrod Taylor pass complete short left to Sammy Watkins for 9 yards (tackle by Quinton Dunbar),1.000,1.680
3,7:07,2,1,BUF 40,3,28,Tyrod Taylor pass incomplete deep middle intended for Chris Hogan,1.680,0.960
3,6:59,3,1,BUF 40,9,28,"Mike Gillislee left end for 60 yards, touchdown",0.960,7.000
3,6:59,,,WAS 40,10,28,Dan Carpenter kicks extra point good,0.000,0.000
3,6:59,,,BUF 35,10,28,"Jordan Gay kicks off 65 yards, returned by Rashad Ross for 18 yards (tackle by A.J. Tarpley)",0.000,-0.040
3,6:38,1,10,WAS 18,10,28,Kirk Cousins pass complete short right to DeSean Jackson for 6 yards (tackle by Ronald Darby),0.040,0.410
3,6:04,2,4,WAS 24,10,28,Alfred Morris right tackle for 4 yards (tackle by Corbin Bryant and Preston Brown),0.410,0.810
3,5:21,1,10,WAS 28,10,28,Kirk Cousins pass complete short right to Jamison Crowder for no gain,0.810,0.260
3,4:42,2,10,WAS 28,10,28,Kirk Cousins pass incomplete short right intended for DeSean Jackson (defended by Manny Lawson),0.260,-0.430
3,4:38,3,10,WAS 28,10,28,Kirk Cousins pass incomplete short right intended for Matt Jones,-0.430,-1.500
3,4:33,4,10,WAS 28,10,28,"Tress Way punts 47 yards, returned by Marcus Thigpen for 5 yards (tackle by William Compton). Penalty on Duke Williams: Illegal Block Above the Waist, 10 yards",-1.500,0.220
3,4:22,1,10,BUF 15,10,28,Tyrod Taylor pass complete short right to Nick O'Leary for 37 yards (tackle by Will Blackmon),-0.220,2.390
,,,,,,,"WAS challenged the runner was in bounds ruling, and the play was upheld.",,
3,3:56,1,10,WAS 48,16,28,"Tyrod Taylor pass complete deep right to Sammy Watkins for 48 yards, touchdown",2.390,7.000
3,3:56,,,WAS 48,17,28,Dan Carpenter kicks extra point good,0.000,0.000
3,3:56,,,BUF 35,17,28,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,3:48,1,10,WAS 20,17,28,Kirk Cousins pass incomplete deep right intended for DeSean Jackson,0.280,-0.270
3,3:42,2,10,WAS 20,17,28,Kirk Cousins pass complete short left to Jamison Crowder for 9 yards (tackle by Preston Brown),-0.270,0.230
3,3:03,3,1,WAS 29,17,28,Alfred Morris middle for 3 yards (tackle by Preston Brown),0.230,1.070
3,2:24,1,10,WAS 32,17,28,Kirk Cousins sacked by Jerry Hughes for -11 yards,1.070,-0.960
3,1:39,2,21,WAS 21,17,28,Kirk Cousins pass complete short middle to Jordan Reed for 10 yards (tackle by Nickell Robey-Coleman),-0.960,-0.290
3,1:02,3,11,WAS 31,17,28,"Penalty on Matt Jones: False Start, 5 yards (no play)",-0.290,-0.960
3,0:41,3,16,WAS 26,17,28,Kirk Cousins pass complete deep middle to Pierre Garcon for 18 yards (tackle by Corey Graham and Leodis McKelvin),-0.960,1.860
Quarter,Time,Down,ToGo,Location,BUF,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 44,17,28,Alfred Morris left tackle for 2 yards (tackle by Corbin Bryant and Preston Brown),1.860,1.590
4,14:22,2,8,WAS 46,17,28,Alfred Morris left end for 2 yards (tackle by Preston Brown and IK Enemkpali),1.590,1.160
4,13:42,3,6,WAS 48,17,28,Kirk Cousins pass complete short right to Jamison Crowder for 12 yards (tackle by Ronald Darby),1.160,2.920
4,12:57,1,10,BUF 40,17,28,Matt Jones left guard for 4 yards (tackle by Corey Graham),2.920,2.910
4,12:18,2,6,BUF 36,17,28,"Matt Jones left end for 13 yards (tackle by Corey Graham). Penalty on Preston Brown: Face Mask (15 Yards), 11 yards",2.910,4.780
4,11:52,1,10,BUF 12,17,28,"Matt Jones right tackle for 2 yards (tackle by IK Enemkpali). Penalty on Stefan Charles: Illegal Use of Hands, 5 yards",4.780,4.780
4,11:21,1,10,BUF 12,17,28,Timeout #2 by Washington Redskins,4.780,6.060
4,11:21,1,5,BUF 5,17,34,"Kirk Cousins pass complete short left to Pierre Garcon for 5 yards, touchdown",6.060,7.000
4,11:21,,,BUF 5,17,35,Dustin Hopkins kicks extra point good,0.000,0.000
4,11:21,,,WAS 35,17,35,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,11:16,1,10,BUF 20,17,35,Tyrod Taylor pass complete short right to Chris Gragg for 16 yards (tackle by Bashaud Breeland),0.280,1.330
4,10:51,1,10,BUF 36,17,35,Tyrod Taylor pass complete deep right to Robert Woods for 17 yards (tackle by DeAngelo Hall),1.330,2.460
4,10:18,1,10,WAS 47,17,35,Tyrod Taylor pass incomplete short left intended for Sammy Watkins (defended by Quinton Dunbar),2.460,1.910
4,10:14,2,10,WAS 47,17,35,"Tyrod Taylor pass incomplete short middle intended for Chris Hogan. Penalty on Jordan Mills: Offensive Holding, 10 yards (no play)",1.910,0.560
4,10:06,2,20,BUF 43,17,35,Tyrod Taylor pass complete short right to Mike Gillislee for no gain,0.560,-0.100
4,9:26,3,20,BUF 43,17,35,Tyrod Taylor pass complete short middle to Chris Hogan for 13 yards (tackle by Dashon Goldson and William Compton),-0.100,0.330
4,8:40,4,7,WAS 44,17,35,Tyrod Taylor pass incomplete short middle intended for Sammy Watkins,0.330,-1.860
4,8:34,1,10,WAS 44,17,35,Alfred Morris left end for 3 yards (tackle by Corey Graham and Jerry Hughes),1.860,1.720
4,7:51,2,7,WAS 47,17,35,Alfred Morris left end for 3 yards (tackle by Randell Johnson and Preston Brown),1.720,1.420
4,7:07,3,4,,17,35,Matt Jones left tackle for 3 yards (tackle by Preston Brown),1.420,0.130
4,6:24,4,1,BUF 47,17,35,"Tress Way punts 36 yards, fair catch by Marcus Thigpen",0.130,0.370
4,6:16,1,10,BUF 11,17,35,Karlos Williams right guard for 7 yards (tackle by DeAngelo Hall and Frank Kearse),-0.370,0.000
4,5:53,2,3,BUF 18,17,35,Tyrod Taylor pass incomplete short right intended for Karlos Williams,0.000,-0.600
4,5:45,3,3,BUF 18,17,35,Tyrod Taylor sacked by Preston Smith for -5 yards,-0.600,-2.490
4,5:22,4,8,BUF 13,17,35,"Colton Schmidt punts 47 yards, fair catch by Jamison Crowder",-2.490,-1.600
4,5:13,1,10,WAS 40,17,35,Matt Jones left end for 2 yards (tackle by Corbin Bryant and T.J. Barnes),1.600,1.600
4,5:04,1,10,WAS 40,17,35,Timeout #2 by Buffalo Bills,1.600,1.320
4,5:04,2,8,WAS 42,17,35,Matt Jones right tackle for 4 yards (tackle by Bacarri Rambo and Jerry Hughes),1.320,1.320
4,4:58,2,8,WAS 42,17,35,Timeout #3 by Buffalo Bills,1.320,1.160
4,4:58,3,4,WAS 46,17,35,Matt Jones left guard for -3 yards (tackle by Jerry Hughes),1.160,-0.520
4,4:19,4,7,WAS 43,17,35,"Tress Way punts 57 yards, touchback",-0.520,-0.280
4,4:09,1,10,BUF 20,17,35,Tyrod Taylor pass complete short right to Robert Woods for 8 yards (tackle by DeAngelo Hall),0.280,0.810
4,3:43,2,2,BUF 28,17,35,Karlos Williams right end for 16 yards (tackle by Bashaud Breeland),0.810,1.860
4,3:13,1,10,BUF 44,17,35,Mike Gillislee right tackle for 9 yards (tackle by DeAngelo Hall),1.860,2.530
4,2:49,2,1,WAS 47,17,35,Tyrod Taylor pass incomplete deep right intended for Marcus Easley (defended by DeAngelo Hall),2.530,1.820
4,2:41,3,1,WAS 47,17,35,Anthony Dixon right tackle for 5 yards (tackle by Kyshoen Jarrett),1.820,2.790
4,2:14,1,10,WAS 42,17,35,Tyrod Taylor left guard for 18 yards (tackle by Will Blackmon),2.790,3.970
4,2:00,1,10,WAS 24,17,35,Tyrod Taylor pass complete short middle to Anthony Dixon for 4 yards (tackle by Houston Bates),3.970,3.970
4,1:34,2,6,WAS 20,23,35,"Tyrod Taylor pass complete deep left to Sammy Watkins for 20 yards, touchdown",3.970,7.000
4,1:34,2,6,WAS 20,23,35,"Penalty on Houston Bates: Defensive 12 On-field, 1 yards (no play)",3.970,3.970
4,1:34,2,,WAS 20,25,35,"Two Point Attempt: Tyrod Taylor left end, conversion succeeds",3.970,1.000
4,1:34,,,BUF 35,25,35,"Jordan Gay kicks onside 13 yards, recovered by Pierre Garcon. Penalty on Nickell Robey-Coleman: Offside on Free Kick, 5 yards",0.000,-2.720
4,1:25,1,10,BUF 43,25,35,Kirk Cousins kneels for -1 yards,2.720,2.040
4,0:34,2,11,BUF 44,25,35,Kirk Cousins kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
