Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Zay Flowers,BAL,8,6,50,1,2,24,4.0,26,4.3,7.3,1,6.0,0,0.0,0,130.2
Mark Andrews,BAL,6,4,69,0,3,55,13.8,14,3.5,15.0,1,4.0,0,0.0,0,105.6
Justice Hill,BAL,3,3,0,0,0,-16,-5.3,16,5.3,-5.3,0,,0,0.0,0,79.2
Nelson Agholor,BAL,3,2,40,0,2,11,5.5,29,14.5,12.7,1,2.0,0,0.0,0,109.7
Rashod Bateman,BAL,3,2,15,0,,13,6.5,2,1.0,7.3,0,,0,0.0,1,38.9
Odell Beckham Jr.,BAL,4,2,34,0,1,9,4.5,25,12.5,6.8,0,,1,25.0,0,79.2
Gus Edwards,BAL,1,1,12,0,1,2,2.0,10,10.0,2.0,0,,0,0.0,0,116.7
Patrick Ricard,BAL,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nick Westbrook-Ikhine,TEN,4,3,25,0,1,21,7.0,4,1.3,8.8,0,,1,25.0,0,90.6
Derrick Henry,TEN,2,2,16,0,0,-8,-4.0,24,12.0,-4.0,0,,0,0.0,0,100.0
Chigoziem Okonkwo,TEN,4,2,18,0,,12,6.0,6,3.0,16.5,0,,0,0.0,1,22.9
DeAndre Hopkins,TEN,5,1,20,0,1,15,15.0,5,5.0,12.2,0,,0,0.0,0,43.7
Chris Moore,TEN,1,1,6,0,,-2,-2.0,8,8.0,-2.0,1,1.0,0,0.0,0,91.7
Kyle Philips,TEN,2,1,6,0,,6,6.0,0,0.0,8.0,0,,0,0.0,0,56.2
Tyjae Spears,TEN,1,1,48,0,1,-5,-5.0,53,53.0,-5.0,4,0.3,0,0.0,0,118.7
Josh Whyle,TEN,1,1,11,0,1,7,7.0,4,4.0,7.0,0,,0,0.0,0,112.5
