Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2,15:00,4,21,NYJ 32,3,0,"Thomas Morstead punts 39 yards, fair catch by Deonte Harty at BUF-29",-1.240,-0.870
2,14:54,1,10,BUF 29,3,0,Josh Allen sacked by Al Woods for -2 yards,0.870,0.060
2,13:54,2,12,BUF 27,3,0,Josh Allen pass complete short left to James Cook for 4 yards (tackle by Quincy Williams),0.060,-0.100
2,13:12,3,8,BUF 31,3,0,Josh Allen pass deep middle intended for Deonte Harty is intercepted by Jordan Whitehead at NYJ-4 and returned for no gain (tackle by Deonte Harty),-0.100,0.380
2,13:02,1,10,NYJ 4,3,0,Breece Hall right guard for 83 yards (tackle by Christian Benford),-0.380,4.710
2,12:07,1,10,BUF 13,3,0,Dalvin Cook right tackle for 1 yard (tackle by Taylor Rapp),4.710,4.220
2,11:31,2,9,BUF 12,3,0,Dalvin Cook up the middle for 4 yards (tackle by Jordan Poyer and Leonard Floyd),4.220,4.100
2,10:47,3,5,BUF 8,3,0,Zach Wilson pass incomplete short left,4.100,2.970
2,10:39,4,5,BUF 8,3,3,Greg Zuerlein 26 yard field goal good,2.970,3.000
2,10:35,,,NYJ 35,3,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,10:35,1,10,BUF 25,3,3,James Cook left end for -5 yards (tackle by Quinnen Williams),0.610,-0.610
2,9:57,2,15,BUF 20,3,3,Josh Allen pass complete short right to Stefon Diggs for 18 yards (tackle by C.J. Mosley and Michael Carter),-0.610,1.470
2,9:21,1,10,BUF 38,3,3,Josh Allen pass incomplete short middle intended for James Cook,1.470,0.920
2,9:16,2,10,BUF 38,3,3,Josh Allen pass complete short left to Dalton Kincaid for 8 yards (tackle by C.J. Mosley and Jordan Whitehead),0.920,1.290
2,8:40,3,2,BUF 46,3,3,Josh Allen scrambles left end for 6 yards (tackle by Quinton Jefferson and C.J. Mosley),1.290,2.390
2,7:59,1,10,NYJ 48,3,3,James Cook right end for 12 yards (tackle by Jamien Sherwood),2.390,3.180
2,7:35,1,10,NYJ 36,3,3,James Cook up the middle for -1 yards (tackle by Quincy Williams and Sauce Gardner),3.180,2.500
2,6:58,2,11,NYJ 37,3,3,Josh Allen pass complete deep right to Gabriel Davis for 26 yards (tackle by Tony Adams),2.500,4.840
2,6:13,1,10,NYJ 11,3,3,Josh Allen pass complete short left to Stefon Diggs for 3 yards (tackle by Will McDonald),4.840,4.700
2,5:34,2,7,NYJ 8,3,3,Damien Harris up the middle for 3 yards (tackle by Quincy Williams),4.700,4.440
2,4:51,3,4,NYJ 5,9,3,"Josh Allen pass complete short right to Stefon Diggs for 5 yards, touchdown",4.440,7.000
2,4:43,,,NYJ 15,10,3,Tyler Bass kicks extra point good,0.000,0.000
2,4:43,,,BUF 35,10,3,"Tyler Bass kicks off 67 yards, returned by Xavier Gipson for 28 yards (tackle by Dane Jackson)",0.000,0.670
2,4:38,1,10,NYJ 26,10,3,Zach Wilson pass complete short left to Tyler Conklin for 2 yards (tackle by Terrel Bernard),0.670,0.400
2,3:56,2,8,NYJ 28,10,3,Dalvin Cook right end for 10 yards (tackle by Jordan Poyer),0.400,1.470
2,3:17,1,10,NYJ 38,10,3,Zach Wilson pass short middle intended for Randall Cobb is intercepted by Matt Milano at NYJ-48 and returned for 13 yards (tackle by Zach Wilson),1.470,-3.250
2,3:08,1,10,NYJ 35,10,3,"Penalty on Matt Milano: Taunting / Offense, 15 yards (accepted) (no play)",3.250,2.260
2,3:08,1,10,NYJ 50,10,3,Josh Allen pass complete short left to Dalton Kincaid for 6 yards (tackle by Michael Carter and D.J. Reed),2.260,2.520
2,2:36,2,4,NYJ 44,10,3,James Cook left tackle for 13 yards (tackle by Tony Adams),2.520,3.510
2,2:00,1,10,NYJ 31,10,3,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by D.J. Reed and Quincy Williams),3.510,3.780
2,1:24,2,4,NYJ 25,10,3,Josh Allen pass complete short left to Dalton Kincaid for 3 yards (tackle by Quincy Williams),3.780,3.470
2,0:45,3,1,NYJ 22,10,3,Josh Allen up the middle for 2 yards (tackle by C.J. Mosley),3.470,4.240
2,0:40,,,,,,Timeout #1 by Buffalo Bills,,
2,0:40,1,10,NYJ 20,10,3,Josh Allen sacked by Quinton Jefferson for -3 yards,4.240,3.290
2,0:34,,,,,,Timeout #2 by Buffalo Bills,,
2,0:34,2,13,NYJ 23,10,3,Josh Allen pass incomplete deep right intended for James Cook (defended by Quincy Williams),3.290,2.610
2,0:29,3,13,NYJ 23,10,3,Josh Allen scrambles left tackle for 7 yards (tackle by C.J. Mosley and Bryce Huff),2.610,2.400
2,0:20,,,,,,Timeout #1 by New York Jets,,
2,0:20,4,6,NYJ 16,13,3,Tyler Bass 34 yard field goal good,2.400,3.000
2,0:17,,,BUF 35,13,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:17,1,10,NYJ 25,13,3,Zach Wilson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,13,3,Breece Hall left guard for no gain (tackle by Ed Oliver),0.610,0.060
3,14:21,2,10,NYJ 25,13,3,Zach Wilson pass incomplete short middle intended for Breece Hall,0.060,-0.620
3,14:17,3,10,NYJ 25,13,3,Zach Wilson pass complete short middle to Garrett Wilson for 12 yards (tackle by Christian Benford),-0.620,1.400
3,13:37,1,10,NYJ 37,13,3,Zach Wilson pass complete short right to Dalvin Cook for 7 yards (tackle by Jordan Poyer),1.400,1.800
3,12:51,2,3,NYJ 44,13,3,Zach Wilson pass complete short right to Breece Hall for 20 yards (tackle by Jordan Poyer),1.800,3.180
3,12:31,1,10,BUF 36,13,3,Dalvin Cook right guard for 9 yards (tackle by Tre'Davious White and Terrel Bernard),3.180,3.850
3,11:52,2,1,BUF 27,13,3,Dalvin Cook left tackle for -1 yards (tackle by A.J. Epenesa),3.850,3.010
3,11:03,3,2,BUF 28,13,3,Dalvin Cook up the middle for 6 yards (tackle by Jordan Phillips),3.010,4.110
3,10:33,1,10,BUF 22,13,3,Breece Hall left end for 1 yard (tackle by Terrel Bernard and Ed Oliver),4.110,3.700
3,10:12,2,9,BUF 21,13,3,Breece Hall left end for -4 yards. Breece Hall fumbles (forced by Gregory Rousseau). Breece Hall fumbles out of bounds,3.700,2.480
3,9:13,3,13,BUF 25,13,3,"Zach Wilson pass incomplete short right. Penalty on Jeremy Ruckert: Offensive Pass Interference, 10 yards (declined) . Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (declined)",2.480,1.800
3,9:03,4,13,BUF 25,13,6,Greg Zuerlein 43 yard field goal good,1.800,3.000
3,8:59,,,NYJ 35,13,6,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,8:59,1,10,BUF 25,13,6,James Cook left tackle for -1 yards (tackle by Jermaine Johnson and Quinnen Williams),0.610,-0.070
3,8:19,2,11,BUF 24,13,6,Josh Allen pass complete short left to Dawson Knox for 15 yards (tackle by Tony Adams),-0.070,1.530
3,7:35,1,10,BUF 39,13,6,Josh Allen pass complete short left to Dalton Kincaid for 9 yards (tackle by D.J. Reed and Tony Adams),1.530,2.200
3,6:56,2,1,BUF 48,13,6,James Cook left end for 3 yards (tackle by D.J. Reed),2.200,2.320
3,6:23,1,10,NYJ 49,13,6,Josh Allen pass complete short right to James Cook for 3 yards (tackle by Jamien Sherwood),2.320,2.190
3,5:40,2,7,NYJ 46,13,6,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Jordan Whitehead),2.190,3.050
3,5:00,1,10,NYJ 38,13,6,Josh Allen sacked by Quinton Jefferson for -3 yards,3.050,2.100
3,4:12,2,13,NYJ 41,13,6,Josh Allen pass deep middle intended for Stefon Diggs is intercepted by Jordan Whitehead in end zone and returned for no gain,2.100,-0.280
3,4:08,1,10,NYJ 20,13,6,Zach Wilson pass complete short right to Dalvin Cook for 15 yards (tackle by Terrel Bernard and Matt Milano),0.280,1.270
3,3:30,1,10,NYJ 35,13,6,Zach Wilson pass complete short right to Garrett Wilson for -2 yards (tackle by Tre'Davious White),1.270,0.450
3,2:52,2,12,NYJ 33,13,6,Zach Wilson pass incomplete short right intended for Allen Lazard,0.450,-0.230
3,2:49,3,12,NYJ 33,13,6,"Zach Wilson pass complete short middle to Michael Carter for 6 yards (tackle by Micah Hyde and Terrel Bernard). Penalty on Mekhi Becton: Offensive Holding, 10 yards (declined)",-0.230,-0.780
3,2:18,4,6,NYJ 39,13,6,"Thomas Morstead punts 50 yards, returned by Deonte Harty for 4 yards (tackle by Jamien Sherwood)",-0.780,0.220
3,2:10,1,10,BUF 15,13,6,Deonte Harty left end for 4 yards (tackle by D.J. Reed),-0.220,-0.110
3,1:31,2,6,BUF 19,13,6,Josh Allen pass incomplete deep right,-0.110,-0.880
3,1:22,3,6,BUF 19,13,6,Josh Allen pass complete short right to James Cook for 4 yards (tackle by Quincy Williams),-0.880,-1.830
3,0:42,4,2,BUF 23,13,6,"Sam Martin punts 53 yards, returned by Xavier Gipson for 1 yard (tackle by Siran Neal)",-1.830,-0.610
3,0:33,1,10,NYJ 25,13,6,Zach Wilson pass incomplete short middle intended for Allen Lazard (defended by Christian Benford),0.610,0.060
3,0:20,2,10,NYJ 25,13,6,Breece Hall left end for 7 yards (tackle by Taylor Rapp),0.060,0.300
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,NYJ 32,13,6,Zach Wilson sacked by and Leonard Floyd for -1 yards and Ed Oliver for -1 yards,0.300,-1.310
4,14:19,4,4,NYJ 31,13,6,"Thomas Morstead punts 54 yards, fair catch by Deonte Harty at BUF-15",-1.310,0.220
4,14:11,1,10,BUF 15,13,6,Josh Allen pass complete short left to James Cook for 6 yards (tackle by Michael Carter),-0.220,0.210
4,13:39,2,4,BUF 21,13,6,James Cook up the middle for 4 yards (tackle by Tony Adams and Jermaine Johnson),0.210,0.610
4,13:11,1,10,BUF 25,13,6,Josh Allen sacked by Jermaine Johnson for -2 yards,0.610,-0.210
4,12:30,2,12,BUF 23,13,6,Josh Allen pass complete short right to Damien Harris for 3 yards (tackle by Sauce Gardner),-0.210,-0.490
4,11:44,3,9,BUF 26,13,6,Josh Allen pass complete short right to Latavius Murray for 9 yards (tackle by Jermaine Johnson),-0.490,1.270
4,11:12,1,10,BUF 35,13,6,Latavius Murray up the middle for 6 yards (tackle by Solomon Thomas),1.270,1.530
4,10:30,2,4,BUF 41,13,6,Latavius Murray left guard for 2 yards (tackle by Quincy Williams),1.530,1.090
4,9:49,3,2,BUF 43,13,6,Josh Allen pass short right intended for Gabriel Davis is intercepted by Jordan Whitehead at NYJ-43 and returned for no gain,1.090,-1.800
4,9:43,1,10,NYJ 43,13,6,Dalvin Cook up the middle for 5 yards (tackle by DaQuan Jones and Terrel Bernard),1.800,1.930
4,9:00,2,5,NYJ 48,13,6,Dalvin Cook up the middle for no gain (tackle by DaQuan Jones),1.930,1.220
4,8:19,3,5,NYJ 48,13,6,Zach Wilson pass complete short left to Allen Lazard for 24 yards (tackle by Matt Milano and Terrel Bernard),1.220,3.710
4,7:38,1,10,BUF 28,13,6,Breece Hall up the middle for 4 yards (tackle by Jordan Phillips),3.710,3.710
4,6:58,2,6,BUF 24,13,6,Breece Hall up the middle for 1 yard (tackle by Tim Settle),3.710,3.140
4,6:22,3,5,BUF 23,13,6,Zach Wilson pass complete short right to Garrett Wilson for 14 yards (tackle by Christian Benford),3.140,5.140
4,5:46,1,9,BUF 9,13,6,Zach Wilson scrambles left end for 6 yards (tackle by Terrel Bernard),5.140,5.530
4,4:58,2,3,BUF 3,13,12,"Zach Wilson pass complete short left to Garrett Wilson for 3 yards, touchdown",5.530,7.000
4,4:55,,,BUF 15,13,12,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",0.000,0.000
4,4:55,,,BUF 20,13,13,Greg Zuerlein kicks extra point good,0.000,0.000
4,4:55,,,NYJ 35,13,13,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,4:55,1,10,BUF 25,13,13,"Josh Allen aborted snap, recovered by Josh Allen at BUF-25 Josh Allen for no gain. Josh Allen fumbles (forced by Micheal Clemons), recovered by Quinnen Williams at BUF-27",0.610,-3.780
4,4:51,1,10,BUF 27,13,13,Breece Hall right guard for 6 yards (tackle by Taylor Rapp and Jordan Poyer),3.780,4.040
4,4:06,2,4,BUF 21,13,13,Breece Hall right guard for 3 yards (tackle by Ed Oliver and Taylor Rapp),4.040,3.840
4,3:20,3,1,BUF 18,13,13,Dalvin Cook up the middle for no gain (tackle by Shaq Lawson and Tre'Davious White),3.840,2.400
4,2:50,4,1,BUF 18,13,13,Zach Wilson up the middle for 2 yards (tackle by Shaq Lawson and Terrel Bernard),2.400,4.510
4,2:06,1,10,BUF 16,13,13,Dalvin Cook right end for -3 yards (tackle by Ed Oliver and Matt Milano),4.510,3.520
4,2:00,2,13,BUF 19,13,13,Dalvin Cook up the middle for 1 yard (tackle by Terrel Bernard),3.520,2.940
4,1:56,,,,,,Timeout #1 by Buffalo Bills,,
4,1:56,3,12,BUF 18,13,13,Michael Carter right tackle for 6 yards (tackle by Matt Milano and Terrel Bernard),2.940,2.660
4,1:51,,,,,,Timeout #2 by Buffalo Bills,,
4,1:51,4,6,BUF 12,13,16,Greg Zuerlein 30 yard field goal good,2.660,3.000
4,1:48,,,NYJ 35,13,16,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,1:48,1,10,BUF 25,13,16,Josh Allen scrambles left end for 7 yards (tackle by Bryce Huff and C.J. Mosley),0.610,1.010
4,1:21,2,3,BUF 32,13,16,Josh Allen pass complete short left to Gabriel Davis for 6 yards (tackle by D.J. Reed),1.010,1.470
4,1:00,1,10,BUF 38,13,16,Josh Allen pass complete short right to Stefon Diggs for 15 yards (tackle by Michael Carter),1.470,2.460
4,0:39,1,10,NYJ 47,13,16,"Josh Allen pass complete short right to Stefon Diggs for no gain. Penalty on Stefon Diggs: Offensive Pass Interference, 10 yards (accepted) (no play)",2.460,1.800
4,0:35,,,,,,Timeout #1 by New York Jets,,
4,0:35,1,20,BUF 43,13,16,Josh Allen pass complete short left to Stefon Diggs for 15 yards (tackle by D.J. Reed),1.800,2.590
4,0:29,,,,,,Timeout #3 by Buffalo Bills,,
4,0:29,2,5,NYJ 42,13,16,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by D.J. Reed),2.590,3.450
4,0:17,1,10,NYJ 32,13,16,Josh Allen spiked the ball,3.450,2.900
4,0:16,2,10,NYJ 32,13,16,Josh Allen pass incomplete deep left intended for Gabriel Davis,2.900,2.210
4,0:10,,,,,,Timeout #2 by New York Jets,,
4,0:10,3,10,NYJ 32,13,16,Josh Allen pass incomplete short left intended for Latavius Murray,2.210,1.240
4,0:06,4,10,NYJ 32,16,16,Tyler Bass 50 yard field goal good,1.240,3.000
4,0:02,,,BUF 35,16,16,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,0:02,1,10,NYJ 25,16,16,Zach Wilson kneels for -1 yards,0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
,,,,,,,"Bills won the coin toss, Bills to receive the overtime kickoff.",,
OT,10:00,,,NYJ 35,16,16,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,BUF 25,16,16,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",0.610,0.280
OT,10:00,1,15,BUF 20,16,16,Josh Allen pass incomplete short right intended for Dawson Knox,0.280,-0.610
OT,9:57,2,15,BUF 20,16,16,James Cook up the middle for 3 yards (tackle by John Franklin-Myers and Quinnen Williams),-0.610,-0.890
OT,9:26,3,12,BUF 23,16,16,Josh Allen pass incomplete short left intended for Stefon Diggs,-0.890,-1.830
OT,9:21,4,12,BUF 23,16,22,"Sam Martin punts 42 yards, returned by Xavier Gipson for 65 yards, touchdown",-1.830,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
