Quarter,Time,Tm,Detail,MIA,CLE
1.0,13:09,Browns,Reuben Droughns 75 yard rush (Phil Dawson kick failed),0,6
,7:03,Browns,Phil Dawson 23 yard field goal,0,9
2.0,0:00,Browns,Phil Dawson 40 yard field goal,0,12
3.0,5:24,Browns,Terrelle Smith 6 yard pass from Trent Dilfer (Phil Dawson kick),0,19
,1:35,Browns,Phil Dawson 24 yard field goal,0,22
