Quarter,Time,Down,ToGo,Location,LVR,CLE,Detail,EPB,EPA
2,10:58,3,18,LVR 44,0,3,Derek Carr pass complete short middle to Devontae Booker for 17 yards (tackle by B.J. Goodson),0.100,0.660
2,10:16,4,1,CLE 39,0,3,Alec Ingold up the middle for 3 yards (tackle by B.J. Goodson),0.660,3.180
2,9:36,1,10,CLE 36,0,3,Derek Carr right end for 7 yards (tackle by Mack Wilson),3.180,3.580
2,9:01,2,3,CLE 29,0,3,Josh Jacobs left guard for 8 yards (tackle by Mack Wilson),3.580,4.170
2,8:19,1,10,CLE 21,0,3,Josh Jacobs left guard for 2 yards (tackle by Porter Gustin),4.170,3.900
2,7:35,,,,,,Timeout #1 by Las Vegas Raiders,,
2,7:35,2,8,CLE 19,0,3,Josh Jacobs right guard for 7 yards (tackle by B.J. Goodson),3.900,4.490
2,6:53,3,1,CLE 12,0,3,Derek Carr pass incomplete short right,4.490,2.780
2,6:46,4,1,CLE 12,0,3,Josh Jacobs right guard for 1 yard (tackle by Jordan Elliott and Ronnie Harrison),2.780,4.840
2,6:07,1,10,CLE 11,0,3,Josh Jacobs left guard for 1 yard (tackle by Sheldon Richardson),4.840,4.320
2,5:30,2,9,CLE 10,0,3,Derek Carr pass incomplete short left intended for Josh Jacobs (defended by Sheldon Richardson),4.320,3.300
2,5:26,,,,,,Timeout #2 by Las Vegas Raiders,,
2,5:26,3,9,CLE 10,0,3,Derek Carr pass incomplete short right intended for Henry Ruggs,3.300,2.760
2,5:21,4,9,CLE 10,3,3,Daniel Carlson 29 yard field goal good,2.760,3.000
2,5:17,,,LVR 35,3,3,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,5:17,1,10,CLE 25,3,3,Baker Mayfield pass incomplete short left intended for Rashard Higgins,0.610,0.060
2,5:11,2,10,CLE 25,3,3,D'Ernest Johnson right tackle for no gain (tackle by Johnathan Hankins and Carl Nassib),0.060,-0.620
2,4:31,3,10,CLE 25,3,3,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",-0.620,-1.290
2,4:19,3,15,CLE 20,3,3,Baker Mayfield pass incomplete short right intended for Andy Janovich,-1.290,-2.030
2,4:14,4,15,CLE 20,3,3,"Jamie Gillan punts 59 yards, returned by Hunter Renfrow for 13 yards (tackle by Stephen Carlson)",-2.030,-1.200
2,4:02,1,10,LVR 34,3,3,Josh Jacobs left guard for 4 yards (tackle by Jordan Elliott),1.200,1.200
2,3:34,2,6,LVR 38,3,3,Derek Carr pass complete short right to Jason Witten for 8 yards (tackle by Ronnie Harrison),1.200,1.990
2,3:03,1,10,LVR 46,3,3,Josh Jacobs right guard for 7 yards (tackle by Malcolm Smith and B.J. Goodson),1.990,2.400
2,2:26,2,3,CLE 47,3,3,Josh Jacobs left guard for 4 yards (tackle by Mack Wilson),2.400,2.720
2,2:00,1,10,CLE 43,3,3,Derek Carr pass incomplete short left intended for Foster Moreau,2.720,2.180
2,1:55,2,10,CLE 43,3,3,Derek Carr pass complete short left to Henry Ruggs for 4 yards (tackle by Andrew Sendejo),2.180,2.010
2,1:11,3,6,CLE 39,3,3,Jalen Richard right guard for 6 yards (tackle by Karl Joseph),2.010,3.380
2,0:51,1,10,CLE 33,3,3,Derek Carr left end for 5 yards (tackle by Kevin Johnson),3.380,3.510
2,0:43,2,5,CLE 28,3,3,Derek Carr left end for 1 yard (tackle by Kevin Johnson),3.510,2.940
2,0:18,3,4,CLE 27,3,3,Derek Carr pass complete short middle to Jalen Richard for 12 yards (tackle by Malcolm Smith),2.940,4.580
2,0:03,1,10,CLE 15,3,3,Derek Carr spiked the ball,4.580,3.950
2,0:02,2,10,CLE 15,6,3,Daniel Carlson 33 yard field goal good,3.950,3.000
Quarter,Time,Down,ToGo,Location,LVR,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,6,3,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,6,3,Kareem Hunt right guard for 3 yards (tackle by Johnathan Hankins),0.610,0.470
3,14:18,2,7,CLE 28,6,3,Baker Mayfield pass complete short left to Kareem Hunt for 6 yards (tackle by Nicholas Morrow),0.470,0.560
3,13:37,3,1,CLE 34,6,3,Kareem Hunt left tackle for 6 yards (tackle by Nevin Lawson),0.560,1.600
3,12:56,1,10,CLE 40,6,3,Baker Mayfield pass complete short left to Harrison Bryant for 9 yards (tackle by Nevin Lawson),1.600,2.270
3,12:12,2,1,CLE 49,6,3,Kareem Hunt left tackle for 2 yards (tackle by Johnathan Hankins),2.270,2.320
3,11:28,1,10,LVR 49,6,3,Baker Mayfield right end for 6 yards (tackle by Lamarcus Joyner),2.320,2.590
3,10:56,2,4,LVR 43,6,3,Baker Mayfield pass complete short left to Jarvis Landry for 19 yards (tackle by Trayvon Mullen),2.590,3.970
3,10:18,1,10,LVR 24,6,3,Kareem Hunt right tackle for 4 yards (tackle by Johnathan Abram),3.970,3.970
3,9:37,2,6,LVR 20,6,3,Kareem Hunt left guard for no gain (tackle by Erik Harris),3.970,3.270
3,8:56,3,6,LVR 20,6,3,Baker Mayfield pass incomplete deep left intended for Jarvis Landry,3.270,2.150
3,8:50,4,6,LVR 20,6,6,Cody Parkey 38 yard field goal good,2.150,3.000
3,8:47,,,CLE 35,6,6,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,8:47,1,10,LVR 25,6,6,Josh Jacobs left guard for 8 yards (tackle by Terrance Mitchell),0.610,1.140
3,8:03,2,2,LVR 33,6,6,Josh Jacobs right guard for 3 yards (tackle by Larry Ogunjobi and Ronnie Harrison),1.140,1.330
3,7:20,1,10,LVR 36,6,6,Henry Ruggs left end for 1 yard (tackle by Terrance Mitchell),1.330,0.930
3,6:42,2,9,LVR 37,6,6,Derek Carr pass complete short left to Darren Waller for 1 yard (tackle by B.J. Goodson),0.930,0.370
3,5:59,3,8,LVR 38,6,6,Derek Carr left tackle for 11 yards (tackle by Karl Joseph),0.370,2.190
3,5:17,1,10,LVR 49,6,6,Derek Carr pass complete short right to Hunter Renfrow for 9 yards (tackle by Denzel Ward),2.190,2.860
3,4:40,2,1,CLE 42,6,6,Josh Jacobs right guard for 3 yards (tackle by Sione Takitaki),2.860,2.980
3,4:00,1,10,CLE 39,6,6,Derek Carr pass complete short left to Darren Waller for 6 yards (tackle by Andrew Sendejo),2.980,3.250
3,3:16,2,4,CLE 33,6,6,Derek Carr pass complete short left to Hunter Renfrow for 11 yards (tackle by Terrance Mitchell),3.250,4.110
3,2:33,1,10,CLE 22,6,6,Josh Jacobs right guard for 5 yards (tackle by Porter Gustin and Adrian Clayborn),4.110,4.290
3,1:51,2,5,CLE 17,6,6,Josh Jacobs left tackle for 2 yards (tackle by Porter Gustin and Adrian Clayborn),4.290,3.930
3,1:12,3,3,CLE 15,6,6,Derek Carr pass complete short left to Darren Waller for 6 yards (tackle by Andrew Sendejo),3.930,5.140
3,0:32,1,9,CLE 9,6,6,Josh Jacobs right guard for 1 yard (tackle by Myles Garrett and Ronnie Harrison),5.140,4.570
3,0:01,2,8,CLE 8,6,6,"Penalty on Myles Garrett: Neutral Zone Infraction, 4 yards (no play)",4.570,5.340
Quarter,Time,Down,ToGo,Location,LVR,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CLE 4,6,6,Derek Carr pass incomplete short left intended for Nelson Agholor,5.340,4.490
4,14:57,3,4,CLE 4,12,6,"Derek Carr pass complete short left to Hunter Renfrow for 4 yards, touchdown",4.490,7.000
4,14:53,,,CLE 15,13,6,"Daniel Carlson kicks extra point good. Penalty on Olivier Vernon: Defensive Offside, 5 yards",0.000,0.000
4,14:53,,,LVR 40,13,6,"Daniel Carlson kicks off 58 yards, returned by Donovan Peoples-Jones for 33 yards (tackle by Nicholas Morrow)",0.000,1.270
4,14:46,1,10,CLE 35,13,6,Kareem Hunt left guard for 13 yards (tackle by Nevin Lawson and Lamarcus Joyner),1.270,2.130
4,14:12,1,10,CLE 48,13,6,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,2.130,1.580
4,14:07,2,10,CLE 48,13,6,Kareem Hunt left guard for 2 yards (tackle by Johnathan Hankins and Clelin Ferrell),1.580,1.160
4,13:24,3,8,CLE 50,13,6,Baker Mayfield pass incomplete short left intended for David Njoku,1.160,-0.060
4,13:20,4,8,CLE 50,13,6,"Jamie Gillan punts 50 yards, touchback.",-0.060,-0.280
4,13:11,1,10,LVR 20,13,6,Josh Jacobs left guard for 3 yards (tackle by Mack Wilson and B.J. Goodson),0.280,0.140
4,12:43,2,7,LVR 23,13,6,Derek Carr pass complete short right to Darren Waller for 7 yards (tackle by Denzel Ward),0.140,0.940
4,12:09,1,10,LVR 30,13,6,Josh Jacobs left tackle for 14 yards (tackle by Terrance Mitchell),0.940,1.860
4,11:24,1,10,LVR 44,13,6,Josh Jacobs right guard for 6 yards (tackle by Porter Gustin and Larry Ogunjobi),1.860,2.130
4,10:40,2,4,LVR 50,13,6,"Derek Carr sacked by Larry Ogunjobi for no gain. Penalty on Larry Ogunjobi: Face Mask (15 Yards), 15 yards (no play)",2.130,3.250
4,10:25,1,10,CLE 35,13,6,Devontae Booker left guard for 7 yards (tackle by Sheldon Richardson),3.250,3.650
4,9:42,2,3,CLE 28,13,6,Josh Jacobs right tackle for 1 yard (tackle by Sheldon Richardson),3.650,3.070
4,8:59,3,2,CLE 27,13,6,Josh Jacobs right guard for 5 yards (tackle by Malcolm Smith and Ronnie Harrison),3.070,4.110
4,8:18,1,10,CLE 22,13,6,Devontae Booker left guard for 4 yards (tackle by Mack Wilson and Porter Gustin),4.110,4.130
4,7:40,2,6,CLE 18,13,6,"Penalty on Denzelle Good: False Start, 5 yards (no play)",4.130,3.430
4,7:40,2,11,CLE 23,13,6,"Derek Carr right end for 18 yards (tackle by Denzel Ward). Derek Carr fumbles (forced by Denzel Ward), recovered by Devontae Booker at CLE-2",3.430,6.740
4,6:34,1,2,CLE 2,13,6,Josh Jacobs right guard for 1 yard (tackle by Mack Wilson and Ronnie Harrison),6.740,5.910
4,5:49,2,1,CLE 1,13,6,Josh Jacobs right guard for no gain (tackle by Adrian Clayborn),5.910,5.170
4,5:11,3,1,CLE 1,13,6,Josh Jacobs right guard for no gain (tackle by Porter Gustin and Andrew Sendejo),5.170,3.550
4,4:27,4,1,CLE 1,13,6,"Penalty on Derek Carr: Delay of Game, 5 yards (no play)",3.550,2.990
4,4:27,4,6,CLE 6,16,6,Daniel Carlson 24 yard field goal good,2.990,3.000
4,4:24,,,LVR 35,16,6,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,4:24,1,10,CLE 25,16,6,Baker Mayfield pass complete short right to Kareem Hunt for 1 yard (tackle by Cory Littleton),0.610,0.200
4,4:18,2,9,CLE 26,16,6,Baker Mayfield pass complete short left to Rashard Higgins for 14 yards (tackle by Nevin Lawson),0.200,1.600
4,4:13,1,10,CLE 40,16,6,Baker Mayfield pass complete short right to Harrison Bryant for 10 yards (tackle by Nick Kwiatkoski),1.600,2.260
4,3:54,1,10,CLE 50,16,6,Baker Mayfield pass incomplete short right intended for Jarvis Landry,2.260,1.710
4,3:50,2,10,CLE 50,16,6,Baker Mayfield pass complete deep left to Jarvis Landry for 25 yards (tackle by Lamarcus Joyner),1.710,3.910
4,3:25,1,10,LVR 25,16,6,Baker Mayfield pass incomplete short right intended for Jarvis Landry,3.910,3.360
4,3:21,2,10,LVR 25,16,6,Baker Mayfield left end for 1 yard (tackle by Cory Littleton),3.360,2.810
4,2:50,,,,,,Timeout #1 by Las Vegas Raiders,,
4,2:50,3,9,LVR 24,16,6,Baker Mayfield left tackle for 8 yards (tackle by Chris Smith),2.810,2.530
4,2:28,4,1,LVR 16,16,6,Baker Mayfield up the middle for 2 yards (tackle by Carl Nassib),2.530,4.650
4,2:12,1,10,LVR 14,16,6,Baker Mayfield pass incomplete short left intended for Kareem Hunt,4.650,4.000
4,2:07,2,10,LVR 14,16,6,Baker Mayfield pass incomplete short right intended for Jarvis Landry (defended by Lamarcus Joyner),4.000,3.110
4,2:03,3,10,LVR 14,16,6,"Penalty on Jedrick Wills: False Start, 5 yards (no play)",3.110,2.730
4,2:03,3,15,LVR 19,16,6,Baker Mayfield pass incomplete deep middle intended for Jarvis Landry (defended by Nevin Lawson),2.730,2.180
4,1:58,4,15,LVR 19,16,6,Cody Parkey 37 yard field goal no good,2.180,-0.740
4,1:54,1,10,LVR 27,16,6,Josh Jacobs left guard for 2 yards (tackle by Olivier Vernon),0.740,0.470
4,1:49,,,,,,Timeout #1 by Cleveland Browns,,
4,1:49,2,8,LVR 29,16,6,Josh Jacobs right tackle for 16 yards (tackle by Porter Gustin),0.470,1.930
4,1:41,,,,,,Timeout #2 by Cleveland Browns,,
4,1:41,1,10,LVR 45,16,6,Josh Jacobs right guard for 5 yards (tackle by Jordan Elliott),1.930,2.060
4,1:36,,,,,,Timeout #3 by Cleveland Browns,,
4,1:36,2,5,LVR 50,16,6,Josh Jacobs left guard for 2 yards (tackle by Larry Ogunjobi),2.060,1.620
4,0:53,3,3,CLE 48,16,6,Josh Jacobs right guard for 3 yards (tackle by Sheldon Richardson and Jordan Elliott),1.620,2.590
4,0:20,1,10,CLE 45,16,6,Derek Carr kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
