Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1,2:51,4,15,MIA 35,0,14,"Thomas Morstead punts 43 yards, returned by Nyheim Hines for 11 yards (tackle by Thomas Morstead)",-1.040,-1.140
1,2:37,1,10,BUF 33,0,14,"Josh Allen pass incomplete deep left intended for Gabriel Davis BUF challenged the pass completion ruling, and the original play was overturned. Josh Allen pass complete deep left to Gabriel Davis for 19 yards (tackle by Jevon Holland)",1.140,2.390
1,2:21,1,10,MIA 48,0,14,"Penalty on Dawson Knox: False Start, 5 yards (accepted) (no play)",2.390,2.060
1,2:12,1,15,BUF 47,0,14,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Jerome Baker),2.060,2.250
1,1:37,2,7,MIA 45,0,14,James Cook up the middle for no gain (tackle by Eric Rowe and Jaelan Phillips),2.250,1.550
1,0:55,3,7,MIA 45,0,14,Josh Allen scrambles left end for 8 yards (tackle by Elijah Campbell),1.550,3.120
1,0:14,1,10,MIA 37,0,14,Josh Allen pass incomplete short left intended for Nyheim Hines,3.120,2.570
1,0:07,2,10,MIA 37,0,14,Devin Singletary right guard for 8 yards (tackle by Elandon Roberts and Jevon Holland),2.570,2.940
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,MIA 29,0,14,Josh Allen pass complete short right to Stefon Diggs for 14 yards (tackle by Xavien Howard),2.940,4.580
2,14:20,1,10,MIA 15,0,14,Devin Singletary left guard for 2 yards (tackle by Raekwon Davis and Zach Sieler),4.580,4.280
2,13:33,2,8,MIA 13,0,14,"Josh Allen pass complete short middle to Dawson Knox for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Josh Allen pass incomplete short middle intended for Dawson Knox",4.280,3.400
2,13:23,3,8,MIA 13,0,14,Josh Allen sacked by and Christian Wilkins for -2 yards and Zach Sieler for -2 yards,3.400,2.440
2,12:49,4,10,MIA 15,0,17,Tyler Bass 33 yard field goal good,2.440,3.000
2,12:46,,,BUF 35,0,17,"Tyler Bass kicks off 51 yards, out of bounds",0.000,1.600
2,12:46,1,10,MIA 40,0,17,Skylar Thompson pass complete short right to Durham Smythe for 20 yards (tackle by Tremaine Edmunds),1.600,2.920
2,12:03,1,10,BUF 40,0,17,Salvon Ahmed left end for 6 yards (tackle by Matt Milano and Dane Jackson),2.920,3.180
2,11:24,2,4,BUF 34,0,17,Tyreek Hill right end for 8 yards (tackle by Dane Jackson and Matt Milano),3.180,3.840
2,10:40,1,10,BUF 26,0,17,Skylar Thompson pass incomplete short left intended for Salvon Ahmed,3.840,3.300
2,10:37,2,10,BUF 26,0,17,Skylar Thompson sacked by Matt Milano for -9 yards,3.300,1.420
2,9:52,3,19,BUF 35,0,17,Skylar Thompson pass complete short left to Tyreek Hill for 19 yards (tackle by Dane Jackson),1.420,4.510
2,9:14,1,10,BUF 16,0,17,Salvon Ahmed up the middle for 1 yard (tackle by Matt Milano and Boogie Basham),4.510,4.050
2,8:28,2,9,BUF 15,0,17,Skylar Thompson sacked by Boogie Basham for -7 yards,4.050,2.480
2,7:45,3,16,BUF 22,0,17,Skylar Thompson pass incomplete short right intended for Jeff Wilson,2.480,1.990
2,7:38,4,16,BUF 22,3,17,Jason Sanders 40 yard field goal good,1.990,3.000
2,7:34,,,MIA 35,3,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,7:34,1,10,BUF 25,3,17,James Cook up the middle for 9 yards (tackle by Jevon Holland and Andrew Van Ginkel),0.610,1.280
2,6:56,2,1,BUF 34,3,17,James Cook left tackle for 13 yards (tackle by Jevon Holland),1.280,2.060
2,6:11,1,10,BUF 47,3,17,Josh Allen pass intended for John Brown is intercepted by Xavien Howard at MIA-3 and returned for 49 yards (tackle by Dawson Knox),2.060,-2.390
2,6:01,1,10,BUF 48,3,17,"Penalty on Christian Wilkins: Personal Foul / Defense, 15 yards (offset) Penalty on Mitch Morse: Personal Foul / Offense, 15 yards (offset) (no play)",2.390,2.390
2,6:01,1,10,BUF 48,3,17,Salvon Ahmed left tackle for -2 yards (tackle by Shaq Lawson),2.390,1.580
2,5:12,2,12,BUF 50,3,17,Skylar Thompson pass complete short right to Tyreek Hill for 4 yards (tackle by Taron Johnson),1.580,1.420
2,4:36,3,8,BUF 46,3,17,Skylar Thompson pass incomplete deep left intended for Tyreek Hill,1.420,0.200
2,4:29,4,8,BUF 46,3,17,Skylar Thompson pass complete short right to Jeff Wilson for 13 yards (tackle by Dean Marlowe),0.200,3.380
2,3:56,1,10,BUF 33,3,17,"Penalty on Robert Jones: False Start, 5 yards (accepted) (no play)",3.380,3.050
2,3:48,1,15,BUF 38,3,17,Skylar Thompson pass complete short right to Tyreek Hill for 6 yards (tackle by Matt Milano and Boogie Basham),3.050,2.970
2,2:53,2,9,BUF 32,3,17,Skylar Thompson scrambles right end for 2 yards (tackle by Boogie Basham),2.970,2.540
2,2:25,3,7,BUF 30,3,17,Skylar Thompson pass incomplete short right intended for Salvon Ahmed (defended by Tremaine Edmunds),2.540,1.410
2,2:20,4,7,BUF 30,6,17,Jason Sanders 48 yard field goal good,1.410,3.000
2,2:15,,,MIA 35,6,17,"Jason Sanders kicks off 67 yards, returned by Nyheim Hines for 30 yards (tackle by Samuel Eguavoen and Clayton Fejedelem)",0.000,0.810
2,2:10,1,10,BUF 28,6,17,James Cook left tackle for 2 yards (tackle by Zach Sieler),0.810,0.530
2,2:00,2,8,BUF 30,6,17,Josh Allen sacked by and Christian Wilkins for no gain and Zach Sieler for no gain,0.530,-0.160
2,1:54,,,,,,Timeout #2 by Miami Dolphins,,
2,1:54,,,,,,Timeout #1 by Buffalo Bills,,
2,1:54,3,8,BUF 30,6,17,"Josh Allen pass complete to Khalil Shakir for 54 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Josh Allen pass incomplete deep middle intended for Khalil Shakir",-0.160,-1.370
2,1:48,4,8,BUF 30,6,17,"Sam Martin punts 47 yards, returned by Cedrick Wilson for 50 yards (tackle by Sam Martin and Quintin Morris)",-1.370,-3.780
2,1:32,1,10,BUF 27,6,17,Skylar Thompson pass incomplete short right intended for Jeff Wilson (defended by Tremaine Edmunds),3.780,3.230
2,1:28,2,10,BUF 27,6,17,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",3.230,2.560
2,1:28,2,15,BUF 32,6,17,Skylar Thompson pass complete short left to Tyreek Hill for 13 yards (tackle by Taron Johnson),2.560,3.640
2,1:23,3,2,BUF 19,6,17,Skylar Thompson pass incomplete short right intended for Jaylen Waddle,3.640,2.310
2,1:19,,,,,,Timeout #3 by Miami Dolphins,,
2,1:19,4,2,BUF 19,9,17,Jason Sanders 37 yard field goal good,2.310,3.000
2,1:15,,,MIA 35,9,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,1:15,1,10,BUF 25,9,17,Josh Allen pass complete short right to Dawson Knox for 11 yards (tackle by Duke Riley),0.610,1.330
2,1:06,1,10,BUF 36,9,17,Josh Allen pass incomplete short middle intended for Cole Beasley,1.330,0.790
2,1:02,2,10,BUF 36,9,17,Josh Allen pass short left (defended by Kader Kohou) intended for Cole Beasley is intercepted by Jevon Holland at BUF-47 and returned for 29 yards (tackle by Devin Singletary),0.790,-4.370
2,0:53,1,10,BUF 18,9,17,Tyreek Hill left end for -3 yards (tackle by Tremaine Edmunds),4.370,3.420
2,0:46,2,13,BUF 21,9,17,Skylar Thompson pass complete short left to Salvon Ahmed for 12 yards (tackle by Tre'Davious White),3.420,4.740
2,0:41,3,1,BUF 9,9,17,Skylar Thompson pass complete short right to Tyreek Hill for 2 yards (tackle by Kaiir Elam),4.740,5.600
2,0:37,1,7,BUF 7,15,17,"Skylar Thompson pass complete short middle to Mike Gesicki for 7 yards, touchdown",5.600,7.000
2,0:33,,,BUF 2,17,17,Two Point Attempt: Skylar Thompson pass complete to to Tyreek Hill for no gain,1.000,1.000
2,0:33,,,MIA 35,17,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,0:33,1,10,BUF 25,17,17,Josh Allen pass complete deep right to Gabriel Davis for 33 yards (tackle by Keion Crossen),0.610,2.790
2,0:23,1,10,MIA 42,17,17,Josh Allen pass incomplete deep right,2.790,2.240
2,0:20,2,10,MIA 42,17,17,Josh Allen pass complete short right to Stefon Diggs for 4 yards,2.240,2.080
2,0:17,3,6,MIA 38,17,17,Josh Allen pass complete deep middle to Gabriel Davis for 17 yards (tackle by Keion Crossen),2.080,4.170
2,0:11,,,,,,Timeout #2 by Buffalo Bills,,
2,0:11,1,10,MIA 21,17,17,Josh Allen pass incomplete deep left intended for Stefon Diggs,4.170,3.630
2,0:07,,,,,,Timeout #3 by Buffalo Bills,,
2,0:07,2,10,MIA 21,17,20,Tyler Bass 39 yard field goal good,3.630,3.000
2,0:04,,,BUF 35,17,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:04,1,10,MIA 25,17,20,Skylar Thompson pass incomplete deep right intended for Tyreek Hill (defended by Tre'Davious White),0.610,0.060
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,17,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,17,20,Jeff Wilson right guard for 1 yard (tackle by Dean Marlowe and DaQuan Jones),0.610,0.200
3,14:30,2,9,MIA 26,17,20,Skylar Thompson pass incomplete short right,0.200,-0.490
3,14:25,3,9,MIA 26,17,20,Skylar Thompson pass incomplete short right intended for Jeff Wilson (defended by Tremaine Edmunds),-0.490,-1.630
3,14:17,4,9,MIA 26,17,20,"Thomas Morstead punts 50 yards, returned by Nyheim Hines for 6 yards (tackle by Clayton Fejedelem)",-1.630,-0.940
3,14:07,1,10,BUF 30,23,20,"Josh Allen sacked by Eric Rowe for -17 yards. Josh Allen fumbles (forced by Eric Rowe), recovered by Zach Sieler at BUF-5 and returned for 5 yards, touchdown",0.940,-7.000
3,13:59,,,BUF 15,24,20,Jason Sanders kicks extra point good,0.000,0.000
3,13:59,,,MIA 35,24,20,"Jason Sanders kicks off 67 yards, returned by Nyheim Hines for 26 yards (tackle by Jevon Holland)",0.000,0.540
3,13:53,1,10,BUF 24,24,20,Josh Allen pass complete short right to Gabriel Davis for 8 yards (tackle by Keion Crossen),0.540,1.080
3,13:14,2,2,BUF 32,24,20,Devin Singletary left tackle for 5 yards (tackle by Melvin Ingram),1.080,1.400
3,12:43,1,10,BUF 37,24,20,Devin Singletary up the middle for 13 yards (tackle by Jevon Holland),1.400,2.260
3,12:14,1,10,BUF 50,24,20,Devin Singletary left tackle for 3 yards (tackle by Jaelan Phillips and Jerome Baker),2.260,2.120
3,11:36,2,7,MIA 47,24,20,Josh Allen pass incomplete deep left intended for Dawson Knox (defended by Jevon Holland),2.120,1.420
3,11:27,3,7,MIA 47,24,20,Josh Allen pass incomplete short right intended for Khalil Shakir,1.420,0.130
3,11:23,4,7,MIA 47,24,20,"Sam Martin punts 47 yards, touchback.",0.130,-0.280
3,11:16,1,10,MIA 20,24,20,Skylar Thompson pass incomplete deep right intended for Jaylen Waddle (defended by Taron Johnson),0.280,-0.270
3,11:10,2,10,MIA 20,24,20,Jeff Wilson up the middle for 4 yards (tackle by Eli Ankou),-0.270,-0.430
3,10:28,3,6,MIA 24,24,20,Skylar Thompson pass incomplete deep middle intended for Mike Gesicki (defended by Tremaine Edmunds),-0.430,-1.770
3,10:22,4,6,MIA 24,24,20,"Thomas Morstead punts 44 yards, fair catch by Nyheim Hines at BUF-32",-1.770,-1.070
3,10:15,1,10,BUF 32,24,20,James Cook right guard for -5 yards (tackle by Jaelan Phillips),1.070,-0.150
3,9:43,2,15,BUF 27,24,20,Josh Allen pass complete short right to Dawson Knox for 3 yards (tackle by Jerome Baker),-0.150,-0.430
3,9:00,3,12,BUF 30,24,20,Josh Allen pass incomplete deep left intended for Stefon Diggs (defended by Xavien Howard),-0.430,-1.370
3,8:52,4,12,BUF 30,24,20,Sam Martin punts 53 yards out of bounds,-1.370,0.060
3,8:46,1,10,MIA 17,24,20,Salvon Ahmed up the middle for -2 yards (tackle by Taron Johnson and Shaq Lawson),-0.060,-0.850
3,8:03,2,12,MIA 15,24,20,Skylar Thompson sacked by Matt Milano for -7 yards,-0.850,-2.470
3,7:34,3,19,MIA 8,24,20,Skylar Thompson pass deep left intended for Trent Sherfield is intercepted by Kaiir Elam at MIA-33 and returned for no gain (tackle by Trent Sherfield),-2.470,-3.380
3,7:29,1,10,MIA 33,24,20,Josh Allen pass complete short left to Gabriel Davis for 13 yards (tackle by Jerome Baker),3.380,4.240
3,6:43,1,10,MIA 20,24,20,Josh Allen pass incomplete short right,4.240,3.690
3,6:34,2,10,MIA 20,24,20,Devin Singletary right guard for 2 yards (tackle by Christian Wilkins and Jaelan Phillips),3.690,3.220
3,6:13,3,8,MIA 18,24,20,Josh Allen scrambles right guard for 12 yards (tackle by Christian Wilkins),3.220,5.830
3,5:22,1,6,MIA 6,24,26,"Josh Allen pass complete short left to Cole Beasley for 6 yards, touchdown",5.830,7.000
3,5:18,,,MIA 15,24,27,Tyler Bass kicks extra point good,0.000,0.000
3,5:18,,,BUF 35,24,27,"Tyler Bass kicks off 64 yards, returned by River Cracraft for 23 yards (tackle by Terrel Bernard and Cameron Lewis)",0.000,0.540
3,5:14,1,10,MIA 24,24,27,Skylar Thompson pass complete short left to Tyreek Hill for 13 yards (tackle by Jordan Poyer),0.540,1.400
3,4:45,1,10,MIA 37,24,27,Skylar Thompson pass incomplete short left intended for Tyreek Hill,1.400,0.860
3,4:40,2,10,MIA 37,24,27,Skylar Thompson pass incomplete short right,0.860,0.170
3,4:34,3,10,MIA 37,24,27,Skylar Thompson pass incomplete short right intended for Mike Gesicki,0.170,-0.910
3,4:26,4,10,MIA 37,24,27,"Thomas Morstead punts 34 yards, recovered by Tyrel Dodson at BUF-33 and returned for -1 yards",-0.910,-1.070
3,4:14,1,10,BUF 32,24,27,Josh Allen pass complete short left to Quintin Morris for 12 yards (tackle by Eric Rowe and Jerome Baker),1.070,1.860
3,3:33,1,10,BUF 44,24,27,James Cook up the middle for 4 yards (tackle by Jaelan Phillips),1.860,1.860
3,3:00,2,6,BUF 48,24,27,Josh Allen pass incomplete short right intended for Gabriel Davis,1.860,1.160
3,2:55,3,6,BUF 48,24,27,Josh Allen pass complete short middle to Cole Beasley for 29 yards (tackle by Kader Kohou),1.160,4.040
3,2:12,1,10,MIA 23,24,33,"Josh Allen pass complete deep left to Gabriel Davis for 23 yards, touchdown",4.040,7.000
3,2:07,,,MIA 15,24,34,Tyler Bass kicks extra point good,0.000,0.000
3,2:07,,,BUF 35,24,34,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,2:07,1,10,MIA 25,24,34,Jeff Wilson left end for 4 yards (tackle by Kaiir Elam),0.610,0.600
3,1:21,,,,,,Timeout #1 by Miami Dolphins,,
3,1:21,2,6,MIA 29,24,34,Skylar Thompson pass complete short right to Tyreek Hill for 12 yards,0.600,1.660
3,0:47,1,10,MIA 41,24,34,Skylar Thompson scrambles left tackle for 1 yard (tackle by Matt Milano),1.660,1.260
3,0:09,2,9,MIA 42,24,34,"Skylar Thompson pass incomplete short left. Penalty on Tre'Davious White: Defensive Pass Interference, 8 yards (accepted) (no play)",1.260,2.260
3,0:03,1,10,MIA 50,24,34,Skylar Thompson pass incomplete short right intended for Hunter Long,2.260,1.710
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIA 50,24,34,Skylar Thompson pass complete short right to Cedrick Wilson for 14 yards (tackle by Tremaine Edmunds),1.710,3.180
4,14:30,1,10,BUF 36,24,34,Skylar Thompson pass complete short middle to Salvon Ahmed for 13 yards (tackle by Tremaine Edmunds),3.180,4.040
4,13:54,1,10,BUF 23,24,34,Skylar Thompson sacked by Ed Oliver for -8 yards,4.040,2.490
4,13:11,2,17,BUF 31,24,34,Skylar Thompson pass complete short left to Salvon Ahmed for 20 yards (tackle by Taron Johnson),2.490,4.840
4,12:29,1,10,BUF 11,24,34,Jeff Wilson up the middle for 2 yards (tackle by Matt Milano and Eli Ankou),4.840,4.510
4,11:44,,,,,,Timeout #1 by Buffalo Bills,,
4,11:44,2,8,BUF 9,24,34,Jaylen Waddle right end for 8 yards (tackle by Jordan Poyer),4.510,6.970
4,10:55,1,1,BUF 1,30,34,"Jeff Wilson up the middle for 1 yard, touchdown",6.970,7.000
4,10:53,,,BUF 15,31,34,Jason Sanders kicks extra point good,0.000,0.000
4,10:53,,,MIA 35,31,34,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,10:53,1,10,BUF 25,31,34,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Kader Kohou),0.610,0.060
4,10:45,2,10,BUF 25,31,34,Josh Allen pass incomplete deep left intended for Gabriel Davis,0.060,-0.620
4,10:40,3,10,BUF 25,31,34,Josh Allen sacked by Zach Sieler for -3 yards,-0.620,-1.900
4,10:05,4,13,BUF 22,31,34,"Sam Martin punts 48 yards, returned by Cedrick Wilson for 3 yards (tackle by Taiwan Jones)",-1.900,-1.140
4,9:54,1,10,MIA 33,31,34,Jeff Wilson left tackle for no gain (tackle by Ed Oliver),1.140,0.590
4,9:26,2,10,MIA 33,31,34,Skylar Thompson pass incomplete deep right intended for Mike Gesicki,0.590,-0.100
4,9:18,,,,,,Timeout #2 by Miami Dolphins,,
4,9:18,3,10,MIA 33,31,34,Skylar Thompson pass complete short right to Jaylen Waddle for 5 yards (tackle by Taron Johnson),-0.100,-0.850
4,8:30,,,,,,Timeout #2 by Buffalo Bills,,
4,8:30,4,5,MIA 38,31,34,"Thomas Morstead punts 52 yards, fair catch by Nyheim Hines at BUF-10",-0.850,0.380
4,8:23,1,10,BUF 10,31,34,James Cook left end for 2 yards (tackle by Eric Rowe),-0.380,-0.630
4,7:50,2,8,BUF 12,31,34,Josh Allen pass complete short right to Nyheim Hines for 7 yards (tackle by Jevon Holland),-0.630,-0.370
4,7:06,3,1,BUF 19,31,34,"Josh Allen pass complete deep left to Khalil Shakir for 31 yards (tackle by Kader Kohou). Penalty on Xavien Howard: Defensive Holding, 5 yards (declined)",-0.370,2.260
4,6:43,1,10,MIA 50,31,34,James Cook left end for -1 yards (tackle by Eric Rowe),2.260,1.580
4,6:07,2,11,BUF 49,31,34,Josh Allen sacked by and Elijah Campbell for no gain and Jaelan Phillips for no gain,1.580,0.890
4,5:20,3,11,BUF 49,31,34,"Josh Allen sacked by Bradley Chubb for -7 yards. Josh Allen fumbles (forced by Bradley Chubb), recovered by Spencer Brown at BUF-40 and returned for 9 yards",0.890,-0.590
4,4:31,4,18,BUF 42,31,34,"Sam Martin punts 44 yards, fair catch by Cedrick Wilson at MIA-14",-0.590,0.280
4,4:24,1,10,MIA 14,31,34,Skylar Thompson pass incomplete deep left intended for Tyreek Hill,-0.280,-0.750
4,4:19,2,10,MIA 14,31,34,Skylar Thompson pass incomplete deep right intended for Tyreek Hill (defended by Kaiir Elam),-0.750,-1.400
4,4:13,,,,,,Timeout #3 by Miami Dolphins,,
4,4:13,3,10,MIA 14,31,34,Skylar Thompson pass complete deep right to Jaylen Waddle for 25 yards (tackle by Dean Marlowe),-1.400,1.530
4,4:03,1,10,MIA 39,31,34,"Penalty on Robert Jones: False Start, 5 yards (accepted) (no play)",1.530,1.200
4,4:03,1,15,MIA 34,31,34,Skylar Thompson pass incomplete short right,1.200,0.310
4,3:59,2,15,MIA 34,31,34,Skylar Thompson pass complete short middle to Jaylen Waddle for 14 yards (tackle by Taron Johnson),0.310,1.360
4,3:27,3,2,MIA 47,31,34,Salvon Ahmed left guard for no gain (tackle by Matt Milano),1.360,-0.190
4,2:27,4,1,MIA 48,31,34,"Penalty on MIA: Delay of Game, 4 yards (accepted) (no play)",-0.190,-0.460
4,2:27,4,5,MIA 44,31,34,Skylar Thompson pass incomplete short right intended for Mike Gesicki,-0.460,-2.720
4,2:22,1,10,MIA 43,31,34,James Cook left guard for -1 yards (tackle by Jaelan Phillips),2.720,2.040
4,2:00,2,11,MIA 44,31,34,Devin Singletary left guard for 4 yards (tackle by Zach Sieler),2.040,1.880
4,1:17,3,7,MIA 40,31,34,"Devin Singletary left tackle for 7 yards (tackle by Jevon Holland and Eric Rowe) Replay Assistant challenged the first down ruling, and the play was upheld.",1.880,3.380
4,0:35,1,10,MIA 33,31,34,Josh Allen kneels for -2 yards,3.380,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
