#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BUF 25,6,3:04,43,Downs
2,1,10:57,BUF 27,5,3:00,73,Touchdown
3,1,7:20,MIA 23,4,2:13,23,Touchdown
4,1,2:37,BUF 33,11,4:51,52,Field Goal
5,2,7:34,BUF 25,3,1:33,22,Interception
6,2,2:15,BUF 28,3,0:43,2,Punt
7,2,1:15,BUF 25,3,0:22,11,Interception
8,2,0:33,BUF 25,6,0:29,54,Field Goal
9,3,14:07,BUF 30,1,0:08,-17,Fumble
10,3,13:59,BUF 24,6,2:43,29,Punt
11,3,10:15,BUF 32,3,1:29,-2,Punt
12,3,7:29,MIA 33,5,2:11,33,Touchdown
13,3,4:14,BUF 32,5,2:07,68,Touchdown
14,4,10:53,BUF 25,3,0:59,-3,Punt
15,4,8:23,BUF 10,6,3:59,32,Punt
16,4,2:22,MIA 43,4,2:22,8,End of Game
