Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
1,9:36,1,10,KAN 12,0,0,Matt Cassel pass incomplete short right intended for Leonard Pope,-0.350,-0.780
1,9:32,2,10,KAN 12,0,0,Dexter McCluster left end for 11 yards (tackle by Daryl Smith and Courtney Greene),-0.780,0.480
1,8:50,1,10,KAN 23,0,0,Dexter McCluster left end for 15 yards (tackle by Justin Durant and Daryl Smith),0.480,1.470
1,8:07,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,1.470
1,8:07,1,10,KAN 38,0,0,Matt Cassel sacked by Aaron Kampman for -3 yards,1.470,0.520
1,7:32,2,13,KAN 35,0,0,Thomas Jones middle for 5 yards (tackle by Courtney Greene),0.520,0.500
1,6:51,3,8,KAN 40,0,0,Matt Cassel pass incomplete short left intended for Terrance Copper,0.500,-0.720
1,6:46,4,8,KAN 40,0,0,"Dustin Colquitt punts 46 yards, returned by Mike Thomas for 49 yards (tackle by Javier Arenas). Mike Thomas fumbles, recovered by Thomas Gafford at KAN-26",-0.720,0.670
1,6:26,1,10,KAN 26,0,0,Thomas Jones middle for 70 yards (tackle by Courtney Greene),0.670,6.280
1,5:57,1,4,JAX 4,0,6,"Jamaal Charles left guard for 4 yards, touchdown",6.280,7.000
1,,,,JAX 2,0,7,Ryan Succop kicks extra point good,0.000,0.000
1,,,,KAN 30,0,7,"Ryan Succop kicks off 66 yards, returned by Tiquan Underwood for 29 yards (tackle by Ryan Succop)",0.000,1.140
1,5:45,1,10,JAX 33,0,7,Maurice Jones-Drew middle for -1 yards (tackle by Tamba Hali),1.140,0.460
1,5:10,2,11,JAX 32,0,7,Maurice Jones-Drew left end for 21 yards (tackle by Kendrick Lewis),0.460,2.460
1,4:27,1,10,KAN 47,0,7,Todd Bouman pass complete short left to Marcedes Lewis for 15 yards (tackle by Jovan Belcher),2.460,3.450
1,4:01,1,10,KAN 32,0,7,Deji Karim left end for 4 yards (tackle by Jovan Belcher),3.450,3.440
1,3:36,2,6,KAN 28,0,7,Todd Bouman pass complete short right to Deji Karim for 1 yard (tackle by Mike Vrabel),3.440,2.870
1,2:53,3,5,KAN 27,0,7,"Todd Bouman pass incomplete short middle intended for Mike Thomas (defended by Brandon Flowers). Penalty on Brandon Flowers: Illegal Use of Hands, 5 yards (no play)",2.870,4.110
1,2:48,1,10,KAN 22,0,7,Todd Bouman pass incomplete deep middle intended for Marcedes Lewis (defended by Kendrick Lewis),4.110,3.560
1,2:44,2,10,KAN 22,0,7,Maurice Jones-Drew right end for -5 yards (tackle by Derrick Johnson),3.560,2.210
1,2:02,3,15,KAN 27,0,7,Todd Bouman pass complete short left to Tiquan Underwood for 10 yards (tackle by Kendrick Lewis and Glenn Dorsey),2.210,2.360
1,1:17,4,5,KAN 17,3,7,Josh Scobee 35 yard field goal good,2.360,3.000
1,,,,JAX 30,3,7,"Josh Scobee kicks off 74 yards, returned by Javier Arenas for 28 yards (tackle by Sean Considine)",0.000,0.540
1,1:06,1,10,KAN 24,3,7,"Matt Cassel pass complete short left to Tony Moeaki for 14 yards (tackle by Don Carey). Penalty on Branden Albert: Chop Block, 12 yards (no play)",0.540,-0.720
1,0:42,1,22,KAN 12,3,7,Matt Cassel pass incomplete deep right intended for Verran Tucker (defended by Rashean Mathis),-0.720,-1.660
1,0:37,2,22,KAN 12,3,7,Thomas Jones right tackle for 5 yards (tackle by Courtney Greene),-1.660,-1.850
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,17,KAN 17,3,7,Dexter McCluster left end for 4 yards (tackle by William Middleton),-1.850,-1.960
2,14:22,4,13,KAN 21,3,7,Dustin Colquitt punts 50 yards,-1.960,-0.870
2,14:11,1,10,JAX 29,3,7,Todd Bouman pass incomplete short right intended for Marcedes Lewis,0.870,0.330
2,14:07,2,10,JAX 29,3,7,Maurice Jones-Drew middle for 11 yards (tackle by Jovan Belcher),0.330,1.600
2,13:28,1,10,JAX 40,3,7,Maurice Jones-Drew middle for 5 yards (tackle by Eric Berry and Shaun Smith),1.600,1.730
2,12:47,2,5,JAX 45,3,7,"Penalty on Eugene Monroe: False Start, 5 yards (no play)",1.730,1.050
2,12:25,2,10,JAX 40,3,7,Todd Bouman pass complete short middle to Zach Potter for 10 yards (tackle by Kendrick Lewis),1.050,2.260
2,11:44,1,10,,3,7,Todd Bouman pass complete deep left to Marcedes Lewis for 26 yards (tackle by Kendrick Lewis),2.260,3.970
2,11:03,1,10,KAN 24,3,7,Maurice Jones-Drew middle for 3 yards (tackle by Shaun Smith and Derrick Johnson),3.970,3.840
2,10:27,2,7,KAN 21,3,7,Deji Karim right tackle for 3 yards (tackle by Jovan Belcher),3.840,3.570
2,9:43,3,4,KAN 18,9,7,"Todd Bouman pass complete deep right to Maurice Jones-Drew for 18 yards, touchdown",3.570,7.000
2,,,,KAN 2,10,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,10,7,"Josh Scobee kicks off 59 yards, returned by Javier Arenas for 16 yards (tackle by Russell Allen)",0.000,0.740
2,9:32,1,10,KAN 27,10,7,"Jamaal Charles right end for 3 yards (tackle by Daryl Smith). Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",0.740,-0.170
2,9:13,1,20,KAN 17,10,7,Thomas Jones left tackle for 7 yards (tackle by Courtney Greene),-0.170,-0.210
2,8:36,2,13,KAN 24,10,7,Matt Cassel pass complete short left to Tony Moeaki for 20 yards (tackle by Tyron Brackenridge),-0.210,1.860
2,7:53,1,10,KAN 44,10,7,Jamaal Charles right guard for 7 yards (tackle by Leger Douzable),1.860,2.260
2,7:16,2,3,JAX 49,10,7,Jamaal Charles right end for 1 yard (tackle by Jeremy Mincey and Kirk Morrison),2.260,1.690
2,6:35,3,2,JAX 48,10,7,Thomas Jones right end for 8 yards (tackle by Rashean Mathis),1.690,2.920
2,6:05,1,10,JAX 40,10,7,Jamaal Charles right guard for -3 yards (tackle by Terrance Knighton),2.920,1.970
2,5:29,2,13,JAX 43,10,7,Matt Cassel pass complete deep right to Dwayne Bowe for 22 yards (tackle by Rashean Mathis),1.970,4.170
2,5:11,1,10,JAX 21,10,7,Thomas Jones left guard for 1 yard (tackle by Russell Allen and Courtney Greene),4.170,3.760
2,4:32,2,9,JAX 20,10,7,Matt Cassel pass complete short right to Dexter McCluster for 9 yards (tackle by Courtney Greene),3.760,4.840
2,4:04,1,10,JAX 11,10,7,Thomas Jones left guard for 8 yards (tackle by Rashean Mathis),4.840,5.660
2,3:26,2,2,JAX 3,10,7,Thomas Jones middle for 1 yard (tackle by Courtney Greene and Aaron Kampman),5.660,5.120
2,2:44,3,1,JAX 2,10,7,Thomas Jones right guard for no gain (tackle by Daryl Smith),5.120,3.250
2,2:00,4,1,JAX 2,10,7,Thomas Jones middle for 1 yard (tackle by Daryl Smith),3.250,6.970
2,1:34,1,1,JAX 1,10,13,"Thomas Jones middle for 1 yard, touchdown",6.970,7.000
2,1:31,,,,10,13,Timeout #1 by Jacksonville Jaguars,0.000,0.000
2,,,,JAX 2,10,14,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,10,14,"Ryan Succop kicks off 60 yards, returned by Deji Karim for 20 yards (tackle by Jackie Battle)",0.000,0.940
2,1:25,1,10,JAX 30,10,14,Todd Bouman right end for 6 yards (tackle by Brandon Flowers),0.940,1.200
2,1:17,2,4,JAX 36,10,14,Todd Bouman pass complete short left to Mike Sims-Walker for 9 yards (tackle by Brandon Carr),1.200,1.930
2,0:54,1,10,JAX 45,10,14,Todd Bouman pass complete deep left to Mike Sims-Walker for 20 yards,1.930,3.250
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:49,1,10,KAN 35,10,14,Todd Bouman pass complete short left to Maurice Jones-Drew for 16 yards (tackle by Derrick Johnson),3.250,4.310
2,0:38,,,,10,14,Timeout #2 by Jacksonville Jaguars,0.000,4.310
2,0:38,1,10,KAN 19,10,14,Todd Bouman pass incomplete short left intended for Deji Karim,4.310,3.750
2,0:34,2,10,KAN 19,10,14,Todd Bouman pass incomplete short middle intended for Marcedes Lewis (defended by Derrick Johnson),3.750,3.030
2,0:30,3,10,KAN 19,10,14,"Todd Bouman pass incomplete deep left intended for Mike Sims-Walker. Penalty on Brandon Carr: Defensive Pass Interfere, 18 yards (no play)",3.030,6.970
2,0:25,1,1,KAN 1,10,14,Todd Bouman pass incomplete short right intended for Marcedes Lewis (defended by Eric Berry),6.970,5.910
2,0:19,2,1,KAN 1,10,14,Maurice Jones-Drew middle for no gain (tackle by Tyson Jackson and Shaun Smith),5.910,5.170
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:14,,,,10,14,Timeout #3 by Jacksonville Jaguars,0.000,0.000
2,0:14,,,,10,14,Timeout #2 by Kansas City Chiefs,0.000,5.170
2,0:14,3,1,KAN 1,10,14,Todd Bouman pass incomplete short right intended for Marcedes Lewis,5.170,3.550
2,0:11,4,1,KAN 1,13,14,Josh Scobee 18 yard field goal good,3.550,3.000
2,,,,JAX 30,13,14,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,0:07,1,10,KAN 20,13,14,Jamaal Charles middle for no gain (tackle by Justin Durant),0.280,-0.270
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,13,14,Josh Scobee kicks off 67 yards,0.000,1.600
3,15:00,1,10,KAN 40,13,14,Thomas Jones for 7 yards,1.600,2.000
3,14:35,2,3,KAN 47,13,20,"Matt Cassel pass complete deep right to Dwayne Bowe for 53 yards, touchdown",2.000,7.000
3,,,,JAX 2,13,21,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,13,21,"Ryan Succop kicks off 63 yards, returned by Deji Karim for 35 yards (tackle by Donald Washington)",0.000,1.730
3,14:12,1,10,JAX 42,13,21,Maurice Jones-Drew left end for -2 yards (tackle by Glenn Dorsey),1.730,0.920
3,13:34,2,12,JAX 40,13,21,"Todd Bouman pass incomplete deep right intended for Mike Thomas (defended by Eric Berry). Penalty on Eric Berry: Defensive Pass Interfere, 37 yards (no play)",0.920,4.040
3,13:27,1,10,KAN 23,13,21,Maurice Jones-Drew right guard for 3 yards (tackle by Jovan Belcher and Derrick Johnson),4.040,3.900
3,12:46,2,7,KAN 20,13,21,Todd Bouman pass complete short right to Marcedes Lewis for 3 yards (tackle by Jovan Belcher),3.900,3.660
3,12:03,3,4,KAN 17,13,21,Todd Bouman pass complete short left to Zach Miller for 8 yards (tackle by Mike Vrabel),3.660,5.140
3,11:26,1,9,KAN 9,13,21,Maurice Jones-Drew middle for no gain (tackle by Brandon Flowers and Shaun Smith),5.140,4.380
3,10:42,2,9,KAN 9,19,21,"Todd Bouman pass complete short right to Mike Sims-Walker for 9 yards, touchdown",4.380,7.000
3,,,,KAN 2,20,21,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,20,21,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
3,10:36,1,10,KAN 20,20,21,Matt Cassel pass complete short right to Tony Moeaki for 15 yards (tackle by Rashean Mathis),0.280,1.270
3,9:59,1,10,KAN 35,20,21,Jamaal Charles left tackle for 2 yards (tackle by Tyson Alualu and Terrance Knighton),1.270,0.990
3,9:21,2,8,KAN 37,20,21,Thomas Jones left guard for 7 yards (tackle by Kirk Morrison),0.990,1.220
3,8:40,3,1,KAN 44,20,21,Jamaal Charles right guard for 1 yard (tackle by Justin Durant and Daryl Smith),1.220,1.930
3,8:12,1,10,KAN 45,20,21,Jamaal Charles middle for 7 yards (tackle by Daryl Smith and Courtney Greene),1.930,2.330
3,7:30,2,3,JAX 48,20,21,Dexter McCluster left end for -2 yards (tackle by Aaron Kampman),2.330,1.360
3,6:45,,,,20,21,Timeout #1 by Kansas City Chiefs,0.000,1.360
3,6:45,3,5,,20,21,Thomas Jones middle for no gain (tackle by Derek Cox),1.360,-0.060
3,6:07,4,5,,20,21,"Dustin Colquitt punts 40 yards, fair catch by Mike Thomas",-0.060,0.380
3,5:59,1,10,JAX 10,20,21,Maurice Jones-Drew middle for 2 yards (tackle by Jovan Belcher and Tyson Jackson),-0.380,-0.630
3,5:19,2,8,JAX 12,20,27,"Todd Bouman pass incomplete short middle intended for Zach Potter is intercepted by Derrick Johnson at JAX-15 and returned for 15 yards, touchdown",-0.630,-7.000
3,,,,JAX 2,20,28,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,20,28,"Ryan Succop kicks off 62 yards, returned by Deji Karim for 17 yards (tackle by Verran Tucker)",0.000,0.610
3,5:07,1,10,JAX 25,20,28,Todd Bouman pass incomplete short right intended for Marcedes Lewis,0.610,0.060
3,5:00,2,10,JAX 25,20,28,Maurice Jones-Drew left tackle for no gain (tackle by Shaun Smith),0.060,-0.620
3,4:14,3,10,JAX 25,20,28,Todd Bouman pass incomplete short right intended for Zach Miller,-0.620,-1.700
3,4:06,,,,20,28,Timeout #2 by Kansas City Chiefs,0.000,-1.700
3,4:06,4,10,JAX 25,20,28,"Adam Podlesh punts 55 yards, fair catch by Javier Arenas",-1.700,-0.280
3,3:58,1,10,KAN 20,20,28,Thomas Jones middle for 3 yards (tackle by Leger Douzable and Aaron Kampman),0.280,0.140
3,3:18,2,7,KAN 23,20,28,Thomas Jones left end for no gain (tackle by Justin Durant),0.140,-0.560
3,2:37,3,7,KAN 23,20,28,Matt Cassel pass complete short right to Dexter McCluster for 8 yards (tackle by Daryl Smith and Don Carey),-0.560,1.000
3,1:58,1,10,KAN 31,20,28,Matt Cassel pass complete short right to Dexter McCluster for 11 yards (tackle by Justin Durant),1.000,1.730
3,1:37,1,10,KAN 42,20,28,Matt Cassel pass complete short middle to Tony Moeaki for 7 yards (tackle by Kirk Morrison),1.730,2.130
3,0:53,2,3,KAN 49,20,28,Thomas Jones left end for -2 yards (tackle by Justin Durant),2.130,1.160
3,0:13,3,5,KAN 47,20,28,"Matt Cassel pass complete short right to Dexter McCluster for 5 yards (tackle by Derek Cox). Penalty on Rashean Mathis: Defensive Holding, 5 yards (no play)",1.160,2.390
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 48,20,28,"Penalty on Dwayne Bowe: False Start, 5 yards (no play)",2.390,2.060
4,15:00,1,15,KAN 47,20,28,Matt Cassel pass complete short right to Dexter McCluster for 9 yards (tackle by Justin Durant),2.060,2.390
4,14:21,2,6,JAX 44,20,28,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,2.390,1.690
4,14:15,3,6,JAX 44,20,28,Jamaal Charles middle for 13 yards (tackle by Tyson Alualu),1.690,3.510
4,13:33,1,10,JAX 31,20,28,Thomas Jones left end for 1 yard (tackle by Tyson Alualu and Don Carey),3.510,3.100
4,12:53,2,9,JAX 30,20,28,Jamaal Charles middle for 2 yards (tackle by Landon Cohen),3.100,2.680
4,12:08,3,7,JAX 28,20,28,Matt Cassel pass complete short left to Dexter McCluster for 4 yards (tackle by William Middleton and Derek Cox),2.680,1.970
4,11:23,4,3,JAX 24,20,28,Jamaal Charles right end for -1 yards (tackle by Rashean Mathis),1.970,-0.610
4,11:16,1,10,JAX 25,20,28,Todd Bouman pass complete short left to Maurice Jones-Drew for 29 yards (tackle by Mike Vrabel),0.610,2.520
4,10:43,1,10,KAN 46,20,28,Todd Bouman pass incomplete deep left intended for Mike Sims-Walker (defended by Brandon Carr),2.520,1.980
4,10:37,2,10,KAN 46,20,28,"Deji Karim left end for 2 yards (tackle by Eric Berry). Deji Karim fumbles (forced by Eric Berry), recovered by Mike Thomas at KAN-44",1.980,1.550
4,9:50,3,8,KAN 44,20,28,Todd Bouman pass incomplete deep left intended for Mike Sims-Walker,1.550,0.330
4,9:45,4,8,KAN 44,20,28,"Adam Podlesh punts 29 yards, fair catch by Javier Arenas",0.330,0.220
4,9:37,1,10,KAN 15,20,28,Jamaal Charles left tackle for 2 yards (tackle by Aaron Kampman),-0.220,-0.440
4,9:01,2,8,KAN 17,20,28,Matt Cassel pass incomplete short left intended for Dwayne Bowe,-0.440,-1.120
4,8:55,3,8,KAN 17,20,28,Matt Cassel pass complete short right to Terrance Copper for 16 yards (tackle by Rashean Mathis),-1.120,1.140
4,8:11,1,10,KAN 33,20,28,Thomas Jones middle for 2 yards (tackle by Terrance Knighton and Tyson Alualu),1.140,0.860
4,7:30,2,8,KAN 35,20,28,Jamaal Charles right tackle for 7 yards (tackle by Kirk Morrison),0.860,1.090
4,6:45,3,1,KAN 42,20,28,Matt Cassel pass complete short right to Mike Cox for 13 yards (tackle by Justin Durant),1.090,2.590
4,6:01,1,10,JAX 45,20,28,"Jamaal Charles left end for 11 yards (tackle by Derek Cox). Penalty on Derek Cox: Unnecessary Roughness, 15 yards",2.590,4.310
4,5:38,1,10,JAX 19,20,28,"Penalty on Ryan Lilja: False Start, 5 yards (no play)",4.310,3.970
4,5:19,1,15,JAX 24,20,28,Jamaal Charles middle for 18 yards (tackle by Don Carey),3.970,5.830
4,4:36,1,6,JAX 6,20,28,Thomas Jones middle for no gain (tackle by Terrance Knighton and Courtney Greene),5.830,4.950
4,3:52,2,6,JAX 6,20,34,"Matt Cassel pass complete short left to Dwayne Bowe for 6 yards, touchdown",4.950,7.000
,,,,,,,"JAX challenged the pass completion ruling, and the play was upheld.",,
4,,,,JAX 2,20,35,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,20,35,"Ryan Succop kicks off 65 yards, returned by Deji Karim for 19 yards (tackle by Cory Greenwood)",0.000,0.540
4,3:40,1,10,JAX 24,20,35,Todd Bouman pass incomplete short right intended for Maurice Jones-Drew,0.540,0.000
4,3:35,2,10,JAX 24,20,35,Todd Bouman pass complete short right to Maurice Jones-Drew for 4 yards (tackle by Demorrio Williams),0.000,-0.160
4,3:25,3,6,JAX 28,20,35,Todd Bouman pass incomplete is intercepted by Eric Berry at JAX-47 and returned for 35 yards,-0.160,-4.780
4,3:08,1,10,JAX 12,20,35,Jackie Battle middle for 6 yards (tackle by Courtney Greene and Don Carey),4.780,5.210
4,2:25,2,4,JAX 6,20,35,Jackie Battle middle for 5 yards (tackle by Courtney Greene),5.210,6.970
4,2:00,1,1,JAX 1,20,41,"Jackie Battle middle for 1 yard, touchdown",6.970,7.000
4,,,,JAX 2,20,42,"Ryan Succop kicks extra point good. Penalty on JAX: Defensive 12 On-field, 5 yards",0.000,0.000
4,,,,KAN 35,20,42,"Ryan Succop kicks off 64 yards, returned by Deji Karim for 15 yards (tackle by Corey Mays). Penalty on Greg Jones: Offensive Holding, 8 yards",0.000,-0.380
4,1:48,1,10,JAX 8,20,42,Deji Karim middle for 13 yards (tackle by Demorrio Williams),-0.380,0.340
4,1:24,1,10,JAX 21,20,42,Todd Bouman pass complete short middle to Zach Miller for 9 yards (tackle by Javier Arenas),0.340,1.020
4,1:03,2,1,JAX 30,20,42,Todd Bouman pass complete short middle to Zach Miller for 8 yards (tackle by Cory Greenwood and Jon McGraw),1.020,1.470
4,0:41,1,10,JAX 38,20,42,Todd Bouman pass incomplete short left intended for Deji Karim (defended by Brandon Carr),1.470,0.920
4,0:37,2,10,JAX 38,20,42,Deji Karim middle for 7 yards (tackle by Demorrio Williams),0.920,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
