Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Rhamondre Stevenson,NWE,10,9,76,0,2,-9,-1.0,85,9.4,-1.2,0,,1,10.0,0,98.3
Nelson Agholor,NWE,8,6,65,1,2,38,6.3,27,4.5,9.9,1,6.0,0,0.0,0,138.0
DeVante Parker,NWE,4,4,80,0,4,71,17.8,9,2.3,17.8,0,,0,0.0,0,118.7
Kendrick Bourne,NWE,4,3,36,0,1,22,7.3,14,4.7,6.8,0,,0,0.0,0,102.1
Hunter Henry,NWE,5,3,63,1,2,20,6.7,43,14.3,8.8,0,,0,0.0,0,143.7
Jakobi Meyers,NWE,4,3,62,0,3,57,19.0,5,1.7,21.5,0,,0,0.0,0,116.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justin Jefferson,MIN,11,9,139,1,5,99,11.0,40,4.4,9.8,0,,0,0.0,0,149.1
Adam Thielen,MIN,10,9,61,1,4,37,4.1,24,2.7,4.0,0,,0,0.0,0,125.4
T.J. Hockenson,MIN,6,5,43,1,3,23,4.6,20,4.0,4.2,0,,0,0.0,0,136.1
Dalvin Cook,MIN,5,4,14,0,2,-3,-0.8,17,4.3,-0.6,0,,1,20.0,0,79.2
Johnny Mundt,MIN,2,2,20,0,1,6,3.0,14,7.0,3.0,0,,0,0.0,0,108.3
K.J. Osborn,MIN,2,1,8,0,0,4,4.0,4,4.0,11.0,0,,0,0.0,1,20.8
Jalen Reagor,MIN,1,1,25,0,1,13,13.0,12,12.0,13.0,0,,0,0.0,0,118.7
