Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1,2:01,4,1,NYG 5,3,0,Eddie George left tackle for -2 yards (tackle by Kevin Lewis),3.030,0.380
1,1:52,1,10,NYG 7,3,0,Kurt Warner sacked by Greg Ellis for -4 yards,-0.380,-1.070
1,1:22,2,14,NYG 3,3,0,Tiki Barber up the middle for 3 yards (tackle by Kenyon Coleman),-1.070,-1.540
1,0:44,3,11,NYG 6,3,0,Kurt Warner pass complete to Tiki Barber for 10 yards (tackle by Bradie James),-1.540,-2.390
1,0:03,4,1,NYG 16,3,0,"Jeff Feagles punts 45 yards, returned by Terence Newman for 6 yards (tackle by Kevin Lewis)",-2.390,-1.930
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 45,3,0,"Eddie George up the middle for no gain (tackle by Michael Strahan). Eddie George fumbles (forced by Michael Strahan), recovered by Eddie George at DAL-45",1.930,1.380
2,14:17,2,10,DAL 45,3,0,Vinny Testaverde pass complete to Keyshawn Johnson for 18 yards (tackle by Kevin Lewis),1.380,3.120
2,13:45,1,10,NYG 37,3,0,Keyshawn Johnson pass incomplete intended for Richie Anderson (defended by Will Allen),3.120,2.570
2,13:45,2,10,NYG 37,3,0,Richie Anderson for 9 yards (tackle by Will Allen),2.570,3.070
2,12:55,3,1,NYG 28,3,0,Eddie George right tackle for 7 yards (tackle by Will Allen),3.070,4.170
2,12:17,1,10,NYG 21,3,0,Eddie George up the middle for 1 yard (tackle by Gibril Wilson),4.170,3.760
2,11:58,2,9,NYG 20,3,0,Richie Anderson right tackle for 1 yard (tackle by Michael Strahan),3.760,3.180
2,10:49,3,8,NYG 19,3,0,Vinny Testaverde pass complete to Terry Glenn for 10 yards (tackle by Will Allen),3.180,5.140
2,10:31,1,9,NYG 9,3,0,Eddie George left tackle for 2 yards (tackle by Barrett Green),5.140,4.760
2,9:32,2,7,NYG 7,3,0,Vinny Testaverde pass incomplete intended for Keyshawn Johnson,4.760,3.810
2,9:28,3,7,NYG 7,3,6,"Vinny Testaverde pass complete to Keyshawn Johnson for 7 yards, touchdown",3.810,7.000
2,,,,NYG 2,3,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,3,7,"Billy Cundiff kicks off 65 yards, returned by Mike Cloud for 26 yards (tackle by Randal Williams)",0.000,1.000
2,9:18,1,10,NYG 31,3,7,"Tiki Barber left end for 3 yards (tackle by Chad Eaton). Penalty on Chris Cooper: Defensive Offside, 5 yards (no play)",1.000,1.730
2,9:00,1,5,NYG 36,3,7,Kurt Warner pass incomplete intended for Tim Carter (defended by Randal Williams),1.730,1.140
2,8:54,2,5,NYG 36,3,7,Tiki Barber up the middle for 6 yards (tackle by Randal Williams),1.140,1.730
2,7:25,1,10,NYG 42,3,7,Tiki Barber up the middle for no gain (tackle by La'Roi Glover),1.730,1.190
2,7:25,2,10,NYG 42,3,7,"Kurt Warner pass complete to Amani Toomer for 6 yards (tackle by Dat Nguyen). Amani Toomer fumbles (forced by Dat Nguyen), recovered by Jacques Reeves at DAL-39",1.190,-1.530
2,7:04,1,10,DAL 39,3,7,ReShard Lee up the middle for 4 yards (tackle by Keith Washington),1.530,1.530
2,6:43,2,6,DAL 43,3,7,Vinny Testaverde pass complete to Jason Witten for 10 yards (tackle by Kevin Lewis),1.530,2.460
2,5:56,1,10,NYG 47,3,7,ReShard Lee up the middle for 14 yards (tackle by Gibril Wilson),2.460,3.380
2,5:15,1,10,NYG 33,3,7,ReShard Lee right end for 7 yards (tackle by Will Allen),3.380,3.780
2,4:29,2,3,NYG 26,3,7,ReShard Lee up the middle for 3 yards (tackle by Michael Strahan and Norman Hand),3.780,4.040
2,3:53,1,10,NYG 23,3,7,Vinny Testaverde pass complete to Keyshawn Johnson for 9 yards (tackle by Will Allen),4.040,4.950
2,3:10,2,1,NYG 14,3,7,"Penalty on Jason Witten: False Start, 5 yards (no play)",4.950,4.050
2,2:48,2,6,NYG 19,3,7,Richie Anderson up the middle for 3 yards (tackle by William Joseph),4.050,3.850
2,2:06,3,3,NYG 16,3,7,Vinny Testaverde sacked by Gibril Wilson for -7 yards,3.850,1.930
2,2:00,4,10,NYG 23,3,10,Billy Cundiff 41 yard field goal good,1.930,3.000
2,,,,DAL 30,3,10,"Billy Cundiff kicks off 59 yards, returned by Mike Cloud for 24 yards (tackle by Randal Williams)",0.000,1.270
2,1:50,1,10,NYG 35,3,10,Kurt Warner pass incomplete intended for Tim Carter,1.270,0.720
2,1:45,2,10,NYG 35,3,10,Kurt Warner pass incomplete intended for Tiki Barber,0.720,0.040
2,1:40,3,10,NYG 35,3,10,Kurt Warner pass incomplete intended for Ike Hilliard,0.040,-1.040
2,1:35,4,10,NYG 35,3,10,"Jeff Feagles punts 53 yards, returned by Dedric Ward for 11 yards (tackle by Mike Cloud)",-1.040,-0.480
2,1:25,1,10,DAL 23,3,10,Richie Anderson left tackle for 13 yards (tackle by Terry Cousin),0.480,1.330
2,1:03,1,10,DAL 36,3,10,"Penalty on Antonio Bryant: False Start, 5 yards (no play)",1.330,1.000
2,0:59,1,15,DAL 31,3,10,Richie Anderson up the middle for 14 yards (tackle by Terry Cousin),1.000,2.010
2,0:54,,,,3,10,Timeout #1 by Dallas Cowboys,0.000,2.010
2,0:54,2,1,DAL 45,3,10,"Vinny Testaverde pass complete to Jason Witten for 8 yards (tackle by Barrett Green). Jason Witten fumbles (forced by Barrett Green), recovered by Barrett Green at NYG-47 (tackle by Jason Witten)",2.010,-2.060
2,0:45,1,10,NYG 47,3,10,"Kurt Warner pass complete to Jeremy Shockey for 19 yards (tackle by Terence Newman). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.060,1.400
2,0:34,1,20,NYG 37,3,10,Kurt Warner pass complete to Jeremy Shockey for 9 yards (tackle by Dat Nguyen),1.400,1.380
2,0:27,,,,3,10,Timeout #2 by New York Giants,0.000,1.380
2,0:27,2,11,NYG 46,3,10,Kurt Warner pass complete to Ike Hilliard for 16 yards (tackle by Terence Newman),1.380,3.050
2,0:21,1,10,DAL 38,3,10,"Kurt Warner pass complete to Tiki Barber for 4 yards (tackle by Kalen Thornton). Penalty on Nate Jones: Defensive Holding, 5 yards (no play)",3.050,3.380
2,0:16,1,10,DAL 33,3,10,Kurt Warner pass incomplete intended for Jeremy Shockey,3.380,2.840
2,0:12,2,10,DAL 33,3,10,Kurt Warner pass incomplete intended for Ike Hilliard (defended by Dexter Coakley),2.840,2.150
2,0:07,,,,3,10,Timeout #3 by New York Giants,0.000,2.150
2,0:07,3,10,DAL 33,6,10,Steve Christie 51 yard field goal good,2.150,3.000
2,,,,NYG 30,6,10,"Steve Christie kicks off 43 yards, returned by Nate Jones for 25 yards (tackle by Frank Walker)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,6,10,"Steve Christie kicks off 63 yards, returned by Bruce Thornton for 19 yards (tackle by Jim Maxwell)",0.000,0.670
3,14:55,1,10,DAL 26,6,10,Vinny Testaverde pass incomplete intended for Terry Glenn,0.670,0.130
3,14:52,2,10,DAL 26,6,10,Vinny Testaverde pass complete to Keyshawn Johnson for 9 yards (tackle by Will Allen),0.130,0.630
3,14:08,3,1,DAL 35,6,10,Eddie George left tackle for 3 yards (tackle by Barrett Green),0.630,1.470
3,13:31,1,10,DAL 38,6,10,Eddie George left tackle for 9 yards (tackle by Will Allen),1.470,2.140
3,12:55,2,1,DAL 47,6,10,Darian Barnes up the middle for 8 yards (tackle by Brent Alexander),2.140,2.590
3,12:12,1,10,NYG 45,6,10,Richie Anderson up the middle for 6 yards (tackle by Norman Hand),2.590,2.850
3,11:30,2,4,NYG 39,6,10,Eddie George right end for 1 yard (tackle by Kevin Lewis),2.850,2.280
3,10:49,3,3,NYG 38,6,10,Vinny Testaverde pass incomplete intended for Jason Witten. Penalty on Andre Gurode: Offensive Holding (Declined),2.280,0.720
3,10:44,4,3,NYG 38,6,10,"Mat McBriar punts 24 yards, fair catch by Mark Jones",0.720,0.280
3,10:37,1,10,NYG 14,6,10,Kurt Warner pass complete to Amani Toomer for 6 yards (tackle by Jacques Reeves),-0.280,0.150
3,9:59,2,4,NYG 20,6,10,Tiki Barber right end for 3 yards (tackle by Leonardo Carson),0.150,-0.320
3,9:15,3,1,NYG 23,6,10,Kurt Warner pass incomplete intended for Ike Hilliard,-0.320,-1.830
3,9:10,4,1,NYG 23,6,10,"Jeff Feagles punts 41 yards, returned by Terence Newman for 3 yards (tackle by Kevin Lewis). Penalty on Keith Davis: Running Into the Kicker, 5 yards, Penalty on Nate Jones: Offensive Holding (Declined) (no play)",-1.830,0.810
3,9:00,1,10,NYG 28,6,10,Tiki Barber left tackle for 58 yards (tackle by Greg Ellis),0.810,4.650
3,8:04,,,,6,10,Timeout #1 by New York Giants,0.000,4.650
3,8:04,1,10,DAL 14,6,10,"Kurt Warner sacked by Greg Ellis for -2 yards. Penalty on Greg Ellis: Face Mask (15 Yards), 8 yards",4.650,5.370
3,7:46,1,8,DAL 8,6,10,Tiki Barber left end for 1 yard (tackle by Tony Dixon),5.370,4.760
3,7:07,2,7,DAL 7,6,10,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",4.760,3.860
3,6:39,2,12,DAL 12,6,10,"Kurt Warner sacked by La'Roi Glover for -3 yards. Kurt Warner fumbles (forced by La'Roi Glover), recovered by Chris Snee at DAL-12. Penalty on Dat Nguyen: Personal Foul, 6 yards",3.860,5.830
3,6:04,1,6,DAL 6,6,10,Tiki Barber right tackle for 4 yards (tackle by Terence Newman),5.830,5.720
3,5:43,2,2,DAL 2,6,10,Tiki Barber right guard for 1 yard (tackle by Dat Nguyen),5.720,5.170
3,5:03,3,1,DAL 1,12,10,"Kurt Warner pass complete to Jeremy Shockey for 1 yard, touchdown",5.170,7.000
3,,,,DAL 2,13,10,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,13,10,"Steve Christie kicks off 59 yards, returned by Bruce Thornton for 24 yards (tackle by Curtis DeLoatch)",0.000,1.270
3,4:53,1,10,DAL 35,13,10,Eddie George right tackle for 3 yards (tackle by Lance LeGree and Barrett Green),1.270,1.130
3,4:17,2,7,DAL 38,13,10,"Vinny Testaverde pass complete to Jason Witten for 5 yards (tackle by Michael Strahan). Penalty on Michael Strahan: Face Mask (15 Yards), 15 yards",1.130,2.790
3,3:49,1,10,NYG 42,13,10,Eddie George up the middle for 2 yards (tackle by Carlos Emmons),2.790,2.510
3,3:07,2,8,NYG 40,13,10,Eddie George up the middle for 9 yards (tackle by Carlos Emmons),2.510,3.510
3,2:25,1,10,NYG 31,13,10,Eddie George left tackle for 4 yards (tackle by Lance LeGree and William Joseph),3.510,3.510
3,1:18,2,6,NYG 27,13,10,Richie Anderson up the middle for no gain (tackle by Brent Alexander),3.510,2.810
3,1:00,3,6,NYG 27,13,10,Vinny Testaverde sacked by Osi Umenyiora for -7 yards,2.810,1.060
3,0:23,4,13,NYG 34,13,10,Billy Cundiff 52 yard field goal no good,1.060,-1.730
3,0:18,1,10,NYG 42,13,10,Kurt Warner pass complete to Amani Toomer for 12 yards,1.730,2.520
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 46,13,10,Kurt Warner pass complete to Jeremy Shockey for 8 yards (tackle by Alshermond Singleton),2.520,3.060
4,14:28,2,2,DAL 38,13,10,Tiki Barber up the middle for 2 yards (tackle by Kenyon Coleman),3.060,3.180
4,13:41,1,10,DAL 36,13,10,Kurt Warner pass complete to Tiki Barber for 5 yards (tackle by Alshermond Singleton),3.180,3.310
4,13:00,2,5,DAL 31,13,10,"Penalty on Kurt Warner: False Start, 5 yards (no play)",3.310,2.640
4,12:42,2,10,DAL 36,13,10,Kurt Warner pass incomplete (defended by Greg Ellis),2.640,1.950
4,12:38,3,10,DAL 36,13,10,Kurt Warner pass complete to Tiki Barber for 7 yards (tackle by Terence Newman),1.950,1.580
4,12:05,4,3,DAL 29,16,10,Steve Christie 47 yard field goal good,1.580,3.000
4,,,,NYG 30,16,10,"Steve Christie kicks off 58 yards, returned by ReShard Lee for 22 yards (tackle by Jack Brewer)",0.000,1.200
4,11:57,1,10,DAL 34,16,10,Vinny Testaverde pass complete to Richie Anderson for 3 yards (tackle by Gibril Wilson),1.200,1.060
4,11:17,2,7,DAL 37,16,10,Vinny Testaverde pass incomplete intended for Keyshawn Johnson,1.060,0.370
4,11:13,3,7,DAL 37,16,10,Vinny Testaverde pass complete to Jason Witten for 6 yards (tackle by Carlos Emmons),0.370,-0.520
4,10:44,4,1,DAL 43,16,10,Vinny Testaverde pass complete to Darian Barnes for no gain,-0.520,-2.790
4,10:14,1,10,DAL 42,16,10,Kurt Warner pass incomplete intended for Amani Toomer,2.790,2.240
4,10:08,2,10,DAL 42,16,10,Kurt Warner pass complete to Amani Toomer for 16 yards (tackle by Jacques Reeves),2.240,3.840
4,9:42,1,10,DAL 26,16,10,Tiki Barber left guard for 4 yards (tackle by Tony Dixon and Dat Nguyen),3.840,3.840
4,9:00,2,6,DAL 22,16,10,Kurt Warner pass complete to Amani Toomer for 8 yards (tackle by Jacques Reeves),3.840,4.650
4,8:33,1,10,DAL 14,16,10,Tiki Barber left end for 5 yards (tackle by La'Roi Glover),4.650,4.900
4,7:56,2,5,DAL 9,16,10,"Penalty on David Diehl: False Start, 5 yards (no play)",4.900,4.000
4,7:44,2,10,DAL 14,16,10,Tiki Barber left tackle for 7 yards (tackle by Randal Williams),4.000,4.500
4,7:02,3,3,DAL 7,16,10,Tiki Barber left end for -1 yards (tackle by Randal Williams),4.500,2.980
4,6:20,4,4,DAL 8,19,10,Steve Christie 26 yard field goal good,2.980,3.000
4,,,,NYG 30,19,10,"Steve Christie kicks off 63 yards, returned by Nate Jones for 18 yards (tackle by Jack Brewer). Penalty on Bradie James: Offensive Holding, 10 yards",0.000,-0.220
4,6:09,1,10,DAL 15,19,10,Vinny Testaverde pass incomplete intended for Antonio Bryant,-0.220,-0.710
4,6:04,2,10,DAL 15,19,10,Richie Anderson up the middle for 6 yards (tackle by Michael Strahan),-0.710,-0.630
4,5:44,3,4,DAL 21,19,10,Vinny Testaverde pass incomplete intended for Jason Witten,-0.630,-1.960
4,5:40,4,4,DAL 21,19,10,"Mat McBriar punts 48 yards, returned by Mark Jones for -1 yards (tackle by Keith Davis)",-1.960,-0.940
4,5:29,1,10,NYG 30,19,10,Kurt Warner pass incomplete intended for Amani Toomer,0.940,0.390
4,5:23,2,10,NYG 30,19,10,Kurt Warner pass incomplete intended for Amani Toomer (defended by Alshermond Singleton),0.390,-0.300
4,5:19,3,10,NYG 30,19,10,Kurt Warner pass complete to Tiki Barber for 55 yards (tackle by Tony Dixon),-0.300,4.580
4,4:29,1,10,DAL 15,19,10,Mike Cloud up the middle for 3 yards (tackle by Bradie James and Dat Nguyen),4.580,4.450
4,3:48,2,7,DAL 12,19,10,Mike Cloud right tackle for 1 yard (tackle by Greg Ellis),4.450,3.780
4,3:05,3,6,DAL 11,19,10,Tiki Barber left end for 8 yards (tackle by Greg Ellis),3.780,6.510
4,2:14,1,3,DAL 3,25,10,"Tiki Barber right tackle for 3 yards, touchdown",6.510,7.000
4,,,,DAL 2,26,10,Steve Christie kicks extra point good,0.000,0.000
4,,,,NYG 30,26,10,"Steve Christie kicks off 44 yards, returned by ReShard Lee for no gain",0.000,0.670
4,2:14,1,10,DAL 26,26,10,Vinny Testaverde pass complete to Jason Witten for 6 yards (tackle by Will Allen),0.670,0.940
4,2:00,2,4,DAL 32,26,10,Vinny Testaverde pass complete to Antonio Bryant for 15 yards,0.940,2.060
4,1:55,1,10,DAL 47,26,10,Vinny Testaverde pass complete to Terry Glenn for 14 yards (tackle by Brent Alexander),2.060,2.980
4,1:48,1,10,NYG 39,26,10,"Penalty on Torrin Tucker: False Start, 5 yards (no play)",2.980,2.650
4,1:48,1,15,NYG 44,26,10,Vinny Testaverde pass incomplete intended for Antonio Bryant is intercepted by Will Allen at NYG-2 and returned for 9 yards (tackle by Keyshawn Johnson),2.650,0.370
4,1:38,1,10,NYG 11,26,10,Tiki Barber up the middle for 2 yards (tackle by Leonardo Carson),-0.370,-0.630
4,0:55,2,8,NYG 13,26,10,Tiki Barber up the middle for 2 yards (tackle by Marcellus Wiley),-0.630,-0.950
4,0:36,3,6,NYG 15,26,10,Kurt Warner for -1 yards,-0.950,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
