Quarter,Time,Tm,Detail,NYG,DAL
1.0,5:02,Giants,Steve Christie 31 yard field goal,3,0
2.0,9:24,Cowboys,Keyshawn Johnson 7 yard pass from Vinny Testaverde (Billy Cundiff kick),3,7
,1:56,Cowboys,Billy Cundiff 41 yard field goal,3,10
,0:02,Giants,Steve Christie 51 yard field goal,6,10
3.0,4:58,Giants,Jeremy Shockey 1 yard pass from Kurt Warner (Steve Christie kick),13,10
4.0,12:02,Giants,Steve Christie 47 yard field goal,16,10
,6:16,Giants,Steve Christie 26 yard field goal,19,10
,2:14,Giants,Tiki Barber 3 yard rush (Steve Christie kick),26,10
