Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 62 yards, returned by Richard Alston for 74 yards (tackle by Ricardo Colclough)",0.000,4.370
1,14:48,1,10,PIT 18,0,0,Lee Suggs left guard for 7 yards (tackle by Chris Hope),4.370,5.010
1,14:04,2,3,PIT 11,0,0,Lee Suggs right end for -3 yards (tackle by James Harrison),5.010,3.630
1,13:18,3,6,PIT 14,0,0,Jeff Garcia up the middle for 1 yard (tackle by James Harrison),3.630,2.620
1,12:38,4,5,PIT 13,0,3,Phil Dawson 31 yard field goal good,2.620,3.000
1,,,,CLE 30,0,3,"Phil Dawson kicks off 67 yards, returned by Antwaan Randle El for 22 yards (tackle by Lewis Sanders)",0.000,0.610
1,12:27,1,10,PIT 25,0,3,Jerome Bettis right guard for 7 yards (tackle by Robert Griffith and Chris Crocker),0.610,1.010
1,11:49,2,3,PIT 32,0,3,Ben Roethlisberger pass incomplete is intercepted by Daylon McCutcheon at CLE-29 and returned for -2 yards (tackle by Hines Ward),1.010,-0.740
1,11:39,1,10,CLE 27,0,3,Jeff Garcia left end for 6 yards (tackle by Chris Hoke),0.740,1.010
1,10:59,2,4,CLE 33,0,3,Jeff Garcia pass complete to Antonio Bryant for 14 yards (tackle by Deshea Townsend),1.010,2.060
1,10:33,1,10,CLE 47,0,3,Lee Suggs right tackle for 2 yards (tackle by Troy Polamalu and Larry Foote),2.060,1.790
1,9:57,2,8,CLE 49,0,3,Lee Suggs right tackle for 3 yards (tackle by James Farrior),1.790,1.490
1,9:19,3,5,PIT 48,0,3,Jeff Garcia pass incomplete intended for Terrelle Smith,1.490,0.070
1,9:13,4,5,PIT 48,0,3,"Derrick Frost punts 33 yards, returned by Antwaan Randle El for 8 yards (tackle by Aaron Shea). Penalty on Ike Taylor: Illegal Block Above the Waist, 8 yards",0.070,0.380
1,9:03,1,10,PIT 7,0,3,Jerome Bettis left tackle for no gain (tackle by Robert Griffith and Kenard Lang),-0.380,-0.780
1,8:22,2,10,PIT 7,0,3,Ben Roethlisberger pass complete to Hines Ward for 18 yards (tackle by Daylon McCutcheon),-0.780,0.610
1,7:52,1,10,PIT 25,0,3,Ben Roethlisberger pass complete to Hines Ward for 2 yards (tackle by Daylon McCutcheon),0.610,0.330
1,7:12,2,8,PIT 27,0,3,Jerome Bettis left end for 2 yards (tackle by Robert Griffith and Warrick Holdman),0.330,-0.100
1,6:41,3,6,PIT 29,0,3,Ben Roethlisberger pass complete to Plaxico Burress for 10 yards (tackle by Earl Little),-0.100,1.530
1,5:58,1,10,PIT 39,0,3,Ben Roethlisberger pass complete to Hines Ward for 22 yards (tackle by Chris Crocker),1.530,2.980
1,5:15,1,10,CLE 39,0,3,Jerome Bettis left tackle for 4 yards (tackle by Chaun Thompson and Alvin McKinley),2.980,2.980
1,4:36,2,6,CLE 35,0,3,Jerome Bettis left end for 5 yards,2.980,2.940
1,4:03,3,1,CLE 30,0,3,Jerome Bettis left tackle for 4 yards (tackle by Chris Crocker),2.940,3.840
1,3:23,1,10,CLE 26,0,3,Ben Roethlisberger left end for 9 yards (tackle by Robert Griffith),3.840,4.640
1,2:35,2,1,CLE 17,0,3,Willie Parker right end for 6 yards,4.640,4.840
1,1:53,1,10,CLE 11,0,3,Hines Ward right end for 1 yard (tackle by Daylon McCutcheon),4.840,4.320
1,1:10,2,9,CLE 10,0,3,"Ben Roethlisberger sacked by Ebenezer Ekuban for -5 yards. Penalty on Kenard Lang: Defensive Holding, 5 yards (no play)",4.320,6.060
1,0:47,1,5,CLE 5,6,3,"Jerome Bettis right guard for 5 yards, touchdown",6.060,7.000
1,,,,CLE 2,7,3,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,3,"Jeff Reed kicks off 52 yards, returned by Richard Alston for 3 yards, lateral to Lewis Sanders for -1 yards",0.000,0.280
1,0:36,1,10,CLE 20,7,3,Jeff Garcia pass complete to Dennis Northcutt for 11 yards (tackle by Willie J. Williams),0.280,1.000
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 31,7,3,Jeff Garcia pass incomplete intended for Aaron Shea,1.000,0.460
2,14:56,2,10,CLE 31,7,3,Lee Suggs right guard for -6 yards (tackle by Kendrell Bell). Penalty on Melvin Fowler: Offensive Holding (Declined),0.460,-1.020
2,14:30,3,16,CLE 25,7,3,Jeff Garcia pass incomplete intended for Antonio Bryant,-1.020,-1.700
2,14:25,4,16,CLE 25,7,3,"Derrick Frost punts 37 yards, returned by Antwaan Randle El for 29 yards (tackle by Chris Crocker)",-1.700,-3.380
2,14:12,1,10,CLE 33,7,3,Ben Roethlisberger sacked by Chaun Thompson for -5 yards,3.380,2.160
2,13:39,2,15,CLE 38,7,3,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Daylon McCutcheon),2.160,1.490
2,13:31,3,15,CLE 38,7,3,Ben Roethlisberger pass incomplete intended for Willie Parker,1.490,0.720
2,13:27,4,15,CLE 38,7,3,Chris Gardocki punts 35 yards,0.720,0.380
2,13:17,1,10,CLE 3,7,3,Jeff Garcia pass incomplete intended for Lee Suggs,-0.380,-0.780
2,13:12,2,10,CLE 3,7,3,Lee Suggs left guard for 7 yards (tackle by Chris Hope and Chris Hoke),-0.780,-0.600
2,12:29,3,3,CLE 10,7,3,Lee Suggs left tackle for 7 yards (tackle by Clark Haggans and Deshea Townsend),-0.600,-0.060
2,11:50,1,10,CLE 17,7,3,Jeff Garcia pass complete to Frisman Jackson for 7 yards (tackle by Larry Foote),-0.060,0.480
2,11:16,2,3,CLE 24,7,3,Lee Suggs left guard for no gain (tackle by Chris Hoke and Clark Haggans),0.480,-0.370
2,10:36,3,3,CLE 24,7,3,Jeff Garcia pass incomplete intended for Aaron Shea,-0.370,-1.770
2,10:31,4,3,CLE 24,7,3,Derrick Frost punts 38 yards,-1.770,-1.470
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
2,10:21,1,10,PIT 38,7,3,Ben Roethlisberger pass incomplete intended for Jerame Tuman (defended by Warrick Holdman),1.470,0.920
2,10:16,2,10,PIT 38,7,3,Jerome Bettis right tackle for 6 yards,0.920,1.020
2,9:37,3,4,PIT 44,7,3,Ben Roethlisberger pass complete to Plaxico Burress for 13 yards (tackle by Anthony Henry),1.020,2.720
2,8:52,1,10,CLE 43,7,3,Jerome Bettis left tackle for 4 yards,2.720,2.720
2,8:08,2,6,CLE 39,7,3,Ben Roethlisberger pass complete to Plaxico Burress for 12 yards (tackle by Anthony Henry),2.720,3.780
2,7:41,1,10,CLE 27,7,3,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",3.780,3.450
2,7:22,1,15,CLE 32,7,3,Jerome Bettis right guard for 6 yards (tackle by Tyrone Rogers and Robert Griffith),3.450,3.370
2,6:44,,,,7,3,Timeout #1 by Pittsburgh Steelers,0.000,3.370
2,6:44,2,9,CLE 26,7,3,Ben Roethlisberger right end for 20 yards (tackle by Daylon McCutcheon),3.370,5.830
2,5:57,1,6,CLE 6,7,3,Jerome Bettis right guard for 2 yards (tackle by Gerard Warren and Kenard Lang),5.830,5.340
2,5:16,2,4,CLE 4,7,3,Jerome Bettis right guard for 3 yards (tackle by Chaun Thompson and Alvin McKinley),5.340,5.170
2,4:34,3,1,CLE 1,13,3,"Jerome Bettis left guard for 1 yard, touchdown",5.170,7.000
2,,,,CLE 2,14,3,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,3,"Jeff Reed kicks off 69 yards, returned by Richard Alston for no gain",,
2,4:26,1,10,CLE 1,14,3,Lee Suggs left guard for no gain (tackle by Kendrell Bell),-0.380,-0.780
2,3:46,2,10,CLE 1,14,3,Jeff Garcia pass complete to Dennis Northcutt for 58 yards (tackle by Chris Hope),-0.780,2.850
2,3:13,1,10,PIT 41,14,3,Lee Suggs left guard for 2 yards (tackle by Kendrell Bell and James Farrior),2.850,2.580
2,2:29,2,8,PIT 39,14,3,Jeff Garcia left end for 12 yards (tackle by Troy Polamalu),2.580,3.780
2,2:00,1,10,PIT 27,14,3,Jeff Garcia pass incomplete intended for Antonio Bryant is intercepted by Troy Polamalu at PIT-2,3.780,0.380
2,1:52,1,10,PIT 2,14,3,Jerome Bettis left tackle for 4 yards (tackle by Chaun Thompson and Daylon McCutcheon),-0.380,-0.490
2,1:46,,,,14,3,Timeout #1 by Cleveland Browns,0.000,-0.490
2,1:46,2,6,PIT 6,14,3,Jerome Bettis right tackle for 3 yards (tackle by Daylon McCutcheon),-0.490,-0.600
2,1:41,,,,14,3,Timeout #2 by Cleveland Browns,0.000,-0.600
2,1:41,3,3,PIT 9,14,3,Ben Roethlisberger pass complete to Antwaan Randle El for 19 yards (tackle by Anthony Henry),-0.600,0.810
2,1:36,1,10,PIT 28,14,3,"Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Anthony Henry). Penalty on Plaxico Burress: Offensive Pass Interference, 10 yards (no play)",0.810,-0.040
2,1:28,1,20,PIT 18,14,3,Jerome Bettis right guard for 7 yards (tackle by Warrick Holdman and Ebenezer Ekuban),-0.040,-0.140
2,0:40,2,13,PIT 25,14,3,"Ben Roethlisberger kneels for no gain. Penalty on Plaxico Burress: Illegal Formation, 5 yards (no play)",-0.140,-0.820
2,0:38,2,18,PIT 20,14,3,Jerome Bettis right guard for no gain (tackle by Kenard Lang and Alvin McKinley),-0.820,-1.480
2,0:32,,,,14,3,Timeout #3 by Cleveland Browns,0.000,-1.480
2,0:32,3,18,PIT 20,14,3,Ben Roethlisberger kneels for -1 yards,-1.480,-2.140
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,14,3,"Phil Dawson kicks off 67 yards, returned by Antwaan Randle El for 32 yards (tackle by Eric Westmoreland). Penalty on Jerame Tuman: Illegal Block Above the Waist, 10 yards",0.000,0.150
3,14:54,1,10,PIT 19,14,3,Jerome Bettis left tackle for 6 yards (tackle by Chaun Thompson),0.150,0.480
3,14:17,2,4,PIT 25,14,3,Jerome Bettis left guard for 4 yards (tackle by Robert Griffith),0.480,0.870
3,13:36,1,10,PIT 29,14,3,Hines Ward left end for -8 yards (tackle by Kenard Lang),0.870,-0.750
3,12:53,2,18,PIT 21,14,3,Ben Roethlisberger pass complete to Jerome Bettis for 7 yards,-0.750,-0.490
3,12:09,3,11,PIT 28,14,3,Ben Roethlisberger pass incomplete intended for Willie Parker,-0.490,-1.500
3,12:02,4,11,PIT 28,14,3,"Chris Gardocki punts 43 yards, returned by Dennis Northcutt for 14 yards (tackle by Brett Keisel). Penalty on Larry Foote: Illegal Formation (Declined)",-1.500,-1.800
3,11:52,1,10,CLE 43,14,3,Lee Suggs right tackle for -2 yards (tackle by Aaron Smith),1.800,0.980
3,11:09,2,12,CLE 41,14,3,Jeff Garcia sacked by Chris Hoke for -6 yards,0.980,-0.490
3,10:38,3,18,CLE 35,14,3,Jeff Garcia pass incomplete intended for Dennis Northcutt,-0.490,-1.040
3,10:31,4,18,CLE 35,14,3,Derrick Frost punts 46 yards,-1.040,-0.150
3,10:21,1,10,PIT 19,14,3,Jerome Bettis left tackle for 3 yards (tackle by Chaun Thompson and Warrick Holdman),0.150,0.070
3,9:45,2,7,PIT 22,14,3,Jerome Bettis left tackle for 2 yards (tackle by Kenard Lang and Warrick Holdman),0.070,-0.420
3,9:03,3,5,PIT 24,14,3,Ben Roethlisberger pass incomplete intended for Hines Ward,-0.420,-1.770
3,8:59,4,5,PIT 24,14,3,Chris Gardocki punts 50 yards,-1.770,-0.670
3,8:50,1,10,CLE 26,14,3,Jeff Garcia pass complete to Terrelle Smith for 8 yards (tackle by James Harrison),0.670,1.210
3,8:24,2,2,CLE 34,14,3,Jeff Garcia up the middle for 11 yards (tackle by Kendrell Bell),1.210,1.930
3,7:40,1,10,CLE 45,14,3,Jeff Garcia pass incomplete intended for Steve Heiden (defended by James Farrior),1.930,1.380
3,7:35,,,,14,3,Timeout #1 by Cleveland Browns,0.000,1.380
3,7:35,2,10,CLE 45,14,3,Lee Suggs right tackle for 5 yards (tackle by Troy Polamalu),1.380,1.360
3,6:49,,,,14,3,Timeout #2 by Cleveland Browns,0.000,1.360
3,6:49,3,5,CLE 50,14,3,Jeff Garcia sacked by James Harrison for -3 yards,1.360,-0.260
3,6:21,4,8,CLE 47,14,3,"Derrick Frost punts 36 yards, fair catch by Antwaan Randle El",-0.260,0.060
3,6:13,1,10,PIT 17,14,3,Ben Roethlisberger pass complete to Plaxico Burress for 9 yards (tackle by Anthony Henry),-0.060,0.750
3,5:38,2,1,PIT 26,14,3,Jerome Bettis left tackle for 7 yards (tackle by Chris Crocker),0.750,1.140
3,5:05,1,10,PIT 33,14,3,Jerome Bettis right tackle for 4 yards,1.140,1.130
3,4:29,2,6,PIT 37,14,3,Jerome Bettis right guard for 5 yards (tackle by Warrick Holdman),1.130,1.090
3,3:48,,,,14,3,Timeout #1 by Pittsburgh Steelers,0.000,1.090
3,3:48,3,1,PIT 42,14,3,Ben Roethlisberger left end for 13 yards (tackle by Anthony Henry),1.090,2.590
3,3:15,1,10,CLE 45,14,3,Jerome Bettis left guard for 2 yards,2.590,2.310
3,2:30,2,8,CLE 43,14,3,Willie Parker left tackle for -2 yards (tackle by Alvin McKinley),2.310,1.360
3,1:50,3,10,CLE 45,14,3,Ben Roethlisberger sacked by Chris Crocker for -9 yards. Penalty on Jeff Hartings: Offensive Holding (Declined),1.360,-0.320
3,1:35,4,19,PIT 46,14,3,"Chris Gardocki punts 43 yards, fair catch by Dennis Northcutt",-0.320,0.370
3,1:27,1,10,CLE 11,14,3,Lee Suggs right tackle for 3 yards (tackle by James Harrison),-0.370,-0.530
3,0:52,2,7,CLE 14,14,3,Lee Suggs left guard for 6 yards (tackle by Troy Polamalu),-0.530,-0.370
3,0:12,3,1,CLE 20,14,3,Lee Suggs left guard for 3 yards (tackle by James Farrior),-0.370,0.480
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 23,14,3,Jeff Garcia pass incomplete intended for Aaron Shea,0.480,-0.070
4,14:57,2,10,CLE 23,14,3,"Lee Suggs left guard for no gain. Lee Suggs fumbles, recovered by Deshea Townsend at CLE-23",-0.070,-4.040
4,14:50,1,10,CLE 23,14,3,Ben Roethlisberger pass complete to Plaxico Burress for 22 yards (tackle by Anthony Henry),4.040,6.970
4,14:28,1,1,CLE 1,14,3,Jerome Bettis left guard for no gain (tackle by Orpheus Roye),6.970,5.910
4,13:46,2,1,CLE 1,14,3,Jerome Bettis right guard for no gain (tackle by Kenard Lang),5.910,5.170
4,13:11,3,1,CLE 1,14,3,Jerome Bettis right guard for no gain,5.170,3.550
4,12:29,4,1,CLE 1,17,3,Jeff Reed 20 yard field goal good,3.550,3.000
4,,,,PIT 30,17,3,"Jeff Reed kicks off 65 yards, returned by Richard Alston for 13 yards (tackle by Sean Morey)",0.000,0.040
4,12:19,1,10,CLE 18,17,3,Jeff Garcia pass complete to Frisman Jackson for 9 yards,0.040,0.820
4,11:49,2,1,CLE 27,17,3,Lee Suggs left guard for 4 yards (tackle by James Harrison),0.820,1.000
4,11:17,1,10,CLE 31,17,3,Jeff Garcia pass complete to Steve Heiden for 3 yards (tackle by James Farrior),1.000,0.870
4,10:36,2,7,CLE 34,17,3,"Jeff Garcia sacked by Deshea Townsend for -2 yards. Jeff Garcia fumbles (forced by Deshea Townsend), recovered by Joaquin Gonzalez at CLE-32",0.870,-0.100
4,10:36,3,9,CLE 32,17,3,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",-0.100,-0.760
4,9:24,3,14,CLE 27,23,3,"Jeff Garcia sacked by Aaron Smith for -3 yards. Jeff Garcia fumbles (forced by Aaron Smith), recovered by Russell Stuvaints at CLE-24 and returned for 24 yards, touchdown",-0.760,-7.000
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,,,,CLE 2,24,3,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,24,3,"Jeff Reed kicks off 50 yards, returned by Frisman Jackson for 16 yards (tackle by Sean Morey)",0.000,1.330
4,9:09,1,10,CLE 36,24,3,Kelly Holcomb pass complete to Frisman Jackson for 16 yards (tackle by Chris Hope),1.330,2.390
4,8:45,1,10,PIT 48,24,3,Kelly Holcomb pass complete to Frisman Jackson for 5 yards (tackle by Willie J. Williams),2.390,2.520
4,8:22,2,5,PIT 43,24,3,Kelly Holcomb pass incomplete intended for Antonio Bryant (defended by Ike Taylor),2.520,1.820
4,8:15,3,5,PIT 43,24,3,Kelly Holcomb pass incomplete intended for Lee Suggs,1.820,0.400
4,8:11,4,5,PIT 43,24,3,Kelly Holcomb pass complete to Antonio Bryant for 12 yards (tackle by Ike Taylor),0.400,3.510
4,7:46,1,10,PIT 31,24,3,Kelly Holcomb pass complete to Frisman Jackson for 24 yards (tackle by Ike Taylor),3.510,5.600
4,7:05,1,7,PIT 7,24,3,Lee Suggs left tackle for no gain (tackle by Clark Haggans),5.600,4.760
4,6:28,2,7,PIT 7,24,9,"Kelly Holcomb pass complete to Aaron Shea for 7 yards, touchdown",4.760,7.000
4,,,,PIT 2,24,10,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,24,10,"Phil Dawson kicks onside 14 yards, recovered by Hines Ward",0.000,2.650
4,6:22,1,10,CLE 44,24,10,Jerome Bettis right guard for 7 yards (tackle by Warrick Holdman),2.650,3.060
4,5:38,2,3,CLE 37,24,10,Willie Parker left tackle for 24 yards (tackle by Robert Griffith),3.060,4.710
4,5:04,1,10,CLE 13,24,10,Willie Parker left guard for no gain,4.710,4.050
4,4:22,2,10,CLE 13,24,10,Willie Parker left end for 5 yards (tackle by Anthony Henry),4.050,4.100
4,4:15,3,5,CLE 8,24,10,Willie Parker left end for 2 yards (tackle by Kenard Lang and Michael Lehan),4.100,3.010
4,3:28,,,,24,10,Timeout #2 by Pittsburgh Steelers,0.000,3.010
4,3:28,4,3,CLE 6,24,10,Jeff Reed 24 yard field goal no good,3.010,-0.280
4,3:25,1,10,CLE 20,24,10,Kelly Holcomb pass incomplete intended for Lee Suggs,0.280,-0.270
4,3:21,2,10,CLE 20,24,10,Kelly Holcomb pass incomplete intended for Frisman Jackson is intercepted by Troy Polamalu at CLE-26,-0.270,-3.840
4,3:16,1,10,CLE 26,24,10,Willie Parker right tackle for -1 yards (tackle by Robert Griffith),3.840,3.160
4,2:30,2,11,CLE 27,24,10,Willie Parker left end for 10 yards (tackle by Chris Crocker),3.160,3.950
4,2:21,,,,24,10,Timeout #3 by Pittsburgh Steelers,0.000,3.950
4,2:21,3,1,CLE 17,24,10,Dante Brown right tackle for 2 yards,3.950,4.580
4,2:00,1,10,CLE 15,24,10,Ben Roethlisberger kneels for -1 yards,4.580,3.810
4,1:21,2,11,CLE 16,24,10,Ben Roethlisberger kneels for -1 yards,3.810,2.980
4,0:39,3,12,CLE 17,24,10,Ben Roethlisberger kneels for -1 yards,2.980,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
