Quarter,Time,Down,ToGo,Location,CIN,MIA,Detail,EPB,EPA
2,2:20,,,MIA 35,3,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,2:20,1,10,CIN 25,3,21,Andy Dalton pass incomplete short right intended for Alex Erickson,0.610,0.060
2,2:14,2,10,CIN 25,3,21,Andy Dalton pass complete short middle to Tyler Boyd for -2 yards (tackle by Andrew Van Ginkel),0.060,-0.890
2,2:00,3,12,CIN 23,3,21,Andy Dalton pass incomplete short left intended for Tyler Boyd,-0.890,-1.830
2,1:55,4,12,CIN 23,3,21,"Kevin Huber punts 44 yards, fair catch by Trevor Davis at MIA-33",-1.830,-1.140
2,1:48,1,10,MIA 33,3,21,Myles Gaskin up the middle for 2 yards (tackle by Darqueze Dennard and Shawn Williams),1.140,0.860
2,1:43,,,,,,Timeout #1 by Cincinnati Bengals,,
2,1:43,2,8,MIA 35,3,21,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 15 yards (tackle by Clayton Fejedelem and B.W. Webb),0.860,2.260
2,1:10,1,10,MIA 50,3,21,Ryan Fitzpatrick pass incomplete short right,2.260,1.710
2,1:07,2,10,MIA 50,3,21,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 7 yards (tackle by Clayton Fejedelem),1.710,1.950
2,1:02,3,3,CIN 43,3,21,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker,1.950,0.400
2,0:58,4,3,CIN 43,3,21,"Matt Haack punts 28 yards, fair catch by Alex Erickson at CIN-15",0.400,0.220
2,0:53,1,10,CIN 15,3,21,Andy Dalton pass complete short right to Tyler Boyd for 14 yards (tackle by Adrian Colbert),-0.220,0.870
2,0:45,1,10,CIN 29,3,21,Andy Dalton pass complete short left to Alex Erickson for 4 yards (tackle by Montre Hartage),0.870,0.870
2,0:37,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:37,2,6,CIN 33,3,21,Andy Dalton pass incomplete deep left intended for John Ross,0.870,0.170
2,0:31,3,6,CIN 33,3,21,"Andy Dalton pass incomplete short left intended for John Ross. Penalty on Tae Hayes: Defensive Pass Interference, 12 yards (no play)",0.170,1.930
2,0:27,1,10,CIN 45,3,21,Andy Dalton pass incomplete deep left intended for John Ross,1.930,1.380
2,0:21,2,10,CIN 45,3,21,Andy Dalton pass complete short left to Tyler Eifert for 6 yards (tackle by Eric Rowe),1.380,1.490
2,0:17,3,4,MIA 49,3,21,Andy Dalton pass complete short right to Giovani Bernard for 3 yards (tackle by Jomal Wiltz),1.490,0.200
2,0:11,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:11,4,1,MIA 46,3,21,Andy Dalton pass complete short right to John Ross for 12 yards (tackle by Linden Stephens),0.200,3.310
2,0:07,,,,,,Timeout #2 by Miami Dolphins,,
2,0:07,1,10,MIA 34,3,21,"Penalty on Billy Price: False Start, 5 yards (no play)",3.310,2.980
2,0:07,1,15,MIA 39,6,21,Randy Bullock 57 yard field goal good,2.980,3.000
2,0:02,,,CIN 35,6,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,0:01,1,10,MIA 25,6,21,Ryan Fitzpatrick kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CIN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,6,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,6,21,Andy Dalton pass complete short right to Tyler Eifert for 10 yards (tackle by Calvin Munson),0.610,1.270
3,14:28,1,10,CIN 35,6,21,Joe Mixon up the middle for no gain (tackle by John Jenkins),1.270,0.720
3,13:55,2,10,CIN 35,6,21,Joe Mixon right tackle for 3 yards (tackle by Davon Godchaux and Calvin Munson),0.720,0.430
3,13:16,3,7,CIN 38,6,21,Andy Dalton pass incomplete short right intended for Tyler Eifert,0.430,-0.850
3,13:12,4,7,CIN 38,6,21,"Kevin Huber punts 48 yards, returned by Trevor Davis for 3 yards (tackle by Germaine Pratt)",-0.850,0.060
3,12:58,1,10,MIA 17,6,21,Ryan Fitzpatrick pass complete deep left to DeVante Parker for 22 yards (tackle by William Jackson),-0.060,1.530
3,12:29,1,10,MIA 39,6,21,Patrick Laird up the middle for no gain (tackle by Germaine Pratt and Sam Hubbard),1.530,0.990
3,11:48,2,10,MIA 39,6,21,Ryan Fitzpatrick pass incomplete short middle intended for Clive Walford,0.990,0.300
3,11:44,3,10,MIA 39,6,21,"Ryan Fitzpatrick pass incomplete short middle. Penalty on Nick Vigil: Roughing the Passer, 15 yards (no play)",0.300,2.520
3,11:41,1,10,CIN 46,6,21,De'Lance Turner right tackle for no gain (tackle by Carlos Dunlap),2.520,1.980
3,11:03,2,10,CIN 46,6,21,Ryan Fitzpatrick sacked by Shawn Williams for -3 yards,1.980,0.890
3,10:17,3,13,CIN 49,6,21,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 15 yards (tackle by B.W. Webb and Shawn Williams),0.890,3.310
3,9:38,1,10,CIN 34,6,21,Ryan Fitzpatrick pass complete short left to Clive Walford for 15 yards (tackle by Darqueze Dennard),3.310,4.310
3,8:58,1,10,CIN 19,6,21,Patrick Laird left end for 6 yards (tackle by Carl Lawson),4.310,4.720
3,8:31,2,4,CIN 13,6,27,"Ryan Fitzpatrick pass complete short left to Mike Gesicki for 13 yards, touchdown, touchdown",4.720,7.000
3,8:24,,,CIN 15,6,28,Jason Sanders kicks extra point good,0.000,0.000
3,8:24,,,MIA 35,6,28,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,8:24,1,10,CIN 25,6,28,"Penalty on Fred Johnson: False Start, 5 yards (no play)",0.610,0.280
3,8:24,1,15,CIN 20,6,28,Joe Mixon left tackle for 9 yards (tackle by Calvin Munson),0.280,0.600
3,7:51,2,6,CIN 29,6,28,Andy Dalton sacked by Christian Wilkins for -5 yards,0.600,-0.760
3,7:07,3,11,CIN 24,6,28,Andy Dalton pass complete deep middle to Alex Erickson for 19 yards (tackle by Adrian Colbert),-0.760,1.800
3,6:27,1,10,CIN 43,6,28,Joe Mixon right guard for 1 yard (tackle by Calvin Munson),1.800,1.390
3,5:50,2,9,CIN 44,6,28,Andy Dalton pass incomplete deep left intended for John Ross,1.390,0.690
3,5:43,3,9,CIN 44,6,28,Andy Dalton pass complete short left to John Ross for 15 yards,0.690,2.850
3,5:13,1,10,MIA 41,6,28,Giovani Bernard up the middle for no gain (tackle by Zach Sieler and John Jenkins),2.850,2.310
3,4:36,2,10,MIA 41,6,28,Andy Dalton pass complete short middle to C.J. Uzomah for 7 yards (tackle by Jerome Baker and Montre Hartage),2.310,2.540
3,3:50,3,3,MIA 34,6,28,Andy Dalton pass incomplete deep right intended for John Ross,2.540,1.090
3,3:45,4,3,MIA 34,12,28,"Andy Dalton pass complete deep left to Tyler Boyd for 34 yards, touchdown",1.090,7.000
3,3:38,,,MIA 2,12,28,"Two Point Attempt: Andy Dalton pass incomplete intended for C.J. Uzomah, conversion fails",1.000,-1.000
3,3:38,,,CIN 35,12,28,"Randy Bullock kicks off 65 yards, returned by Trevor Davis for 22 yards (tackle by Greg Mabin)",0.000,0.410
3,3:31,1,10,MIA 22,12,28,Myles Gaskin right guard for 6 yards (tackle by Andrew Billings),0.410,0.680
3,2:57,2,4,MIA 28,12,28,Myles Gaskin right guard for 8 yards (tackle by Shawn Williams),0.680,1.330
3,2:17,1,10,MIA 36,12,28,Myles Gaskin right guard for no gain (tackle by Shawn Williams),1.330,0.790
3,1:36,2,10,MIA 36,12,28,Ryan Fitzpatrick pass incomplete short right intended for Isaiah Ford,0.790,0.100
3,1:32,3,10,MIA 36,12,28,Ryan Fitzpatrick pass deep right intended for DeVante Parker is intercepted by Darius Phillips at CIN-40 and returned for no gain,0.100,-1.600
3,1:26,1,10,CIN 40,12,28,Andy Dalton pass complete short middle to C.J. Uzomah for 17 yards (tackle by Jerome Baker and Adrian Colbert),1.600,2.720
3,1:04,1,10,MIA 43,12,28,Joe Mixon left tackle for no gain (tackle by Calvin Munson),2.720,2.180
3,0:30,2,10,MIA 43,12,28,Andy Dalton pass incomplete short right,2.180,1.490
3,0:24,3,10,MIA 43,12,28,"Andy Dalton sacked by and Vince Biegel for -12 yards and Trent Harris for -12 yards. Andy Dalton fumbles (forced by Trent Harris), recovered by Andrew Van Ginkel at CIN-45 (tackle by Andy Dalton)",1.490,-2.590
3,0:15,1,10,CIN 45,12,28,Ryan Fitzpatrick pass incomplete short middle intended for Myles Gaskin,2.590,2.040
3,0:10,2,10,CIN 45,12,28,Myles Gaskin left guard for 4 yards (tackle by Germaine Pratt),2.040,1.880
Quarter,Time,Down,ToGo,Location,CIN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CIN 41,12,28,"Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki (defended by Greg Mabin). Penalty on Greg Mabin: Defensive Pass Interference, 7 yards (no play)",1.880,3.310
4,14:58,1,10,CIN 34,12,28,Myles Gaskin left tackle for 5 yards (tackle by Germaine Pratt),3.310,3.450
4,14:14,2,5,CIN 29,12,28,Ryan Fitzpatrick pass complete short left to Albert Wilson for 6 yards (tackle by B.W. Webb),3.450,4.040
4,13:41,1,10,CIN 23,12,28,Myles Gaskin up the middle for 3 yards (tackle by Germaine Pratt),4.040,3.900
4,13:04,2,7,CIN 20,12,28,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 6 yards (tackle by Darius Phillips),3.900,4.280
4,12:31,3,1,CIN 14,12,28,Myles Gaskin up the middle for 3 yards (tackle by Sam Hubbard),4.280,4.840
4,11:50,1,10,CIN 11,12,28,Albert Wilson left end for 9 yards (tackle by Jessie Bates),4.840,5.850
4,11:16,2,1,CIN 2,12,34,"Myles Gaskin up the middle for 2 yards, touchdown",5.850,7.000
4,11:12,,,CIN 15,12,35,Jason Sanders kicks extra point good,0.000,0.000
4,11:12,,,MIA 35,12,35,"Jason Sanders kicks off 66 yards, returned by Darius Phillips for 29 yards (tackle by De'Lance Turner)",0.000,0.810
4,11:05,1,10,CIN 28,12,35,Andy Dalton pass complete short left to Joe Mixon for 17 yards (tackle by Jerome Baker),0.810,1.930
4,10:30,1,10,CIN 45,12,35,Joe Mixon up the middle for 2 yards (tackle by Jerome Baker),1.930,1.650
4,10:12,2,8,CIN 47,12,35,Andy Dalton pass complete short middle to Tyler Eifert for 16 yards (tackle by Jerome Baker),1.650,3.120
4,9:37,1,10,MIA 37,12,35,Joe Mixon right end for no gain (tackle by Trent Harris),3.120,2.570
4,9:00,2,10,MIA 37,12,35,Andy Dalton pass complete short middle to Tyler Boyd for 13 yards (tackle by Nik Needham),2.570,3.970
4,8:24,1,10,MIA 24,12,35,Andy Dalton pass incomplete short left intended for Tyler Boyd,3.970,3.430
4,8:19,2,10,MIA 24,12,35,Joe Mixon up the middle for 5 yards (tackle by Andrew Van Ginkel),3.430,3.410
4,7:42,3,5,MIA 19,12,35,Andy Dalton pass complete short right to Alex Erickson for 7 yards (tackle by Montre Hartage and Nate Brooks),3.410,4.780
4,7:01,1,10,MIA 12,12,35,"Penalty on Billy Price: False Start, 5 yards (no play)",4.780,4.320
4,6:48,1,15,MIA 17,12,35,Andy Dalton pass complete short middle to Giovani Bernard for 9 yards (tackle by Jerome Baker),4.320,4.830
4,6:15,2,6,MIA 8,18,35,"Andy Dalton pass complete short middle to C.J. Uzomah for 8 yards, touchdown",4.830,7.000
4,6:11,,,MIA 15,19,35,Randy Bullock kicks extra point good,0.000,0.000
4,6:11,,,CIN 35,19,35,"Randy Bullock kicks off 57 yards, returned by Isaiah Ford for 6 yards (tackle by Stanley Morgan)",0.000,-0.280
4,6:08,1,10,MIA 14,19,35,De'Lance Turner right guard for no gain (tackle by Germaine Pratt),-0.280,-0.750
4,6:02,,,,,,Timeout #1 by Cincinnati Bengals,,
4,6:02,2,10,MIA 14,19,35,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 12 yards (tackle by B.W. Webb),-0.750,0.670
4,5:17,1,10,MIA 26,19,35,Myles Gaskin right guard for 15 yards (tackle by Shawn Williams),0.670,1.660
4,4:29,1,10,MIA 41,19,35,Patrick Laird right tackle for no gain (tackle by Darqueze Dennard),1.660,1.120
4,4:23,,,,,,Timeout #2 by Cincinnati Bengals,,
4,4:23,2,10,MIA 41,19,35,Myles Gaskin right end for 5 yards (tackle by Darqueze Dennard),1.120,1.090
4,4:18,3,5,MIA 46,19,35,"Ryan Fitzpatrick pass complete short right to Myles Gaskin for 3 yards (tackle by Shawn Williams and Nick Vigil). Penalty on Carl Lawson: Roughing the Passer, 15 yards",1.090,3.180
4,4:10,1,10,CIN 36,19,35,Myles Gaskin right end for no gain (tackle by Sam Hubbard). Penalty on Jesse Davis: Offensive Holding (Declined),3.180,2.640
4,4:04,2,10,CIN 36,19,35,"Penalty on Germaine Pratt: Neutral Zone Infraction, 5 yards (no play)",2.640,3.310
4,4:04,2,5,CIN 31,19,35,Myles Gaskin right tackle for 4 yards (tackle by Germaine Pratt),3.310,3.140
4,3:59,,,,,,Timeout #3 by Cincinnati Bengals,,
4,3:59,3,1,CIN 27,19,35,Myles Gaskin up the middle for -2 yards (tackle by Germaine Pratt),3.140,1.580
4,3:12,,,,,,Timeout #1 by Miami Dolphins,,
4,3:12,4,3,CIN 29,19,35,Jason Sanders 47 yard field goal no good,1.580,-1.400
4,3:07,1,10,CIN 37,19,35,Andy Dalton pass complete short right to Alex Erickson for 11 yards (tackle by Nate Brooks),1.400,2.130
4,3:02,1,10,CIN 48,19,35,Andy Dalton pass incomplete short right intended for Giovani Bernard,2.130,1.580
4,2:58,2,10,CIN 48,19,35,Andy Dalton pass complete short middle to Alex Erickson for 9 yards (tackle by Montre Hartage),1.580,2.080
4,2:33,3,1,MIA 43,19,35,Andy Dalton pass complete short middle to Tyler Boyd for 11 yards (tackle by Jerome Baker),2.080,3.450
4,2:13,1,10,MIA 32,19,35,Andy Dalton pass incomplete short middle intended for Tyler Boyd (defended by Zach Sieler),3.450,2.900
4,2:09,2,10,MIA 32,19,35,"Penalty on Fred Johnson: False Start, 5 yards (no play)",2.900,2.230
4,2:09,2,15,MIA 37,19,35,"Penalty on Zach Sieler: Neutral Zone Infraction, 5 yards (no play)",2.230,2.900
4,2:09,2,10,MIA 32,19,35,Andy Dalton pass incomplete deep right intended for John Ross,2.900,2.210
4,2:04,3,10,MIA 32,19,35,Andy Dalton pass incomplete short middle intended for Tyler Eifert (defended by Zach Sieler),2.210,1.240
4,2:00,4,10,MIA 32,19,35,"Andy Dalton pass deep right is intercepted by Eric Rowe at MIA-10 and returned for 5 yards. Penalty on Eric Rowe: Defensive Holding, 5 yards (no play)",1.240,3.780
4,1:51,1,10,MIA 27,19,35,Andy Dalton pass complete short middle to John Ross for 12 yards (tackle by Nik Needham and Eric Rowe),3.780,4.580
4,1:28,1,10,MIA 15,19,35,Andy Dalton pass complete short right to Alex Erickson for 5 yards (tackle by Nate Brooks),4.580,4.840
4,1:02,2,5,MIA 10,19,35,Andy Dalton pass complete short middle to John Ross for 7 yards (tackle by Nik Needham),4.840,6.510
4,0:42,1,3,MIA 3,19,35,Andy Dalton pass incomplete short left intended for Tyler Boyd,6.510,5.530
4,0:39,2,3,MIA 3,19,35,Andy Dalton pass incomplete short right intended for Alex Erickson (defended by Nate Brooks),5.530,4.720
4,0:36,3,3,MIA 3,19,35,Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Tae Hayes),4.720,3.040
4,0:33,,,,,,Timeout #2 by Miami Dolphins,,
4,0:33,4,3,MIA 3,25,35,"Andy Dalton pass complete short middle to Tyler Boyd for 3 yards, touchdown",3.040,7.000
4,0:29,,,MIA 2,27,35,"Two Point Attempt: Andy Dalton pass complete to Tyler Eifert, conversion succeeds",1.000,1.000
4,0:29,,,CIN 35,27,35,"Randy Bullock kicks onside 11 yards, recovered by Jordan Evans",0.000,-1.990
4,0:28,1,10,CIN 46,27,35,Andy Dalton pass incomplete short right intended for Tyler Eifert,1.990,1.450
4,0:23,2,10,CIN 46,27,35,Andy Dalton pass complete deep middle to Tyler Boyd for 29 yards (tackle by Nik Needham),1.450,3.910
4,0:04,1,10,MIA 25,27,35,Andy Dalton spiked the ball,3.910,3.360
4,0:04,2,10,MIA 25,33,35,"Andy Dalton pass complete deep middle to Tyler Eifert for 25 yards, touchdown",3.360,7.000
4,0:00,,,,,,Timeout #3 by Miami Dolphins,,
4,0:00,,,MIA 2,35,35,"Two Point Attempt: Andy Dalton rushes, conversion succeeds.",1.000,1.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CIN,MIA,Detail,EPB,EPA
,,,,,,,"Dolphins won the coin toss, Dolphins to receive the overtime kickoff.",,
OT,10:00,,,CIN 35,35,35,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,MIA 25,35,35,Ryan Fitzpatrick pass complete short left to Durham Smythe for 13 yards (tackle by Nick Vigil),0.610,1.470
