Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 65 yards, returned by Tutu Atwell for 16 yards. Tutu Atwell fumbles out of bounds",,
1,14:54,1,10,LAR 16,0,0,Matthew Stafford pass complete short left to Robert Woods for -1 yards (tackle by Ugo Amadi),,
1,14:31,2,11,LAR 15,0,0,Matthew Stafford pass complete short left to Van Jefferson for 16 yards (tackle by Jamal Adams),,
1,13:57,1,10,LAR 31,0,0,Darrell Henderson up the middle for 1 yard (tackle by Bobby Wagner),,
1,13:16,2,9,LAR 32,0,0,Darrell Henderson up the middle for 4 yards (tackle by Rasheem Green),,
1,12:33,3,5,LAR 36,0,0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,,
1,12:29,4,5,LAR 36,0,0,"Johnny Hekker punts 52 yards, returned by Freddie Swain for 13 yards (tackle by Matthew Orzech)",,
1,12:16,1,10,SEA 25,0,0,Russell Wilson pass complete deep left to Tyler Lockett for 25 yards,,
1,11:50,1,10,LAR 50,0,0,Alex Collins up the middle for 3 yards (tackle by Kenny Young and Sebastian Joseph-Day),,
1,11:23,2,7,LAR 47,0,0,Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Jordan Fuller),,
1,10:48,3,3,LAR 43,0,0,Russell Wilson pass incomplete short left intended for Alex Collins,,
1,10:41,4,3,LAR 43,0,0,"Michael Dickson punts 31 yards, fair catch by Cooper Kupp at LA-12",,
1,10:34,1,10,LAR 12,0,0,Matthew Stafford pass complete short left to Robert Woods for 11 yards (tackle by D.J. Reed),,
1,9:56,1,10,LAR 23,0,0,Matthew Stafford pass complete short middle to Cooper Kupp for 9 yards (tackle by Bobby Wagner and Jordyn Brooks),,
1,9:15,2,1,LAR 32,0,0,Darrell Henderson left guard for 3 yards (tackle by Jordyn Brooks and Carlos Dunlap),,
1,8:29,1,10,LAR 35,0,0,Matthew Stafford pass complete short middle to Cooper Kupp for 4 yards (tackle by Sidney Jones),,
1,7:45,2,6,LAR 39,0,0,Darrell Henderson left tackle for -3 yards (tackle by Marquise Blair),,
1,7:24,3,9,LAR 36,0,0,Matthew Stafford pass incomplete deep left intended for Van Jefferson,,
1,7:19,4,9,LAR 36,0,0,Johnny Hekker punts 45 yards out of bounds,,
1,7:11,1,10,SEA 19,0,0,Alex Collins up the middle for 13 yards (tackle by Jordan Fuller and Kenny Young),,
1,6:31,1,10,SEA 32,0,0,Russell Wilson pass incomplete short right intended for Will Dissly,,
1,6:27,2,10,SEA 32,0,0,"Russell Wilson pass incomplete intended for Will Dissly. Penalty on Darious Williams: Defensive Holding, 5 yards (accepted) (no play)",,
1,6:23,1,10,SEA 37,0,0,Alex Collins up the middle for 1 yard (tackle by Aaron Donald),,
1,5:43,2,9,SEA 38,0,0,Russell Wilson pass complete deep left to D.K. Metcalf for 25 yards (tackle by Jalen Ramsey and Kenny Young),,
1,5:04,1,10,LAR 37,0,0,Alex Collins up the middle for 4 yards (tackle by Greg Gaines and Jordan Fuller),,
1,4:30,2,6,LAR 33,0,0,Alex Collins up the middle for 4 yards (tackle by Sebastian Joseph-Day),,
1,3:49,3,2,LAR 29,0,0,DeeJay Dallas left guard for no gain (tackle by Leonard Floyd),,
1,3:06,4,2,LAR 29,0,0,Alex Collins up the middle for -1 yards (tackle by Aaron Donald and Leonard Floyd),,
1,2:59,1,10,LAR 30,0,0,Darrell Henderson left tackle for 10 yards (tackle by D.J. Reed),,
1,2:36,1,10,LAR 40,0,0,Matthew Stafford pass incomplete short left intended for DeSean Jackson (defended by D.J. Reed),,
1,2:30,2,10,LAR 40,0,0,Matthew Stafford pass complete short left to Darrell Henderson for 17 yards (tackle by D.J. Reed),,
1,1:59,1,10,SEA 43,0,0,Matthew Stafford sacked by Darrell Taylor for -7 yards,,
1,1:13,2,17,SEA 50,0,0,Matthew Stafford pass complete deep middle to Robert Woods for 17 yards (tackle by Quandre Diggs),,
1,0:32,1,10,SEA 33,0,0,Matthew Stafford pass complete short left to Robert Woods for 25 yards (tackle by Quandre Diggs),,
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,SEA 8,0,0,Matthew Stafford pass incomplete short left intended for Van Jefferson,,
2,14:57,2,8,SEA 8,0,0,Matthew Stafford pass short right is intercepted by Quandre Diggs in end zone and returned for no gain,,
2,14:47,1,10,SEA 20,0,0,Russell Wilson scrambles right end for 7 yards (tackle by Sebastian Joseph-Day),,
2,14:13,2,3,SEA 27,0,0,Alex Collins left guard for 4 yards (tackle by A'Shawn Robinson),,
2,13:40,1,10,SEA 31,0,0,Alex Collins up the middle for 2 yards (tackle by Ogbonnia Okoronkwo),,
2,13:02,2,8,SEA 33,0,0,Russell Wilson pass deep right (defended by Jalen Ramsey) intended for Tyler Lockett is intercepted by Troy Reeder at LA-48 and returned for no gain (tackle by Tyler Lockett),,
2,12:53,1,10,LAR 48,0,0,Matthew Stafford pass incomplete intended for Van Jefferson,,
2,12:46,2,10,LAR 48,0,0,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Marquise Blair and Bobby Wagner),,
2,11:56,3,5,SEA 47,0,0,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",,
2,11:32,3,10,LAR 48,0,0,Darrell Henderson up the middle for 2 yards (tackle by Rasheem Green),,
2,10:50,4,8,LAR 50,0,0,Johnny Hekker punts 33 yards out of bounds,,
2,10:41,1,10,SEA 17,0,0,Russell Wilson pass complete middle to Penny Hart for 14 yards (tackle by Leonard Floyd),,
2,10:07,1,10,SEA 31,0,0,"Russell Wilson pass incomplete intended for Tyler Lockett. Penalty on Robert Rochell: Defensive Pass Interference, 47 yards (accepted) (no play)",,
2,9:58,1,10,LAR 22,0,0,Alex Collins right tackle for 3 yards (tackle by Sebastian Joseph-Day and Terrell Lewis),,
2,9:10,2,7,LAR 19,0,6,"Russell Wilson pass complete deep right to D.K. Metcalf for 19 yards, touchdown",,
2,9:04,,,LAR 15,0,7,Jason Myers kicks extra point good,,
2,9:04,,,SEA 35,0,7,"Jason Myers kicks off 66 yards, returned by Tutu Atwell for 25 yards (tackle by DeeJay Dallas)",,
2,8:59,1,10,LAR 24,0,7,Sony Michel up the middle for 6 yards (tackle by L.J. Collier),,
2,8:17,2,4,LAR 30,0,7,Sony Michel up the middle for 15 yards (tackle by Quandre Diggs),,
2,7:31,1,10,LAR 45,0,7,Sony Michel up the middle for 3 yards (tackle by Rasheem Green and Jordyn Brooks),,
2,6:41,2,7,LAR 48,0,7,Matthew Stafford pass complete short left to Robert Woods for 9 yards (tackle by D.J. Reed),,
2,6:00,1,10,SEA 43,0,7,Sony Michel left end for 6 yards (tackle by L.J. Collier and Jordyn Brooks),,
2,5:21,2,4,SEA 37,0,7,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Jordyn Brooks and Jamal Adams),,
2,4:40,1,10,SEA 32,0,7,Matthew Stafford pass complete short left to Sony Michel for 8 yards (tackle by D.J. Reed),,
2,4:01,2,2,SEA 24,0,7,Sony Michel left tackle for no gain (tackle by Kerry Hyder),,
2,3:20,3,2,SEA 24,0,7,Sony Michel right guard for 1 yard (tackle by Carlos Dunlap),,
2,2:39,4,1,SEA 23,0,7,Sony Michel left guard for 2 yards (tackle by Carlos Dunlap),,
2,2:11,1,10,SEA 21,0,7,Matthew Stafford pass complete short right to Robert Woods for 6 yards,,
2,2:00,2,4,SEA 15,0,7,Sony Michel up the middle for 3 yards (tackle by Kerry Hyder),,
2,1:17,3,1,SEA 12,0,7,Sony Michel right guard for -1 yards (tackle by Al Woods),,
2,1:12,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:12,4,2,SEA 13,3,7,Matt Gay 31 yard field goal good,,
2,1:08,,,LAR 35,3,7,"Matt Gay kicks off 61 yards, returned by DeeJay Dallas for 24 yards (tackle by Nick Scott and Ben Skowronek)",,
2,1:03,1,10,SEA 28,3,7,Russell Wilson pass complete deep left to DeeJay Dallas for 29 yards (tackle by Nick Scott),,
2,0:32,1,10,LAR 43,3,7,DeeJay Dallas up the middle for 4 yards (tackle by Sebastian Joseph-Day and Aaron Donald),,
2,0:27,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:27,2,6,LAR 39,3,7,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Aaron Donald: Roughing the Passer, 15 yards (accepted) (no play)",,
2,0:21,1,10,LAR 24,3,7,Russell Wilson pass complete short middle to Freddie Swain for 9 yards (tackle by Darious Williams),,
2,0:16,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:16,2,1,LAR 15,3,7,"Russell Wilson pass complete short middle to Tyler Lockett for no gain, touchdown. Penalty on Duane Brown: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:10,,,,,,Timeout #1 by Los Angeles Rams,,
2,0:10,2,11,LAR 25,3,7,Russell Wilson pass complete to Tyler Lockett for 8 yards,,
2,0:07,3,3,LAR 17,3,7,Jason Myers 35 yard field goal no good,,
2,0:02,1,10,LAR 25,3,7,Matthew Stafford kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,3,7,"Matt Gay kicks off 61 yards, returned by DeeJay Dallas for 22 yards (tackle by Travin Howard)",,
3,14:54,1,10,SEA 26,3,7,Russell Wilson pass complete short left to Tyler Lockett for 13 yards (tackle by Jalen Ramsey),,
3,14:19,1,10,SEA 39,3,7,Alex Collins right guard for 4 yards (tackle by A'Shawn Robinson and Jordan Fuller),,
