Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3,13:44,2,6,SEA 43,3,7,Russell Wilson pass complete short left to Penny Hart for 5 yards (tackle by Robert Rochell),,
3,13:11,3,1,SEA 48,3,7,Russell Wilson up the middle for 3 yards (tackle by Sebastian Joseph-Day),,
3,12:37,1,10,LAR 49,3,7,Russell Wilson pass incomplete short middle intended for Colby Parkinson (defended by Aaron Donald),,
3,12:34,2,10,LAR 49,3,7,Russell Wilson sacked by Terrell Lewis for -12 yards,,
3,11:48,3,22,SEA 39,3,7,Alex Collins left guard for 6 yards (tackle by Troy Reeder and Sebastian Joseph-Day),,
3,11:15,4,16,SEA 45,3,7,Michael Dickson punts 51 yards downed by Ben Burr-Kirven,,
3,11:03,1,10,LAR 4,3,7,Matthew Stafford pass complete short right to Robert Woods for 7 yards (tackle by Jordyn Brooks and Sidney Jones),,
3,10:24,2,3,LAR 11,3,7,Matthew Stafford pass incomplete deep right intended for Robert Woods,,
3,10:18,3,3,LAR 11,3,7,Matthew Stafford pass complete short right to Robert Woods for 9 yards (tackle by Sidney Jones and Jordyn Brooks),,
3,9:37,1,10,LAR 20,3,7,Matthew Stafford pass incomplete deep middle intended for Robert Woods,,
3,9:32,2,10,LAR 20,3,7,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,,
3,9:27,3,10,LAR 20,3,7,Matthew Stafford pass complete deep right to DeSean Jackson for 68 yards (tackle by Sidney Jones),,
3,8:41,1,10,SEA 12,3,7,Darrell Henderson left guard for 7 yards (tackle by Rasheem Green),,
3,8:00,2,3,SEA 5,9,7,"Darrell Henderson left guard for 5 yards, touchdown",,
3,7:56,,,SEA 15,9,7,Matt Gay kicks extra point no good,,
3,7:56,,,LAR 35,9,7,"Matt Gay kicks off 60 yards, out of bounds",,
3,7:56,1,10,SEA 40,9,7,Alex Collins right end for -4 yards (tackle by Leonard Floyd and A'Shawn Robinson),,
3,7:17,2,14,SEA 36,9,7,Russell Wilson pass incomplete deep right intended for Tyler Lockett,,
3,7:11,3,14,SEA 36,9,7,"Travis Homer for 5 yards (tackle by Aaron Donald) Penalty on SEA: Illegal Shift, 5 yards (declined)",,
3,7:02,4,9,SEA 41,9,7,"Michael Dickson punts 52 yards, returned by Tutu Atwell for 11 yards (tackle by Jon Rhattigan)",,
3,6:51,1,10,LAR 18,9,7,Matthew Stafford pass incomplete deep right,,
3,6:44,2,10,LAR 18,9,7,Matthew Stafford pass complete short middle to Robert Woods for 20 yards (tackle by Sidney Jones and Jordyn Brooks),,
3,6:17,1,10,LAR 38,9,7,Matthew Stafford pass complete deep middle to Robert Woods for 20 yards (tackle by D.J. Reed),,
3,5:32,1,10,SEA 42,9,7,Darrell Henderson right guard for 29 yards (tackle by Quandre Diggs),,
3,4:52,1,10,SEA 13,15,7,"Matthew Stafford pass complete short right to Tyler Higbee for 13 yards, touchdown",,
3,4:46,,,SEA 15,16,7,Matt Gay kicks extra point good,,
3,4:46,,,LAR 35,16,7,"Matt Gay kicks off 65 yards, touchback.",,
3,4:46,1,10,SEA 25,16,7,Alex Collins left guard for 4 yards (tackle by Kenny Young and Jonah Williams),,
3,4:18,2,6,SEA 29,16,7,Russell Wilson pass complete short left to Colby Parkinson for 1 yard (tackle by Jalen Ramsey and Terrell Lewis),,
3,3:36,3,5,SEA 30,16,7,Russell Wilson sacked by Aaron Donald for -9 yards,,
3,3:00,4,14,SEA 21,16,7,Michael Dickson punts 68 yards,,
3,2:42,1,10,LAR 11,16,7,Matthew Stafford pass complete to Robert Woods for 3 yards (tackle by Sidney Jones),,
3,2:02,2,7,LAR 14,16,7,Matthew Stafford pass complete short right to Cooper Kupp for 23 yards (tackle by Jamal Adams),,
3,1:21,1,10,LAR 37,16,7,Darrell Henderson for 8 yards (tackle by Jordyn Brooks),,
3,0:35,2,2,LAR 45,16,7,Darrell Henderson left guard for -1 yards (tackle by Jamal Adams and Bobby Wagner),,
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,LAR 44,16,7,Matthew Stafford pass incomplete deep right intended for DeSean Jackson (defended by Marquise Blair),,
4,14:54,4,3,LAR 44,16,7,Johnny Hekker punts 54 yards,,
4,14:42,1,10,SEA 2,16,7,Alex Collins right tackle for 2 yards (tackle by A'Shawn Robinson and Leonard Floyd),,
4,14:13,2,8,SEA 4,16,7,"Geno Smith pass incomplete short right intended for D.K. Metcalf. Penalty on Jalen Ramsey: Defensive Pass Interference, 13 yards (accepted) (no play)",,
4,14:08,1,10,SEA 17,16,7,Geno Smith pass complete short middle to D.K. Metcalf for 17 yards (tackle by Darious Williams),,
4,13:40,1,10,SEA 34,16,7,Geno Smith pass complete to Will Dissly for 8 yards (tackle by Darious Williams),,
4,13:00,2,2,SEA 42,16,7,Alex Collins up the middle for 2 yards (tackle by Greg Gaines),,
4,12:27,1,10,SEA 44,16,7,Geno Smith scrambles up the middle for 6 yards (tackle by Troy Reeder),,
4,11:55,2,4,SEA 50,16,7,Geno Smith pass complete short right to DeeJay Dallas for 3 yards (tackle by Robert Rochell),,
4,11:11,3,1,LAR 47,16,7,DeeJay Dallas left guard for 2 yards (tackle by Aaron Donald and Sebastian Joseph-Day),,
4,10:34,1,10,LAR 45,16,7,DeeJay Dallas right guard for 1 yard (tackle by Aaron Donald),,
4,10:05,2,9,LAR 44,16,7,Geno Smith pass complete short middle to Will Dissly for 21 yards (tackle by Troy Reeder and Darious Williams),,
4,9:23,1,10,LAR 23,16,13,"Geno Smith pass complete to D.K. Metcalf for 23 yards, touchdown",,
4,9:16,,,LAR 15,16,14,Jason Myers kicks extra point good,,
4,9:16,,,SEA 35,16,14,"Jason Myers kicks off 58 yards, returned by Tutu Atwell for 20 yards (tackle by Jon Rhattigan)",,
4,9:11,1,10,LAR 27,16,14,Matthew Stafford pass complete short left to Tyler Higbee for 1 yard (tackle by Poona Ford),,
4,8:35,2,9,LAR 28,16,14,Matthew Stafford pass complete short middle to Robert Woods for 24 yards (tackle by Jamal Adams),,
4,8:09,1,10,SEA 48,16,14,Matthew Stafford pass complete deep left to Cooper Kupp for 33 yards (tackle by Jordyn Brooks),,
4,7:25,1,10,SEA 15,16,14,Sony Michel left guard for no gain (tackle by Poona Ford and Rasheem Green),,
4,6:39,2,10,SEA 15,16,14,Matthew Stafford pass complete short left to Cooper Kupp for 13 yards (tackle by Ugo Amadi),,
4,6:11,1,2,SEA 2,22,14,"Sony Michel right guard for 2 yards, touchdown",,
4,6:08,,,SEA 15,23,14,Matt Gay kicks extra point good,,
4,6:08,,,LAR 35,23,14,"Matt Gay kicks off 62 yards, out of bounds",,
4,6:08,1,10,SEA 40,23,14,Geno Smith left end for 5 yards (tackle by Nick Scott),,
4,5:34,2,5,SEA 45,23,14,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Nick Scott),,
4,5:01,1,10,LAR 48,23,14,"Penalty on Will Dissly: False Start, 5 yards (accepted) (no play)",,
4,5:01,1,15,SEA 47,23,14,Geno Smith pass incomplete deep right intended for Freddie Swain,,
4,4:54,2,15,SEA 47,23,14,Geno Smith pass complete short left to Alex Collins for 5 yards (tackle by Jalen Ramsey and Nick Scott),,
4,4:14,3,10,LAR 48,23,14,Geno Smith pass complete short middle to D.K. Metcalf for 14 yards (tackle by Jordan Fuller),,
4,3:48,1,10,LAR 34,23,14,Geno Smith pass incomplete short right intended for Tyler Lockett,,
4,3:43,,,,,,Timeout #1 by Los Angeles Rams,,
4,3:43,2,10,LAR 34,23,14,Geno Smith pass complete short left to Alex Collins for 20 yards (tackle by Jordan Fuller),,
4,3:09,1,10,LAR 14,23,14,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Robert Rochell),,
4,3:02,2,10,LAR 14,23,14,Geno Smith pass incomplete short left intended for Will Dissly,,
4,2:57,3,10,LAR 14,23,14,Geno Smith pass incomplete short right intended for Freddie Swain,,
4,2:49,4,10,LAR 14,23,17,Jason Myers 32 yard field goal good,,
4,2:45,,,SEA 35,23,17,"Jason Myers kicks off 55 yards, returned by Cooper Kupp for 12 yards (tackle by Ryan Neal)",,
4,2:39,1,10,LAR 22,23,17,Darrell Henderson right tackle for 12 yards (tackle by Quandre Diggs),,
4,2:33,,,,,,Timeout #1 by Seattle Seahawks,,
4,2:33,1,10,LAR 34,23,17,Darrell Henderson left end for no gain (tackle by Rasheem Green),,
4,2:28,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:28,2,10,LAR 34,23,17,Darrell Henderson left tackle for 2 yards (tackle by Bryan Mone and Benson Mayowa),,
4,2:22,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:22,,,,,,Timeout #2 by Los Angeles Rams,,
4,2:22,3,8,LAR 36,23,17,Matthew Stafford pass incomplete short right intended for Cooper Kupp (defended by Carlos Dunlap),,
4,2:17,4,8,LAR 36,23,17,"Johnny Hekker punts 48 yards, fair catch by Freddie Swain at SEA-16",,
4,2:09,1,10,SEA 16,23,17,Geno Smith pass intended for Tyler Lockett is intercepted by Nick Scott at SEA-35 and returned for 3 yards (tackle by Travis Homer),,
4,2:02,,,,,,Timeout #3 by Los Angeles Rams,,
4,2:02,1,10,SEA 32,23,17,Darrell Henderson right tackle for -1 yards (tackle by Jordyn Brooks),,
4,1:57,2,11,SEA 33,23,17,Darrell Henderson left tackle for no gain (tackle by Bryan Mone),,
4,1:11,3,11,SEA 33,23,17,Darrell Henderson left guard for 4 yards (tackle by Ryan Neal),,
4,0:31,4,7,SEA 29,26,17,Matt Gay 47 yard field goal good,,
4,0:24,,,LAR 35,26,17,"Matt Gay kicks off 65 yards, touchback.",,
4,0:24,1,10,SEA 25,26,17,Geno Smith pass incomplete short right,,
4,0:18,2,10,SEA 25,26,17,"Penalty on Geno Smith: False Start, 5 yards (accepted) (no play)",,
4,0:18,2,15,SEA 20,26,17,Geno Smith scrambles up the middle for 12 yards (tackle by Taylor Rapp),,
4,0:08,3,3,SEA 32,26,17,Geno Smith pass complete short middle to Travis Homer for 13 yards (tackle by David Long),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
