Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
1,8:34,3,4,STL 39,7,0,Marc Bulger pass complete short right to Torry Holt for 9 yards (tackle by Deke Cooper),0.700,2.130
1,7:53,1,10,STL 48,7,0,Marc Bulger pass incomplete deep right intended for Isaac Bruce,2.130,1.580
1,7:45,2,10,STL 48,7,0,Steven Jackson up the middle for 9 yards (tackle by Ken Lucas and Chris Harris),1.580,2.080
1,7:05,3,1,CAR 43,7,0,Steven Jackson up the middle for 8 yards (tackle by Jon Beason),2.080,3.250
1,6:27,1,10,CAR 35,7,0,Steven Jackson left tackle for 3 yards (tackle by Dan Morgan and Deke Cooper),3.250,3.110
1,5:45,2,7,CAR 32,7,0,Marc Bulger pass complete short right to Dante Hall for 6 yards (tackle by Julius Peppers),3.110,3.200
1,5:18,3,1,CAR 26,7,0,Steven Jackson right tackle for 2 yards (tackle by Thomas Davis),3.200,3.970
1,4:43,1,10,CAR 24,7,0,Marc Bulger pass incomplete short right intended for Torry Holt,3.970,3.430
1,4:35,2,10,CAR 24,7,0,Steven Jackson up the middle for 4 yards (tackle by Jon Beason),3.430,3.270
1,3:58,3,6,CAR 20,7,0,Marc Bulger pass complete short right to Dante Hall for 12 yards (tackle by Richard Marshall),3.270,5.370
1,3:20,1,8,CAR 8,7,0,Steven Jackson up the middle for 6 yards (tackle by Deke Cooper),5.370,5.720
1,2:40,2,2,CAR 2,7,0,Steven Jackson left tackle for -1 yards (tackle by Damione Lewis),5.720,4.720
1,2:05,3,3,CAR 3,7,6,"Marc Bulger pass complete short left to Torry Holt for 3 yards, touchdown",4.720,7.000
1,,,,CAR 2,7,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,7,7,"Jeff Wilkins kicks off 72 yards, returned by Ryne Robinson for 25 yards",0.000,0.480
1,1:54,1,10,CAR 23,7,7,Jake Delhomme pass complete short right to Keary Colbert for 9 yards (tackle by Tye Hill),0.480,1.150
1,1:15,2,1,CAR 32,7,7,DeShaun Foster left end for 20 yards (tackle by O.J. Atogwe and James Hall),1.150,2.390
1,0:33,1,10,STL 48,7,7,Steve Smith left end for 2 yards (tackle by O.J. Atogwe),2.390,2.120
Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,STL 46,7,7,DeShaun Foster right tackle for 18 yards (tackle by O.J. Atogwe and James Hall),2.120,3.710
2,14:15,1,10,STL 28,7,7,Jake Delhomme pass incomplete deep right intended for Steve Smith,3.710,3.170
2,14:11,2,10,STL 28,7,7,DeAngelo Williams right tackle for -1 yards (tackle by Adam Carriker),3.170,2.340
2,13:26,3,11,STL 29,7,7,Jake Delhomme pass incomplete short left intended for Steve Smith,2.340,1.500
2,13:21,4,11,STL 29,7,7,John Kasay 47 yard field goal no good,1.500,-1.400
2,13:16,1,10,STL 37,7,7,Steven Jackson right end for 13 yards (tackle by Chris Harris),1.400,2.260
2,12:39,1,10,,7,7,Steven Jackson left tackle for -1 yards (tackle by Thomas Davis),2.260,1.580
2,12:02,2,11,STL 49,7,7,Marc Bulger pass complete short left to Isaac Bruce for 6 yards (tackle by Ken Lucas),1.580,1.690
2,11:44,3,5,CAR 45,7,7,Marc Bulger pass complete short right to Isaac Bruce for -1 yards (tackle by Chris Gamble),1.690,0.200
2,11:09,4,6,CAR 46,7,7,"Donnie Jones punts 36 yards, fair catch by Ryne Robinson",0.200,0.380
2,11:02,1,10,CAR 10,7,7,Jake Delhomme pass incomplete short left intended for Jeff King,-0.380,-0.780
2,10:57,2,10,CAR 10,7,7,DeShaun Foster up the middle for 4 yards (tackle by Todd Johnson),-0.780,-0.950
2,10:16,3,6,CAR 14,7,7,Jake Delhomme pass incomplete short middle intended for Keary Colbert,-0.950,-2.470
2,10:12,4,6,CAR 14,7,7,"Jason Baker punts 58 yards, returned by Dante Hall for 12 yards (tackle by Dante Wesley). Penalty on Corey Chavous: Illegal Block Above the Waist, 10 yards",-2.470,-0.540
2,10:01,1,10,STL 24,7,7,"Penalty on Randy McMichael: False Start, 5 yards (no play)",0.540,0.130
2,10:01,1,15,STL 19,7,7,Steven Jackson left tackle for no gain (tackle by Kindal Moorehead),0.130,-0.740
2,9:27,2,15,STL 19,7,7,"Marc Bulger pass incomplete deep left intended for Torry Holt. Penalty on Ken Lucas: Defensive Pass Interference, 18 yards (no play)",-0.740,1.400
2,9:22,1,10,STL 37,7,7,Marc Bulger pass incomplete short middle intended for Isaac Bruce,1.400,0.860
2,9:18,2,10,STL 37,7,7,Steven Jackson left guard for -4 yards (tackle by Kindal Moorehead and Mike Rucker),0.860,-0.360
2,8:35,3,14,STL 33,7,7,Marc Bulger pass complete short left to Brian Leonard for 8 yards (tackle by Ken Lucas),-0.360,-0.650
2,7:58,4,6,STL 41,7,7,"Donnie Jones punts 38 yards, returned by Ryne Robinson for 1 yard (tackle by Raonall Smith)",-0.650,-0.410
2,7:45,1,10,CAR 22,7,7,Jake Delhomme pass complete short right to DeShaun Foster for 7 yards (tackle by Will Witherspoon),0.410,0.810
2,7:03,2,3,CAR 29,7,7,DeShaun Foster up the middle for 1 yard (tackle by Corey Chavous and Adam Carriker),0.810,0.230
2,6:23,3,2,CAR 30,7,7,Jake Delhomme up the middle for 1 yard (tackle by Leonard Little),0.230,-1.310
2,5:49,4,1,CAR 31,7,7,"Jason Baker punts 53 yards, fair catch by Dante Hall. Penalty on Jonathan Wade: Personal Foul, 8 yards",-1.310,0.380
2,5:41,1,10,STL 8,7,7,"Penalty on Kris Jenkins: Encroachment, 5 yards (no play)",-0.380,-0.070
2,5:41,1,5,STL 13,7,7,Marc Bulger pass complete deep middle to Torry Holt for 18 yards (tackle by Chris Gamble),-0.070,1.000
2,5:03,1,10,STL 31,7,7,Steven Jackson up the middle for 3 yards (tackle by Ma'ake Kemoeatu and Julius Peppers),1.000,0.870
2,4:28,2,7,STL 34,7,7,Marc Bulger right tackle for 5 yards (tackle by Ma'ake Kemoeatu),0.870,0.830
2,3:47,3,2,STL 39,7,7,Marc Bulger pass incomplete short right intended for Steven Jackson,0.830,-0.780
2,3:42,4,2,STL 39,7,7,,-0.780,-1.110
2,3:42,4,7,STL 34,7,7,"Donnie Jones punts 57 yards, returned by Ryne Robinson for 6 yards (tackle by Travis Minor)",-1.110,0.220
2,3:29,1,10,CAR 15,7,7,DeAngelo Williams left end for 10 yards (tackle by O.J. Atogwe),-0.220,0.610
2,3:00,1,10,CAR 25,7,7,Jake Delhomme pass incomplete short middle intended for Steve Smith,0.610,0.060
2,2:52,2,10,CAR 25,7,7,DeAngelo Williams right end for -2 yards (tackle by Brandon Chillar),0.060,-0.890
2,2:10,3,12,CAR 23,7,7,"Jake Delhomme for no gain. Jake Delhomme fumbles, recovered by Jake Delhomme at CAR-CAR",-0.890,-2.490
2,2:00,4,25,CAR 10,7,7,"Jason Baker punts 47 yards, returned by Dante Hall for -1 yards (tackle by Richard Marshall)",-2.490,-1.730
2,1:50,1,10,STL 42,7,7,Marc Bulger pass incomplete short middle intended for Steven Jackson,1.730,1.190
2,1:45,,,,7,7,Timeout #1 by St. Louis Rams,0.000,1.190
2,1:45,2,10,STL 42,7,7,"Marc Bulger pass incomplete deep left intended for Torry Holt. Penalty on Ken Lucas: Defensive Pass Interference, 22 yards, Penalty on Damione Lewis: Defensive Offside (Declined) (no play)",1.190,3.180
2,1:40,1,10,CAR 36,7,7,Steven Jackson up the middle for 4 yards (tackle by Julius Peppers),3.180,3.180
2,1:28,,,,7,7,Timeout #1 by Carolina Panthers,0.000,3.180
2,1:28,2,6,CAR 32,7,7,Marc Bulger pass incomplete short middle intended for Steven Jackson (defended by Dan Morgan),3.180,2.480
2,1:24,3,6,CAR 32,7,7,Marc Bulger up the middle for 14 yards (tackle by Chris Gamble),2.480,4.370
2,1:12,,,,7,7,Timeout #2 by St. Louis Rams,0.000,4.370
2,1:12,1,10,CAR 18,7,7,Marc Bulger sacked by Kindal Moorehead for -5 yards,4.370,3.150
2,0:48,2,15,CAR 23,7,7,Marc Bulger pass incomplete short left intended for Dante Hall,3.150,2.480
2,0:43,3,15,CAR 23,7,7,Marc Bulger pass complete short right to Brian Leonard for -1 yards (tackle by Richard Marshall),2.480,1.870
2,0:03,,,,7,7,Timeout #3 by St. Louis Rams,0.000,1.870
2,0:03,4,16,CAR 24,7,10,Jeff Wilkins 42 yard field goal good,1.870,3.000
Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,10,"John Kasay kicks off 71 yards, returned by Dante Hall for 84 yards (tackle by Richard Marshall)",0.000,4.440
3,14:47,1,10,CAR 17,7,10,Steven Jackson right tackle for -1 yards (tackle by Kris Jenkins and Dan Morgan),4.440,3.720
3,14:12,2,11,CAR 18,7,10,Marc Bulger pass complete short right to Torry Holt for 1 yard (tackle by Chris Gamble),3.720,3.070
3,13:33,3,10,CAR 17,7,10,Marc Bulger pass complete short left to Torry Holt for 7 yards (tackle by Dan Morgan),3.070,2.860
3,12:55,4,3,CAR 10,7,13,Jeff Wilkins 28 yard field goal good,2.860,3.000
3,,,,STL 30,7,13,"Jeff Wilkins kicks off 69 yards, returned by Ryne Robinson for 20 yards",0.000,0.340
3,12:46,1,10,CAR 21,7,13,Jake Delhomme pass complete short right to Steve Smith for 5 yards (tackle by Tye Hill),0.340,0.480
3,12:12,2,5,CAR 26,7,13,DeShaun Foster right guard for 10 yards (tackle by Ronald Bartell and Brandon Chillar),0.480,1.330
3,11:32,1,10,CAR 36,7,13,DeShaun Foster left end for -2 yards (tackle by Will Witherspoon and James Hall),1.330,0.520
3,10:52,2,12,CAR 34,7,13,Jake Delhomme pass incomplete short right intended for DeAngelo Williams (defended by Will Witherspoon),0.520,-0.160
3,10:48,3,12,CAR 34,7,13,"Jake Delhomme pass complete short left to DeAngelo Williams for 11 yards (tackle by Corey Chavous). DeAngelo Williams fumbles (forced by Corey Chavous), recovered by Will Witherspoon at CAR-49 (tackle by Steve Smith)",-0.160,-2.320
3,10:39,1,10,CAR 49,7,13,Marc Bulger pass complete short right to Steven Jackson for 3 yards (tackle by Dan Morgan),2.320,2.190
3,9:57,2,7,CAR 46,7,13,Marc Bulger pass complete short right to Torry Holt for 14 yards (tackle by Chris Gamble),2.190,3.450
3,9:28,1,10,CAR 32,7,13,"Steven Jackson right end for 6 yards (tackle by Chris Harris). Steven Jackson fumbles (forced by Chris Harris), recovered by Julius Peppers at CAR-26 (tackle by Steven Jackson)",3.450,-0.670
3,9:19,1,10,CAR 26,7,13,Jake Delhomme pass complete short right to Jeff King for 6 yards (tackle by Brandon Chillar),0.670,0.940
3,8:43,2,4,CAR 32,13,13,"Jake Delhomme pass complete deep left to Steve Smith for 68 yards, touchdown",0.940,7.000
3,,,,STL 2,14,13,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,14,13,"John Kasay kicks off 67 yards, returned by Dante Hall for 15 yards (tackle by Nick Goings)",0.000,0.040
3,8:28,1,10,STL 18,14,13,Marc Bulger pass complete short right to Brian Leonard for 5 yards (tackle by Chris Gamble),0.040,0.280
3,7:49,2,5,STL 23,14,13,"Steven Jackson right end for 3 yards (tackle by Deke Cooper). Steven Jackson fumbles (forced by Deke Cooper), recovered by Chris Gamble at STL-26",0.280,-3.840
3,7:41,1,10,STL 26,14,13,"Penalty on Jeff King: False Start, 5 yards (no play)",3.840,3.510
3,7:41,1,15,STL 31,14,13,DeShaun Foster left tackle for 8 yards (tackle by Ronald Bartell),3.510,3.700
3,7:03,2,7,STL 23,14,13,DeShaun Foster up the middle for 15 yards (tackle by Ronald Bartell and Pisa Tinoisamoa),3.700,5.370
3,6:18,1,8,STL 8,14,13,Jake Delhomme pass incomplete short right intended for Steve Smith,5.370,4.570
3,6:12,2,8,STL 8,14,13,DeShaun Foster up the middle for 3 yards (tackle by Leonard Little and Brandon Chillar),4.570,4.260
3,5:34,3,5,STL 5,14,13,"DeShaun Foster up the middle for 2 yards (tackle by Brandon Chillar). DeShaun Foster fumbles (forced by Brandon Chillar), recovered by Brandon Chillar at STL-3 (tackle by DeShaun Foster)",4.260,0.380
,,,,,,,"CAR challenged the fumble ruling, and the play was upheld.",,
3,5:21,1,10,STL 3,14,13,Marc Bulger pass complete short right to Madison Hedgecock for 7 yards (tackle by Jon Beason),-0.380,-0.270
3,4:57,2,3,STL 10,14,13,Steven Jackson right guard for no gain (tackle by Julius Peppers),-0.270,-0.600
3,4:14,3,3,STL 10,14,13,Marc Bulger pass incomplete short left intended for Dante Hall (defended by Deke Cooper),-0.600,-2.490
3,4:09,4,3,STL 10,14,13,"Donnie Jones punts 48 yards, fair catch by Ryne Robinson",-2.490,-1.730
3,4:02,1,10,CAR 42,14,13,DeShaun Foster left tackle for 5 yards (tackle by Brandon Chillar),1.730,1.860
3,3:19,2,5,CAR 47,14,13,Jake Delhomme pass incomplete short left intended for Steve Smith,1.860,1.160
3,3:16,3,5,CAR 47,14,13,Jake Delhomme pass complete short middle to Jeff King for 12 yards (tackle by Pisa Tinoisamoa),1.160,2.850
3,2:39,1,10,STL 41,14,13,Jake Delhomme pass complete deep right to Steve Smith for 16 yards (tackle by O.J. Atogwe),2.850,3.910
3,2:02,1,10,STL 25,14,13,DeAngelo Williams right guard for no gain (tackle by O.J. Atogwe),3.910,3.360
3,1:17,2,10,STL 25,14,13,DeShaun Foster right tackle for 1 yard (tackle by Will Witherspoon),3.360,2.810
3,0:33,3,9,STL 24,14,13,Jake Delhomme pass complete short right to Jeff King for 7 yards (tackle by Will Witherspoon),2.810,2.440
Quarter,Time,Down,ToGo,Location,CAR,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,STL 17,17,13,John Kasay 34 yard field goal good,2.440,3.000
4,,,,CAR 30,17,13,"John Kasay kicks off 67 yards, returned by Dante Hall for 15 yards (tackle by Chris Harris)",0.000,0.040
4,14:51,1,10,STL 18,17,13,Marc Bulger pass incomplete short right intended for Brian Leonard (defended by Ma'ake Kemoeatu),0.040,-0.490
4,14:47,2,10,STL 18,17,13,Steven Jackson left end for 4 yards (tackle by Chris Harris),-0.490,-0.660
4,14:04,3,6,STL 22,17,13,Marc Bulger pass incomplete short right intended for Isaac Bruce,-0.660,-1.900
4,13:59,4,6,STL 22,17,13,"Donnie Jones punts 57 yards, returned by Ryne Robinson for 14 yards (tackle by Tye Hill)",-1.900,-1.270
4,13:47,1,10,CAR 35,17,13,DeShaun Foster left end for 4 yards (tackle by Pisa Tinoisamoa),1.270,1.260
4,13:06,2,6,CAR 39,17,13,Brad Hoover up the middle for 10 yards (tackle by Tye Hill),1.260,2.190
4,12:29,1,10,CAR 49,17,13,"Penalty on Justin Hartwig: False Start, 5 yards (no play)",2.190,1.860
4,12:11,1,15,CAR 44,17,13,Jake Delhomme pass complete short right to Jeff King for 4 yards (tackle by Corey Chavous),1.860,1.510
4,11:29,2,11,CAR 48,17,13,DeAngelo Williams up the middle for 10 yards (tackle by Will Witherspoon and Corey Chavous),1.510,2.150
4,10:52,3,1,STL 42,17,13,DeAngelo Williams left guard for 1 yard (tackle by Leonard Little and James Hall),2.150,2.850
4,10:27,1,10,STL 41,17,13,DeShaun Foster right guard for 3 yards (tackle by Brandon Chillar and Corey Chavous),2.850,2.710
4,9:47,2,7,STL 38,17,13,Jake Delhomme pass complete short right to Steve Smith for 10 yards (tackle by Chris Draft),2.710,3.710
4,9:18,1,10,STL 28,17,13,Jake Delhomme pass incomplete short left intended for Steve Smith,3.710,3.170
4,9:15,2,10,STL 28,17,13,DeAngelo Williams left end for 11 yards (tackle by Ronald Bartell),3.170,4.440
4,8:42,1,10,STL 17,17,13,DeAngelo Williams left end for 11 yards (tackle by O.J. Atogwe),4.440,5.830
4,8:06,1,6,STL 6,17,13,DeAngelo Williams left end for -3 yards (tackle by Brandon Chillar),5.830,4.380
4,7:24,2,9,STL 9,23,13,"Jake Delhomme pass complete short left to Drew Carter for 9 yards, touchdown",4.380,7.000
,,,,,,,"STL challenged the pass completion ruling, and the play was upheld.",,
4,,,,STL 2,24,13,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,24,13,"John Kasay kicks off 63 yards, returned by Dante Hall for 15 yards (tackle by Curtis DeLoatch)",0.000,0.410
4,7:10,1,10,STL 22,24,13,Marc Bulger pass incomplete short right intended for Dane Looker,0.410,-0.130
4,7:05,2,10,STL 22,24,13,"Penalty on Torry Holt: False Start, 5 yards (no play)",-0.130,-0.940
4,7:05,2,15,STL 17,24,13,Marc Bulger pass incomplete deep right intended for Isaac Bruce,-0.940,-1.680
4,7:00,3,15,STL 17,24,13,Marc Bulger pass complete short middle to Torry Holt for 15 yards (tackle by Dan Morgan),-1.680,1.070
4,6:26,1,10,STL 32,24,13,Marc Bulger pass incomplete short left intended for Steven Jackson,1.070,0.530
4,6:21,2,10,STL 32,24,13,Marc Bulger pass complete short middle to Isaac Bruce for 15 yards (tackle by Thomas Davis),0.530,2.060
4,5:53,1,10,STL 47,24,13,Marc Bulger pass incomplete short right intended for Dane Looker,2.060,1.520
4,5:49,2,10,STL 47,24,13,Marc Bulger pass complete short right to Randy McMichael for 8 yards (tackle by Richard Marshall),1.520,1.880
4,5:15,3,2,CAR 45,24,13,Marc Bulger pass incomplete short right intended for Steven Jackson,1.880,0.270
4,5:11,4,2,CAR 45,24,13,Marc Bulger pass incomplete short right intended for Isaac Bruce,0.270,-1.930
4,5:07,1,10,CAR 45,24,13,DeShaun Foster left tackle for 3 yards (tackle by O.J. Atogwe),1.930,1.790
4,4:23,2,7,CAR 48,24,13,DeShaun Foster right guard for -3 yards (tackle by Leonard Little and Chris Draft),1.790,0.700
4,4:18,,,,24,13,Timeout #2 by St. Louis Rams,0.000,0.700
4,4:18,3,10,CAR 45,24,13,DeAngelo Williams up the middle for 12 yards (tackle by Lenny Walls),0.700,2.720
4,3:33,1,10,STL 43,24,13,DeAngelo Williams right guard for no gain (tackle by Clifton Ryan),2.720,2.180
4,2:51,2,10,STL 43,24,13,"DeAngelo Williams right end for 10 yards (tackle by O.J. Atogwe). Penalty on Adam Carriker: Face Mask (15 Yards), 15 yards",2.180,4.370
4,2:45,1,10,STL 18,24,13,DeAngelo Williams right guard for 1 yard (tackle by Chris Draft and Corey Chavous),4.370,3.940
4,2:00,2,9,STL 17,24,13,DeAngelo Williams left end for 1 yard (tackle by Will Witherspoon),3.940,3.300
4,1:54,,,,24,13,Timeout #3 by St. Louis Rams,0.000,3.300
4,1:54,3,8,STL 16,24,13,DeAngelo Williams right tackle for 1 yard (tackle by Corey Chavous),3.300,2.440
4,1:08,,,,24,13,Timeout #2 by Carolina Panthers,0.000,2.440
4,1:08,4,7,STL 15,27,13,John Kasay 32 yard field goal good,2.440,3.000
4,,,,CAR 30,27,13,"John Kasay kicks off 72 yards, touchback",0.000,0.280
4,1:04,1,10,STL 20,27,13,Marc Bulger pass complete deep right to Randy McMichael for 16 yards (tackle by Dan Morgan),0.280,1.330
4,0:39,1,10,STL 36,27,13,Marc Bulger pass incomplete short middle intended for Torry Holt,1.330,0.790
4,0:35,2,10,STL 36,27,13,Marc Bulger pass complete short left to Dane Looker for 10 yards (tackle by Richard Marshall),0.790,1.990
4,0:30,1,10,STL 46,27,13,Marc Bulger pass incomplete short left intended for Brian Leonard,1.990,1.450
4,0:24,2,10,STL 46,27,13,Marc Bulger pass complete short right to Dane Looker for no gain,1.450,0.760
4,0:02,3,10,STL 46,27,13,"Marc Bulger pass incomplete deep right intended for Isaac Bruce. Penalty on Chris Harris: Unnecessary Roughness, 15 yards",0.760,2.980
4,0:00,1,10,CAR 39,27,13,"Penalty on Mark Setterstrom: False Start, 5 yards (no play)",2.980,2.650
4,0:00,1,15,CAR 44,27,13,Marc Bulger kneels for -1 yards,2.650,1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
