Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks off 67 yards, returned by Chad Morton for 28 yards (tackle by Justin Ena)",0.000,1.000
1,14:53,1,10,WAS 31,0,0,Patrick Ramsey pass incomplete intended for Robert Royal,1.000,0.460
1,14:49,2,10,WAS 31,0,0,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Lito Sheppard),0.460,-0.230
1,14:44,3,10,WAS 31,0,0,Patrick Ramsey pass complete to Trung Canidate for 4 yards (tackle by Lito Sheppard),-0.230,-1.040
1,14:12,4,6,WAS 35,0,0,"Bryan Barker punts 41 yards, fair catch by Brian Westbrook",-1.040,-0.540
1,14:04,1,10,PHI 24,0,0,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by LaVar Arrington),0.540,1.080
1,13:14,2,2,PHI 32,0,0,Brian Westbrook right guard for 4 yards (tackle by Jermaine Haley),1.080,1.330
1,12:35,1,10,PHI 36,0,0,Brian Westbrook for 1 yard (tackle by Jermaine Haley),1.330,0.930
1,12:35,2,9,PHI 37,0,0,Donovan McNabb pass complete to Brian Westbrook for -1 yards (tackle by Champ Bailey),0.930,0.100
1,11:56,3,10,PHI 36,0,0,"Penalty on Chad Lewis: Offensive Holding, 10 yards (no play)",0.100,-1.220
1,11:23,3,20,PHI 26,0,0,Donovan McNabb pass complete to Brian Westbrook for 9 yards (tackle by Jeremiah Trotter),-1.220,-1.040
1,10:58,4,11,PHI 35,0,0,Dirk Johnson punts 37 yards,-1.040,-0.810
1,10:50,1,10,WAS 28,0,0,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Carlos Emmons),0.810,0.260
1,10:47,2,10,WAS 28,0,0,Patrick Ramsey pass complete to Rod Gardner for 11 yards (tackle by Clinton Hart),0.260,1.530
1,10:10,1,10,WAS 39,0,0,Trung Canidate left tackle for 1 yard (tackle by Mark Simoneau),1.530,1.120
1,9:35,2,9,WAS 40,0,0,Patrick Ramsey pass complete to Rock Cartwright for 9 yards (tackle by Lito Sheppard),1.120,2.190
1,9:01,1,10,WAS 49,0,0,Trung Canidate right end for 2 yards (tackle by Mark Simoneau),2.190,1.920
1,8:30,2,8,PHI 49,0,0,Patrick Ramsey sacked by Mark Simoneau for -9 yards,1.920,0.040
1,7:57,3,17,WAS 42,0,0,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Clinton Hart),0.040,-0.590
1,7:51,4,17,WAS 42,0,0,"Bryan Barker punts 45 yards, returned by Brian Westbrook for 11 yards (tackle by Kevin Mitchell). Penalty on Carlos Emmons: Illegal Block Above the Waist, 10 yards",-0.590,0.280
1,7:39,1,10,PHI 14,0,0,Donovan McNabb pass incomplete intended for Jon Ritchie,-0.280,-0.750
1,7:33,2,10,PHI 14,0,0,Donovan McNabb pass complete to Brian Westbrook for 11 yards (tackle by LaVar Arrington),-0.750,0.610
1,7:00,1,10,PHI 25,0,0,Donovan McNabb pass incomplete intended for James Thrash,0.610,0.060
1,6:54,2,10,PHI 25,0,0,Brian Westbrook right tackle for 5 yards (tackle by Matt Bowen),0.060,0.040
