0,1
Game Info,Game Info
Won Toss,49ers
Roof,outdoors
Surface,grass
Duration,3:15
Attendance,63618
Weather,"59 degrees, relative humidity 83%, wind 3 mph, wind chill 0"
Vegas Line,San Francisco 49ers -1.5
Over/Under,41.5 (over)
