Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,6,"David Akers kicks onside 7 yards, recovered by Randal Williams and returned for 37 yards, touchdown",0.000,7.000
1,,,,PHI 2,0,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,0,7,"Toby Gowin kicks off 64 yards, returned by Brian Westbrook for 16 yards (tackle by Tony Dixon)",0.000,0.410
1,14:52,1,10,PHI 22,0,7,Donovan McNabb pass incomplete intended for Brian Westbrook,0.410,-0.130
1,14:48,2,10,PHI 22,0,7,Brian Westbrook left end for 5 yards (tackle by Greg Ellis),-0.130,-0.160
1,14:09,3,5,PHI 27,0,7,Donovan McNabb pass complete to Freddie Mitchell for 27 yards (tackle by Pete Hunter),-0.160,2.520
1,13:29,1,10,DAL 46,0,7,Correll Buckhalter right tackle for 1 yard (tackle by Alshermond Singleton),2.520,2.110
1,12:50,2,9,DAL 45,0,7,Donovan McNabb sacked by Randal Williams for -8 yards,2.110,0.370
1,12:14,,,,0,7,Timeout #1 by Philadelphia Eagles,0.000,0.370
1,12:14,3,17,PHI 47,0,7,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",0.370,-0.290
1,12:14,3,22,PHI 42,0,7,Donovan McNabb pass incomplete intended for Todd Pinkston. Penalty on Donovan McNabb: Illegal Forward Pass (Declined),-0.290,-0.590
1,12:05,4,22,PHI 42,0,7,"Dirk Johnson punts 50 yards, returned by Zuriel Smith for no gain",-0.590,0.380
1,11:58,1,10,DAL 8,0,7,Quincy Carter pass complete to Daniel Campbell for 8 yards (tackle by Carlos Emmons),-0.380,-0.090
1,11:35,2,2,DAL 16,0,7,Troy Hambrick up the middle for no gain (tackle by Mark Simoneau),-0.090,-0.480
1,10:54,3,2,DAL 16,0,7,Richie Anderson left end for 1 yard (tackle by Carlos Emmons),-0.480,-2.320
1,10:20,4,1,DAL 17,0,7,"Toby Gowin punts 34 yards, fair catch by Brian Westbrook",-2.320,-2.190
1,10:12,1,10,PHI 49,0,7,Brian Westbrook right end for 3 yards (tackle by Dat Nguyen),2.190,2.050
1,9:33,2,7,DAL 48,0,7,Donovan McNabb pass incomplete intended for Todd Pinkston,2.050,1.360
1,9:28,,,,0,7,Timeout #2 by Philadelphia Eagles,0.000,1.360
1,9:28,3,7,DAL 48,0,7,Donovan McNabb sacked by Greg Ellis for -3 yards,1.360,-0.130
1,9:07,4,10,PHI 49,0,7,"Dirk Johnson punts 36 yards, fair catch by Zuriel Smith",-0.130,0.220
1,9:01,1,10,DAL 15,0,7,Quincy Carter pass complete to Terry Glenn for 15 yards (tackle by Clinton Hart),-0.220,0.940
1,8:29,1,10,DAL 30,0,7,Richie Anderson up the middle for 4 yards (tackle by Nate Wayne and N.D. Kalu),0.940,0.930
1,7:51,2,6,DAL 34,0,7,Aveion Cason right end for 1 yard (tackle by Carlos Emmons),0.930,0.370
1,7:10,3,5,DAL 35,0,7,Quincy Carter pass incomplete intended for Terry Glenn is intercepted by Troy Vincent at PHI-46,0.370,-1.990
1,7:03,1,10,PHI 46,0,7,Donovan McNabb pass incomplete intended for Todd Pinkston,1.990,1.450
1,6:56,2,10,PHI 46,0,7,Brian Westbrook right end for 1 yard (tackle by Darren Woodson),1.450,0.890
1,6:16,3,9,PHI 47,0,7,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Daleroy Stewart),0.890,-0.260
1,6:13,4,9,PHI 47,0,7,Dirk Johnson punts 48 yards,-0.260,0.380
1,6:04,1,10,DAL 5,0,7,Troy Hambrick right tackle for 1 yard (tackle by Hollis Thomas),-0.380,-0.710
1,5:24,2,9,DAL 6,0,7,"Penalty on Andre Gurode: False Start, 3 yards (no play)",-0.710,-0.930
1,4:56,2,12,DAL 3,0,7,Quincy Carter up the middle for 7 yards (tackle by Mark Simoneau),-0.930,-0.840
1,4:10,3,5,DAL 10,0,7,Quincy Carter pass incomplete intended for Terry Glenn,-0.840,-2.490
1,4:06,4,5,DAL 10,0,7,"Toby Gowin punts 48 yards, returned by Brian Westbrook for 11 yards (tackle by Bradie James)",-2.490,-2.460
1,3:55,1,10,DAL 47,0,7,Donovan McNabb pass complete to Chad Lewis for 9 yards (tackle by Darren Woodson),2.460,3.130
1,3:25,2,1,DAL 38,0,7,Brian Westbrook right end for -3 yards (tackle by Dexter Coakley),3.130,2.010
1,2:44,3,4,DAL 41,0,7,Donovan McNabb pass incomplete intended for James Thrash (defended by Terence Newman),2.010,0.530
1,2:37,4,4,DAL 41,0,7,"Dirk Johnson punts 27 yards, fair catch by Zuriel Smith",0.530,0.280
1,2:30,1,10,DAL 14,0,7,Troy Hambrick left end for 1 yard (tackle by Nate Wayne),-0.280,-0.640
1,1:52,2,9,DAL 15,0,7,Aveion Cason up the middle for 1 yard (tackle by Nate Wayne),-0.640,-1.160
1,1:11,3,8,DAL 16,0,7,"Penalty on Troy Vincent: Encroachment, 5 yards (no play)",-1.160,-0.560
1,0:46,3,3,DAL 21,0,7,Quincy Carter pass complete to Terry Glenn for 4 yards (tackle by Sheldon Brown),-0.560,0.610
1,0:14,1,10,DAL 25,0,7,Quincy Carter pass incomplete intended for Joey Galloway,0.610,0.060
1,0:07,2,10,DAL 25,0,7,Richie Anderson up the middle for no gain (tackle by Hollis Thomas),0.060,-0.620
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,DAL 25,0,7,Quincy Carter pass incomplete intended for Joey Galloway,-0.620,-1.700
2,14:57,4,10,DAL 25,0,7,"Toby Gowin punts 30 yards, fair catch by Brian Westbrook",-1.700,-1.930
2,14:50,1,10,PHI 45,0,7,Donovan McNabb pass complete to James Thrash for 6 yards,1.930,2.190
2,14:29,2,4,DAL 49,0,7,Brian Westbrook right end for 21 yards (tackle by Randal Williams),2.190,3.710
2,13:47,1,10,DAL 28,0,7,Duce Staley up the middle for 3 yards (tackle by Dexter Coakley and Eric Ogbogu),3.710,3.570
2,13:08,2,7,DAL 25,0,7,Donovan McNabb pass complete to L.J. Smith for 5 yards (tackle by Dat Nguyen),3.570,3.530
2,12:27,3,2,DAL 20,0,7,Donovan McNabb up the middle for 3 yards (tackle by Dat Nguyen),3.530,4.440
2,11:38,1,10,DAL 17,0,7,Correll Buckhalter right tackle for 3 yards (tackle by Eric Ogbogu),4.440,4.320
2,10:55,2,7,DAL 14,0,7,"Brian Westbrook left end for 4 yards (tackle by Mario Edwards). Penalty on Daleroy Stewart: Defensive Holding, 5 yards",4.320,6.060
2,10:30,1,5,DAL 5,0,7,Donovan McNabb pass incomplete intended for Todd Pinkston,6.060,5.150
2,10:25,2,5,DAL 5,6,7,"Brian Westbrook right end for 5 yards, touchdown",5.150,7.000
2,,,,DAL 2,7,7,David Akers kicks extra point good,0.000,0.000
