Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week2,Sun,2003-09-14,1:00PM,Indianapolis Colts,,Tennessee Titans,boxscore,33,7,291,0,236,2,https://www.pro-football-reference.com/boxscores/200309140clt.htm,IND,TEN,2003_Week2_IND_vs_TEN
Week2,Sun,2003-09-14,1:00PM,Kansas City Chiefs,,Pittsburgh Steelers,boxscore,41,20,282,2,380,4,https://www.pro-football-reference.com/boxscores/200309140kan.htm,KC,PIT,2003_Week2_KC_vs_PIT
Week2,Sun,2003-09-14,1:02PM,Baltimore Ravens,,Cleveland Browns,boxscore,33,13,393,3,175,3,https://www.pro-football-reference.com/boxscores/200309140rav.htm,BAL,CLE,2003_Week2_BAL_vs_CLE
Week2,Sun,2003-09-14,1:02PM,Green Bay Packers,,Detroit Lions,boxscore,31,6,332,2,293,3,https://www.pro-football-reference.com/boxscores/200309140gnb.htm,GB,DET,2003_Week2_GB_vs_DET
Week2,Sun,2003-09-14,1:02PM,New Orleans Saints,,Houston Texans,boxscore,31,10,292,0,258,2,https://www.pro-football-reference.com/boxscores/200309140nor.htm,NO,HOU,2003_Week2_NO_vs_HOU
Week2,Sun,2003-09-14,1:02PM,Miami Dolphins,@,New York Jets,boxscore,21,10,376,1,387,1,https://www.pro-football-reference.com/boxscores/200309140nyj.htm,NYJ,MIA,2003_Week2_NYJ_vs_MIA
Week2,Sun,2003-09-14,1:02PM,St. Louis Rams,,San Francisco 49ers,boxscore,27,24,278,4,390,1,https://www.pro-football-reference.com/boxscores/200309140ram.htm,LAR,SF,2003_Week2_LAR_vs_SF
Week2,Sun,2003-09-14,1:03PM,Washington Redskins,@,Atlanta Falcons,boxscore,33,31,435,2,283,2,https://www.pro-football-reference.com/boxscores/200309140atl.htm,ATL,WAS,2003_Week2_ATL_vs_WAS
Week2,Sun,2003-09-14,1:03PM,Buffalo Bills,@,Jacksonville Jaguars,boxscore,38,17,371,0,287,0,https://www.pro-football-reference.com/boxscores/200309140jax.htm,JAX,BUF,2003_Week2_JAX_vs_BUF
Week2,Sun,2003-09-14,4:05PM,Carolina Panthers,@,Tampa Bay Buccaneers,boxscore,12,9,258,2,397,1,https://www.pro-football-reference.com/boxscores/200309140tam.htm,TB,CAR,2003_Week2_TB_vs_CAR
Week2,Sun,2003-09-14,4:06PM,Seattle Seahawks,@,Arizona Cardinals,boxscore,38,0,323,0,286,6,https://www.pro-football-reference.com/boxscores/200309140crd.htm,ARI,SEA,2003_Week2_ARI_vs_SEA
Week2,Sun,2003-09-14,4:15PM,Oakland Raiders,,Cincinnati Bengals,boxscore,23,20,237,0,416,2,https://www.pro-football-reference.com/boxscores/200309140rai.htm,LVR,CIN,2003_Week2_LVR_vs_CIN
Week2,Sun,2003-09-14,4:15PM,Denver Broncos,@,San Diego Chargers,boxscore,37,13,382,0,303,1,https://www.pro-football-reference.com/boxscores/200309140sdg.htm,LAC,DEN,2003_Week2_LAC_vs_DEN
Week2,Sun,2003-09-14,4:15PM,New England Patriots,@,Philadelphia Eagles,boxscore,31,10,309,0,268,6,https://www.pro-football-reference.com/boxscores/200309140phi.htm,PHI,NE,2003_Week2_PHI_vs_NE
Week2,Sun,2003-09-14,8:30PM,Minnesota Vikings,,Chicago Bears,boxscore,24,13,400,1,208,1,https://www.pro-football-reference.com/boxscores/200309140min.htm,MIN,CHI,2003_Week2_MIN_vs_CHI
Week2,Mon,2003-09-15,9:08PM,Dallas Cowboys,@,New York Giants,boxscore,35,32,403,1,309,3,https://www.pro-football-reference.com/boxscores/200309150nyg.htm,NYG,DAL,2003_Week2_NYG_vs_DAL
Week3,Sun,2003-09-21,1:00PM,Indianapolis Colts,,Jacksonville Jaguars,boxscore,23,13,289,1,266,1,https://www.pro-football-reference.com/boxscores/200309210clt.htm,IND,JAX,2003_Week3_IND_vs_JAX
Week3,Sun,2003-09-21,1:02PM,Pittsburgh Steelers,@,Cincinnati Bengals,boxscore,17,10,376,1,182,1,https://www.pro-football-reference.com/boxscores/200309210cin.htm,CIN,PIT,2003_Week3_CIN_vs_PIT
Week3,Sun,2003-09-21,1:02PM,Kansas City Chiefs,@,Houston Texans,boxscore,42,14,426,2,316,4,https://www.pro-football-reference.com/boxscores/200309210htx.htm,HOU,KC,2003_Week3_HOU_vs_KC
Week3,Sun,2003-09-21,1:02PM,New England Patriots,,New York Jets,boxscore,23,16,294,1,329,1,https://www.pro-football-reference.com/boxscores/200309210nwe.htm,NE,NYJ,2003_Week3_NE_vs_NYJ
Week3,Sun,2003-09-21,1:03PM,Tampa Bay Buccaneers,@,Atlanta Falcons,boxscore,31,10,316,1,136,5,https://www.pro-football-reference.com/boxscores/200309210atl.htm,ATL,TB,2003_Week3_ATL_vs_TB
Week3,Sun,2003-09-21,1:03PM,Minnesota Vikings,@,Detroit Lions,boxscore,23,13,414,1,302,3,https://www.pro-football-reference.com/boxscores/200309210det.htm,DET,MIN,2003_Week3_DET_vs_MIN
Week3,Sun,2003-09-21,1:03PM,Tennessee Titans,,New Orleans Saints,boxscore,27,12,385,1,188,2,https://www.pro-football-reference.com/boxscores/200309210oti.htm,TEN,NO,2003_Week3_TEN_vs_NO
Week3,Sun,2003-09-21,4:05PM,New York Giants,@,Washington Redskins,boxscore,24,21,399,0,456,1,https://www.pro-football-reference.com/boxscores/200309210was.htm,WAS,NYG,2003_Week3_WAS_vs_NYG
Week3,Sun,2003-09-21,4:06PM,Arizona Cardinals,,Green Bay Packers,boxscore,20,13,354,1,311,2,https://www.pro-football-reference.com/boxscores/200309210crd.htm,ARI,GB,2003_Week3_ARI_vs_GB
Week3,Sun,2003-09-21,4:06PM,Seattle Seahawks,,St. Louis Rams,boxscore,24,23,316,1,308,3,https://www.pro-football-reference.com/boxscores/200309210sea.htm,SEA,LAR,2003_Week3_SEA_vs_LAR
Week3,Sun,2003-09-21,4:15PM,Cleveland Browns,@,San Francisco 49ers,boxscore,13,12,251,2,265,1,https://www.pro-football-reference.com/boxscores/200309210sfo.htm,SF,CLE,2003_Week3_SF_vs_CLE
Week3,Sun,2003-09-21,4:15PM,Baltimore Ravens,@,San Diego Chargers,boxscore,24,10,249,1,389,3,https://www.pro-football-reference.com/boxscores/200309210sdg.htm,LAC,BAL,2003_Week3_LAC_vs_BAL
Week3,Sun,2003-09-21,8:36PM,Miami Dolphins,,Buffalo Bills,boxscore,17,7,313,3,118,3,https://www.pro-football-reference.com/boxscores/200309210mia.htm,MIA,BUF,2003_Week3_MIA_vs_BUF
Week3,Mon,2003-09-22,9:09PM,Denver Broncos,,Oakland Raiders,boxscore,31,10,383,1,195,1,https://www.pro-football-reference.com/boxscores/200309220den.htm,DEN,LVR,2003_Week3_DEN_vs_LVR
Week4,Sun,2003-09-28,1:01PM,Tennessee Titans,@,Pittsburgh Steelers,boxscore,30,13,198,0,376,2,https://www.pro-football-reference.com/boxscores/200309280pit.htm,PIT,TEN,2003_Week4_PIT_vs_TEN
Week4,Sun,2003-09-28,1:02PM,Philadelphia Eagles,@,Buffalo Bills,boxscore,23,13,335,0,308,1,https://www.pro-football-reference.com/boxscores/200309280buf.htm,BUF,PHI,2003_Week4_BUF_vs_PHI
Week4,Sun,2003-09-28,1:02PM,St. Louis Rams,,Arizona Cardinals,boxscore,37,13,401,1,161,3,https://www.pro-football-reference.com/boxscores/200309280ram.htm,LAR,ARI,2003_Week4_LAR_vs_ARI
Week4,Sun,2003-09-28,1:03PM,Cincinnati Bengals,@,Cleveland Browns,boxscore,21,14,295,0,339,1,https://www.pro-football-reference.com/boxscores/200309280cle.htm,CLE,CIN,2003_Week4_CLE_vs_CIN
Week4,Sun,2003-09-28,1:03PM,Minnesota Vikings,,San Francisco 49ers,boxscore,35,7,354,0,372,3,https://www.pro-football-reference.com/boxscores/200309280min.htm,MIN,SF,2003_Week4_MIN_vs_SF
Week4,Sun,2003-09-28,1:03PM,Washington Redskins,,New England Patriots,boxscore,20,17,253,0,387,4,https://www.pro-football-reference.com/boxscores/200309280was.htm,WAS,NE,2003_Week4_WAS_vs_NE
Week4,Sun,2003-09-28,1:05PM,Houston Texans,,Jacksonville Jaguars,boxscore,24,20,339,4,342,5,https://www.pro-football-reference.com/boxscores/200309280htx.htm,HOU,JAX,2003_Week4_HOU_vs_JAX
Week4,Sun,2003-09-28,4:05PM,Kansas City Chiefs,@,Baltimore Ravens,boxscore,17,10,265,0,326,4,https://www.pro-football-reference.com/boxscores/200309280rav.htm,BAL,KC,2003_Week4_BAL_vs_KC
Week4,Sun,2003-09-28,4:05PM,Oakland Raiders,,San Diego Chargers,boxscore,34,31,448,2,430,1,https://www.pro-football-reference.com/boxscores/200309280rai.htm,LVR,LAC,2003_Week4_LVR_vs_LAC
Week4,Sun,2003-09-28,4:15PM,Dallas Cowboys,@,New York Jets,boxscore,17,6,360,1,285,2,https://www.pro-football-reference.com/boxscores/200309280nyj.htm,NYJ,DAL,2003_Week4_NYJ_vs_DAL
Week4,Sun,2003-09-28,4:15PM,Carolina Panthers,,Atlanta Falcons,boxscore,23,3,361,1,267,1,https://www.pro-football-reference.com/boxscores/200309280car.htm,CAR,ATL,2003_Week4_CAR_vs_ATL
Week4,Sun,2003-09-28,4:15PM,Denver Broncos,,Detroit Lions,boxscore,20,16,332,1,285,0,https://www.pro-football-reference.com/boxscores/200309280den.htm,DEN,DET,2003_Week4_DEN_vs_DET
Week4,Sun,2003-09-28,8:37PM,Indianapolis Colts,@,New Orleans Saints,boxscore,55,21,418,0,363,4,https://www.pro-football-reference.com/boxscores/200309280nor.htm,NO,IND,2003_Week4_NO_vs_IND
Week4,Mon,2003-09-29,9:09PM,Green Bay Packers,@,Chicago Bears,boxscore,38,23,380,1,361,2,https://www.pro-football-reference.com/boxscores/200309290chi.htm,CHI,GB,2003_Week4_CHI_vs_GB
Week5,Sun,2003-10-05,1:00PM,Kansas City Chiefs,,Denver Broncos,boxscore,24,23,262,2,468,1,https://www.pro-football-reference.com/boxscores/200310050kan.htm,KC,DEN,2003_Week5_KC_vs_DEN
Week5,Sun,2003-10-05,1:02PM,Carolina Panthers,,New Orleans Saints,boxscore,19,13,309,1,344,1,https://www.pro-football-reference.com/boxscores/200310050car.htm,CAR,NO,2003_Week5_CAR_vs_NO
Week5,Sun,2003-10-05,1:02PM,Chicago Bears,,Oakland Raiders,boxscore,24,21,344,3,301,2,https://www.pro-football-reference.com/boxscores/200310050chi.htm,CHI,LVR,2003_Week5_CHI_vs_LVR
Week5,Sun,2003-10-05,1:02PM,Buffalo Bills,,Cincinnati Bengals,boxscore,22,16,257,0,279,2,https://www.pro-football-reference.com/boxscores/200310050buf.htm,BUF,CIN,2003_Week5_BUF_vs_CIN
Week5,Sun,2003-10-05,1:02PM,Dallas Cowboys,,Arizona Cardinals,boxscore,24,7,365,1,151,2,https://www.pro-football-reference.com/boxscores/200310050dal.htm,DAL,ARI,2003_Week5_DAL_vs_ARI
Week5,Sun,2003-10-05,1:02PM,Green Bay Packers,,Seattle Seahawks,boxscore,35,13,336,0,343,2,https://www.pro-football-reference.com/boxscores/200310050gnb.htm,GB,SEA,2003_Week5_GB_vs_SEA
Week5,Sun,2003-10-05,1:02PM,New England Patriots,,Tennessee Titans,boxscore,38,30,354,0,411,1,https://www.pro-football-reference.com/boxscores/200310050nwe.htm,NE,TEN,2003_Week5_NE_vs_TEN
Week5,Sun,2003-10-05,1:03PM,Miami Dolphins,@,New York Giants,boxscore,23,10,285,1,350,4,https://www.pro-football-reference.com/boxscores/200310050nyg.htm,NYG,MIA,2003_Week5_NYG_vs_MIA
Week5,Sun,2003-10-05,1:05PM,Minnesota Vikings,@,Atlanta Falcons,boxscore,39,26,399,1,440,3,https://www.pro-football-reference.com/boxscores/200310050atl.htm,ATL,MIN,2003_Week5_ATL_vs_MIN
Week5,Sun,2003-10-05,4:05PM,Jacksonville Jaguars,,San Diego Chargers,boxscore,27,21,436,1,346,2,https://www.pro-football-reference.com/boxscores/200310050jax.htm,JAX,LAC,2003_Week5_JAX_vs_LAC
Week5,Sun,2003-10-05,4:15PM,Philadelphia Eagles,,Washington Redskins,boxscore,27,25,267,2,307,2,https://www.pro-football-reference.com/boxscores/200310050phi.htm,PHI,WAS,2003_Week5_PHI_vs_WAS
Week5,Sun,2003-10-05,4:15PM,San Francisco 49ers,,Detroit Lions,boxscore,24,17,325,1,305,2,https://www.pro-football-reference.com/boxscores/200310050sfo.htm,SF,DET,2003_Week5_SF_vs_DET
Week5,Sun,2003-10-05,8:35PM,Cleveland Browns,@,Pittsburgh Steelers,boxscore,33,13,324,2,209,3,https://www.pro-football-reference.com/boxscores/200310050pit.htm,PIT,CLE,2003_Week5_PIT_vs_CLE
Week5,Mon,2003-10-06,9:15PM,Indianapolis Colts,@,Tampa Bay Buccaneers,boxscore,38,35,455,2,457,1,https://www.pro-football-reference.com/boxscores/200310060tam.htm,TB,IND,2003_Week5_TB_vs_IND
Week6,Sun,2003-10-12,1:00PM,Carolina Panthers,@,Indianapolis Colts,boxscore,23,20,341,2,369,3,https://www.pro-football-reference.com/boxscores/200310120clt.htm,IND,CAR,2003_Week6_IND_vs_CAR
Week6,Sun,2003-10-12,1:01PM,Miami Dolphins,@,Jacksonville Jaguars,boxscore,24,10,234,2,332,5,https://www.pro-football-reference.com/boxscores/200310120jax.htm,JAX,MIA,2003_Week6_JAX_vs_MIA
Week6,Sun,2003-10-12,1:02PM,Kansas City Chiefs,@,Green Bay Packers,boxscore,40,34,482,0,440,2,https://www.pro-football-reference.com/boxscores/200310120gnb.htm,GB,KC,2003_Week6_GB_vs_KC
Week6,Sun,2003-10-12,1:02PM,New England Patriots,,New York Giants,boxscore,17,6,220,0,382,5,https://www.pro-football-reference.com/boxscores/200310120nwe.htm,NE,NYG,2003_Week6_NE_vs_NYG
Week6,Sun,2003-10-12,1:03PM,New Orleans Saints,,Chicago Bears,boxscore,20,13,283,0,271,2,https://www.pro-football-reference.com/boxscores/200310120nor.htm,NO,CHI,2003_Week6_NO_vs_CHI
Week6,Sun,2003-10-12,1:03PM,Dallas Cowboys,,Philadelphia Eagles,boxscore,23,21,292,1,232,1,https://www.pro-football-reference.com/boxscores/200310120dal.htm,DAL,PHI,2003_Week6_DAL_vs_PHI
Week6,Sun,2003-10-12,1:03PM,Tennessee Titans,,Houston Texans,boxscore,38,17,535,1,458,3,https://www.pro-football-reference.com/boxscores/200310120oti.htm,TEN,HOU,2003_Week6_TEN_vs_HOU
Week6,Sun,2003-10-12,1:03PM,Tampa Bay Buccaneers,@,Washington Redskins,boxscore,35,13,379,0,275,3,https://www.pro-football-reference.com/boxscores/200310120was.htm,WAS,TB,2003_Week6_WAS_vs_TB
Week6,Sun,2003-10-12,1:03PM,Cleveland Browns,,Oakland Raiders,boxscore,13,7,284,1,254,0,https://www.pro-football-reference.com/boxscores/200310120cle.htm,CLE,LVR,2003_Week6_CLE_vs_LVR
Week6,Sun,2003-10-12,4:15PM,New York Jets,,Buffalo Bills,boxscore,30,3,233,0,193,4,https://www.pro-football-reference.com/boxscores/200310120nyj.htm,NYJ,BUF,2003_Week6_NYJ_vs_BUF
Week6,Sun,2003-10-12,4:15PM,Denver Broncos,,Pittsburgh Steelers,boxscore,17,14,242,3,215,1,https://www.pro-football-reference.com/boxscores/200310120den.htm,DEN,PIT,2003_Week6_DEN_vs_PIT
Week6,Sun,2003-10-12,4:16PM,Baltimore Ravens,@,Arizona Cardinals,boxscore,26,18,285,0,320,3,https://www.pro-football-reference.com/boxscores/200310120crd.htm,ARI,BAL,2003_Week6_ARI_vs_BAL
Week6,Sun,2003-10-12,8:37PM,Seattle Seahawks,,San Francisco 49ers,boxscore,20,19,333,1,261,1,https://www.pro-football-reference.com/boxscores/200310120sea.htm,SEA,SF,2003_Week6_SEA_vs_SF
Week6,Mon,2003-10-13,9:00PM,St. Louis Rams,,Atlanta Falcons,boxscore,36,0,496,3,209,4,https://www.pro-football-reference.com/boxscores/200310130ram.htm,LAR,ATL,2003_Week6_LAR_vs_ATL
Week7,Sun,2003-10-19,1:00PM,Minnesota Vikings,,Denver Broncos,boxscore,28,20,340,0,321,3,https://www.pro-football-reference.com/boxscores/200310190min.htm,MIN,DEN,2003_Week7_MIN_vs_DEN
Week7,Sun,2003-10-19,1:02PM,Tennessee Titans,@,Carolina Panthers,boxscore,37,17,348,0,383,4,https://www.pro-football-reference.com/boxscores/200310190car.htm,CAR,TEN,2003_Week7_CAR_vs_TEN
Week7,Sun,2003-10-19,1:02PM,Cincinnati Bengals,,Baltimore Ravens,boxscore,34,26,303,0,401,3,https://www.pro-football-reference.com/boxscores/200310190cin.htm,CIN,BAL,2003_Week7_CIN_vs_BAL
Week7,Sun,2003-10-19,1:02PM,San Diego Chargers,@,Cleveland Browns,boxscore,26,20,289,2,277,2,https://www.pro-football-reference.com/boxscores/200310190cle.htm,CLE,LAC,2003_Week7_CLE_vs_LAC
Week7,Sun,2003-10-19,1:02PM,St. Louis Rams,,Green Bay Packers,boxscore,34,24,370,2,372,4,https://www.pro-football-reference.com/boxscores/200310190ram.htm,LAR,GB,2003_Week7_LAR_vs_GB
Week7,Sun,2003-10-19,1:03PM,Dallas Cowboys,@,Detroit Lions,boxscore,38,7,331,1,157,4,https://www.pro-football-reference.com/boxscores/200310190det.htm,DET,DAL,2003_Week7_DET_vs_DAL
Week7,Sun,2003-10-19,1:03PM,New England Patriots,@,Miami Dolphins,boxscore,19,13,332,2,326,3,https://www.pro-football-reference.com/boxscores/200310190mia.htm,MIA,NE,2003_Week7_MIA_vs_NE
Week7,Sun,2003-10-19,1:03PM,Philadelphia Eagles,@,New York Giants,boxscore,14,10,134,2,339,2,https://www.pro-football-reference.com/boxscores/200310190nyg.htm,NYG,PHI,2003_Week7_NYG_vs_PHI
Week7,Sun,2003-10-19,1:03PM,New Orleans Saints,@,Atlanta Falcons,boxscore,45,17,506,1,238,1,https://www.pro-football-reference.com/boxscores/200310190atl.htm,ATL,NO,2003_Week7_ATL_vs_NO
Week7,Sun,2003-10-19,4:05PM,New York Jets,@,Houston Texans,boxscore,19,14,300,0,325,0,https://www.pro-football-reference.com/boxscores/200310190htx.htm,HOU,NYJ,2003_Week7_HOU_vs_NYJ
Week7,Sun,2003-10-19,4:15PM,Seattle Seahawks,,Chicago Bears,boxscore,24,17,335,2,211,2,https://www.pro-football-reference.com/boxscores/200310190sea.htm,SEA,CHI,2003_Week7_SEA_vs_CHI
Week7,Sun,2003-10-19,4:15PM,Buffalo Bills,,Washington Redskins,boxscore,24,7,432,2,169,1,https://www.pro-football-reference.com/boxscores/200310190buf.htm,BUF,WAS,2003_Week7_BUF_vs_WAS
Week7,Sun,2003-10-19,4:15PM,San Francisco 49ers,,Tampa Bay Buccaneers,boxscore,24,7,458,2,326,4,https://www.pro-football-reference.com/boxscores/200310190sfo.htm,SF,TB,2003_Week7_SF_vs_TB
Week7,Mon,2003-10-20,9:05PM,Kansas City Chiefs,@,Oakland Raiders,boxscore,17,10,319,1,357,3,https://www.pro-football-reference.com/boxscores/200310200rai.htm,LVR,KC,2003_Week7_LVR_vs_KC
Week8,Sun,2003-10-26,1:00PM,New York Giants,@,Minnesota Vikings,boxscore,29,17,450,1,359,2,https://www.pro-football-reference.com/boxscores/200310260min.htm,MIN,NYG,2003_Week8_MIN_vs_NYG
Week8,Sun,2003-10-26,1:01PM,Tampa Bay Buccaneers,,Dallas Cowboys,boxscore,16,0,261,0,178,3,https://www.pro-football-reference.com/boxscores/200310260tam.htm,TB,DAL,2003_Week8_TB_vs_DAL
Week8,Sun,2003-10-26,1:01PM,Tennessee Titans,@,Jacksonville Jaguars,boxscore,30,17,320,1,293,3,https://www.pro-football-reference.com/boxscores/200310260jax.htm,JAX,TEN,2003_Week8_JAX_vs_TEN
Week8,Sun,2003-10-26,1:02PM,Cincinnati Bengals,,Seattle Seahawks,boxscore,27,24,412,0,459,5,https://www.pro-football-reference.com/boxscores/200310260cin.htm,CIN,SEA,2003_Week8_CIN_vs_SEA
Week8,Sun,2003-10-26,1:02PM,St. Louis Rams,@,Pittsburgh Steelers,boxscore,33,21,448,0,245,4,https://www.pro-football-reference.com/boxscores/200310260pit.htm,PIT,LAR,2003_Week8_PIT_vs_LAR
Week8,Sun,2003-10-26,1:02PM,New England Patriots,,Cleveland Browns,boxscore,9,3,347,0,203,1,https://www.pro-football-reference.com/boxscores/200310260nwe.htm,NE,CLE,2003_Week8_NE_vs_CLE
Week8,Sun,2003-10-26,1:02PM,Baltimore Ravens,,Denver Broncos,boxscore,26,6,277,0,194,2,https://www.pro-football-reference.com/boxscores/200310260rav.htm,BAL,DEN,2003_Week8_BAL_vs_DEN
Week8,Sun,2003-10-26,1:03PM,Carolina Panthers,@,New Orleans Saints,boxscore,23,20,368,0,294,3,https://www.pro-football-reference.com/boxscores/200310260nor.htm,NO,CAR,2003_Week8_NO_vs_CAR
Week8,Sun,2003-10-26,1:03PM,Chicago Bears,,Detroit Lions,boxscore,24,16,261,0,260,2,https://www.pro-football-reference.com/boxscores/200310260chi.htm,CHI,DET,2003_Week8_CHI_vs_DET
Week8,Sun,2003-10-26,4:06PM,Arizona Cardinals,,San Francisco 49ers,boxscore,16,13,314,1,255,1,https://www.pro-football-reference.com/boxscores/200310260crd.htm,ARI,SF,2003_Week8_ARI_vs_SF
Week8,Sun,2003-10-26,4:13PM,Philadelphia Eagles,,New York Jets,boxscore,24,17,306,2,377,2,https://www.pro-football-reference.com/boxscores/200310260phi.htm,PHI,NYJ,2003_Week8_PHI_vs_NYJ
Week8,Sun,2003-10-26,4:15PM,Indianapolis Colts,,Houston Texans,boxscore,30,21,391,1,270,2,https://www.pro-football-reference.com/boxscores/200310260clt.htm,IND,HOU,2003_Week8_IND_vs_HOU
Week8,Sun,2003-10-26,8:30PM,Kansas City Chiefs,,Buffalo Bills,boxscore,38,5,375,0,266,7,https://www.pro-football-reference.com/boxscores/200310260kan.htm,KC,BUF,2003_Week8_KC_vs_BUF
Week8,Mon,2003-10-27,9:09PM,Miami Dolphins,@,San Diego Chargers,boxscore,26,10,264,1,250,3,https://www.pro-football-reference.com/boxscores/200310270sdg.htm,LAC,MIA,2003_Week8_LAC_vs_MIA
Week9,Sun,2003-11-02,1:02PM,Houston Texans,,Carolina Panthers,boxscore,14,10,267,0,367,1,https://www.pro-football-reference.com/boxscores/200311020htx.htm,HOU,CAR,2003_Week9_HOU_vs_CAR
Week9,Sun,2003-11-02,1:02PM,Baltimore Ravens,,Jacksonville Jaguars,boxscore,24,17,259,2,320,3,https://www.pro-football-reference.com/boxscores/200311020rav.htm,BAL,JAX,2003_Week9_BAL_vs_JAX
Week9,Sun,2003-11-02,1:03PM,Detroit Lions,,Oakland Raiders,boxscore,23,13,229,2,265,4,https://www.pro-football-reference.com/boxscores/200311020det.htm,DET,LVR,2003_Week9_DET_vs_LVR
Week9,Sun,2003-11-02,1:03PM,New York Giants,@,New York Jets,boxscore,31,28,413,0,392,4,https://www.pro-football-reference.com/boxscores/200311020nyj.htm,NYJ,NYG,2003_Week9_NYJ_vs_NYG
Week9,Sun,2003-11-02,1:04PM,Indianapolis Colts,@,Miami Dolphins,boxscore,23,17,356,2,239,2,https://www.pro-football-reference.com/boxscores/200311020mia.htm,MIA,IND,2003_Week9_MIA_vs_IND
Week9,Sun,2003-11-02,1:05PM,Chicago Bears,,San Diego Chargers,boxscore,20,7,341,1,199,1,https://www.pro-football-reference.com/boxscores/200311020chi.htm,CHI,LAC,2003_Week9_CHI_vs_LAC
Week9,Sun,2003-11-02,1:05PM,New Orleans Saints,@,Tampa Bay Buccaneers,boxscore,17,14,257,1,352,6,https://www.pro-football-reference.com/boxscores/200311020tam.htm,TB,NO,2003_Week9_TB_vs_NO
Week9,Sun,2003-11-02,4:05PM,Arizona Cardinals,,Cincinnati Bengals,boxscore,17,14,304,1,263,2,https://www.pro-football-reference.com/boxscores/200311020crd.htm,ARI,CIN,2003_Week9_ARI_vs_CIN
