Quarter,Time,Down,ToGo,Location,STL,PIT,Detail,EPB,EPA
2,,,,,14,7,"Penalty on Kyle Turley: False Start, 5 yards (no play)",0.000,0.000
2,,,,PIT 2,14,7,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,14,7,"Jeff Wilkins kicks off 69 yards, returned by Ike Taylor for 23 yards (tackle by Courtland Bullard)",0.000,0.540
2,7:52,1,10,PIT 24,14,7,Jerome Bettis up the middle for 5 yards (tackle by Grant Wistrom),0.540,0.670
2,7:15,2,5,PIT 29,14,7,Tommy Maddox pass complete to Plaxico Burress for 6 yards (tackle by Jerametrius Butler),0.670,1.270
2,6:48,1,10,PIT 35,14,7,Tommy Maddox pass complete to Hines Ward for 45 yards (tackle by Robert W. Thomas),1.270,4.240
2,5:56,1,10,STL 20,14,7,Jerome Bettis up the middle for 6 yards (tackle by Jerametrius Butler),4.240,4.640
2,5:25,2,4,STL 14,14,7,"Jerome Bettis left tackle for 1 yard (tackle by DeJuan Groce). Penalty on Bryce Fisher: Defensive Offside, 5 yards (no play)",4.640,5.140
2,5:02,1,9,STL 9,14,13,"Tommy Maddox pass complete to Hines Ward for 9 yards, touchdown",5.140,7.000
2,,,,STL 2,14,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,14,"Jeff Reed kicks off 66 yards, returned by Joffrey Reynolds for 23 yards (tackle by Chidi Iwuoma)",0.000,0.740
2,4:50,1,10,STL 27,14,14,Marc Bulger pass incomplete intended for Arlen Harris,0.740,0.200
2,4:45,2,10,STL 27,14,14,Marc Bulger pass complete to Isaac Bruce for 23 yards (tackle by Troy Polamalu),0.200,2.260
2,4:08,1,10,PIT 50,14,14,Marc Bulger pass complete to Brandon Manumaleuna for 1 yard (tackle by Joey Porter),2.260,1.850
2,3:21,2,9,PIT 49,14,14,Marc Bulger pass complete to Dane Looker for -1 yards (tackle by Dewayne Washington),1.850,1.030
2,2:39,,,,14,14,Timeout #1 by Pittsburgh Steelers,0.000,1.030
2,2:39,3,10,PIT 50,14,14,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Dewayne Washington: Illegal Contact, 5 yards (no play)",1.030,2.590
2,2:33,1,10,PIT 45,14,14,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Deshea Townsend: Defensive Pass Interference, 13 yards (no play)",2.590,3.450
2,2:30,1,10,PIT 32,14,14,Arlen Harris right end for -13 yards,3.450,1.150
2,1:59,2,23,PIT 45,14,14,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Joey Porter),1.150,0.500
2,1:55,3,23,PIT 45,14,14,Marc Bulger pass complete to Torry Holt for 40 yards (tackle by Brent Alexander),0.500,6.060
2,1:29,1,5,PIT 5,14,14,"Marc Bulger pass incomplete intended for Isaac Bruce. Penalty on Chad Scott: Defensive Pass Interference, 4 yards, Penalty on Deshea Townsend: Defensive Offside (Declined) (no play)",6.060,6.970
2,1:25,1,1,PIT 1,14,14,Arlen Harris left end for -1 yards (tackle by Mike Logan and Kendrell Bell),6.970,5.720
2,1:04,2,2,PIT 2,14,14,Marc Bulger pass incomplete intended for Brandon Manumaleuna,5.720,4.950
2,1:00,3,2,PIT 2,14,14,Marc Bulger pass incomplete intended for Richard Angulo (defended by James Farrior),4.950,3.250
2,0:54,4,2,PIT 2,17,14,Jeff Wilkins 20 yard field goal good,3.250,3.000
2,,,,STL 30,17,14,"Jeff Wilkins kicks off 64 yards, returned by Ike Taylor for 22 yards (tackle by Brian Young). Ike Taylor fumbles (forced by Brian Young), recovered by Larry Foote at PIT-28",,
2,0:43,1,10,PIT 28,17,14,Amos Zereoue up the middle for 7 yards (tackle by Aeneas Williams),0.810,1.210
2,0:36,,,,17,14,Timeout #2 by Pittsburgh Steelers,0.000,1.210
2,0:36,2,3,PIT 35,17,14,Tommy Maddox pass incomplete intended for Hines Ward,1.210,0.500
2,0:31,3,3,PIT 35,17,14,Amos Zereoue left tackle for -1 yards (tackle by Robert W. Thomas and Brian Young). Penalty on Plaxico Burress: Illegal Motion (Declined),0.500,-1.110
2,0:24,4,4,PIT 34,17,14,"Josh Miller punts 49 yards, returned by DeJuan Groce for -5 yards (tackle by Troy Polamalu)",-1.110,0.350
2,0:12,1,10,STL 12,17,14,Marc Bulger kneels for -2 yards,-0.350,-0.930
Quarter,Time,Down,ToGo,Location,STL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,17,14,"Jeff Wilkins kicks off 62 yards, returned by Ike Taylor for 13 yards (tackle by James Whitley)",0.000,0.340
3,15:00,1,10,PIT 21,17,14,Jerome Bettis up the middle for 4 yards (tackle by Jamie Duncan),0.340,0.340
3,14:20,2,6,PIT 25,17,14,Jerome Bettis left guard for 5 yards (tackle by Ryan Pickett),0.340,0.300
3,13:40,3,1,PIT 30,17,14,Tommy Maddox pass incomplete intended for Hines Ward is intercepted by Jamie Duncan at PIT-30,0.300,-3.580
3,13:33,1,10,PIT 30,17,14,Arlen Harris left guard for 8 yards (tackle by Kendrell Bell),3.580,4.110
3,12:55,2,2,PIT 22,17,14,Arlen Harris left tackle for -1 yards (tackle by Jason Gildon and Kendrell Bell),4.110,3.270
3,12:21,,,,17,14,Timeout #1 by St. Louis Rams,0.000,3.270
3,12:21,3,3,PIT 23,17,14,Marc Bulger pass complete to Dane Looker for 6 yards (tackle by Dewayne Washington),3.270,4.440
3,11:35,1,10,PIT 17,17,14,Arlen Harris left end for 2 yards (tackle by Dewayne Washington),4.440,4.150
3,10:54,2,8,PIT 15,17,14,Marc Bulger left end for 11 yards (tackle by Joey Porter),4.150,6.280
3,10:07,1,4,PIT 4,17,14,Arlen Harris left tackle for no gain (tackle by Casey Hampton and Jason Gildon),6.280,5.340
3,9:26,2,4,PIT 4,17,14,Marc Bulger pass incomplete intended for Dane Looker (defended by Troy Polamalu),5.340,4.490
3,9:19,3,4,PIT 4,17,14,Marc Bulger pass incomplete intended for Dane Looker (defended by Aaron Smith),4.490,3.030
3,9:13,4,4,PIT 4,20,14,Jeff Wilkins 22 yard field goal good,3.030,3.000
3,,,,STL 30,20,14,"Jeff Wilkins kicks off 69 yards, returned by Antwaan Randle El for 27 yards (tackle by James Whitley)",0.000,0.810
3,9:06,1,10,PIT 28,20,14,Antwaan Randle El left end for 32 yards (tackle by Leonard Little),0.810,2.920
3,8:17,1,10,STL 40,20,14,Hines Ward left end for 3 yards (tackle by DeJuan Groce),2.920,2.780
3,7:39,2,7,STL 37,20,14,Tommy Maddox pass complete to Dan Kreider for 15 yards (tackle by Rich Coady),2.780,4.110
3,6:57,1,10,STL 22,20,20,"Tommy Maddox pass complete to Hines Ward for 22 yards, touchdown",4.110,7.000
3,,,,STL 2,20,21,"Jeff Reed kicks extra point good. Penalty on Mark Bruener: Offensive Holding, 10 yards (no play)",0.000,0.000
3,,,,STL 2,20,21,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,20,21,"Jeff Reed kicks off 65 yards, returned by Joffrey Reynolds for 25 yards (tackle by Clint Kriewaldt)",0.000,0.940
3,6:45,1,10,STL 30,20,21,Arlen Harris right guard for 4 yards (tackle by Chad Scott),0.940,0.930
3,6:05,2,6,STL 34,20,21,Marc Bulger pass complete to Torry Holt for 7 yards (tackle by Chad Scott),0.930,1.660
3,5:37,1,10,STL 41,20,21,Marc Bulger pass complete to Torry Holt for 21 yards (tackle by Troy Polamalu). Penalty on Joey Porter: Defensive Offside (Declined),1.660,3.050
3,5:08,,,,20,21,Timeout #2 by St. Louis Rams,0.000,3.050
3,5:08,1,10,PIT 38,20,21,Marc Bulger pass complete to Arlen Harris for 5 yards (tackle by Dewayne Washington),3.050,3.180
3,4:20,2,5,PIT 33,20,21,"Arlen Harris up the middle for no gain (tackle by Aaron Smith). Penalty on Kyle Turley: Offensive Holding, 10 yards (no play)",3.180,1.830
3,3:59,2,15,PIT 43,20,21,Marc Bulger pass complete to Brandon Manumaleuna for 30 yards (tackle by Brent Alexander),1.830,4.710
3,3:17,1,10,PIT 13,20,21,Arlen Harris up the middle for 4 yards (tackle by James Farrior and Deshea Townsend),4.710,4.770
3,2:36,2,6,PIT 9,26,21,"Arlen Harris up the middle for 9 yards, touchdown",4.770,7.000
3,2:31,,,,26,21,Timeout #3 by St. Louis Rams,0.000,0.000
3,,,,,27,21,"Two Point Attempt: Arlen Harris up the middle, conversion succeeds. Penalty on Isaac Bruce: Illegal Shift, 5 yards (no play)",1.000,0.000
3,,,,PIT 2,27,21,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,27,21,"Jeff Wilkins kicks off 64 yards, returned by Ike Taylor for 17 yards (tackle by Brian Young)",0.000,0.480
3,2:26,1,10,PIT 23,27,21,Jerome Bettis up the middle for 7 yards (tackle by Brian Young),0.480,0.880
3,1:50,2,3,PIT 30,27,21,Jerome Bettis right guard for 2 yards (tackle by Bryce Fisher),0.880,0.430
3,1:15,3,1,PIT 32,27,21,Jerome Bettis up the middle for no gain (tackle by Ryan Pickett). Penalty on Keydrick Vincent: Offensive Holding (Declined),0.430,-1.240
3,1:03,4,1,PIT 32,27,21,"Josh Miller punts 40 yards, returned by DeJuan Groce for 9 yards (tackle by Clint Kriewaldt)",-1.240,-1.400
3,0:56,1,10,STL 37,27,21,Marc Bulger pass complete to Cam Cleeland for 28 yards (tackle by Brent Alexander),1.400,3.250
3,0:26,1,10,PIT 35,27,21,Arlen Harris up the middle for -3 yards (tackle by Aaron Smith),3.250,2.300
Quarter,Time,Down,ToGo,Location,STL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,PIT 38,27,21,Marc Bulger pass incomplete intended for Isaac Bruce,2.300,1.620
4,14:55,3,13,PIT 38,27,21,Marc Bulger pass incomplete intended for Torry Holt,1.620,0.720
4,14:49,4,13,PIT 38,27,21,"Sean Landeta punts 28 yards, fair catch by Antwaan Randle El",0.720,0.380
4,14:42,1,10,PIT 10,27,21,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.380,-0.780
4,14:36,,,,27,21,Timeout #1 by Pittsburgh Steelers,0.000,-0.780
4,14:36,2,10,PIT 10,27,21,Tommy Maddox pass incomplete intended for Jerome Bettis,-0.780,-1.420
4,14:31,3,10,PIT 10,27,21,Tommy Maddox pass incomplete intended for Hines Ward,-1.420,-2.490
4,14:24,4,10,PIT 10,27,21,"Josh Miller punts 50 yards, returned by DeJuan Groce for no gain",-2.490,-1.600
4,14:13,1,10,STL 40,27,21,Arlen Harris up the middle for 7 yards (tackle by James Farrior),1.600,2.000
4,13:35,2,3,STL 47,27,21,Arlen Harris right end for 2 yards (tackle by James Farrior),2.000,1.550
4,12:47,3,1,STL 49,27,21,Arlen Harris left end for 5 yards (tackle by Aaron Smith),1.550,2.520
4,12:12,1,10,PIT 46,27,21,Marc Bulger pass complete to Isaac Bruce for 21 yards (tackle by Mike Logan),2.520,3.910
4,11:28,1,10,PIT 25,27,21,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by Troy Polamalu),3.910,4.580
4,10:44,1,10,PIT 15,27,21,Marc Bulger pass incomplete intended for Arlen Harris (defended by Jason Gildon),4.580,3.950
4,10:40,2,10,PIT 15,27,21,Arlen Harris up the middle for 1 yard (tackle by James Farrior),3.950,3.240
4,9:57,3,9,PIT 14,27,21,Marc Bulger sacked by Joey Porter for -6 yards,3.240,2.120
4,9:23,4,15,PIT 20,27,21,"Jeff Wilkins 38 yard field goal good. Penalty on Jason Gildon: Defensive Holding, 5 yards (no play)",2.120,4.580
4,9:20,1,10,PIT 15,27,21,Arlen Harris up the middle for 2 yards,4.580,4.280
4,8:42,2,8,PIT 13,27,21,Arlen Harris right guard for 4 yards (tackle by Chad Scott and Mike Logan),4.280,4.220
4,7:59,3,4,PIT 9,33,21,"Arlen Harris left end for 9 yards, touchdown",4.220,7.000
4,,,,,33,21,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,STL 30,33,21,"Jeff Wilkins kicks off 65 yards, returned by Ike Taylor for 42 yards (tackle by Jeremy Loyd)",0.000,2.060
4,7:45,1,10,PIT 47,33,21,Tommy Maddox pass incomplete intended for Hines Ward,2.060,1.520
4,7:37,2,10,PIT 47,33,21,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Robert W. Thomas),1.520,1.750
4,7:09,3,3,STL 46,33,21,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Jason Sehorn),1.750,0.200
4,7:06,4,3,STL 46,33,21,Tommy Maddox pass incomplete intended for Amos Zereoue (defended by Ryan Pickett),0.200,-1.990
4,7:01,1,10,STL 46,33,21,Arlen Harris right end for -2 yards (tackle by James Farrior),1.990,1.180
4,6:19,2,12,STL 44,33,21,Arlen Harris up the middle for 1 yard,1.180,0.630
4,5:36,3,11,STL 45,33,21,Arlen Harris right end for 2 yards (tackle by Chad Scott and Jason Gildon),0.630,-0.260
4,5:26,,,,33,21,Timeout #2 by Pittsburgh Steelers,0.000,-0.260
4,5:23,4,9,STL 47,33,21,"Sean Landeta punts 44 yards, returned by Antwaan Randle El for no gain",-0.260,0.380
4,5:15,1,10,PIT 9,33,21,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Pisa Tinoisamoa),-0.380,-0.160
4,4:49,2,3,PIT 16,33,21,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Robert W. Thomas),-0.160,0.480
4,4:21,1,10,PIT 23,33,21,Tommy Maddox pass incomplete intended for Jerame Tuman (defended by Brian Young),0.480,-0.070
4,4:16,2,10,PIT 23,33,21,Tommy Maddox up the middle for 4 yards (tackle by Grant Wistrom),-0.070,-0.230
4,3:35,3,6,PIT 27,33,21,Tommy Maddox pass incomplete intended for Hines Ward is intercepted by Aeneas Williams at PIT-32 and returned for 5 yards (tackle by Hines Ward),-0.230,-3.780
4,3:26,1,10,PIT 27,33,21,Arlen Harris left tackle for 1 yard (tackle by James Farrior),3.780,3.370
4,2:43,2,9,PIT 26,33,21,Arlen Harris right end for -3 yards (tackle by Kendrell Bell),3.370,2.280
4,2:32,,,,33,21,Timeout #3 by Pittsburgh Steelers,0.000,2.280
4,2:30,3,12,PIT 29,33,21,Arlen Harris right end for -2 yards (tackle by James Farrior),2.280,1.320
4,2:00,4,14,PIT 31,33,21,"Penalty on Courtland Bullard: False Start, 5 yards (no play)",1.320,0.880
4,2:00,4,19,PIT 36,33,21,Sean Landeta punts 31 yards,0.880,0.380
4,1:50,1,10,PIT 5,33,21,Tommy Maddox pass incomplete intended for Hines Ward,-0.380,-0.780
4,1:44,2,10,PIT 5,33,21,Tommy Maddox pass complete to Antwaan Randle El for 6 yards (tackle by Jerametrius Butler),-0.780,-0.720
4,1:14,3,4,PIT 11,33,21,Tommy Maddox pass complete to Amos Zereoue for 9 yards (tackle by Robert W. Thomas),-0.720,0.280
4,0:51,1,10,PIT 20,33,21,Tommy Maddox pass incomplete intended for Hines Ward is intercepted by DeJuan Groce at PIT-37 and returned for 7 yards (tackle by Amos Zereoue),0.280,-3.580
4,0:41,1,10,PIT 30,33,21,Marc Bulger kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
