Quarter,Time,Tm,Detail,DEN,IND
1.0,12:59,Colts,Gary Brackett 31 yard interception return (Mike Vanderjagt kick),0,7
,9:55,Broncos,Mike Anderson 2 yard rush (Jason Elam kick),7,7
,2:06,Broncos,Jake Plummer 6 yard rush (Jason Elam kick),14,7
2.0,14:10,Colts,Edgerrin James 16 yard rush (Mike Vanderjagt kick),14,14
,6:20,Broncos,Jake Plummer 1 yard rush (Jason Elam kick),21,14
,1:11,Broncos,Rod Smith 15 yard pass from Jake Plummer (Jason Elam kick),28,14
,0:04,Colts,Mike Vanderjagt 40 yard field goal,28,17
4.0,4:26,Broncos,Jason Elam 24 yard field goal,31,17
