Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
2,9:28,1,10,CHI 46,3,3,"Ka'Deem Carey right end for 6 yards (tackle by Kemal Ishmael). Penalty on Eben Britton: Offensive Holding, 10 yards (no play)",1.990,1.330
2,8:55,1,20,CHI 36,3,3,Jay Cutler pass complete short middle to Matt Forte for 8 yards (tackle by Paul Worrilow),1.330,1.180
2,8:10,2,12,CHI 44,3,3,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Kemal Ishmael),1.180,1.950
2,7:30,3,1,ATL 45,3,3,"Penalty on Jordan Mills: False Start, 5 yards (no play)",1.950,1.290
2,7:04,3,6,,3,3,Jay Cutler pass complete deep left to Brandon Marshall for 47 yards (tackle by Robert Alford),1.290,6.510
2,6:09,1,3,ATL 3,3,3,Jay Cutler pass incomplete short right intended for Martellus Bennett,6.510,5.530
2,6:05,2,3,ATL 3,9,3,"Jay Cutler pass complete short right to Josh Morgan for 3 yards, touchdown",5.530,7.000
2,6:05,,,ATL 2,10,3,Robbie Gould kicks extra point good,0.000,0.000
2,6:05,,,CHI 35,10,3,"Robbie Gould kicks off 73 yards, returned by Devin Hester for 26 yards (tackle by Brock Vereen)",0.000,-0.040
2,5:54,1,10,ATL 18,10,3,Steven Jackson left tackle for 4 yards (tackle by Christian Jones and Khaseem Greene),0.040,0.140
2,5:15,2,6,ATL 22,10,3,Matt Ryan pass complete short right to Julio Jones for 15 yards (tackle by Khaseem Greene),0.140,1.400
2,4:31,1,10,ATL 37,10,3,Matt Ryan pass incomplete deep left intended for Roddy White,1.400,0.860
2,4:25,2,10,ATL 37,10,3,Matt Ryan pass incomplete deep middle intended for Julio Jones,0.860,0.170
2,4:22,3,10,ATL 37,10,3,Matt Ryan pass incomplete short right intended for Roddy White (defended by Tim Jennings),0.170,-0.910
2,4:16,4,10,ATL 37,10,3,"Matthew Bosher punts 49 yards, out of bounds. Penalty on Teddy Williams: Offensive Holding, 7 yards",-0.910,0.380
2,4:06,1,10,CHI 7,10,3,Jay Cutler pass complete deep right to Alshon Jeffery for 26 yards (tackle by Dwight Lowery),-0.380,1.140
2,3:35,1,10,CHI 33,10,3,Jay Cutler pass complete short left to Matt Forte for 6 yards (tackle by Dwight Lowery),1.140,1.400
2,2:50,2,4,CHI 39,10,3,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Paul Worrilow),1.400,1.990
2,2:12,1,10,CHI 46,10,3,Matt Forte right tackle for 4 yards (tackle by Malliciah Goodman and Josh Wilson),1.990,1.990
2,2:00,2,6,,10,3,Jay Cutler sacked by Robert McClain for -1 yards,1.990,1.160
2,1:18,3,7,CHI 49,10,3,Jay Cutler pass complete short left to Brandon Marshall for 15 yards (tackle by Robert McClain),1.160,3.180
2,0:34,1,10,ATL 36,10,3,Jay Cutler pass complete short left to Martellus Bennett for 9 yards (tackle by Jonathan Babineaux),3.180,3.180
2,0:28,1,10,ATL 36,10,3,Timeout #1 by Chicago Bears,3.180,3.850
2,0:28,2,1,ATL 27,10,3,Jay Cutler right end for 9 yards,3.850,3.850
2,0:20,2,1,ATL 27,10,3,Timeout #2 by Chicago Bears,3.850,4.370
2,0:20,1,10,ATL 18,10,3,Jay Cutler pass complete short left to Matt Forte for 8 yards (tackle by Joplo Bartu and Josh Wilson),4.370,4.370
2,0:14,1,10,ATL 18,10,3,Timeout #3 by Chicago Bears,4.370,5.230
2,0:14,2,2,ATL 10,10,3,Jay Cutler pass incomplete short middle intended for Martellus Bennett,5.230,4.510
2,0:10,3,2,ATL 10,10,3,Jay Cutler pass incomplete short middle intended for Matt Forte,4.510,2.890
2,0:06,4,2,ATL 10,13,3,Robbie Gould 28 yard field goal good,2.890,3.000
2,0:06,,,CHI 35,13,3,Robbie Gould kicks off 24 yards,0.000,-1.660
2,0:01,1,10,ATL 41,13,3,Matt Ryan kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,13,3,"Robbie Gould kicks off 69 yards, returned by Devin Hester for 18 yards (tackle by DeDe Lattimore)",0.000,-0.280
3,14:55,1,10,ATL 14,13,3,"Penalty on Gabe Carimi: False Start, 5 yards (no play)",-0.280,-0.570
3,14:55,1,15,ATL 9,13,3,Matt Ryan pass incomplete deep middle intended for Julio Jones,-0.570,-1.150
3,14:51,2,15,ATL 9,13,3,"Matt Ryan pass complete deep right to Devin Hester for 25 yards (tackle by Chris Conte). Penalty on Gabe Carimi: Illegal Use of Hands (Offsetting), Penalty on Jared Allen: Illegal Use of Hands (Offsetting) (no play)",-1.150,-1.150
3,14:30,2,15,ATL 9,13,3,Matt Ryan pass complete short left to Julio Jones for 17 yards (tackle by Kyle Fuller),-1.150,0.670
3,14:04,1,10,ATL 26,13,3,Matt Ryan pass complete deep left to Julio Jones for 29 yards (tackle by Brock Vereen),0.670,2.590
3,13:23,1,10,CHI 45,13,3,"Julio Jones left end for 1 yard (tackle by Darryl Sharpton). Penalty on Roddy White: Offensive Holding, 10 yards",2.590,1.990
3,12:58,1,19,ATL 46,13,3,"Matt Ryan pass incomplete short middle intended for Steven Jackson. Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",1.990,1.330
3,12:53,1,29,ATL 36,13,3,Matt Ryan pass complete short middle to Levine Toilolo for 14 yards (tackle by Demontre Hurst),1.330,1.370
3,12:08,2,15,,13,3,Matt Ryan pass complete short right to Antone Smith for 9 yards (tackle by Tim Jennings),1.370,1.880
3,11:28,3,6,CHI 41,13,9,"Matt Ryan pass complete short right to Antone Smith for 41 yards, touchdown",1.880,7.000
3,11:28,,,CHI 2,13,10,Matt Bryant kicks extra point good,0.000,0.000
3,11:28,,,ATL 35,13,10,"Matthew Bosher kicks off 69 yards, returned by Chris Williams for 18 yards (tackle by Antone Smith)",0.000,0.280
3,11:13,1,10,CHI 14,13,10,Matt Forte left guard for 1 yard (tackle by Paul Soliai),-0.280,-0.640
3,10:32,2,9,CHI 15,13,10,Jay Cutler pass complete short right to Matt Forte for 6 yards (tackle by Corey Peters),-0.640,-0.560
3,9:47,3,3,CHI 21,13,10,Jay Cutler pass incomplete short middle intended for Alshon Jeffery,-0.560,-1.960
3,9:43,4,3,CHI 21,13,10,"Pat O'Donnell punts 46 yards, returned by Devin Hester for -2 yards (tackle by Teddy Williams)",-1.960,-1.000
3,9:32,1,10,ATL 31,13,10,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Ego Ferguson),1.000,0.460
3,9:27,2,10,ATL 31,13,10,Matt Ryan pass complete short right to Antone Smith for 9 yards (tackle by Khaseem Greene),0.460,0.960
3,9:01,3,1,ATL 40,13,10,Antone Smith right guard for 2 yards (tackle by Khaseem Greene),0.960,1.730
3,8:24,1,10,ATL 42,13,10,Matt Ryan pass incomplete,1.730,1.190
3,8:20,2,10,ATL 42,13,10,Steven Jackson left guard for 1 yard (tackle by Darryl Sharpton),1.190,0.630
3,7:45,3,9,ATL 43,13,10,Matt Ryan pass complete short middle to Eric Weems for 14 yards (tackle by Demontre Hurst and Khaseem Greene). Penalty on Willie Young: Defensive Holding (Declined),0.630,2.720
3,7:15,1,10,CHI 43,13,10,Matt Ryan pass incomplete short middle intended for Levine Toilolo,2.720,2.180
3,7:11,2,10,CHI 43,13,10,Jacquizz Rodgers right tackle for 7 yards (tackle by Darryl Sharpton),2.180,2.410
3,6:30,3,3,CHI 36,13,10,Matt Ryan pass incomplete short right intended for Roddy White (defended by Darryl Sharpton),2.410,0.890
3,6:24,4,3,CHI 36,13,13,Matt Bryant 54 yard field goal good,0.890,3.000
3,6:24,,,ATL 35,13,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,6:19,1,10,CHI 20,13,13,Jay Cutler pass incomplete short left intended for Matt Forte,0.280,-0.270
3,6:14,2,10,CHI 20,13,13,Jay Cutler pass complete deep right to Alshon Jeffery for 74 yards (tackle by Kemal Ishmael),-0.270,5.830
3,5:11,1,6,ATL 6,19,13,"Matt Forte right guard for 6 yards, touchdown",5.830,7.000
3,5:11,,,ATL 2,19,13,Robbie Gould kicks extra point no good,0.000,-1.000
3,5:11,,,CHI 35,19,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,5:06,1,10,ATL 20,19,13,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Kyle Fuller),0.280,0.680
3,4:26,2,3,ATL 27,19,13,Devonta Freeman left end for 2 yards (tackle by Darryl Sharpton and Christian Jones),0.680,0.230
3,3:54,3,1,ATL 29,19,13,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Kyle Fuller),0.230,-1.440
3,3:49,4,1,ATL 29,19,13,"Matthew Bosher punts 47 yards, returned by Santonio Holmes for -1 yards (tackle by Josh Harris). Penalty on Senorise Perry: Offensive Holding, 10 yards",-1.440,0.320
3,3:35,1,10,CHI 13,19,13,Jay Cutler pass complete short middle to Brandon Marshall for 13 yards (tackle by Robert Alford),-0.320,0.670
3,2:48,1,10,CHI 26,19,13,Alshon Jeffery right end for -1 yards (tackle by Jonathan Massaquoi),0.670,-0.010
3,2:06,2,11,CHI 25,19,13,Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Kemal Ishmael),-0.010,0.630
3,1:40,3,1,CHI 35,19,13,Matt Forte right end for 2 yards (tackle by Desmond Trufant),0.630,1.400
3,1:03,1,10,CHI 37,19,13,Jay Cutler pass incomplete deep left intended for Brandon Marshall,1.400,0.860
3,0:55,2,10,CHI 37,19,13,Jay Cutler pass complete short right to Matt Forte for -1 yards (tackle by Tyson Jackson),0.860,0.040
3,0:06,3,11,CHI 36,19,13,Jay Cutler pass complete deep left to Martellus Bennett for 25 yards (tackle by Josh Wilson),0.040,2.980
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 39,19,13,Matt Forte right guard for 4 yards (tackle by Tyson Jackson),2.980,2.980
4,14:20,2,6,ATL 35,19,13,Matt Forte right guard for 2 yards (tackle by Josh Wilson),2.980,2.540
4,13:42,3,4,ATL 33,19,13,Jay Cutler pass complete short right to Alshon Jeffery for 10 yards (tackle by Jonathan Massaquoi),2.540,4.040
4,13:01,1,10,ATL 23,19,13,Matt Forte right end for 6 yards (tackle by Tyson Jackson),4.040,4.380
4,12:28,2,4,ATL 17,19,13,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Kemal Ishmael),4.380,4.910
4,11:51,1,10,ATL 10,19,13,Matt Forte right guard for 2 yards (tackle by Tyson Jackson and Joplo Bartu),4.910,4.570
4,11:10,2,8,ATL 8,19,13,"Jay Cutler pass complete short left to Alshon Jeffery for 8 yards. Penalty on Alshon Jeffery: Illegal Touch Pass, 5 yards (no play)",4.570,3.720
4,11:01,2,13,ATL 13,19,13,Jay Cutler pass complete short middle to Martellus Bennett for 4 yards (tackle by Jonathan Massaquoi),3.720,3.360
4,10:12,3,9,ATL 9,25,13,"Matt Forte right guard for 9 yards, touchdown",3.360,7.000
4,10:12,,,,27,13,"Two Point Attempt: Jay Cutler pass complete to Martellus Bennett, conversion succeeds",0.000,1.000
4,10:12,,,CHI 35,27,13,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,10:07,1,10,ATL 20,27,13,Matt Ryan pass incomplete short left intended for Steven Jackson,0.280,-0.270
4,10:03,2,10,ATL 20,27,13,Matt Ryan sacked by Jared Allen for -4 yards,-0.270,-0.270
4,9:20,2,10,ATL 20,27,13,Timeout #1 by Atlanta Falcons,-0.270,-1.690
4,9:20,3,14,ATL 16,27,13,Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on Jake Matthews: Offensive Holding (Declined),-1.690,-2.390
4,9:13,4,14,ATL 16,27,13,"Matthew Bosher punts 56 yards, fair catch by Santonio Holmes. Penalty on Josh Harris: Offensive Holding, 8 yards (no play)",-2.390,-2.490
4,9:05,4,22,ATL 8,27,13,"Matthew Bosher punts 57 yards, fair catch by Santonio Holmes",-2.490,-1.270
4,8:56,1,10,CHI 35,27,13,Matt Forte right end for 5 yards (tackle by Desmond Trufant and Malliciah Goodman),1.270,1.400
4,8:11,2,5,CHI 40,27,13,Ka'Deem Carey right end for 15 yards (tackle by Dwight Lowery),1.400,2.590
4,7:28,1,10,ATL 45,27,13,Ka'Deem Carey left end for 1 yard (tackle by Kroy Biermann),2.590,2.180
4,6:45,2,9,ATL 44,27,13,Ka'Deem Carey left end for -1 yards (tackle by Robert Alford),2.180,1.360
4,6:04,3,10,ATL 45,27,13,Jay Cutler up the middle for 5 yards (tackle by Jonathan Babineaux),1.360,0.590
4,5:27,4,5,ATL 40,27,13,"Pat O'Donnell punts 40 yards, touchback",0.590,-0.280
4,5:19,1,10,ATL 20,27,13,Matt Ryan pass complete short right to Roddy White for 23 yards (tackle by Khaseem Greene),0.280,1.800
4,4:56,1,10,ATL 43,27,13,Matt Ryan pass complete short right to Levine Toilolo for 5 yards (tackle by Khaseem Greene),1.800,1.930
4,4:32,2,5,ATL 48,27,13,Matt Ryan pass incomplete deep right intended for Levine Toilolo,1.930,1.220
4,4:30,3,5,ATL 48,27,13,Matt Ryan sacked by Willie Young for -9 yards,1.220,-0.780
4,3:48,4,14,ATL 39,27,13,Matt Ryan pass incomplete deep left intended for Julio Jones is intercepted by Demontre Hurst at CHI-45,-0.780,-1.930
4,3:37,1,10,CHI 45,27,13,Matt Forte left guard for 8 yards (tackle by Paul Worrilow),1.930,2.460
4,2:53,2,2,ATL 47,27,13,Matt Forte left guard for 1 yard (tackle by Kroy Biermann),2.460,2.460
4,2:49,2,2,ATL 47,27,13,Timeout #2 by Atlanta Falcons,2.460,1.880
4,2:49,3,1,ATL 46,27,13,Jay Cutler up the middle for -7 yards (tackle by Paul Soliai and Kroy Biermann),1.880,1.880
4,2:44,3,1,ATL 46,27,13,Timeout #3 by Atlanta Falcons,1.880,-0.260
4,2:44,4,8,CHI 47,27,13,"Pat O'Donnell punts 34 yards, out of bounds",-0.260,-0.150
4,2:36,1,10,ATL 19,27,13,Matt Ryan pass complete short middle to Devonta Freeman for 12 yards (tackle by Darryl Sharpton),0.150,1.000
4,2:12,1,10,ATL 31,27,13,Matt Ryan sacked by Willie Young for -5 yards,1.000,-0.220
4,1:58,2,15,ATL 26,27,13,Matt Ryan pass incomplete short right intended for Levine Toilolo,-0.220,-0.890
4,1:55,3,15,ATL 26,27,13,Matt Ryan pass complete short right to Devonta Freeman for 14 yards (tackle by Demontre Hurst),-0.890,-0.720
4,1:30,4,1,ATL 40,27,13,Matt Ryan pass incomplete short middle intended for Devonta Freeman (defended by Will Sutton),-0.720,-2.920
4,1:26,1,10,ATL 40,27,13,Jay Cutler kneels for -1 yards,2.920,2.240
4,0:49,2,11,ATL 41,27,13,Jay Cutler kneels for -1 yards,2.240,1.420
4,0:32,3,12,ATL 42,27,13,Jay Cutler kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
