Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Leon Johnson,CHI,0,0,,0,0,2,14,7.0,0,0
Vinny Sutherland,CHI,3,49,16.3,0,0,0,0,,0,0
Ahmad Merritt,CHI,1,63,63.0,0,0,0,0,,0,0
Daimon Shelton,CHI,1,0,0.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Az-Zahir Hakim,DET,0,0,,0,0,1,4,4.0,0,0
Larry Foster,DET,4,72,18.0,0,0,0,0,,0,0
Desmond Howard,DET,1,23,23.0,0,0,0,0,,0,0
