Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
2,,,,WAS 30,0,3,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
2,3:24,1,10,PHI 20,0,3,Brian Westbrook left end for 2 yards (tackle by Marcus Washington and Demetric Evans),0.280,0.000
2,2:46,2,8,PHI 22,0,3,Donovan McNabb pass incomplete short middle intended for L.J. Smith,0.000,-0.690
2,2:41,,,,0,3,Timeout #1 by Philadelphia Eagles,0.000,-0.690
2,2:41,3,8,PHI 22,0,3,Donovan McNabb pass complete short right to L.J. Smith for 7 yards (tackle by Fred Smoot),-0.690,-1.440
,,,,,,,"WAS challenged the first down ruling, and the original play was overturned.",,
2,2:10,4,1,PHI 29,0,3,Saverio Rocca punts 32 yards,-1.440,-1.530
2,1:59,1,10,WAS 39,0,3,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,1.530,0.990
2,1:55,2,10,WAS 39,0,3,Clinton Portis left end for 14 yards (tackle by Chris Clemons),0.990,2.460
2,1:19,1,10,PHI 47,0,3,Jason Campbell pass complete short middle to Santana Moss for 5 yards (tackle by Akeem Jordan),2.460,2.590
2,1:00,2,5,PHI 42,0,3,Jason Campbell pass complete short middle to Chris Cooley for 6 yards (tackle by Stewart Bradley). Penalty on Stewart Bradley: Defensive Holding (Declined),2.590,3.180
2,0:52,1,10,PHI 36,0,3,"Penalty on Clinton Portis: False Start, 5 yards (no play)",3.180,2.850
2,0:52,1,15,PHI 41,0,3,Jason Campbell pass complete short middle to Ladell Betts for 9 yards (tackle by Brian Dawkins),2.850,3.180
2,0:30,2,6,PHI 32,0,3,Jason Campbell sacked by Darren Howard for -8 yards,3.180,1.420
2,0:26,,,,0,3,Timeout #2 by Washington Redskins,0.000,1.420
2,0:26,3,14,PHI 40,0,3,Jason Campbell pass incomplete short middle intended for Antwaan Randle El (defended by Darren Howard),1.420,0.590
2,0:21,4,14,PHI 40,0,3,"Ryan Plackemeier punts 40 yards, touchback",0.590,-0.280
2,0:13,1,10,PHI 20,0,3,Brian Westbrook left end for 7 yards (tackle by DeAngelo Hall),0.280,0.680
2,0:07,,,,0,3,Timeout #2 by Philadelphia Eagles,0.000,0.680
2,0:07,2,3,PHI 27,0,3,Brian Westbrook right end for 4 yards (tackle by Chris Horton),0.680,1.000
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,0,3,"Shaun Suisham kicks off 71 yards, returned by Quintin Demps for 18 yards (tackle by James Thrash)",0.000,-0.060
3,14:54,1,10,PHI 17,0,3,Brian Westbrook right tackle for 3 yards (tackle by Chris Horton and Anthony Montgomery),-0.060,-0.060
3,14:14,2,7,PHI 20,0,3,Donovan McNabb pass incomplete deep middle intended for DeSean Jackson,-0.060,-0.870
3,14:05,,,,0,3,Timeout #1 by Philadelphia Eagles,0.000,-0.870
3,14:05,3,7,PHI 20,0,3,Donovan McNabb pass complete short right to Reggie Brown for 10 yards (tackle by Fred Smoot),-0.870,0.940
3,13:25,1,10,PHI 30,0,3,"DeSean Jackson left end for 7 yards (tackle by LaRon Landry). Penalty on Reggie Brown: Offensive Holding, 10 yards",0.940,0.740
3,12:52,1,13,PHI 27,0,3,Donovan McNabb left end for 3 yards (tackle by Shawn Springs),0.740,0.390
3,12:19,2,10,PHI 30,0,3,Brian Westbrook left end for 7 yards (tackle by DeAngelo Hall),0.390,0.630
3,11:37,3,3,PHI 37,0,3,"Donovan McNabb sacked by Jason Taylor for -7 yards. Donovan McNabb fumbles (forced by Jason Taylor), recovered by London Fletcher at PHI-30 and returned for 12 yards (tackle by Jon Runyan)",0.630,-4.370
3,11:27,1,10,PHI 18,0,3,Clinton Portis right end for 1 yard (tackle by Stewart Bradley),4.370,3.940
3,10:46,2,9,PHI 17,0,3,Jason Campbell pass complete short middle to Chris Cooley for 12 yards (tackle by Quintin Mikell),3.940,6.060
3,10:05,1,5,PHI 5,0,3,Clinton Portis up the middle for no gain (tackle by Brodrick Bunkley and Mike Patterson),6.060,5.150
3,9:27,2,5,PHI 5,0,3,Clinton Portis left end for 4 yards (tackle by Quintin Mikell and Stewart Bradley),5.150,5.170
3,8:46,3,1,PHI 1,0,9,"Clinton Portis left tackle for 1 yard, touchdown",5.170,7.000
3,,,,PHI 2,0,10,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,0,10,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,8:43,1,10,PHI 20,0,10,Donovan McNabb pass complete short right to Greg Lewis for 5 yards (tackle by Shawn Springs),0.280,0.410
3,8:07,2,5,PHI 25,0,10,Donovan McNabb pass incomplete short middle intended for Brian Westbrook,0.410,-0.300
3,8:02,3,5,PHI 25,0,10,Donovan McNabb pass complete short middle to L.J. Smith for 17 yards (tackle by Chris Horton),-0.300,1.730
3,7:26,1,10,PHI 42,0,10,Brian Westbrook left end for -1 yards (tackle by London Fletcher),1.730,1.050
3,6:45,2,11,PHI 41,0,10,Donovan McNabb pass complete deep left to Brian Westbrook for 47 yards (tackle by DeAngelo Hall),1.050,4.780
3,5:50,1,10,WAS 12,0,10,Donovan McNabb pass incomplete short middle intended for L.J. Smith (defended by LaRon Landry),4.780,4.100
3,5:44,2,10,WAS 12,0,10,Donovan McNabb pass complete short middle to Jason Avant for 7 yards (tackle by Shawn Springs),4.100,4.610
3,5:03,3,3,WAS 5,0,10,Donovan McNabb pass complete short left to Brian Westbrook for 1 yard (tackle by Chris Horton),4.610,3.040
3,4:22,4,2,WAS 4,3,10,David Akers 22 yard field goal good,3.040,3.000
3,,,,PHI 30,3,10,"David Akers kicks off 62 yards, returned by Rock Cartwright for 20 yards (tackle by Sean Considine)",0.000,0.810
3,4:12,1,10,WAS 28,3,10,Jason Campbell pass complete short right to Antwaan Randle El for 11 yards (tackle by Asante Samuel),0.810,1.530
3,3:38,1,10,WAS 39,3,10,Jason Campbell left end for 9 yards (tackle by Brian Dawkins),1.530,2.200
3,2:53,2,1,WAS 48,3,10,Clinton Portis left tackle for 2 yards (tackle by Trent Cole and Brodrick Bunkley),2.200,2.260
3,2:17,1,10,,3,10,Clinton Portis right tackle for 11 yards (tackle by Brian Dawkins),2.260,2.980
3,1:39,1,10,PHI 39,3,10,Jason Campbell sacked by Trent Cole for -4 yards,2.980,1.900
3,1:07,2,14,PHI 43,3,10,"Ladell Betts left end for 6 yards (tackle by Quintin Mikell). Penalty on Chris Cooley: Offensive Holding, 10 yards",1.900,1.360
3,0:45,2,18,PHI 47,3,10,Jason Campbell pass complete short left to Ladell Betts for 5 yards (tackle by Akeem Jordan),1.360,1.360
3,0:06,3,13,PHI 42,3,10,Jason Campbell pass incomplete short left intended for Santana Moss,1.360,0.460
3,0:03,4,13,PHI 42,3,10,"Ryan Plackemeier punts 33 yards, fair catch by DeSean Jackson",0.460,0.380
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 9,3,10,Donovan McNabb pass incomplete short left intended for Reggie Brown,-0.380,-0.780
4,14:56,2,10,PHI 9,3,10,Donovan McNabb pass complete short middle to Brian Westbrook for 6 yards (tackle by London Fletcher),-0.780,-0.720
4,14:13,3,4,PHI 15,3,10,Donovan McNabb pass incomplete short middle intended for Jason Avant,-0.720,-2.440
4,14:06,4,4,PHI 15,3,10,"Saverio Rocca punts 49 yards, returned by Santana Moss for 31 yards (tackle by Saverio Rocca). Penalty on Kareem Moore: Illegal Block Above the Waist, 10 yards",-2.440,-0.940
4,13:53,1,10,WAS 30,3,10,Jason Campbell pass incomplete deep right intended for Devin Thomas (defended by Asante Samuel),0.940,0.390
4,13:46,2,10,WAS 30,3,10,Clinton Portis right tackle for -2 yards (tackle by Chris Gocong),0.390,-0.560
4,13:07,3,12,WAS 28,3,10,Jason Campbell up the middle for 19 yards (tackle by Joselio Hanson),-0.560,2.060
4,12:18,1,10,WAS 47,3,10,Clinton Portis left tackle for no gain (tackle by Trevor Laws),2.060,1.520
4,11:40,2,10,WAS 47,3,10,Jason Campbell pass incomplete short right intended for Fred Davis (defended by Brian Dawkins),1.520,0.830
4,11:35,3,10,WAS 47,3,10,Jason Campbell pass incomplete short right intended for Devin Thomas (defended by Asante Samuel),0.830,-0.260
4,11:29,4,10,WAS 47,3,10,Ryan Plackemeier punts 50 yards,-0.260,0.380
4,11:18,1,10,PHI 3,3,10,Donovan McNabb pass complete short right to DeSean Jackson for 6 yards (tackle by DeAngelo Hall),-0.380,-0.340
4,10:35,2,4,PHI 9,3,10,Donovan McNabb pass incomplete short middle intended for Brent Celek (defended by DeAngelo Hall),-0.340,-0.720
4,10:30,3,4,PHI 9,3,10,Donovan McNabb pass complete short right to L.J. Smith for 2 yards (tackle by DeAngelo Hall),-0.720,-2.490
4,9:56,4,2,PHI 11,3,10,Saverio Rocca punts 33 yards,-2.490,-2.650
4,9:50,1,10,PHI 44,3,10,Clinton Portis up the middle for 2 yards (tackle by Quintin Mikell and Trent Cole),2.650,2.380
4,9:10,2,8,PHI 42,3,10,Jason Campbell pass incomplete short middle intended for Clinton Portis (defended by Brodrick Bunkley),2.380,1.690
4,9:03,3,8,PHI 42,3,10,Ladell Betts left tackle for 5 yards (tackle by Joselio Hanson and Victor Abiamiri),1.690,0.790
4,8:22,4,3,PHI 37,3,10,"Ryan Plackemeier punts 27 yards, fair catch by DeSean Jackson",0.790,0.380
4,8:15,1,10,PHI 10,3,10,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by DeAngelo Hall),-0.380,-0.780
4,8:09,2,10,PHI 10,3,10,Donovan McNabb pass incomplete short middle intended for DeSean Jackson (defended by Shawn Springs),-0.780,-1.420
4,8:03,3,10,PHI 10,3,10,Donovan McNabb pass incomplete short right intended for DeSean Jackson,-1.420,-2.490
4,7:58,4,10,PHI 10,3,10,"Saverio Rocca punts 45 yards, returned by Antwaan Randle El for 1 yard (tackle by Omar Gaither)",-2.490,-1.990
4,7:44,1,10,WAS 46,3,10,Clinton Portis left end for 1 yard (tackle by Brodrick Bunkley and Trent Cole),1.990,1.590
4,7:06,2,9,WAS 47,3,10,Ladell Betts left end for 4 yards (tackle by Trent Cole and Quintin Mikell),1.590,1.420
4,6:21,3,5,PHI 49,3,10,Jason Campbell pass incomplete short middle intended for Antwaan Randle El,1.420,0.000
4,6:18,4,5,PHI 49,3,10,"Ryan Plackemeier punts 49 yards, touchback",0.000,-0.280
4,6:09,1,10,PHI 20,3,10,Donovan McNabb pass incomplete deep left intended for DeSean Jackson,0.280,-0.270
4,6:03,2,10,PHI 20,3,10,Donovan McNabb pass complete short right to L.J. Smith for 1 yard (tackle by Shawn Springs),-0.270,-0.820
4,5:24,3,9,PHI 21,3,10,Donovan McNabb left end for 5 yards (tackle by Chris Wilson),-0.820,-1.630
4,5:05,4,4,PHI 26,3,10,"Saverio Rocca punts 55 yards, returned by Antwaan Randle El for 36 yards (tackle by Sean Considine)",-1.630,-2.590
4,4:50,1,10,PHI 45,3,10,Clinton Portis right end for no gain (tackle by Mike Patterson),2.590,2.040
4,4:08,2,10,PHI 45,3,10,Clinton Portis left tackle for 4 yards (tackle by Chris Gocong and Stewart Bradley),2.040,1.880
4,4:01,,,,3,10,Timeout #2 by Philadelphia Eagles,0.000,1.880
4,4:01,3,6,PHI 41,3,10,Jason Campbell pass incomplete short left intended for James Thrash (defended by Sheldon Brown). Penalty on Casey Rabach: Offensive Holding (Declined),1.880,0.530
4,3:55,4,6,PHI 41,3,10,Ryan Plackemeier punts 32 yards,0.530,0.380
4,3:48,1,10,PHI 9,3,10,Brian Westbrook up the middle for 3 yards (tackle by Demetric Evans and Anthony Montgomery),-0.380,-0.560
4,3:11,2,7,PHI 12,3,10,Donovan McNabb pass complete short middle to Reggie Brown for 10 yards (tackle by DeAngelo Hall),-0.560,0.410
4,2:47,1,10,PHI 22,3,10,Donovan McNabb pass complete short middle to Brian Westbrook for 6 yards (tackle by London Fletcher),0.410,0.680
4,2:15,2,4,PHI 28,3,10,Donovan McNabb pass complete short right to Correll Buckhalter for 7 yards (tackle by Carlos Rogers),0.680,1.270
4,2:00,1,10,PHI 35,3,10,Donovan McNabb pass complete short middle to L.J. Smith for 6 yards (tackle by London Fletcher),1.270,1.530
4,1:38,2,4,PHI 41,3,10,Donovan McNabb pass complete short middle to Jason Avant for 9 yards (tackle by Shawn Springs),1.530,2.260
4,1:14,1,10,,3,10,Donovan McNabb pass incomplete short middle intended for Jason Avant,2.260,1.710
4,1:10,2,10,,3,10,Donovan McNabb pass complete short left to Reggie Brown for 10 yards (tackle by Fred Smoot),1.710,2.920
4,1:05,1,10,WAS 40,3,10,Donovan McNabb pass incomplete deep right intended for DeSean Jackson (defended by DeAngelo Hall),2.920,2.370
4,0:57,2,10,WAS 40,3,10,Donovan McNabb pass complete short middle to L.J. Smith for 11 yards (tackle by DeAngelo Hall),2.370,3.640
4,0:39,1,10,WAS 29,3,10,Donovan McNabb spiked the ball,3.640,3.100
4,0:39,2,10,WAS 29,3,10,Donovan McNabb pass incomplete deep middle intended for Jason Avant (defended by Carlos Rogers),3.100,2.410
4,0:34,3,10,WAS 29,3,10,Donovan McNabb pass complete short middle to Brian Westbrook for 6 yards (tackle by London Fletcher),2.410,2.000
4,0:27,,,,3,10,Timeout #3 by Philadelphia Eagles,0.000,2.000
4,0:27,4,4,WAS 23,3,10,Donovan McNabb pass complete short left to Brian Westbrook for 5 yards (tackle by Jason Taylor),2.000,4.370
4,0:27,1,10,WAS 18,3,10,Donovan McNabb spiked the ball,4.370,3.800
4,0:12,2,10,WAS 18,3,10,Donovan McNabb pass complete deep middle to Reggie Brown for 17 yards (tackle by Fred Smoot),3.800,3.250
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
