Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julio Jones,ATL,13,9,138,1,7,116,12.9,22,2.4,13.5,0,,0,0.0,0,129.6
Mohamed Sanu,ATL,10,7,90,0,4,27,3.9,63,9.0,4.3,0,,0,0.0,0,97.9
Austin Hooper,ATL,6,5,67,0,3,50,10.0,17,3.4,14.0,0,,0,0.0,0,113.2
Calvin Ridley,ATL,5,5,32,1,3,16,3.2,16,3.2,3.2,0,,0,0.0,0,132.9
Russell Gage,ATL,2,2,14,0,,7,3.5,7,3.5,3.5,0,,0,0.0,0,95.8
Tevin Coleman,ATL,1,1,9,0,0,3,3.0,6,6.0,3.0,0,,0,0.0,0,104.2
Brian Hill,ATL,1,1,9,0,0,4,4.0,5,5.0,4.0,2,0.5,0,0.0,0,104.2
Logan Paulsen,ATL,1,1,19,0,1,4,4.0,15,15.0,4.0,0,,0,0.0,0,118.7
Matt Ryan,ATL,1,1,5,1,1,1,1.0,4,4.0,1.0,0,,0,0.0,0,127.1
Marvin Hall,ATL,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Justin Hardy,ATL,2,0,0,0,,0,,0,,12.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Evans,TAM,8,6,106,2,5,61,10.2,45,7.5,10.9,0,,0,0.0,1,116.7
Chris Godwin,TAM,9,6,114,2,4,92,15.3,22,3.7,14.2,0,,0,0.0,0,149.3
Adam Humphries,TAM,6,5,66,0,4,55,11.0,11,2.2,10.3,0,,1,16.7,0,112.5
Cameron Brate,TAM,4,2,39,0,2,30,15.0,9,4.5,13.0,0,,1,25.0,0,84.4
Bobo Wilson,TAM,1,1,16,0,1,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7
Jacquizz Rodgers,TAM,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
Peyton Barber,TAM,1,1,2,0,0,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
Justin Watson,TAM,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Antony Auclair,TAM,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
