Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Brian Poole,ATL,0,7,6,85.7%,110,18.3,15.7,0,118.7,10.6,59,51,2,0,0,0.0,0,3,1,25.0%
Desmond Trufant,ATL,0,8,5,62.5%,68,13.6,8.5,1,129.2,11.8,59,9,0,0,0,0.0,0,2,0,0.0%
Robert Alford,ATL,0,5,4,80.0%,71,17.8,14.2,1,158.3,11.8,54,17,0,0,0,0.0,0,3,1,25.0%
Sharrod Neasman,ATL,0,4,3,75.0%,32,10.7,8.0,1,137.5,15.3,31,1,0,0,0,0.0,0,3,0,0.0%
Deion Jones,ATL,0,3,3,100.0%,25,8.3,8.3,1,141.0,7.7,23,2,1,0,0,0.0,0,4,1,20.0%
Damontae Kazee,ATL,1,2,2,100.0%,43,21.5,21.5,0,79.2,17.0,34,9,0,0,0,0.0,0,5,0,0.0%
Foyesade Oluokun,ATL,0,2,1,50.0%,21,21.0,10.5,0,87.5,10.0,13,8,1,1,0,0.0,1,7,1,12.5%
Bruce Irvin,ATL,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,1,0.0,2,2,0,0.0%
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Takkarist McKinley,ATL,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Jordan Richards,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Jack Crawford,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
De'Vondre Campbell,ATL,0,1,0,0.0%,,,0.0,,39.6,5.0,,,3,0,0,0.0,0,9,1,10.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Javien Elliott,TAM,0,5,5,100.0%,48,9.6,9.6,0,106.7,3.0,15,33,3,0,1,0.0,1,5,0,0.0%
Andrew Adams,TAM,1,7,5,71.4%,49,9.8,7.0,0,51.2,4.1,17,32,0,0,0,0.0,0,4,3,42.9%
Lavonte David,TAM,0,4,4,100.0%,41,10.3,10.3,0,109.4,1.8,7,34,2,0,0,0.0,0,10,1,9.1%
Ryan Smith,TAM,0,6,4,66.7%,67,16.8,11.2,1,143.7,12.2,56,11,0,0,0,0.0,0,4,0,0.0%
Brent Grimes,TAM,0,8,4,50.0%,44,11.0,5.5,1,106.2,11.0,35,9,0,0,0,0.0,0,5,1,16.7%
Carlton Davis,TAM,0,5,4,80.0%,47,11.8,9.4,0,105.8,10.8,38,9,0,0,0,0.0,0,2,1,33.3%
Jordan Whitehead,TAM,0,4,3,75.0%,44,14.7,11.0,0,110.4,13.3,37,7,0,0,0,0.0,0,3,0,0.0%
Isaiah Johnson,TAM,0,3,2,66.7%,51,25.5,17.0,1,149.3,26.3,45,6,1,0,0,0.0,0,4,0,0.0%
Adarius Taylor,TAM,0,2,2,100.0%,28,14.0,14.0,0,118.7,4.5,9,19,0,0,0,0.0,0,7,0,0.0%
Gerald McCoy,TAM,0,0,0,,,,,,,,,,0,0,3,0.0,3,4,0,0.0%
Jason Pierre-Paul,TAM,0,0,0,,,,,,,,,,0,1,0,1.0,2,4,0,0.0%
Vinny Curry,TAM,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Beau Allen,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
