Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2,3:40,3,1,TAM 26,0,10,Jacquizz Rodgers left guard for -2 yards (tackle by Grady Jarrett),-0.120,-1.770
2,3:08,4,3,TAM 24,0,10,"Bryan Anger punts 58 yards, returned by Justin Hardy for 12 yards (tackle by Garrison Sanborn)",-1.770,-0.940
2,2:55,1,10,ATL 30,0,10,Tevin Coleman right end for 11 yards (tackle by Adarius Taylor),0.940,1.660
2,2:28,1,10,ATL 41,0,10,Matt Ryan pass incomplete deep middle intended for Julio Jones (defended by Carlton Davis),1.660,1.120
2,2:23,2,10,ATL 41,0,10,Tevin Coleman right end for 2 yards (tackle by Beau Allen),1.120,0.700
2,2:00,3,8,ATL 43,0,10,Matt Ryan pass incomplete short middle intended for Justin Hardy (defended by Brent Grimes),0.700,-0.520
2,1:55,4,8,ATL 43,0,10,"Matthew Bosher punts 57 yards, touchback.. Penalty on Jon Condo: Offensive Holding, 10 yards",-0.520,-0.940
2,1:42,1,10,TAM 30,0,10,Jameis Winston pass complete short middle to Adam Humphries for 15 yards (tackle by De'Vondre Campbell and Brian Poole),0.940,1.930
2,1:21,1,10,TAM 45,0,10,Jameis Winston pass incomplete deep middle intended for Cameron Brate,1.930,1.380
2,1:15,2,10,TAM 45,0,10,Jameis Winston pass complete deep middle to Chris Godwin for 25 yards (tackle by Damontae Kazee and De'Vondre Campbell),1.380,3.580
2,0:51,1,10,ATL 30,0,16,"Jameis Winston pass complete deep right to Chris Godwin for 30 yards, touchdown",3.580,7.000
2,0:46,,,ATL 15,0,17,Cairo Santos kicks extra point good,0.000,0.000
2,0:46,,,TAM 35,0,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,0:46,1,10,ATL 25,0,17,Matt Ryan pass complete short left to Mohamed Sanu for 8 yards (tackle by Javien Elliott),0.610,1.140
2,0:42,2,2,ATL 33,0,17,Matt Ryan pass complete deep left to Austin Hooper for 20 yards (tackle by Jordan Whitehead),1.140,2.460
2,0:35,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:35,1,10,TAM 47,0,17,Matt Ryan pass complete deep left to Austin Hooper for 19 yards,2.460,3.710
2,0:30,1,10,TAM 28,0,17,Matt Ryan pass complete short middle to Tevin Coleman for 9 yards (tackle by Andrew Adams),3.710,4.420
2,0:24,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:24,2,1,TAM 19,6,17,"Matt Ryan pass complete deep middle to Julio Jones for 19 yards, touchdown",4.420,7.000
2,0:20,,,TAM 15,7,17,Matt Bryant kicks extra point good,0.000,0.000
2,0:20,,,ATL 35,7,17,"Matthew Bosher kicks off 67 yards, returned by Bobo Wilson for no gain (tackle by Marvin Hall)",0.000,0.870
2,0:11,1,10,TAM 29,7,17,Jameis Winston pass complete deep middle to Chris Godwin for 25 yards (tackle by Robert Alford),0.870,2.520
2,0:04,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:04,1,10,ATL 46,7,17,Jameis Winston pass incomplete deep middle (defended by Sharrod Neasman),2.520,1.980
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,7,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,7,17,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Carlton Davis),0.610,1.140
3,14:37,2,2,ATL 33,7,17,Tevin Coleman up the middle for 4 yards (tackle by Brent Grimes),1.140,1.400
3,14:05,1,10,ATL 37,7,17,Matt Ryan pass incomplete short left,1.400,0.860
3,13:57,2,10,ATL 37,7,17,"Matt Ryan pass complete short left to Russell Gage for 7 yards (tackle by Carlton Davis). Penalty on Carlton Davis: Face Mask (15 Yards), 15 yards",0.860,2.850
3,13:29,1,10,TAM 41,7,17,Jeremy Langford up the middle for no gain (tackle by Jason Pierre-Paul),2.850,2.310
3,12:50,2,10,TAM 41,7,17,Matt Ryan left end for 10 yards (tackle by Lavonte David),2.310,3.510
3,12:04,1,10,TAM 31,7,17,Jeremy Langford left end for 7 yards (tackle by Vinny Curry),3.510,3.910
3,11:32,2,3,TAM 24,7,17,Matt Ryan pass complete short right to Mohamed Sanu for 7 yards (tackle by Javien Elliott),3.910,4.440
3,11:10,1,10,TAM 17,7,17,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Ryan Smith),4.440,3.850
3,11:06,2,10,TAM 17,7,17,Tevin Coleman right guard for no gain (tackle by Vita Vea),3.850,3.070
3,10:23,3,10,TAM 17,7,17,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Javien Elliott),3.070,5.830
3,9:42,1,6,TAM 6,7,17,Matt Ryan pass incomplete short left,5.830,4.950
3,9:36,2,6,TAM 6,7,17,Jeremy Langford right end for 1 yard (tackle by Lavonte David),4.950,4.260
3,8:55,3,5,TAM 5,13,17,"Mohamed Sanu pass complete short right to Matt Ryan for 5 yards, touchdown",4.260,7.000
3,8:49,,,TAM 15,14,17,Matt Bryant kicks extra point good,0.000,0.000
3,8:49,,,ATL 35,14,17,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,8:49,1,10,TAM 25,14,17,Peyton Barber right tackle for 9 yards (tackle by Damontae Kazee),0.610,1.280
3,8:10,2,1,TAM 34,14,17,Jameis Winston pass complete short left to Mike Evans for 33 yards (tackle by Damontae Kazee),1.280,3.380
3,7:42,1,10,ATL 33,14,17,Jameis Winston pass incomplete short left,3.380,2.840
3,7:35,2,10,ATL 33,14,17,Peyton Barber left tackle for 6 yards (tackle by De'Vondre Campbell),2.840,2.940
3,6:47,3,4,ATL 27,14,17,Jameis Winston pass incomplete short left intended for Cameron Brate,2.940,1.750
3,6:43,4,4,ATL 27,14,20,Cairo Santos 45 yard field goal good,1.750,3.000
3,6:39,,,TAM 35,14,20,"Cairo Santos kicks off 65 yards, returned by Marvin Hall for no gain (tackle by Isaiah Johnson)",0.000,0.740
3,6:34,1,10,ATL 27,14,20,Matt Ryan pass complete short right to Mohamed Sanu for 14 yards (tackle by Javien Elliott),0.740,1.660
3,6:02,1,10,ATL 41,14,20,"Brian Hill up the middle for 4 yards (tackle by Andrew Adams). Penalty on Ryan Schraeder: Offensive Holding, 10 yards",1.660,1.270
3,5:39,1,16,ATL 35,14,20,Matt Ryan pass complete short left to Russell Gage for 7 yards (tackle by Ryan Smith),1.270,1.260
3,5:00,2,9,ATL 42,14,20,"Matt Ryan pass complete short right to Calvin Ridley for 5 yards (tackle by Jordan Whitehead). Penalty on Austin Hooper: Offensive Holding, 10 yards",1.260,0.580
3,4:33,2,14,ATL 37,14,20,Brian Hill up the middle for -3 yards (tackle by Gerald McCoy and Noah Spence),0.580,-0.490
3,3:57,3,17,ATL 34,14,20,Matt Ryan pass complete deep right to Mohamed Sanu for 32 yards (tackle by Jordan Whitehead),-0.490,3.310
3,3:13,1,10,TAM 34,14,20,Matt Ryan pass incomplete deep right intended for Austin Hooper (defended by Isaiah Johnson),3.310,2.770
3,3:06,2,10,TAM 34,14,20,Brian Hill left end for 2 yards (tackle by Jeremiah Ledbetter),2.770,2.350
3,2:22,3,8,TAM 32,14,20,Matt Ryan pass complete short left to Austin Hooper for 1 yard (tackle by Lavonte David) Penalty on ATL: Illegal Shift (Declined),2.350,1.320
3,2:04,4,7,TAM 31,17,20,Matt Bryant 49 yard field goal good,1.320,3.000
3,1:59,,,ATL 35,17,20,"Matthew Bosher kicks off 67 yards, returned by Bobo Wilson for no gain (tackle by Kemal Ishmael and Jeremy Langford)",0.000,0.740
3,1:54,1,10,TAM 27,17,20,Peyton Barber right tackle for 5 yards (tackle by De'Vondre Campbell),0.740,0.870
3,1:27,2,5,TAM 32,17,20,Jameis Winston pass short right (defended by Desmond Trufant) intended for Mike Evans is intercepted by Damontae Kazee at TB-45 and returned for 2 yards,0.870,-2.720
3,1:19,1,10,TAM 43,17,20,Matt Ryan pass complete short right to Julio Jones for 15 yards (tackle by Brent Grimes),2.720,3.710
3,0:53,1,10,TAM 28,17,20,Matt Ryan pass incomplete short left intended for Mohamed Sanu,3.710,3.170
3,0:50,2,10,TAM 28,17,20,"Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",3.170,3.840
3,0:50,2,5,TAM 23,23,20,"Tevin Coleman right tackle for 23 yards, touchdown",3.840,7.000
3,0:44,,,TAM 15,24,20,Matt Bryant kicks extra point good,0.000,0.000
3,0:44,,,ATL 35,24,20,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,0:44,1,10,TAM 25,24,20,Peyton Barber left end for 6 yards (tackle by Foyesade Oluokun),0.610,0.870
3,0:11,2,4,TAM 31,24,20,Peyton Barber up the middle for no gain (tackle by Sharrod Neasman),0.870,0.170
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TAM 31,24,20,Jameis Winston pass incomplete short left intended for Chris Godwin (defended by Robert Alford),0.170,-1.310
4,14:57,4,4,TAM 31,24,20,"Bryan Anger punts 44 yards, fair catch by Justin Hardy at ATL-25",-1.310,-0.610
4,14:50,1,10,ATL 25,24,20,Matt Ryan pass complete deep left to Julio Jones for 37 yards (tackle by Isaiah Johnson),0.610,3.050
4,14:05,1,10,TAM 38,24,20,Jeremy Langford left end for 1 yard (tackle by Lavonte David),3.050,2.640
4,13:23,2,9,TAM 37,24,20,Jeremy Langford up the middle for 2 yards (tackle by Adarius Taylor and Lavonte David),2.640,2.210
4,12:40,3,7,TAM 35,24,20,Matt Ryan pass complete short middle to Julio Jones for 9 yards (tackle by Adarius Taylor and Lavonte David),2.210,3.840
4,12:00,1,10,TAM 26,24,20,Brian Hill left tackle for no gain (tackle by Adarius Taylor),3.840,3.300
4,11:37,2,10,TAM 26,24,20,Matt Ryan pass complete short middle to Logan Paulsen for 19 yards (tackle by Andrew Adams),3.300,5.600
4,10:57,1,7,TAM 7,30,20,"Matt Ryan pass complete short right to Calvin Ridley for 7 yards, touchdown",5.600,7.000
4,10:51,,,TAM 15,31,20,Matt Bryant kicks extra point good,0.000,0.000
4,10:51,,,ATL 35,31,20,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,10:51,1,10,TAM 25,31,20,Jacquizz Rodgers right end for 2 yards (tackle by Foyesade Oluokun),0.610,0.330
4,10:24,2,8,TAM 27,31,20,Jameis Winston pass incomplete short middle intended for Adam Humphries,0.330,-0.360
4,10:20,3,8,TAM 27,31,20,"Jameis Winston sacked by Bruce Irvin for no gain. Penalty on Brian Poole: Defensive Holding, 5 yards (no play)",-0.360,1.070
4,9:55,1,10,TAM 32,31,20,Jameis Winston pass complete deep left to Adam Humphries for 19 yards,1.070,2.320
4,9:24,1,10,ATL 49,31,20,Jameis Winston pass complete deep middle to Cameron Brate for 18 yards (tackle by Foyesade Oluokun and Damontae Kazee),2.320,3.510
4,8:54,1,10,ATL 31,31,20,Jameis Winston pass complete short middle to Cameron Brate for 21 yards (tackle by Damontae Kazee),3.510,4.910
4,8:15,1,10,ATL 10,31,26,"Jameis Winston pass complete short right to Mike Evans for 10 yards, touchdown",4.910,7.000
4,8:09,,,ATL 2,31,26,"Two Point Attempt: Jameis Winston pass incomplete intended for Chris Godwin, conversion fails",0.000,-1.000
4,8:09,,,TAM 35,31,26,"Cairo Santos kicks off 58 yards, returned by Marvin Hall for no gain (tackle by Justin Watson)",0.000,0.670
4,8:05,1,10,ATL 26,31,26,Matt Ryan pass complete short left to Mohamed Sanu for 8 yards (tackle by Adarius Taylor and Ryan Smith),0.670,1.210
4,7:24,2,2,ATL 34,31,26,Brian Hill right tackle for 1 yard (tackle by Lavonte David),1.210,0.630
4,6:43,3,1,ATL 35,31,26,Mohamed Sanu right guard for 2 yards (tackle by Gerald McCoy),0.630,1.400
4,6:05,1,10,ATL 37,31,26,Matt Ryan pass short right intended for Justin Hardy is intercepted by Andrew Adams at ATL-47 and returned for 13 yards,1.400,-3.310
4,5:54,1,10,ATL 34,31,26,Jameis Winston pass complete short left to Adam Humphries for 15 yards (tackle by Brian Poole),3.310,4.310
4,5:17,1,10,ATL 19,31,32,"Jameis Winston pass complete short middle to Chris Godwin for 19 yards, touchdown",4.310,7.000
4,5:10,,,ATL 2,31,32,"Two Point Attempt: Jameis Winston pass incomplete intended for Adam Humphries, conversion fails",0.000,-1.000
4,5:10,,,TAM 35,31,32,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,5:10,1,10,ATL 25,31,32,Matt Ryan pass complete short left to Calvin Ridley for 2 yards (tackle by Ryan Smith),0.610,0.330
4,4:35,2,8,ATL 27,31,32,Brian Hill left end for 12 yards (tackle by Vita Vea),0.330,1.530
4,3:49,1,10,ATL 39,31,32,Matt Ryan pass complete short middle to Julio Jones for 16 yards (tackle by Ryan Smith),1.530,2.590
4,3:06,1,10,TAM 45,31,32,Brian Hill right end for 9 yards (tackle by Gerald McCoy),2.590,3.260
4,2:54,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:54,2,1,TAM 36,31,32,Jeremy Langford left tackle for 5 yards (tackle by Jason Pierre-Paul),3.260,3.510
4,2:10,1,10,TAM 31,31,32,"Jeremy Langford right end for 1 yard (tackle by Brent Grimes). Penalty on Julio Jones: Unnecessary Roughness, 15 yards",3.510,2.590
4,2:04,1,24,TAM 45,31,32,Matt Ryan pass complete short left to Mohamed Sanu for 8 yards (tackle by Vita Vea),2.590,2.160
4,1:59,2,16,TAM 37,31,32,Brian Hill right end for 5 yards (tackle by Vita Vea and Beau Allen),2.160,2.150
4,1:53,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:53,3,11,TAM 32,31,32,Matt Ryan pass complete short middle to Julio Jones for 16 yards (tackle by M.J. Stewart),2.150,4.510
4,1:47,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:47,1,10,TAM 16,31,32,Matt Ryan kneels for -1 yards,4.510,3.770
4,1:05,,,,,,Timeout #1 by Atlanta Falcons,,
4,1:05,2,11,TAM 17,31,32,Matt Ryan kneels for -1 yards,3.770,2.940
4,0:24,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:24,3,12,TAM 18,31,32,Matt Ryan kneels for -1 yards,2.940,2.180
4,0:04,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:04,4,13,TAM 19,34,32,Matt Bryant 37 yard field goal good,2.180,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
