Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,11,19,0,2,12,1.1,7,0.6,0,
Jordan Wilkins,IND,3,10,1,2,2,0.7,8,2.7,1,3.0
Nyheim Hines,IND,2,10,0,,7,3.5,3,1.5,0,
Jacoby Brissett,IND,1,7,0,1,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,14,66,0,2,34,2.4,32,2.3,1,14.0
Latavius Murray,NOR,9,29,0,1,15,1.7,14,1.6,1,9.0
Teddy Bridgewater,NOR,3,-3,0,,-3,-1.0,0,0.0,0,
Dwayne Washington,NOR,3,20,0,1,7,2.3,13,4.3,0,
Taysom Hill,NOR,2,1,0,1,-2,-1.0,3,1.5,0,
Zach Line,NOR,2,4,0,2,3,1.5,1,0.5,0,
