Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,14:30,3,11,TEN 34,3,7,Peyton Manning pass complete short middle to Dallas Clark for 11 yards (tackle by Keith Bulluck),2.010,4.040
2,13:51,1,10,TEN 23,3,7,Joseph Addai middle for 11 yards (tackle by Chris Hope and Vincent Fuller),4.040,4.780
2,13:08,1,10,TEN 12,3,7,Joseph Addai left tackle for 2 yards (tackle by Tony Brown),4.780,4.450
2,12:38,2,8,TEN 10,3,7,Peyton Manning pass incomplete short middle intended for Austin Collie,4.450,3.480
2,12:34,3,8,TEN 10,3,7,Peyton Manning pass complete short left to Joseph Addai for 9 yards (tackle by Cortland Finnegan),3.480,6.970
2,11:47,1,1,TEN 1,3,13,"Joseph Addai middle for 1 yard, touchdown",6.970,7.000
2,,,,TEN 2,3,14,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,3,14,"Pat McAfee kicks off 75 yards, returned by Kenny Britt for 26 yards (tackle by Cody Glenn)",0.000,0.340
2,11:37,1,10,TEN 21,3,14,Vince Young pass complete deep left to Kenny Britt for 25 yards (tackle by Jerraud Powers),0.340,1.990
2,11:00,1,10,TEN 46,3,14,"Vince Young pass complete short left to Ahmard Hall for 4 yards (tackle by Clint Session). Ahmard Hall fumbles (forced by Clint Session), recovered by Eric Foster at IND-46 (tackle by Michael Roos)",1.990,-1.990
2,10:50,1,10,IND 46,3,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Michael Griffin),1.990,1.450
2,10:44,2,10,IND 46,3,14,Peyton Manning pass complete short right to Dallas Clark for 8 yards (tackle by Nick Harper),1.450,1.820
2,9:59,3,2,TEN 46,3,14,Peyton Manning pass incomplete short left intended for Dallas Clark (defended by Michael Griffin),1.820,0.200
2,9:54,4,2,TEN 46,3,14,"Pat McAfee punts 33 yards, fair catch by Kevin Kaesviharn",0.200,0.320
2,9:47,1,10,TEN 13,3,14,Chris Johnson right guard for 4 yards (tackle by Kelvin Hayden and Gary Brackett),-0.320,-0.300
2,9:13,2,6,TEN 17,3,14,Chris Johnson right tackle for 3 yards (tackle by Eric Foster),-0.300,-0.590
2,8:33,3,3,TEN 20,3,14,Chris Johnson right end for 4 yards (tackle by Clint Session),-0.590,0.540
2,8:07,1,10,TEN 24,3,14,Vince Young pass incomplete short right intended for Lavelle Hawkins (defended by Kelvin Hayden),0.540,0.000
2,8:02,2,10,TEN 24,3,14,Chris Johnson middle for 4 yards (tackle by Fili Moala),0.000,-0.160
2,7:17,,,,3,14,Timeout #1 by Tennessee Titans,0.000,-0.160
2,7:17,3,6,TEN 28,3,14,Vince Young pass complete short right to Lavelle Hawkins for 10 yards (tackle by Jerraud Powers),-0.160,1.470
2,6:38,1,10,TEN 38,3,14,Vince Young pass incomplete deep right intended for Nate Washington,1.470,0.920
2,6:32,2,10,TEN 38,3,14,Vince Young pass complete short middle to Alge Crumpler for 5 yards (tackle by Gary Brackett),0.920,0.890
2,5:54,3,5,TEN 43,3,14,Vince Young pass incomplete short right intended for Kenny Britt is intercepted by Jacob Lacey at IND-48 and returned for 10 yards,0.890,-2.790
2,5:43,1,10,TEN 42,3,14,Joseph Addai left tackle for 3 yards (tackle by Jovan Haye and David Thornton),2.790,2.650
2,5:15,2,7,TEN 39,3,14,Joseph Addai left end for 6 yards (tackle by Chris Hope),2.650,2.740
2,4:49,3,1,TEN 33,3,14,Joseph Addai right tackle for 3 yards (tackle by Keith Bulluck),2.740,3.580
2,4:12,1,10,TEN 30,3,14,Peyton Manning pass complete short middle to Mike Hart for 13 yards (tackle by Vincent Fuller),3.580,4.440
2,3:40,1,10,TEN 17,3,14,Mike Hart middle for 4 yards (tackle by David Thornton and William Hayes),4.440,4.500
2,3:15,2,6,TEN 13,3,14,Peyton Manning pass complete short right to Pierre Garcon for 9 yards (tackle by Nick Harper),4.500,6.280
2,2:43,1,4,TEN 4,3,14,Peyton Manning pass incomplete short right intended for Pierre Garcon,6.280,5.340
2,2:39,2,4,TEN 4,3,14,"Penalty on Ryan Diem: False Start, 5 yards (no play)",5.340,4.380
2,2:39,2,9,TEN 9,3,14,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by David Thornton),4.380,4.490
2,2:00,3,4,TEN 4,3,20,"Peyton Manning pass complete short middle to Austin Collie for 4 yards, touchdown",4.490,7.000
2,,,,TEN 2,3,21,Matt Stover kicks extra point good,0.000,0.000
2,,,,IND 30,3,21,"Pat McAfee kicks off 75 yards, returned by Kenny Britt for 39 yards (tackle by Jacob Lacey)",0.000,1.200
2,1:49,1,10,TEN 34,3,21,Chris Johnson right tackle for 1 yard (tackle by Clint Session),1.200,0.790
2,1:32,,,,3,21,Timeout #1 by Indianapolis Colts,0.000,0.790
2,1:32,2,9,TEN 35,3,21,Vince Young pass complete short right to Bo Scaife for 14 yards (tackle by Clint Session),0.790,2.190
2,1:14,1,10,TEN 49,3,21,Vince Young pass complete short right to Chris Johnson for 3 yards (tackle by Clint Session),2.190,2.050
2,0:53,2,7,IND 48,3,21,Vince Young right end for 9 yards (tackle by Kelvin Hayden and Antoine Bethea),2.050,2.980
2,0:45,1,10,IND 39,3,21,Vince Young pass complete deep left to Lavelle Hawkins for 24 yards (tackle by Melvin Bullitt),2.980,4.580
2,0:34,,,,3,21,Timeout #2 by Tennessee Titans,0.000,4.580
2,0:34,1,10,IND 15,3,21,Vince Young pass incomplete short left intended for Nate Washington,4.580,3.950
2,0:30,2,10,IND 15,3,21,Vince Young pass complete short right to Bo Scaife for 9 yards (tackle by Antoine Bethea and Clint Session),3.950,4.900
2,0:24,,,,3,21,Timeout #3 by Tennessee Titans,0.000,4.900
2,0:24,3,1,IND 6,9,21,"Vince Young pass complete short right to Kenny Britt for 6 yards, touchdown",4.900,7.000
2,,,,IND 2,10,21,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,10,21,"Rob Bironas kicks off 43 yards, returned by Gijon Robinson for 10 yards (tackle by Kevin Kaesviharn)",0.000,1.400
2,0:17,1,10,IND 37,10,21,Peyton Manning pass complete deep right to Pierre Garcon for 18 yards (tackle by Michael Griffin),1.400,2.590
2,0:10,,,,10,21,Timeout #2 by Indianapolis Colts,0.000,2.590
2,0:10,1,10,TEN 45,10,21,"Peyton Manning pass incomplete short right intended for Pierre Garcon. Penalty on Tony Brown: Unnecessary Roughness, 15 yards",2.590,3.580
2,0:08,1,10,TEN 30,10,21,Joseph Addai middle for 5 yards (tackle by Keith Bulluck),3.580,3.710
2,0:03,,,,10,21,Timeout #3 by Indianapolis Colts,0.000,3.710
2,0:03,2,5,TEN 25,10,24,Matt Stover 43 yard field goal good,3.710,3.000
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,24,"Pat McAfee kicks off 73 yards, returned by Kenny Britt for 22 yards (tackle by Philip Wheeler)",0.000,0.150
3,14:55,1,10,TEN 19,10,24,Chris Johnson right tackle for 7 yards (tackle by Antonio Johnson and Philip Wheeler),0.150,0.610
3,14:18,2,3,TEN 26,10,24,Chris Johnson left end for 7 yards (tackle by Gary Brackett),0.610,1.140
3,13:36,1,10,TEN 33,10,24,Chris Johnson left tackle for 3 yards (tackle by Jamie Silva),1.140,1.000
3,12:59,2,7,TEN 36,10,24,Vince Young pass incomplete short right intended for Alge Crumpler,1.000,0.300
3,12:55,3,7,TEN 36,10,24,Vince Young pass incomplete short right intended for Kenny Britt,0.300,-0.980
3,12:51,4,7,TEN 36,10,24,"Brett Kern punts 46 yards, fair catch by T.J. Rushing",-0.980,-0.040
3,12:43,1,10,IND 18,10,24,Joseph Addai middle for 4 yards (tackle by David Thornton),0.040,0.140
3,12:11,2,6,IND 22,10,24,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Vincent Fuller),0.140,-0.400
3,11:38,3,4,IND 24,10,24,Peyton Manning pass complete short middle to Dallas Clark for 6 yards (tackle by Keith Bulluck),-0.400,0.940
3,11:09,1,10,IND 30,10,24,Peyton Manning pass complete short right to Austin Collie for 11 yards (tackle by Nick Harper and David Thornton),0.940,1.660
3,10:31,1,10,IND 41,10,24,Joseph Addai middle for 5 yards (tackle by Vincent Fuller),1.660,1.800
3,10:04,2,5,IND 46,10,24,Peyton Manning pass complete short right to Pierre Garcon for 10 yards (tackle by Nick Harper),1.800,2.650
3,9:33,1,10,TEN 44,10,24,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.650,2.110
3,9:27,2,10,TEN 44,10,24,Joseph Addai middle for 11 yards (tackle by Keith Bulluck and Chris Hope),2.110,3.380
3,8:55,1,10,TEN 33,10,24,"Peyton Manning pass complete short left to Austin Collie for 1 yard (tackle by Vincent Fuller). Penalty on Reggie Wayne: Offensive Holding, 10 yards",3.380,2.790
3,8:37,1,19,TEN 42,10,24,Peyton Manning pass complete short left to Chad Simpson for -6 yards (tackle by David Thornton),2.790,0.810
3,8:04,2,25,TEN 48,10,24,Peyton Manning pass incomplete short left intended for Dallas Clark (defended by Tony Brown),0.810,0.170
3,8:00,3,25,TEN 48,10,24,Peyton Manning pass complete short middle to Mike Hart for 14 yards (tackle by Kyle Vanden Bosch),0.170,1.060
3,7:20,4,11,TEN 34,10,24,Matt Stover 52 yard field goal no good,1.060,-1.730
3,7:14,1,10,TEN 42,10,24,Vince Young pass complete short middle to Alge Crumpler for 9 yards (tackle by Philip Wheeler),1.730,2.400
3,6:44,2,1,IND 49,10,24,"Chris Johnson right end for 3 yards (tackle by Philip Wheeler and Antoine Bethea). Penalty on Nate Washington: Offensive Holding, 10 yards",2.400,1.460
3,6:15,2,8,TEN 44,10,24,Vince Young pass incomplete deep right intended for Kenny Britt,1.460,0.760
3,6:05,3,8,TEN 44,10,24,Vince Young pass complete short middle to Bo Scaife for 14 yards (tackle by Gary Brackett),0.760,2.790
3,5:30,1,10,IND 42,10,24,Chris Johnson right end for 5 yards (tackle by Antoine Bethea and Eric Foster),2.790,2.920
3,4:51,2,5,IND 37,10,24,Chris Johnson left end for 2 yards (tackle by Eric Foster and Fili Moala),2.920,2.480
3,4:08,3,3,IND 35,10,24,"Vince Young pass incomplete deep right intended for Kenny Britt. Penalty on Jacob Lacey: Defensive Pass Interfere, 20 yards (no play)",2.480,4.580
3,4:03,1,10,IND 15,10,24,Chris Johnson left end for 9 yards (tackle by Melvin Bullitt),4.580,5.600
3,3:32,2,1,IND 6,10,24,Chris Johnson middle for 5 yards (tackle by Antoine Bethea and Ervin Baldwin),5.600,6.970
3,3:02,,,,10,24,Timeout #1 by Tennessee Titans,0.000,6.970
3,3:02,1,1,IND 1,10,24,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at IND-1",6.970,5.910
3,2:36,2,1,IND 1,10,24,"LenDale White middle for no gain (tackle by Philip Wheeler). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",5.910,4.020
3,2:09,2,11,IND 11,10,24,Vince Young pass complete short right to Bo Scaife for 2 yards (tackle by Clint Session and Jacob Lacey),4.020,3.360
3,1:27,3,9,IND 9,10,24,Vince Young left end for 7 yards (tackle by Melvin Bullitt and Daniel Muir),3.360,3.250
3,1:05,,,,10,24,Timeout #1 by Indianapolis Colts,0.000,3.250
3,1:05,4,2,IND 2,10,24,Vince Young pass incomplete short left intended for Kenny Britt (defended by Jerraud Powers),3.250,0.380
3,1:01,1,10,IND 2,10,24,Joseph Addai right tackle for -1 yards (tackle by Tony Brown),-0.380,-0.850
3,0:22,2,11,IND 1,10,24,Peyton Manning pass incomplete short right intended for Pierre Garcon,-0.850,-1.540
3,0:19,3,11,IND 1,10,24,Penalty on Ryan Diem: False Start (no play),-1.540,-1.540
3,0:19,3,11,IND 1,10,24,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Cortland Finnegan),-1.540,-2.490
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,IND 11,10,24,"Pat McAfee punts 40 yards, returned by Kevin Kaesviharn for 9 yards (tackle by Freddy Keiaho)",-2.490,-2.790
4,14:50,1,10,IND 42,10,24,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at 50",2.790,1.430
4,14:20,2,16,IND 48,10,24,Chris Johnson right end for 2 yards (tackle by Melvin Bullitt and Antoine Bethea),1.430,1.030
4,13:35,3,14,IND 46,10,24,Vince Young pass complete short right to Kenny Britt for 15 yards (tackle by Melvin Bullitt),1.030,3.510
4,13:06,1,10,IND 31,10,24,Chris Johnson right end for 5 yards (tackle by Eric Foster),3.510,3.640
4,12:37,2,5,IND 26,10,24,Vince Young pass complete short left to Nate Washington for 7 yards (tackle by Jerraud Powers),3.640,4.310
4,12:01,1,10,IND 19,10,24,Chris Johnson left guard for 2 yards (tackle by Clint Session and Gary Brackett),4.310,4.030
4,11:25,2,8,IND 17,10,24,Vince Young pass incomplete short middle intended for Chris Johnson,4.030,3.260
4,11:20,3,8,IND 17,10,24,Vince Young pass complete short right to Chris Johnson for 3 yards (tackle by Raheem Brock),3.260,2.560
4,10:41,4,5,IND 14,10,24,Vince Young pass incomplete short right intended for Lavelle Hawkins,2.560,0.280
4,10:37,1,10,IND 14,10,24,Joseph Addai right end for 6 yards (tackle by Keith Bulluck),-0.280,0.150
4,10:17,2,4,IND 20,10,24,Joseph Addai right tackle for no gain (tackle by Nick Harper),0.150,-0.680
4,9:38,3,4,IND 20,10,24,Peyton Manning pass complete short right to Joseph Addai for 6 yards (tackle by David Thornton),-0.680,0.670
4,9:15,1,10,IND 26,10,24,Peyton Manning pass incomplete short right intended for Pierre Garcon,0.670,0.130
4,9:11,2,10,IND 26,10,24,Peyton Manning pass complete short left to Chad Simpson for 5 yards (tackle by Dave Ball),0.130,0.100
4,8:32,3,5,IND 31,10,24,Peyton Manning pass complete short left to Reggie Wayne for 23 yards (tackle by Kevin Kaesviharn),0.100,2.520
4,7:44,1,10,TEN 46,10,24,Joseph Addai right tackle for 9 yards (tackle by Kevin Vickerson and Vincent Fuller),2.520,3.190
4,7:00,2,1,TEN 37,10,24,Peyton Manning pass complete short left to Austin Collie for 2 yards (tackle by Kevin Kaesviharn),3.190,3.250
4,6:18,1,10,TEN 35,10,24,Joseph Addai left end for -1 yards (tackle by Jacob Ford and David Thornton),3.250,2.570
4,5:36,2,11,TEN 36,10,24,Joseph Addai left tackle for 2 yards (tackle by Kyle Vanden Bosch and Dave Ball),2.570,2.150
4,4:56,3,9,TEN 34,10,24,Peyton Manning pass complete short right to Reggie Wayne for 10 yards (tackle by David Thornton),2.150,3.970
4,4:12,1,10,TEN 24,10,24,Mike Hart left end for 2 yards (tackle by Keith Bulluck and David Thornton),3.970,3.700
4,3:28,2,8,TEN 22,10,24,Mike Hart right end for 5 yards (tackle by Kevin Vickerson),3.700,3.750
4,3:21,,,,10,24,Timeout #2 by Tennessee Titans,0.000,3.750
4,3:21,3,3,TEN 17,10,24,Mike Hart middle for no gain (tackle by David Thornton),3.750,2.410
4,3:18,,,,10,24,Timeout #3 by Tennessee Titans,0.000,2.410
4,3:18,4,3,TEN 17,10,27,Matt Stover 36 yard field goal good,2.410,3.000
4,,,,IND 30,10,27,"Pat McAfee kicks off 72 yards, returned by Kenny Britt for 56 yards (tackle by Tim Jennings)",0.000,2.520
4,3:04,1,10,IND 46,10,27,Chris Johnson right tackle for 6 yards (tackle by Melvin Bullitt),2.520,2.790
4,2:35,2,4,IND 40,10,27,Vince Young pass complete short right to Chris Johnson for 2 yards (tackle by Raheem Brock),2.790,2.350
4,2:08,3,2,IND 38,10,27,Vince Young pass complete short right to Chris Johnson for 4 yards (tackle by Jacob Lacey),2.350,3.310
4,1:59,1,10,IND 34,10,27,Vince Young pass incomplete deep right intended for Kenny Britt,3.310,2.770
4,1:54,2,10,IND 34,10,27,Vince Young pass complete deep left to Nate Washington for 17 yards (tackle by Tim Jennings),2.770,4.440
4,1:29,1,10,IND 17,16,27,"Vince Young pass complete deep middle to Bo Scaife for 17 yards, touchdown",4.440,7.000
4,,,,IND 2,17,27,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,17,27,Rob Bironas kicks onside 4 yards (onside kick successful),0.000,1.200
4,1:21,1,10,TEN 34,17,27,Vince Young pass incomplete short right intended for Lavelle Hawkins,1.200,0.660
4,1:17,2,10,TEN 34,17,27,Vince Young pass incomplete short middle intended for Chris Johnson,0.660,-0.030
4,1:11,3,10,TEN 34,17,27,Vince Young pass incomplete deep left intended for Nate Washington,-0.030,-1.110
4,1:05,4,10,TEN 34,17,27,Vince Young pass incomplete deep right intended for Nate Washington,-1.110,-3.310
4,0:57,1,10,TEN 34,17,27,Peyton Manning kneels for -1 yards,3.310,2.640
4,0:35,2,11,TEN 35,17,27,Peyton Manning kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
