Quarter,Time,Tm,Detail,TAM,DET
1.0,7:25,Buccaneers,Breshad Perriman 34 yard pass from Jameis Winston (Matt Gay kick),7,0
,3:42,Buccaneers,Scott Miller 33 yard pass from Jameis Winston (Matt Gay kick),14,0
2.0,8:13,Buccaneers,Breshad Perriman 25 yard pass from Jameis Winston (Matt Gay kick),21,0
,3:17,Lions,Matt Prater 44 yard field goal,21,3
3.0,11:32,Buccaneers,Matt Gay 46 yard field goal,24,3
,6:45,Lions,Wes Hills 1 yard rush (Matt Prater kick),24,10
4.0,14:57,Lions,Wes Hills 1 yard rush (Matt Prater kick),24,17
,5:12,Buccaneers,Sean Murphy-Bunting 70 yard interception return (Matt Gay kick),31,17
,2:59,Buccaneers,Breshad Perriman 25 yard pass from Jameis Winston (Matt Gay kick),38,17
