#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:36,TAM 44,3,0:52,-3,Punt
2,1,7:25,DET 25,4,1:51,12,Punt
3,1,3:42,DET 25,3,2:06,-3,Punt
4,2,14:15,DET 13,3,1:35,1,Punt
5,2,8:13,DET 25,11,4:56,49,Field Goal
6,2,1:14,DET 36,3,0:43,5,Punt
7,3,15:00,DET 25,5,1:59,25,Interception
8,3,11:32,DET 25,11,4:47,75,Touchdown
9,3,2:54,DET 13,7,2:57,87,Touchdown
10,4,7:59,DET 44,5,2:47,21,Interception
11,4,5:12,DET 25,5,1:08,21,Downs
12,4,2:59,DET 25,3,0:25,11,Fumble
13,4,0:35,DET 32,1,0:35,-1,End of Game
