Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,TAM,11,23,0,1,8,0.7,15,1.4,0,
Peyton Barber,TAM,10,17,0,1,1,0.1,16,1.6,0,
Ryan Griffin,TAM,4,-1,0,,-1,-0.3,0,0.0,0,
Jameis Winston,TAM,2,4,0,2,1,0.5,3,1.5,0,
Dare Ogunbowale,TAM,1,3,0,0,3,3.0,0,0.0,0,
Breshad Perriman,TAM,1,3,0,0,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Wes Hills,DET,10,21,2,3,9,0.9,12,1.2,0,
David Blough,DET,5,19,0,0,16,3.2,3,0.6,0,
Ty Johnson,DET,2,3,0,,0,0.0,3,1.5,0,
J.D. McKissic,DET,1,2,0,1,-1,-1.0,3,3.0,0,
