Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,CIN 20,0,0,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",0.280,-0.310
1,15:00,1,15,CIN 15,0,0,Cedric Benson right guard for 1 yard (tackle by Jameel McClain),-0.310,-0.940
1,14:21,2,14,CIN 16,0,0,Andy Dalton pass complete short left to Andrew Hawkins for 6 yards (tackle by Bernard Pollard),-0.940,-0.690
1,14:14,3,8,CIN 22,0,0,Andy Dalton pass incomplete short right intended for Jermaine Gresham (defended by Haruki Nakamura),-0.690,-1.900
1,14:10,4,8,CIN 22,0,0,"Kevin Huber punts 46 yards, muffed catch by Lardarius Webb, recovered by Lardarius Webb and returned for no gain",-1.900,-1.070
1,14:01,1,10,BAL 32,0,0,Ray Rice right guard for 7 yards (tackle by Chris Crocker),1.070,1.470
1,13:25,2,3,BAL 39,0,0,Ray Rice left tackle for 1 yard (tackle by Domata Peko and Geno Atkins),1.470,0.890
1,12:45,3,2,BAL 40,0,0,Joe Flacco pass incomplete short right intended for Ray Rice,0.890,-0.720
1,12:42,4,2,BAL 40,0,0,"Sam Koch punts 54 yards, returned by Brandon Tate for 12 yards (tackle by Tom Zbikowski)",-0.720,-0.040
1,12:32,1,10,CIN 18,0,0,Cedric Benson right guard for no gain (tackle by Jameel McClain),0.040,-0.490
1,11:48,2,10,CIN 18,0,0,Andy Dalton pass complete deep left to Jerome Simpson for 47 yards (tackle by Ed Reed),-0.490,3.250
1,11:11,1,10,BAL 35,0,0,Cedric Benson left tackle for 3 yards (tackle by Jarret Johnson and Terrell Suggs),3.250,3.110
1,10:29,2,7,BAL 32,0,0,Cedric Benson right guard for 2 yards (tackle by Lardarius Webb and Terrence Cody),3.110,2.680
1,9:45,3,5,BAL 30,0,0,Andy Dalton pass complete short middle to Andrew Hawkins for 13 yards (tackle by Lardarius Webb),2.680,4.440
1,9:04,1,10,BAL 17,0,0,Cedric Benson right guard for -1 yards (tackle by Jarret Johnson),4.440,3.720
1,8:29,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,3.720
1,8:29,2,11,BAL 18,0,0,"Andy Dalton pass incomplete deep left intended for Andre Caldwell. Penalty on Chris Carr: Defensive Pass Interference, 11 yards (no play)",3.720,5.600
1,8:22,1,7,BAL 7,6,0,"Cedric Benson right tackle for 7 yards, touchdown",5.600,7.000
1,,,,BAL 2,7,0,Mike Nugent kicks extra point good,0.000,0.000
1,,,,CIN 35,7,0,"Mike Nugent kicks off 72 yards, returned by Tom Zbikowski for 26 yards (tackle by Taylor Mays)",0.000,0.150
1,8:13,1,10,BAL 19,7,0,Ray Rice right end for no gain (tackle by Thomas Howard),0.150,-0.390
1,7:37,2,10,BAL 19,7,0,Joe Flacco pass complete short middle to Ray Rice for 9 yards (tackle by Domata Peko),-0.390,0.100
1,7:02,3,1,BAL 28,7,0,Ricky Williams for 1 yard,0.100,0.870
1,6:11,1,10,BAL 29,7,0,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",0.870,0.540
1,5:48,1,15,BAL 24,7,0,Ricky Williams left tackle for 2 yards (tackle by Geno Atkins),0.540,-0.080
1,5:12,2,13,BAL 26,7,0,Joe Flacco pass incomplete short left intended for Ray Rice,-0.080,-0.760
1,5:07,3,13,BAL 26,7,0,Joe Flacco pass complete short right to Ed Dickson for 7 yards (tackle by Chris Crocker),-0.760,-1.180
1,4:29,4,6,BAL 33,7,0,Sam Koch punts 46 yards,-1.180,-0.340
1,4:19,1,10,CIN 21,7,0,Bernard Scott up the middle for 6 yards (tackle by Bernard Pollard),0.340,0.610
1,3:44,2,4,CIN 27,7,0,Bernard Scott left tackle for 3 yards (tackle by Terrell Suggs and Bernard Pollard),0.610,0.300
1,3:07,3,1,CIN 30,7,0,Bernard Scott left guard for 2 yards (tackle by Jameel McClain and Bernard Pollard),0.300,1.070
1,2:23,1,10,CIN 32,7,0,Bernard Scott up the middle for -5 yards (tackle by Cory Redding),1.070,-0.150
1,1:39,2,15,CIN 27,7,0,Andy Dalton pass complete short middle to Andre Caldwell for 7 yards (tackle by Jimmy Smith),-0.150,0.100
1,1:00,3,8,CIN 34,7,0,Andy Dalton sacked by Bernard Pollard for -4 yards,0.100,-1.370
1,0:43,4,12,CIN 30,7,0,"Kevin Huber punts 56 yards, returned by Lardarius Webb for 2 yards (tackle by Brian Leonard)",-1.370,0.140
1,0:28,1,10,BAL 16,7,0,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Joe Flacco at BAL-9",-0.140,-1.290
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,BAL 9,7,0,"Penalty on Dennis Pitta: False Start, 4 yards (no play)",-1.290,-1.580
2,15:00,2,21,BAL 5,7,0,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Manny Lawson),-1.580,-2.240
2,14:21,3,17,BAL 9,7,0,Joe Flacco pass incomplete deep right intended for Lee Evans,-2.240,-2.490
2,14:15,4,17,BAL 9,7,0,"Sam Koch punts 61 yards, returned by Brandon Tate for 8 yards (tackle by Haruki Nakamura)",-2.490,-1.470
2,14:04,1,10,CIN 38,7,0,Andy Dalton pass incomplete deep middle intended for Andre Caldwell,1.470,0.920
2,13:57,2,10,CIN 38,7,0,Cedric Benson left guard for 2 yards (tackle by Dannell Ellerbe and Terrence Cody),0.920,0.500
2,13:15,,,,7,0,Timeout #1 by Baltimore Ravens,0.000,0.500
2,13:15,3,8,CIN 40,7,0,Andy Dalton pass incomplete short middle intended for Andrew Hawkins,0.500,-0.720
2,13:11,4,8,CIN 40,7,0,Kevin Huber punts 15 yards,-0.720,-1.930
2,13:05,1,10,BAL 45,7,0,Ray Rice right tackle for 5 yards (tackle by Domata Peko and Rey Maualuga),1.930,2.060
2,12:31,2,5,CIN 50,7,0,Joe Flacco pass complete short right to Vonta Leach for 1 yard (tackle by Chris Crocker),2.060,1.490
2,12:03,3,4,CIN 49,7,0,Joe Flacco pass complete short left to Ed Dickson for 14 yards (tackle by Pacman Jones),1.490,3.250
2,11:27,1,10,CIN 35,7,6,"Joe Flacco pass complete short middle to Anquan Boldin for 35 yards, touchdown",3.250,7.000
2,,,,CIN 2,7,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 35,7,7,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
2,11:17,1,10,CIN 20,7,7,Andy Dalton pass incomplete short right intended for Cedric Benson (defended by Lardarius Webb),0.280,-0.270
2,11:13,2,10,CIN 20,7,7,Andy Dalton pass incomplete short left intended for Jerome Simpson,-0.270,-0.960
2,11:09,3,10,CIN 20,7,7,Andy Dalton pass incomplete short left intended for Jerome Simpson (defended by Cary Williams),-0.960,-2.030
2,11:04,4,10,CIN 20,7,7,Kevin Huber punts 50 yards (tackle by Cedric Peerman),-2.030,-1.200
2,10:56,1,10,BAL 34,7,7,Joe Flacco pass complete short left to Torrey Smith for 13 yards (tackle by Pacman Jones),1.200,2.060
2,10:19,1,10,BAL 47,7,7,Joe Flacco pass complete deep right to Torrey Smith for 49 yards (tackle by Nate Clements),2.060,6.280
2,9:56,1,4,CIN 4,7,7,Joe Flacco pass complete short right to Vonta Leach for no gain,6.280,5.340
2,9:19,2,4,CIN 4,7,7,Ray Rice right tackle for 3 yards (tackle by Domata Peko and Manny Lawson),5.340,5.170
,,,,,,,"BAL challenged the runner was down by contact ruling, and the play was upheld.",,
2,8:35,3,1,CIN 1,7,13,"Ray Rice right guard for 1 yard, touchdown",5.170,7.000
2,,,,CIN 2,7,14,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 35,7,14,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
2,8:33,1,10,CIN 20,7,14,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",0.280,-0.310
2,8:33,1,15,CIN 15,7,14,Andy Dalton pass complete short right to Andre Caldwell for 7 yards (tackle by Lardarius Webb),-0.310,0.000
2,7:52,2,8,CIN 22,7,14,Andy Dalton pass incomplete short right intended for Bernard Scott,0.000,-0.690
2,7:46,3,8,CIN 22,7,14,Andy Dalton pass complete short left to Andrew Hawkins for 9 yards (tackle by Lardarius Webb),-0.690,1.000
2,7:10,1,10,CIN 31,7,14,Bernard Scott right tackle for 7 yards,1.000,1.410
2,6:29,2,3,CIN 38,7,14,Bernard Scott right tackle for 3 yards (tackle by Brandon McKinney and Jameel McClain),1.410,1.660
2,5:45,1,10,CIN 41,7,14,Andy Dalton pass incomplete deep left intended for Jerome Simpson,1.660,1.120
2,5:39,2,10,CIN 41,7,14,Bernard Scott right guard for 4 yards (tackle by Bernard Pollard and Pernell McPhee),1.120,0.960
2,4:57,3,6,CIN 45,7,14,Andy Dalton pass incomplete short left intended for Andrew Hawkins (defended by Bernard Pollard),0.960,-0.390
2,4:53,4,6,CIN 45,7,14,"Kevin Huber punts 32 yards, fair catch by Lardarius Webb",-0.390,-0.480
2,4:47,1,10,BAL 23,7,14,Ricky Williams right guard for 2 yards (tackle by Geno Atkins),0.480,0.200
2,4:14,2,8,BAL 25,7,14,Ricky Williams right end for -5 yards (tackle by Geno Atkins),0.200,-1.150
2,3:35,3,13,BAL 20,7,14,Joe Flacco pass incomplete short middle intended for Ray Rice,-1.150,-2.030
2,3:29,4,13,BAL 20,7,14,Sam Koch punts 36 yards,-2.030,-1.860
2,3:21,1,10,CIN 44,7,14,Cedric Benson right tackle for 2 yards (tackle by Jarret Johnson and Haloti Ngata),1.860,1.590
2,2:46,2,8,CIN 46,7,14,Andy Dalton pass incomplete short right intended for Colin Cochart,1.590,0.890
2,2:39,3,8,CIN 46,7,14,Andy Dalton pass incomplete short middle intended for Jermaine Gresham,0.890,-0.320
2,2:34,4,8,CIN 46,7,14,"Kevin Huber punts 36 yards, fair catch by Lardarius Webb",-0.320,-0.040
2,2:27,1,10,BAL 18,7,14,Joe Flacco pass complete short left to Ray Rice for 13 yards (tackle by Pacman Jones),0.040,1.000
2,2:00,1,10,BAL 31,7,14,Joe Flacco pass incomplete short right intended for Ray Rice,1.000,0.460
2,1:55,2,10,BAL 31,7,14,Joe Flacco pass incomplete short middle intended for Ray Rice (defended by Thomas Howard),0.460,-0.230
2,1:50,3,10,BAL 31,7,14,Joe Flacco pass complete short middle to Torrey Smith for 28 yards (tackle by Pacman Jones),-0.230,2.850
2,1:38,1,10,CIN 41,7,14,Joe Flacco pass incomplete deep right intended for Torrey Smith,2.850,2.310
2,1:32,2,10,CIN 41,7,14,Joe Flacco pass incomplete short right intended for Ed Dickson is intercepted by Nate Clements at CIN-29 and returned for 7 yards (tackle by Dennis Pitta),2.310,-1.330
2,1:24,1,10,CIN 36,7,14,Andy Dalton pass complete short left to Jerome Simpson for 7 yards,1.330,1.740
2,1:19,2,3,CIN 43,7,14,Andy Dalton pass complete short middle to Brian Leonard for 11 yards (tackle by Jameel McClain),1.740,2.520
2,0:56,1,10,BAL 46,7,14,Andy Dalton pass complete short right to Brian Leonard for 2 yards (tackle by Brendon Ayanbadejo),2.520,2.250
