Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
2,6:38,1,10,TEN 2,10,0,"Penalty on Taylor Thompson: False Start, 1 yards (no play)",-0.380,-0.420
2,6:38,1,11,TEN 1,10,0,Shonn Greene left guard for 3 yards (tackle by Rolando McClain and Anthony Hitchens),-0.420,-0.630
2,6:06,2,8,TEN 4,10,0,Shonn Greene up the middle for 13 yards (tackle by Barry Church),-0.630,-0.060
2,5:28,1,10,TEN 17,10,0,Bishop Sankey right guard for 4 yards (tackle by Nick Hayden and Rolando McClain),-0.060,0.080
2,5:00,2,6,TEN 21,10,0,Jake Locker left end for 1 yard (tackle by George Selvie),0.080,-0.620
2,4:12,3,5,TEN 22,10,0,Jake Locker pass incomplete short middle intended for Nate Washington,-0.620,-1.900
2,4:06,4,5,TEN 22,10,0,Brett Kern punts 38 yards,-1.900,-1.600
2,3:56,1,10,DAL 40,10,0,DeMarco Murray left tackle for 3 yards (tackle by Ropati Pitoitua),1.600,1.460
2,3:18,2,7,DAL 43,10,0,Tony Romo pass complete short left to Dez Bryant for 4 yards (tackle by Jason McCourty),1.460,1.290
2,2:50,3,3,DAL 47,10,0,Tony Romo pass complete short left to Dez Bryant for 12 yards (tackle by Jason McCourty),1.290,2.850
2,2:16,1,10,TEN 41,10,0,DeMarco Murray up the middle for 11 yards (tackle by Michael Griffin),2.850,3.580
2,2:00,1,10,TEN 30,10,0,DeMarco Murray right guard for 4 yards (tackle by Al Woods),3.580,3.570
2,1:16,2,6,TEN 26,10,0,Tony Romo pass incomplete short right intended for Dez Bryant,3.570,2.870
2,1:11,3,6,TEN 26,10,0,Tony Romo pass incomplete short right intended for Dez Bryant,2.870,1.760
2,1:07,4,6,TEN 26,13,0,Dan Bailey 44 yard field goal good,1.760,3.000
2,1:07,,,DAL 35,13,0,"Dan Bailey kicks off 70 yards, returned by Leon Washington for 18 yards (tackle by Jeff Heath)",0.000,0.320
2,0:58,1,10,TEN 13,13,0,Jake Locker pass incomplete deep middle intended for Kendall Wright,-0.320,-0.770
2,0:53,2,10,TEN 13,13,0,Jake Locker sacked by Kyle Wilber and Henry Melton for -2 yards,-0.770,-0.770
2,0:46,2,10,TEN 13,13,0,Timeout #1 by Dallas Cowboys,-0.770,-1.650
2,0:46,3,12,TEN 11,13,0,Jake Locker pass complete short middle to Delanie Walker for 10 yards (tackle by J.J. Wilcox),-1.650,-1.650
2,0:37,3,12,TEN 11,13,0,Timeout #2 by Dallas Cowboys,-1.650,-1.960
2,0:37,4,2,TEN 21,13,0,"Brett Kern punts 42 yards, returned by Dwayne Harris for 15 yards (tackle by George Wilson)",-1.960,-2.390
2,0:23,1,10,TEN 48,13,0,Tony Romo pass incomplete short right intended for Jason Witten,2.390,1.850
2,0:19,2,10,TEN 48,13,0,Tony Romo pass complete short middle to Jason Witten for 15 yards (tackle by Bernard Pollard),1.850,1.850
2,0:14,2,10,TEN 48,13,0,Timeout #3 by Dallas Cowboys,1.850,3.380
2,0:14,1,10,TEN 33,13,0,Tony Romo pass incomplete short left intended for Jason Witten,3.380,2.840
2,0:09,2,10,TEN 33,16,0,Dan Bailey 51 yard field goal good,2.840,3.000
2,0:09,,,DAL 35,16,0,"Dan Bailey kicks off 54 yards, returned by Leon Washington for 9 yards (tackle by Joseph Randle)",0.000,1.270
Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,16,0,"Dan Bailey kicks off 64 yards, muffed catch by Leon Washington, recovered by Leon Washington and returned for no gain",0.000,0.380
3,14:54,1,10,TEN 8,16,0,Jake Locker pass complete short left to Kendall Wright for 12 yards (tackle by J.J. Wilcox),-0.380,0.280
3,14:29,1,10,TEN 20,16,0,Jake Locker pass complete short right to Kendall Wright for 11 yards (tackle by Barry Church),0.280,1.000
3,14:03,1,10,TEN 31,16,0,Dexter McCluster left tackle for 9 yards (tackle by J.J. Wilcox),1.000,1.680
3,13:24,2,1,TEN 40,16,0,Jake Locker pass complete short left to Delanie Walker for 16 yards (tackle by J.J. Wilcox),1.680,2.650
3,12:51,1,10,DAL 44,16,0,Dexter McCluster up the middle for 16 yards (tackle by Sterling Moore),2.650,3.710
3,12:21,1,10,DAL 28,16,0,Dexter McCluster up the middle for -1 yards (tackle by Sterling Moore),3.710,3.030
3,11:50,2,11,DAL 29,16,0,Jake Locker pass incomplete short right intended for Nate Washington (defended by Brandon Carr),3.030,2.340
3,11:45,3,11,DAL 29,16,0,Jake Locker sacked by Rolando McClain for 0 yards,2.340,1.500
3,11:02,4,11,DAL 29,16,3,Ryan Succop 47 yard field goal good,1.500,3.000
3,11:02,,,TEN 35,16,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,10:57,1,10,DAL 20,16,3,DeMarco Murray left tackle for 3 yards (tackle by Bernard Pollard),0.280,0.140
3,10:30,2,7,DAL 23,16,3,DeMarco Murray left guard for no gain (tackle by Derrick Morgan and Wesley Woodyard),0.140,-0.560
3,9:53,3,7,DAL 23,16,3,Tony Romo sacked by Bernard Pollard for -3 yards,-0.560,-2.030
3,9:18,4,10,DAL 20,16,3,"Chris Jones punts 48 yards, out of bounds",-2.030,-1.070
3,9:10,1,10,TEN 32,16,3,Jake Locker pass complete short left to Delanie Walker for 6 yards (tackle by Rolando McClain),1.070,1.340
3,8:35,2,4,TEN 38,16,3,Jake Locker pass complete short right to Nate Washington for 1 yard (tackle by Sterling Moore),1.340,0.760
3,7:56,3,3,TEN 39,16,9,"Jake Locker pass complete deep left to Delanie Walker for 61 yards, touchdown",0.760,7.000
3,7:56,,,DAL 2,16,10,Ryan Succop kicks extra point good,0.000,0.000
3,7:56,,,TEN 35,16,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,7:45,1,10,DAL 20,16,10,Tony Romo pass complete short right to Dez Bryant for 9 yards (tackle by Michael Griffin),0.280,0.950
3,7:15,2,1,DAL 29,16,10,DeMarco Murray left guard for 4 yards (tackle by Bernard Pollard and Kamerion Wimbley),0.950,1.140
3,6:37,1,10,DAL 33,16,10,DeMarco Murray left tackle for 6 yards (tackle by Sammie Lee Hill),1.140,1.400
3,5:57,2,4,DAL 39,16,10,Tony Romo pass complete deep left to Dez Bryant for 22 yards (tackle by Kamerion Wimbley),1.400,2.980
3,5:34,1,10,TEN 39,16,10,DeMarco Murray right tackle for 6 yards (tackle by Blidi Wreh-Wilson),2.980,3.250
3,4:51,2,4,TEN 33,16,10,Tony Romo pass incomplete short right intended for Jason Witten,3.250,2.540
3,4:46,3,4,TEN 33,16,10,"Tony Romo pass incomplete short right intended for Dez Bryant (defended by Blidi Wreh-Wilson). Penalty on Blidi Wreh-Wilson: Defensive Pass Interference, 9 yards (no play)",2.540,3.970
3,4:41,1,10,TEN 24,16,10,"DeMarco Murray left guard for 4 yards. Penalty on Travis Frederick: Offensive Holding, 10 yards (no play)",3.970,3.310
3,4:18,1,20,TEN 34,16,10,Tony Romo pass complete short left to Dez Bryant for 5 yards (tackle by Coty Sensabaugh),3.310,2.760
3,3:48,2,15,TEN 29,16,10,Tony Romo pass incomplete deep left intended for Dez Bryant,2.760,2.080
3,3:41,3,15,TEN 29,16,10,Tony Romo pass complete deep right to Dez Bryant for 18 yards (tackle by Blidi Wreh-Wilson),2.080,4.840
3,2:56,1,10,TEN 11,16,10,Tony Romo pass complete short left to Terrance Williams for 8 yards (tackle by Coty Sensabaugh),4.840,5.660
3,2:16,2,2,TEN 3,16,10,Tony Romo pass incomplete short left intended for Dez Bryant,5.660,4.890
3,2:13,3,2,TEN 3,22,10,"Tony Romo pass complete short right to Dez Bryant for 3 yards, touchdown",4.890,7.000
3,2:13,,,TEN 2,23,10,Dan Bailey kicks extra point good,0.000,0.000
3,2:13,,,DAL 35,23,10,"Dan Bailey kicks off 61 yards, returned by Jackie Battle for 21 yards (tackle by James Hanna)",0.000,-0.610
3,2:04,1,10,TEN 25,23,10,"Jake Locker pass complete short right to Delanie Walker for 6 yards (tackle by Sterling Moore). Delanie Walker fumbles (forced by Sterling Moore), recovered by Justin Hunter at TEN-35",0.610,1.270
3,1:29,1,10,TEN 35,23,10,Jake Locker pass complete short middle to Delanie Walker for 9 yards (tackle by Brandon Carr),1.270,1.940
3,1:02,2,1,TEN 44,23,10,Dexter McCluster up the middle for 6 yards (tackle by Davon Coleman),1.940,2.260
3,0:33,1,10,,23,10,Jake Locker pass incomplete deep right intended for Justin Hunter,2.260,1.710
3,0:26,2,10,,23,10,Jake Locker left tackle for 8 yards (tackle by Bruce Carter),1.710,2.080
Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DAL 42,23,10,Jake Locker pass complete short right to Justin Hunter for 3 yards (tackle by Rolando McClain),2.080,2.980
4,14:26,1,10,DAL 39,23,10,Jake Locker pass incomplete short right intended for Delanie Walker is intercepted by Rolando McClain at DAL-32,2.980,-1.070
,,,,,,,"DAL challenged the incomplete pass ruling, and the original play was overturned.",,
4,14:23,1,10,DAL 32,23,10,Lance Dunbar left end for 3 yards (tackle by Kamerion Wimbley),1.070,0.930
4,13:40,2,7,DAL 35,23,10,Lance Dunbar right guard for no gain (tackle by Michael Griffin),0.930,0.230
4,13:03,3,7,DAL 35,23,10,Tony Romo pass complete short left to Cole Beasley for 10 yards,0.230,1.930
4,12:29,1,10,DAL 45,23,10,DeMarco Murray right guard for 7 yards (tackle by Blidi Wreh-Wilson),1.930,2.330
4,11:52,2,3,TEN 48,23,10,"DeMarco Murray left tackle for 3 yards (tackle by Karl Klug). Penalty on Mike Martin: Defensive Offside, 5 yards (no play)",2.330,2.720
4,11:25,1,10,TEN 43,23,10,Lance Dunbar right end for 3 yards (tackle by Bernard Pollard),2.720,2.580
4,10:57,2,7,TEN 40,23,10,Lance Dunbar left tackle for 3 yards (tackle by Wesley Woodyard),2.580,2.280
4,10:13,3,4,TEN 37,23,10,Tony Romo pass complete short left to Dez Bryant for 5 yards (tackle by Coty Sensabaugh),2.280,3.450
4,9:47,1,10,TEN 32,23,10,DeMarco Murray right guard for no gain (tackle by Derrick Morgan),3.450,2.900
4,9:10,2,10,TEN 32,23,10,Tony Romo pass complete short right to Jason Witten for 2 yards (tackle by Bernard Pollard),2.900,2.480
4,8:25,3,8,TEN 30,23,10,Tony Romo pass incomplete short middle intended for DeMarco Murray,2.480,1.410
4,8:20,4,8,TEN 30,26,10,Dan Bailey 48 yard field goal good,1.410,3.000
4,8:20,,,DAL 35,26,10,"Dan Bailey kicks off 63 yards, returned by Leon Washington for 18 yards (tackle by Tyler Patmon)",0.000,-0.280
4,8:10,1,10,TEN 20,26,10,Jake Locker pass complete short right to Delanie Walker for 9 yards (tackle by Sterling Moore),0.280,0.950
4,7:51,2,1,TEN 29,26,10,Jake Locker pass complete short right to Delanie Walker for 17 yards (tackle by J.J. Wilcox),0.950,1.990
4,7:35,1,10,TEN 46,26,10,Jake Locker pass complete deep middle to Justin Hunter for 23 yards (tackle by Barry Church and Morris Claiborne),1.990,3.510
4,7:12,1,10,DAL 31,26,10,Jake Locker pass incomplete deep right intended for Nate Washington,3.510,2.970
4,7:07,2,10,DAL 31,26,10,Jake Locker pass complete deep left to Derek Hagan for 25 yards (tackle by Jeff Heath),2.970,5.830
4,6:45,1,6,DAL 6,26,10,Jake Locker pass incomplete short middle intended for Justin Hunter,5.830,4.950
4,6:39,2,6,DAL 6,26,10,Jake Locker pass incomplete short left intended for Delanie Walker,4.950,4.040
4,6:34,3,6,DAL 6,26,10,Jake Locker pass incomplete short right intended for Nate Washington (defended by Brandon Carr),4.040,2.990
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,6:27,4,6,DAL 6,26,10,Jake Locker pass incomplete short left intended for Delanie Walker,2.990,0.380
4,6:22,1,10,DAL 6,26,10,DeMarco Murray left guard for 4 yards (tackle by Sammie Lee Hill),-0.380,-0.490
4,5:38,2,6,DAL 10,26,10,DeMarco Murray up the middle for 4 yards (tackle by Derrick Morgan),-0.490,-0.490
4,5:29,2,6,DAL 10,26,10,Timeout #1 by Tennessee Titans,-0.490,-0.480
4,5:29,3,2,DAL 14,26,10,DeMarco Murray right end for 6 yards (tackle by Zaviar Gooden),-0.480,-0.480
4,5:20,3,2,DAL 14,26,10,Timeout #2 by Tennessee Titans,-0.480,0.280
4,5:20,1,10,DAL 20,26,10,DeMarco Murray left guard for 7 yards (tackle by Zaviar Gooden),0.280,0.680
4,4:35,2,3,DAL 27,26,10,DeMarco Murray left tackle for 5 yards (tackle by Mike Martin),0.680,1.070
4,3:51,1,10,DAL 32,26,10,"DeMarco Murray up the middle for 3 yards. Penalty on Jermey Parnell: Illegal Substitution, 5 yards (no play)",1.070,0.740
4,3:45,1,15,DAL 27,26,10,Lance Dunbar left tackle for 7 yards (tackle by Bernard Pollard),0.740,0.800
4,3:02,2,8,DAL 34,26,10,Lance Dunbar up the middle for 3 yards (tackle by Kamerion Wimbley),0.800,0.500
4,2:17,3,5,DAL 37,26,10,Lance Dunbar up the middle for 7 yards (tackle by Coty Sensabaugh),0.500,0.500
4,2:11,3,5,DAL 37,26,10,Timeout #3 by Tennessee Titans,0.500,1.860
4,2:11,1,10,DAL 44,26,10,Lance Dunbar left end for 5 yards (tackle by Kamerion Wimbley and Mike Martin),1.860,1.990
4,2:00,2,5,DAL 49,26,10,Lance Dunbar up the middle for no gain (tackle by Wesley Woodyard),1.990,1.290
4,1:16,3,5,DAL 49,26,10,Lance Dunbar up the middle for -3 yards (tackle by Michael Griffin),1.290,1.290
4,0:32,3,5,DAL 49,26,10,Timeout #1 by Dallas Cowboys,1.290,-0.320
4,0:32,4,8,DAL 46,26,10,"Chris Jones punts 54 yards, touchback",-0.320,-0.280
4,0:23,1,10,TEN 20,26,10,Jake Locker pass complete short middle to Dexter McCluster for 9 yards (tackle by Anthony Hitchens),0.280,0.950
4,0:02,2,1,TEN 29,26,10,Penalty on Andy Levitre: False Start (no play),0.950,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
