Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
1,5:58,,,GNB 35,0,14,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,5:53,1,10,CAR 20,0,14,Jonathan Stewart right end for 5 yards (tackle by Morgan Burnett and Josh Boyd),0.280,0.410
1,5:12,2,5,CAR 25,0,14,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,0.410,-0.300
1,5:05,3,5,CAR 25,0,14,Cam Newton sacked by Nick Perry for -12 yards,-0.300,-2.490
1,4:25,4,17,CAR 13,0,14,"Brad Nortman punts 49 yards, returned by Micah Hyde for no gain",-2.490,-1.470
1,4:15,1,10,GNB 38,0,14,James Starks right end for 7 yards (tackle by Luke Kuechly and Charles Godfrey),1.470,1.870
1,3:39,2,3,GNB 45,0,14,James Starks right end for 4 yards (tackle by Charles Johnson),1.870,2.190
1,3:05,1,10,GNB 49,0,14,"Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Charles Godfrey). Penalty on Thomas DeCoud: Unnecessary Roughness, 15 yards",2.190,4.110
1,2:33,1,10,CAR 22,0,14,Aaron Rodgers pass complete short right to Andrew Quarless for 9 yards (tackle by Antoine Cason),4.110,5.060
1,2:14,2,1,CAR 13,0,20,"James Starks left end for 13 yards, touchdown",5.060,7.000
1,2:14,,,CAR 2,0,21,Mason Crosby kicks extra point good,0.000,0.000
1,2:14,,,GNB 35,0,21,"Mason Crosby kicks off 70 yards, returned by Philly Brown for 24 yards (tackle by Jayrone Elliott)",0.000,-0.150
1,2:01,1,10,CAR 19,0,21,"Cam Newton pass incomplete short right intended for Jerricho Cotchery is intercepted by Clay Matthews at CAR-22 and returned for 22 yards. Penalty on Tramon Williams: Defensive Pass Interference, 5 yards (no play)",0.150,0.540
1,1:53,1,10,CAR 24,0,21,Jonathan Stewart right guard for 6 yards (tackle by Luther Robinson and Sam Barrington),0.540,0.810
1,1:29,2,4,CAR 30,0,21,Jonathan Stewart up the middle for 3 yards (tackle by Luther Robinson and A.J. Hawk),0.810,0.500
1,0:55,3,1,CAR 33,0,21,Jonathan Stewart right guard for no gain (tackle by Sean Richardson and Morgan Burnett),0.500,-1.180
1,0:32,4,1,CAR 33,0,21,"Brad Nortman punts 67 yards, touchback",-1.180,-0.280
1,0:21,1,10,GNB 20,0,21,Aaron Rodgers pass complete short right to Kevin Dorsey for 4 yards (tackle by Luke Kuechly),0.280,0.270
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,GNB 24,0,21,Randall Cobb right end for 2 yards (tackle by Mario Addison),0.270,-0.160
2,14:15,3,4,GNB 26,0,21,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,-0.160,-1.630
2,14:11,4,4,GNB 26,0,21,"Tim Masthay punts 56 yards, returned by Philly Brown for 5 yards (tackle by Jayrone Elliott)",-1.630,-0.480
2,14:00,1,10,CAR 23,0,21,"Cam Newton pass complete short middle to Kelvin Benjamin for 13 yards (tackle by Davon House). Penalty on Ed Dickson: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
2,13:37,1,20,CAR 13,0,21,Cam Newton pass complete short middle to Kelvin Benjamin for 16 yards (tackle by Tramon Williams and A.J. Hawk),-0.590,0.740
2,12:53,2,4,CAR 29,0,21,Cam Newton pass complete short left to Jerricho Cotchery for 5 yards (tackle by Ha Ha Clinton-Dix),0.740,1.200
2,12:32,1,10,CAR 34,0,21,Cam Newton pass incomplete deep right intended for Jason Avant,1.200,0.660
2,12:27,2,10,CAR 34,0,21,Cam Newton right guard for 6 yards (tackle by Jamari Lattimore),0.660,0.760
2,11:46,3,4,CAR 40,0,21,Cam Newton pass complete short right to Jason Avant for 5 yards (tackle by Casey Hayward),0.760,1.930
2,11:04,1,10,CAR 45,0,21,Cam Newton pass incomplete short left intended for Jerricho Cotchery,1.930,1.380
2,11:01,2,10,CAR 45,0,21,Cam Newton pass complete short left to Jason Avant for 1 yard (tackle by Ha Ha Clinton-Dix),1.380,0.830
2,10:20,3,9,CAR 46,0,21,Cam Newton pass incomplete short right intended for Brenton Bersin (defended by Tramon Williams),0.830,-0.320
2,10:15,4,9,CAR 46,0,21,"Penalty on Thomas DeCoud: False Start, 5 yards (no play)",-0.320,-0.650
2,10:15,4,14,CAR 41,0,21,Brad Nortman punts 53 yards,-0.650,0.380
2,10:04,1,10,GNB 6,0,21,Eddie Lacy up the middle for 4 yards (tackle by Kony Ealy and Colin Cole),-0.380,-0.490
2,9:26,2,6,GNB 10,0,21,Aaron Rodgers pass complete short left to Eddie Lacy for no gain,-0.490,-0.950
2,8:50,3,6,GNB 10,0,21,"Penalty on Kony Ealy: Neutral Zone Infraction, 5 yards (no play)",-0.950,-0.370
2,8:36,3,1,GNB 15,0,21,Eddie Lacy up the middle for 10 yards (tackle by Roman Harper),-0.370,0.610
2,8:01,1,10,GNB 25,0,21,Eddie Lacy up the middle for 11 yards (tackle by Luke Kuechly),0.610,1.330
2,7:24,1,10,GNB 36,0,21,Aaron Rodgers pass complete short right to Randall Cobb for 47 yards (tackle by Melvin White),1.330,4.440
2,6:43,1,10,CAR 17,0,21,Eddie Lacy left end for -2 yards (tackle by Melvin White),4.440,3.600
2,6:09,2,12,CAR 19,0,21,Aaron Rodgers pass complete short left to Eddie Lacy for 5 yards (tackle by Mario Addison),3.600,3.500
2,6:09,3,7,CAR 14,0,21,"Penalty on James Starks: False Start, 5 yards (no play)",3.500,2.910
2,4:53,3,12,CAR 19,0,21,Aaron Rodgers for 16 yards (tackle by Luke Kuechly),2.910,2.910
2,4:11,3,12,CAR 19,0,21,Timeout #1 by Green Bay Packers,2.910,6.510
2,4:07,1,3,CAR 3,0,27,"Aaron Rodgers pass complete short right to Randall Cobb for 3 yards, touchdown",6.510,7.000
2,4:07,,,CAR 2,0,28,Mason Crosby kicks extra point good,0.000,0.000
2,4:07,,,GNB 35,0,28,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,4:07,1,10,CAR 20,0,28,Cam Newton pass incomplete short right intended for Ed Dickson (defended by Josh Boyd),0.280,-0.270
2,4:02,2,10,CAR 20,0,28,Cam Newton pass incomplete short middle intended for Kelvin Benjamin,-0.270,-0.960
2,3:57,3,10,CAR 20,0,28,Cam Newton pass complete short left to Greg Olsen for 5 yards (tackle by Micah Hyde),-0.960,-1.700
2,3:09,4,5,CAR 25,0,28,"Brad Nortman punts 60 yards, returned by Randall Cobb for 24 yards (tackle by Ben Jacobs)",-1.700,-1.530
2,3:09,1,10,GNB 39,0,28,Aaron Rodgers pass complete short middle to James Starks for 7 yards (tackle by Charles Godfrey),1.530,1.930
2,2:44,2,3,GNB 46,0,28,James Starks right guard for 2 yards (tackle by Kawann Short and Charles Johnson),1.930,1.490
2,2:19,3,1,GNB 48,0,28,James Starks right end for -6 yards (tackle by Thomas Davis and Thomas DeCoud),1.490,-0.590
2,1:59,4,7,GNB 42,0,28,"Tim Masthay punts 58 yards, touchback",-0.590,-0.280
2,1:51,1,10,CAR 20,0,28,Cam Newton pass complete short middle to Greg Olsen for 13 yards (tackle by A.J. Hawk),0.280,1.140
2,1:29,1,10,CAR 33,0,28,Jonathan Stewart up the middle for no gain (tackle by Casey Hayward),1.140,0.590
2,1:00,2,10,CAR 33,0,28,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Morgan Burnett),0.590,0.590
2,0:52,2,10,CAR 33,0,28,Timeout #1 by Carolina Panthers,0.590,1.090
2,0:52,3,1,CAR 42,0,28,Cam Newton right tackle for 6 yards (tackle by Ha Ha Clinton-Dix),1.090,1.090
2,0:45,3,1,CAR 42,0,28,Timeout #2 by Carolina Panthers,1.090,2.130
2,0:45,1,10,CAR 48,0,28,Cam Newton pass complete deep right to Kelvin Benjamin for 32 yards (tackle by Tramon Williams),2.130,4.240
2,0:18,1,10,GNB 20,0,28,Cam Newton pass incomplete short right intended for Jason Avant,4.240,3.690
2,0:12,2,10,GNB 20,0,28,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",3.690,3.020
2,0:12,2,15,GNB 25,0,28,Cam Newton up the middle for 10 yards (tackle by Casey Hayward),3.020,3.020
2,0:05,2,15,GNB 25,0,28,Timeout #3 by Carolina Panthers,3.020,3.020
2,0:05,2,15,GNB 25,0,28,Timeout #2 by Green Bay Packers,3.020,3.700
2,0:05,3,5,GNB 15,3,28,Graham Gano 33 yard field goal good,3.700,3.000
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,3,28,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,3,28,Cam Newton pass complete deep right to Greg Olsen for 17 yards (tackle by Morgan Burnett),0.280,1.400
3,14:22,1,10,CAR 37,3,28,Cam Newton pass complete short middle to Jonathan Stewart for 12 yards (tackle by Micah Hyde),1.400,2.190
3,13:45,1,10,CAR 49,3,28,Cam Newton pass complete short left to Jerricho Cotchery for 9 yards (tackle by A.J. Hawk),2.190,2.860
3,13:10,2,1,GNB 42,3,28,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by A.J. Hawk),2.860,2.150
3,13:06,3,1,GNB 42,3,28,Jonathan Stewart up the middle for no gain (tackle by Letroy Guion),2.150,0.460
3,12:26,4,1,GNB 42,3,28,Cam Newton up the middle for no gain (tackle by Letroy Guion and Julius Peppers),0.460,-1.730
,,,,,,,"CAR challenged the first down ruling, and the play was upheld.",,
3,12:14,1,10,GNB 42,3,28,Aaron Rodgers for 2 yards (tackle by Thomas DeCoud),1.730,1.460
3,11:45,2,8,GNB 44,3,28,Eddie Lacy up the middle for 2 yards (tackle by Thomas Davis and Charles Godfrey),1.460,1.030
3,11:02,3,6,GNB 46,3,28,Aaron Rodgers pass complete short left to Randall Cobb for 33 yards (tackle by Thomas Davis),1.030,4.170
3,10:28,1,10,CAR 21,3,34,"Aaron Rodgers pass complete short middle to Davante Adams for 21 yards, touchdown",4.170,7.000
3,10:28,,,CAR 2,3,35,Mason Crosby kicks extra point good,0.000,0.000
3,10:28,,,GNB 35,3,35,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,10:20,1,10,CAR 20,3,35,Cam Newton sacked by Julius Peppers for -6 yards,0.280,-1.180
3,9:36,2,16,CAR 14,3,35,Cam Newton pass complete deep left to Greg Olsen for 23 yards (tackle by Ha Ha Clinton-Dix and Micah Hyde),-1.180,1.400
3,8:57,1,10,CAR 37,3,35,Cam Newton pass incomplete short right intended for Jerricho Cotchery,1.400,0.860
3,8:51,2,10,CAR 37,3,35,Cam Newton pass incomplete short middle intended for Jonathan Stewart,0.860,0.170
3,8:46,3,10,CAR 37,3,35,Cam Newton up the middle for 4 yards (tackle by A.J. Hawk),0.170,-0.650
3,8:02,4,6,CAR 41,3,35,"Brad Nortman punts 59 yards, touchback",-0.650,-0.280
3,7:53,1,10,GNB 20,3,35,James Starks right end for 14 yards (tackle by Thomas Davis),0.280,1.200
3,7:09,1,10,GNB 34,3,35,James Starks left tackle for 2 yards (tackle by Charles Johnson),1.200,0.930
3,6:30,2,8,GNB 36,3,35,Aaron Rodgers sacked by Thomas Davis for -4 yards,0.930,-0.300
3,5:48,3,12,GNB 32,3,35,Aaron Rodgers pass complete short middle to Eddie Lacy for 5 yards (tackle by Thomas Davis and Dwan Edwards),-0.300,-0.910
3,5:17,4,7,GNB 37,3,35,"Tim Masthay punts 54 yards, returned by Philly Brown for 12 yards (tackle by Ha Ha Clinton-Dix)",-0.910,-0.340
,,,,,,,"GNB challenged the runner was down by contact ruling, and the play was upheld.",,
3,5:04,1,10,CAR 21,3,35,Cam Newton pass complete short middle to Greg Olsen for 20 yards (tackle by Jamari Lattimore),0.340,1.660
3,4:35,1,10,CAR 41,3,35,Cam Newton pass complete short right to Greg Olsen for 8 yards (tackle by Jamari Lattimore),1.660,2.200
3,4:09,2,2,CAR 49,3,35,Cam Newton pass complete short right to Greg Olsen for 10 yards (tackle by Morgan Burnett),2.200,2.850
3,3:29,1,10,GNB 41,3,35,Jonathan Stewart right end for -1 yards (tackle by Morgan Burnett and Julius Peppers),2.850,2.170
3,2:45,2,11,GNB 42,3,35,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,2.170,1.490
3,2:38,3,11,GNB 42,3,35,"Cam Newton pass incomplete short left intended for Jason Avant. Penalty on Davon House: Illegal Contact, 5 yards (no play)",1.490,3.120
3,2:31,1,10,GNB 37,3,35,Cam Newton pass incomplete short left intended for Brenton Bersin is intercepted by Casey Hayward at GNB-30 and returned for 21 yards,3.120,-2.320
3,2:18,1,10,CAR 49,3,35,"Eddie Lacy right tackle for 11 yards (tackle by Charles Johnson). Eddie Lacy fumbles (forced by Charles Johnson), recovered by Bryan Bulaga at CAR-37. Penalty on Luke Kuechly: Disqualification, 15 yards",2.320,4.110
3,1:43,1,10,CAR 22,3,35,Eddie Lacy left tackle for 4 yards (tackle by A.J. Klein),4.110,4.130
3,1:01,2,6,CAR 18,3,35,Aaron Rodgers pass complete short right to Brandon Bostick for 2 yards (tackle by Melvin White),4.130,3.740
3,0:17,3,4,CAR 16,3,35,Aaron Rodgers pass incomplete deep middle intended for Richard Rodgers,3.740,2.450
3,0:13,4,4,CAR 16,3,38,Mason Crosby 34 yard field goal good,2.450,3.000
3,0:13,,,GNB 35,3,38,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,0:08,1,10,CAR 20,3,38,Jonathan Stewart left end for 13 yards (tackle by Ha Ha Clinton-Dix),0.280,1.140
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 33,3,38,Jonathan Stewart right guard for 18 yards (tackle by Davon House),1.140,2.320
4,14:20,1,10,GNB 49,3,38,Jonathan Stewart right guard for 9 yards (tackle by Morgan Burnett),2.320,3.000
4,13:45,2,1,GNB 40,3,38,Chris Ogbonnaya right tackle for 5 yards (tackle by Sean Richardson and Tramon Williams),3.000,3.250
4,13:07,1,10,GNB 35,3,38,Cam Newton pass incomplete deep left intended for Kelvin Benjamin (defended by Davon House),3.250,2.700
4,13:00,2,10,GNB 35,3,38,Cam Newton pass complete short left to Jerricho Cotchery for 7 yards (tackle by Jarrett Bush),2.700,2.940
4,12:29,3,3,GNB 28,3,38,Cam Newton for 9 yards (tackle by Mike Pennel),2.940,4.310
4,11:40,1,10,GNB 19,3,38,Jonathan Stewart right end for 1 yard (tackle by Sean Richardson),4.310,3.880
4,11:00,2,9,GNB 18,3,38,"Cam Newton sacked by Julius Peppers and Clay Matthews for -7 yards. Penalty on Clay Matthews: Unsportsmanlike Conduct, 13 yards",3.880,4.780
4,10:25,1,10,GNB 12,3,38,Jonathan Stewart right guard for -1 yards (tackle by Mike Pennel and Josh Boyd),4.780,3.940
4,9:43,2,11,GNB 13,9,38,"Cam Newton pass complete short right to Kelvin Benjamin for 13 yards, touchdown",3.940,7.000
4,9:43,,,GNB 2,10,38,Graham Gano kicks extra point good,0.000,0.000
4,9:43,,,CAR 35,10,38,"Graham Gano kicks off 63 yards, returned by DuJuan Harris for 9 yards (tackle by Tre Boston)",0.000,0.370
4,9:31,1,10,GNB 11,10,38,John Kuhn right tackle for 5 yards (tackle by Thomas Davis),-0.370,-0.300
4,8:49,2,5,GNB 16,10,38,John Kuhn right guard for -1 yards (tackle by A.J. Klein),-0.300,-0.950
4,8:08,3,6,GNB 15,10,38,DuJuan Harris right tackle for -1 yards (tackle by A.J. Klein),-0.950,-2.470
4,7:28,4,7,GNB 14,10,38,"Tim Masthay punts 57 yards, returned by Brenton Bersin for 11 yards (tackle by Kevin Dorsey). Penalty on Brandon Williams: Illegal Block Above the Waist (Offsetting), Penalty on Sean Richardson: Taunting (Offsetting)",-2.470,-1.600
4,7:17,1,10,CAR 40,10,38,Chris Ogbonnaya left guard for 9 yards (tackle by Ha Ha Clinton-Dix and Micah Hyde). Penalty on Julius Peppers: Neutral Zone Infraction (Declined),1.600,2.270
4,6:58,2,1,CAR 49,10,38,Chris Ogbonnaya right guard for 3 yards (tackle by Julius Peppers),2.270,2.390
4,6:34,1,10,GNB 48,10,38,Chris Ogbonnaya right end for -1 yards (tackle by Sean Richardson),2.390,1.710
4,5:58,2,11,GNB 49,10,38,Derek Anderson pass incomplete short right intended for Chris Ogbonnaya,1.710,1.030
4,5:54,3,11,GNB 49,10,38,Derek Anderson pass incomplete deep left intended for Jason Avant (defended by Jarrett Bush),1.030,0.000
4,5:48,4,11,GNB 49,10,38,"Brad Nortman punts 49 yards, touchback. Penalty on Brandon Williams: Offensive Holding (Offsetting), Penalty on Brad Jones: Defensive Holding (Offsetting) (no play)",0.000,0.000
4,5:39,4,11,GNB 49,10,38,Brad Nortman punts 47 yards,0.000,0.380
4,5:28,1,10,GNB 2,10,38,DuJuan Harris up the middle for no gain (tackle by Colin Cole),-0.380,-0.780
4,4:43,2,10,GNB 2,10,38,"Penalty on Derek Sherrod: False Start, 1 yards (no play)",-0.780,-0.850
4,4:40,2,11,GNB 1,10,38,Matt Flynn pass incomplete short left intended for Brandon Bostick,-0.850,-1.540
4,4:36,3,11,GNB 1,10,38,Matt Flynn pass incomplete short right intended for Kevin Dorsey,-1.540,-2.490
4,4:30,4,11,GNB 1,10,38,"Tim Masthay punts 51 yards, returned by Brenton Bersin for 8 yards (tackle by Kevin Dorsey)",-2.490,-2.650
4,4:21,1,10,GNB 44,10,38,Derek Anderson pass complete short middle to Brandon Williams for 12 yards (tackle by Ha Ha Clinton-Dix),2.650,3.450
4,3:44,1,10,GNB 32,10,38,Derek Anderson pass complete short left to Brenton Bersin for 9 yards (tackle by Jarrett Bush),3.450,4.120
4,3:11,2,1,GNB 23,10,38,Derek Anderson pass complete short middle to Brandon Williams for 10 yards (tackle by Jarrett Bush and Ha Ha Clinton-Dix),4.120,4.710
4,2:38,1,10,GNB 13,10,38,Chris Ogbonnaya right end for 1 yard (tackle by Mike Pennel),4.710,4.220
4,2:02,2,9,GNB 12,10,38,Derek Anderson pass incomplete short right intended for Brandon Williams,4.220,3.280
4,1:57,3,9,GNB 12,10,38,Derek Anderson pass complete short middle to Brenton Bersin for 11 yards (tackle by Micah Hyde),3.280,6.970
4,1:28,1,1,GNB 1,16,38,"Derek Anderson pass complete short left to Brenton Bersin for 1 yard, touchdown",6.970,7.000
4,1:28,,,GNB 2,17,38,Graham Gano kicks extra point good,0.000,0.000
4,1:28,,,CAR 35,17,38,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,1:24,1,10,GNB 20,17,38,Matt Flynn kneels for -1 yards,0.280,-0.460
4,0:42,2,11,GNB 19,17,38,Matt Flynn kneels for -1 yards,-0.460,-1.330
4,0:08,3,12,GNB 18,17,38,Matt Flynn kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
