#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:01,CIN 13,3,0:54,-10,Interception
2,1,7:19,CIN 18,3,1:54,5,Punt
3,1,1:57,CIN 20,3,1:01,2,Punt
4,2,12:37,CIN 20,6,2:08,9,Punt
5,2,7:54,CIN 2,3,1:16,5,Punt
6,2,4:56,CIN 40,14,4:53,53,Field Goal
7,3,15:00,CIN 36,5,2:53,22,Interception
8,3,5:07,CIN 22,7,2:49,28,Downs
9,3,0:09,CIN 19,7,2:00,28,Downs
10,4,7:30,CIN 15,7,1:56,42,Downs
11,4,2:42,CIN 25,3,0:54,3,Punt
12,4,0:37,CIN 40,4,0:37,2,Downs
